EF48,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,EF16U2,TAETIGKEITSSCHLUESSEL5
770.0669101053751,1,54,1,aa,58,4,1
774.4132095755903,1,54,1,aa,34,2,1
781.6583323215323,1,32,1,aa,34,2,1
792.3892233852747,1,47,2,aa,56,4,1
793.5359778264888,1,54,1,aa,32,4,1
795.9485594925563,1,60,2,aa,17,4,3
802.3737908646661,1,54,1,aa,8,1,3
806.6869070002342,1,53,1,aa,28,5,3
814.1206317405565,1,51,1,aa,33,4,3
814.5133672367463,1,55,1,aa,33,4,3
814.5216596725121,1,47,2,aa,32,4,3
825.4357789144894,1,60,2,aa,56,3,3
828.8564883323415,1,45,1,aa,32,3,3
903.9146414498757,1,50,2,aa,14,3,3
907.6144714299733,1,53,1,aa,33,6,3
937.0837600528153,1,20,1,aa,35,1,3
939.3721819570889,1,18,2,aa,32,5,3
1084.9909432274042,1,50,1,aa,28,6,1
1121.3672048550586,2,51,2,aa,14,6,3
1248.6974706221376,2,20,2,aa,11,5,3
1250.9744063613443,1,20,1,aa,58,1,3
1251.140774140644,1,18,1,aa,29,5,3
1253.3903899051875,2,55,1,aa,25,5,1
1257.5367659592616,1,34,2,aa,56,5,3
1257.6298036763033,1,55,1,aa,28,5,1
1260.2895366168261,1,20,1,aa,29,5,1
1265.8904736526633,2,40,2,aa,57,1,1
1270.1679803035004,2,20,2,aa,6,1,1
1271.8709892452,2,54,2,aa,4,6,3
1272.6041883070345,1,36,1,aa,27,6,1
1273.625448610319,2,20,1,aa,9,1,1
1297.7289523952743,2,20,1,aa,6,5,3
1298.3385086977833,2,41,1,aa,59,1,3
1331.5627890578692,1,20,1,aa,49,6,3
1332.6313594897683,2,52,1,aa,57,1,1
1334.7691893589028,1,46,2,aa,26,1,3
1347.9059784797869,1,20,1,aa,10,1,3
1353.2881142461406,1,20,2,aa,4,5,3
1370.7066338009101,1,20,1,aa,10,5,3
1552.1851192366921,1,20,1,aa,42,5,1
1554.1374601847795,1,46,1,aa,40,3,3
1628.2198749129248,1,20,1,aa,5,1,3
1648.3819275664089,1,20,1,aa,43,1,3
1648.6079623599426,1,20,1,aa,59,3,1
1669.019816125262,1,46,1,aa,59,2,1
1670.8378615208119,1,33,2,aa,17,2,3
1695.6894198603495,1,45,1,aa,20,2,3
1701.33568696856,1,50,2,aa,57,2,3
1721.00993291456,1,40,1,aa,42,2,3
1741.1662041467928,1,51,2,aa,44,2,1
1788.0271422691899,1,41,2,aa,40,2,1
1825.1012126950814,1,20,2,aa,17,2,1
1825.5941006552434,2,20,1,aa,57,1,1
1825.7923992258911,2,52,1,aa,59,2,1
1826.1412132844052,2,40,1,aa,40,2,1
1827.795545656605,1,47,2,aa,41,1,1
1827.9948104989726,1,40,2,aa,40,3,3
1828.8937146426642,1,20,1,aa,14,3,1
1831.6978625013458,1,54,2,aa,40,5,1
1832.568415573483,2,52,2,aa,21,2,1
1832.6127141911809,2,51,2,aa,3,5,3
1833.065056786558,2,52,2,aa,14,5,3
1833.3191890607088,2,53,2,aa,22,2,3
1834.2717134785485,1,41,2,aa,42,5,3
1834.864598512151,1,52,2,aa,49,2,3
1835.2822476603142,2,18,2,aa,59,3,3
1835.3827964504032,2,52,2,aa,15,3,1
1836.5102463560038,2,45,2,aa,45,2,1
1837.2163835046676,1,53,2,aa,45,5,1
1838.3218235122836,1,45,2,aa,42,5,1
2052.0597788965133,1,20,2,aa,54,5,1
2070.0619146158824,1,18,1,aa,59,5,1
2070.367017422938,1,31,1,aa,4,4,1
2071.483495014719,2,56,2,aa,58,5,1
2075.253889646562,1,60,1,aa,34,5,1
2076.9674725598607,1,55,1,aa,44,5,3
2093.0873633813135,2,53,1,aa,15,5,1
2098.4415494906066,1,53,1,aa,44,2,1
2099.4884075588066,1,56,1,aa,42,4,1
2105.117259251885,2,20,2,aa,44,3,1
2111.101119361145,1,20,1,aa,17,2,1
2111.912379702356,1,60,1,aa,3,4,3
2194.265086926241,2,51,2,aa,44,2,3
2234.3177559348105,2,50,2,aa,29,3,3
2263.8091950805397,2,60,2,aa,29,3,3
