EF16U2,TAETIGKEITSSCHLUESSEL4,B52
5,2,935.7300366644114
5,2,998.821322469818
5,2,984.6927195051625
4,2,967.52834210731
4,2,965.3291962901097
4,2,965.3411602014694
4,2,988.6434098722857
4,2,990.770581307212
4,2,966.7561560439207
4,2,965.6911700819907
4,2,967.2102125875762
4,2,967.9023185770922
4,2,964.6084273070938
4,2,964.434772098122
4,2,965.065895367697
4,2,967.6710422925153
5,2,766.3728384721876
5,2,756.3046280302683
5,2,705.914752088793
5,2,736.0622523577134
5,2,721.404884050002
5,2,746.4107122433609
5,2,531.1599804581723
5,2,554.1706072484236
5,2,555.0521652156172
5,2,554.949934383836
5,2,562.789978027344
5,2,562.789978027344
5,2,562.789978027344
5,2,528.2928995510397
5,2,528.8111504643952
6,2,627.6266365162836
6,2,625.6874343952393
6,2,625.4931598970971
6,2,625.7811173560502
6,2,626.1096713981643
6,2,625.3470192536145
6,2,627.8920402143168
6,2,625.1205556296123
6,2,626.7192716457055
6,2,625.3539753812007
6,2,626.952467918322
6,2,626.9013622075689
6,2,625.2255922506016
6,2,627.3328423972578
6,2,708.5943832591136
6,2,706.2849640109472
6,2,725.9228767261505
6,2,710.2683336022877
6,2,707.3503436938137
7,2,876.5947285299837
7,2,859.2031552978348
7,2,877.9198693193721
7,2,858.1638243521274
7,2,862.3940138940719
7,2,892.1274562504028
7,2,893.2068419450194
7,2,878.2348808706487
7,2,802.0999901835295
7,2,807.0849198394617
7,2,802.8473266200389
7,2,828.4122612582739
7,2,824.2934050027417
6,2,816.8346278573464
6,2,809.2789650232572
6,2,893.5144818946875
6,2,893.1102525878426
6,2,805.1327313794686
6,2,815.7314995416233
6,2,964.467178419003
6,2,932.9710168256107
6,2,934.4694708803835
6,2,879.5092015768428
7,2,678.4206747109893
7,2,681.2004842338368
7,2,679.4971514920832
7,2,674.2648789153195
7,2,680.0222943142194
7,2,684.0605619308235
7,2,678.015259347539
7,2,679.728078915821
7,2,678.6445721825457
1,2,124.93636044910764
1,2,114.1534315742988
1,2,109.97333698145664
1,2,111.01061345041761
1,2,125.19707966837453
1,2,148.74258278916437
1,2,163.4321643660862
1,2,156.08079913343963
1,2,177.78935971577985
1,2,163.45396429623665
1,2,385.04211556314874
1,2,428.1508780528135
1,2,492.1077760312536
1,2,481.747873754935
1,2,499.840126744592
1,2,499.2829834976015
1,2,497.8309981084773
1,2,333.4047576758681
1,2,351.1901127457156
1,2,378.24186276144474
3,2,495.4683214248694
3,2,482.69440852689576
3,2,424.3267389678787
3,2,408.4078423507069
3,2,414.33135228764576
3,2,476.93059979773784
3,2,392.4367673778045
3,2,481.7412303573648
2,2,280.058769465032
2,2,276.75269404420504
2,2,293.53111515972415
2,2,264.985823284997
2,2,265.2297389095792
2,2,264.19484168542823
2,2,264.2344679919931
2,2,265.1541067235953
2,2,257.30285980994677
2,2,292.23472002229795
2,2,293.0556406042034
2,2,285.9124935831436
2,2,292.18011600738345
2,2,257.4552152492249
2,2,258.4787059725628
2,2,292.2187482910208
2,2,484.1414747191267
2,2,481.3098386025546
2,2,482.97536408146055
2,2,418.1271251789281
2,2,445.96760968322263
2,2,447.0091783744238
3,2,125.98766914040037
3,2,24.976643839863524
3,2,59.988047560002684
3,2,112.28161991059396
3,2,112.65906186472485
3,2,28.84008647740985
3,2,110.13731759256292
3,2,24.82605095908872
3,2,107.32542091280622
3,2,207.90855173661487
3,2,240.19695238947034
3,2,202.52038569320587
3,2,244.06471827978484
3,2,240.7432561859792
3,2,245.57469561067487
3,2,202.37409877115854
3,2,203.80066454801022
3,2,243.71359509288328
3,2,200.90142055701764
3,2,203.24357433025133
3,2,247.71858510641962
2,2,206.05795855853017
2,2,244.72027229153892
2,2,242.31965769648485
2,2,245.22511398929674
2,2,174.64289530974423
2,2,175.64555702123533
2,2,227.83977769003928
2,2,230.85284215270593
2,2,804.0393308013901
2,2,808.4794452030874
2,2,892.4343632510986
2,2,893.3254186918763
2,2,808.8504861392926
2,2,876.7686082184499
2,2,876.7769499292075
2,2,877.7310375939417
2,2,811.6580526897185
2,2,808.9898399272921
3,2,766.9396041189842
3,2,739.8913437264029
3,2,721.6932176949931
3,2,725.8764638521485
3,2,744.70533390443
3,2,733.2347895275298
3,2,728.4062944783338
3,2,654.1300509121373
3,2,655.5687623086394
3,2,652.0231472255955
3,2,652.1077498158608
3,2,652.1445060821068
3,2,671.0651244462628
3,2,671.4749048408361
3,2,671.2314033369186
3,2,648.3223656890036
3,2,651.5457206689624
3,2,879.9864295688177
3,2,879.6292017758136
3,2,877.3600673564366
3,2,879.7401960401945
3,2,879.9064013485153
3,2,879.8488556691882
3,2,878.8027432978749
3,2,878.8515912826645
3,2,876.710828568405
3,2,879.1437699679741
3,2,876.8546559176827
3,2,965.694862344722
3,2,965.0133136295523
3,2,967.4254728528273
3,2,997.8791633653035
3,2,989.6291316267361
2,2,589.5557233295839
2,2,584.5969357641161
2,2,568.1379796630224
2,2,718.5516643645168
2,2,706.5853951931725
2,2,707.6926842854147
2,2,711.7758153870025
2,2,719.9042383857899
2,2,718.3677377062512
2,2,711.9834605191062
2,2,705.837368970791
2,2,704.8224294940906
2,2,640.4048002251037
2,2,640.7807288843011
2,2,673.2851374149219
2,2,681.0130557635298
1,2,913.5694560938848
1,2,912.8807493681974
1,2,919.7191309590407
1,2,918.5565660806396
1,2,912.5328768045764
1,2,965.08682872986
1,2,879.7177012698138
1,2,846.0070182629136
1,2,831.8240821616238
1,2,919.7990739252734
1,2,932.3642923306323
1,2,879.5195525407906
1,2,915.2465636045853
1,2,723.1783709969476
1,2,739.2465579560667
1,2,723.4837266928461
1,2,767.5464604084856
1,2,654.9371109339909
1,2,655.6311257682598
1,2,766.1554200068425
1,2,765.1790539578062
1,2,556.031687652512
1,2,516.7974932325966
1,2,514.4127036233302
7,1,1157.3379403172944
7,1,1213.4902362954494
7,1,1132.3030958488955
7,1,1135.345059144902
7,1,1276.9494973648184
7,1,1124.8022875756792
7,1,1257.4447815360518
7,1,1262.4920004845608
7,1,1222.483623193166
7,1,1124.0807737334435
6,1,1252.7951928154512
6,1,1255.6671701273808
6,1,1256.0072226917928
6,1,1273.5535046385703
6,1,1279.1203676315404
6,1,1272.1156115997924
6,1,1275.4747602063483
6,1,1230.7473628359626
6,1,1225.7206151263601
6,1,1228.5594687423124
6,1,1226.6327472058147
6,1,1231.8046946336426
6,1,1228.115996903442
6,1,1231.282251658061
6,1,1273.3804159700321
6,1,1279.966706596746
6,1,1272.6868336603814
6,1,1277.736956482593
6,1,1261.732237260916
6,1,1229.3423662214307
4,1,1157.0775055749907
4,1,1159.137972925278
4,1,1202.0320163330387
4,1,1211.6645736710182
4,1,1261.3960109335228
4,1,1259.674232910584
4,1,1193.1854368173986
4,1,1193.6325799622025
4,1,1192.0713065932027
5,1,1158.4807370458147
5,1,1213.707017170088
5,1,1218.1174450601582
5,1,1157.361167223284
5,1,1142.0174728580114
5,1,1143.7419634376186
5,1,1134.9690122262184
5,1,1133.1951978055774
5,1,1129.8114737276196
5,1,1135.2212990347723
5,1,1131.6655327470971
5,1,1132.6994436648336
5,1,1135.9301711435403
5,1,1141.3308450442273
5,1,1140.3981707674861
5,1,1142.9707249315563
5,1,1293.5810154316505
5,1,1315.0568577417923
5,1,1295.9178313168054
5,1,1294.6079280423369
5,1,1341.695279913198
5,1,1315.636874762796
5,1,1314.100969896207
5,1,1342.5971281762704
5,1,1299.4153945899536
5,1,1308.881644298315
5,1,1329.1688551970965
4,1,1315.7015575246203
4,1,1315.7611103903635
4,1,1315.6625899308956
4,1,1315.8453094016409
4,1,1315.9087511136588
4,1,1315.3917370458646
4,1,1315.7387218320798
1,1,966.971365054659
1,1,983.99327110403
1,1,986.6063821994868
1,1,966.2461510493924
1,1,912.9530896374162
1,1,986.7276534477539
1,1,914.0287700579605
1,1,980.0821974194026
1,1,918.9241337166621
1,1,944.5048278177654
1,1,817.8483519281908
1,1,815.790470256927
1,1,821.4796904158758
1,1,840.1525084704449
1,1,808.5628419201136
1,1,816.9756548297167
1,1,515.7708976891605
1,1,512.7911421071211
1,1,562.789978027344
1,1,562.789978027344
1,1,570.5566359007806
1,1,600.862300323757
1,1,531.7650053766894
1,1,652.5934332695276
1,1,515.417531490158
1,1,559.2912394149073
1,1,568.2881974111259
2,1,893.1991784819107
2,1,893.7943207932803
2,1,876.5833802259237
2,1,876.7882733077216
2,1,892.9840473253339
2,1,892.5531103867659
2,1,842.921222783236
2,1,843.9694309640308
2,1,893.117476924668
2,1,892.1182655387456
2,1,893.2121946349854
2,1,892.3247282873544
2,1,844.9798292042028
2,1,690.9597417085824
2,1,703.2749829571347
2,1,689.5656633558639
2,1,694.1967758586119
2,1,673.5628536042626
2,1,702.1294940617436
2,1,681.3956033441832
2,1,702.6618527647729
2,1,698.5532705658559
2,1,678.7977870047457
2,1,701.259396264532
2,1,695.3219288781967
2,1,697.0558424534647
3,1,608.6787554780564
3,1,614.8511528161259
3,1,614.4109753867041
3,1,609.7946199492908
3,1,609.098921398321
3,1,610.4976916352529
3,1,612.2903315529293
3,1,613.618017638809
3,1,614.8334477439377
3,1,613.2265796809869
3,1,799.523046162982
3,1,787.733729482342
3,1,784.3028980087289
3,1,797.5481106622007
3,1,785.5666285870057
3,1,784.6191636411537
3,1,786.4486920107407
3,1,787.3110688992073
3,1,798.5593457316144
3,1,798.9705251333178
3,1,787.7750089163972
3,1,966.1880317053937
3,1,966.6384783199741
3,1,967.9567386442712
3,1,983.0264175758504
3,1,966.9583781777311
3,1,967.8124573065592
3,1,987.616529849451
2,1,92.65037315621912
2,1,127.11136109936264
2,1,72.90678512646754
2,1,23.077931355813377
2,1,47.43039001949748
2,1,117.26348576689469
2,1,217.37845862658725
2,1,179.65777706006162
2,1,217.66937224515345
2,1,131.38364936963725
2,1,146.79937500658056
2,1,422.36094543306007
2,1,430.6358192707843
2,1,420.64384589880774
2,1,431.48992522160574
2,1,435.5752094036788
2,1,436.18470820261894
2,1,441.8027185355644
2,1,427.8890858676744
3,1,264.4445255913361
3,1,293.13429711617647
3,1,265.50530094417286
3,1,264.0732101338701
3,1,258.0586777054752
3,1,293.26045054127866
3,1,293.2811033761893
3,1,257.2235920088418
3,1,304.73602737424216
3,1,257.0264041015695
3,1,258.0765688418005
3,1,410.5321504578099
3,1,414.3063004810261
3,1,412.01738261743327
3,1,409.8009623020762
3,1,386.91257716909155
3,1,424.0131883538189
3,1,413.70921379238274
3,1,410.17434328437196
3,1,95.59729450472398
3,1,111.55202600380056
3,1,71.05608866526673
3,1,20.724744542605027
3,1,31.791334800132056
3,1,216.17360881681464
3,1,119.26655589804867
3,1,169.06418745055018
3,1,232.99297334319436
3,1,205.39351299370762
3,1,59.29599713633352
3,1,200.0510859682256
1,1,364.5968749956472
1,1,366.73572916863753
1,1,365.3707111048859
1,1,364.07539874733715
1,1,329.36979047151203
1,1,329.8055967600453
1,1,331.9200295872041
1,1,331.3056307639679
1,1,361.16024696311376
1,1,104.33451872904051
1,1,127.17501049289865
1,1,105.9547170707599
1,1,109.28339219464401
1,1,104.79240506012084
1,1,118.28523918710525
1,1,119.38706680317691
1,1,119.77978790937603
1,1,109.39187019869311
1,1,104.4590553854485
5,1,371.9969192451664
5,1,293.4182265393979
5,1,363.8075435476319
5,1,365.23299909705923
5,1,292.0999936499006
5,1,348.00938041310974
5,1,462.68133626871037
5,1,500.13883325469857
5,1,494.2892830372077
5,1,492.34010875868745
5,1,495.23344957076387
5,1,485.00393917323873
4,1,408.59122704434515
4,1,408.51275055462133
4,1,410.4759138776022
4,1,409.7170990751288
4,1,389.7717573622332
4,1,384.57376400805407
4,1,385.4631920981801
4,1,414.873596316524
4,1,408.9165126786155
4,1,409.3912956025526
4,1,389.85669520655523
4,1,265.8177624863087
4,1,346.10408802183235
4,1,305.95321315566645
4,1,257.8403366977134
4,1,276.1006580830508
4,1,22.47966772748989
4,1,91.99823945964101
4,1,47.55624874781481
4,1,61.59804829840955
4,1,106.24305156039304
4,1,105.78210622306914
4,1,93.39699592396437
4,1,62.13533400553972
4,1,159.48516859842357
4,1,129.2114664741299
4,1,128.03874384275912
4,1,141.1338203481435
4,1,131.84663115519075
4,1,149.82301323558858
4,1,130.81695231046697
5,1,61.143588639389144
5,1,56.439832134239346
5,1,63.187945050767574
5,1,46.737573945265
5,1,44.95422951747078
5,1,44.46396155665455
5,1,60.647015390685674
5,1,134.17822218698575
5,1,129.1760793426414
5,1,156.7235475192931
5,1,179.73038322761573
5,1,216.95751782072642
5,1,179.17811950375935
5,1,177.9462807973824
5,1,164.40428297104683
5,1,174.2809593443773
5,1,171.48425007649865
5,1,966.7171891063125
5,1,980.5610588340791
5,1,921.4077785794909
5,1,921.1196333589959
5,1,964.0433903053105
5,1,842.1980688506287
5,1,893.3827889577993
5,1,797.0779626375694
5,1,816.1136132177546
5,1,821.8615732197856
5,1,893.217487495588
5,1,802.7886350173468
5,1,847.8343994908757
5,1,709.2600730312647
5,1,704.1516160940982
5,1,707.5632635455909
5,1,717.8671373415274
5,1,736.6498843289223
5,1,738.1454565246969
5,1,725.9340807485345
5,1,562.789978027344
5,1,529.090265152459
5,1,518.818123335696
5,1,537.6416225132708
5,1,516.9408087754326
5,1,519.8331062034302
4,1,571.3164063304492
4,1,552.9318393291411
4,1,552.1744001217771
4,1,586.1669317840236
4,1,550.8295380176473
4,1,705.0125737503113
4,1,562.789978027344
4,1,604.506923880557
4,1,731.1113359174794
4,1,720.038938380704
4,1,964.9235257496139
4,1,966.0853783210981
4,1,967.3391349349018
4,1,967.3047767646808
4,1,965.2395705527289
4,1,967.6574258105998
4,1,821.0047552118066
4,1,816.3436379684352
4,1,864.6545144925484
4,1,822.2084061621598
4,1,816.9925410388854
4,1,847.0888999318655
4,1,847.4985252411523
6,1,167.10269485427762
6,1,171.06673112229777
6,1,174.2285703344631
6,1,117.69419700622251
6,1,109.19577243676373
6,1,106.6091165158233
6,1,112.44787306895348
6,1,116.79031657118873
6,1,114.97614396045593
6,1,74.0926403468473
6,1,74.50757697205273
6,1,69.47230021518756
6,1,112.52840511543761
6,1,119.8771476080692
6,1,113.6002011029633
6,1,415.4916973967643
6,1,414.0338273231986
6,1,409.7384928237558
6,1,426.3329382677831
6,1,391.6366402611748
6,1,412.3901017692987
6,1,421.5491129354192
6,1,421.389151582756
6,1,264.8794131246945
6,1,265.9767212531849
6,1,265.37724128302756
6,1,287.9464433472467
6,1,381.8788607716039
6,1,258.4983227256619
6,1,331.81538045749807
6,1,372.8403946641221
6,1,363.2133947865652
7,1,70.22618842795066
7,1,71.07418262208733
7,1,68.48902370612004
7,1,116.09246612180932
7,1,47.4449733448664
7,1,69.03195502703115
7,1,206.56180597224082
7,1,216.92997975486207
7,1,217.5837883251968
7,1,149.41597411865664
7,1,216.82437179987616
7,1,166.3008670987033
7,1,217.6881793480801
7,1,174.15666635566907
7,1,151.7616378892442
7,1,217.27961972510377
7,1,217.54430599125786
7,1,217.4210892224455
7,1,369.00967434106155
7,1,391.85118348670113
7,1,292.6108645058036
7,1,446.92404735447604
7,1,368.29470841694007
7,1,964.5128291005897
7,1,909.6054848416152
7,1,982.6627453613833
7,1,912.5181615202317
7,1,965.4698908541689
7,1,966.0973296089115
7,1,810.6928581292283
7,1,820.959854772672
7,1,819.9313686228726
7,1,817.043210876783
7,1,819.6802677199314
7,1,822.0918674113082
7,1,821.8967619730435
7,1,800.6492081281552
6,1,607.2930140826134
6,1,613.6203300900713
6,1,587.0148002780835
6,1,625.9573985606712
6,1,625.8102566553823
6,1,624.5595590831194
6,1,601.8436959021956
6,1,626.169912602385
6,1,654.0729775107768
6,1,653.8097975333773
6,1,655.7855558080752
6,1,640.9913818035129
6,1,641.1891723475694
6,1,670.4641330880269
6,1,670.1480033805764
6,1,671.5513980182475
6,1,653.8707656844749
6,1,655.0659955360111
6,1,654.595553749597
6,1,892.9376464527998
6,1,844.6695976613994
6,1,879.7764786659598
6,1,879.5033988718661
6,1,846.303019924151
6,1,861.5861223019705
6,1,862.6843855995393
6,1,914.8056977867428
6,1,964.1968573779056
6,1,915.3887101762151
6,1,919.7020490288744
6,1,914.396936846682
7,1,516.4152038658883
7,1,516.8768731633365
7,1,568.306889916993
7,1,575.8658473504667
7,1,555.630295345615
7,1,562.789978027344
7,1,574.7505543486312
7,1,570.6730556351145
7,1,557.8804655077573
7,1,626.319311908684
7,1,624.3760269155108
7,1,624.364844459555
7,1,625.3352590193566
7,1,624.1298892437775
1,2,1131.0006236368795
1,2,1135.2764964992903
1,2,1132.2659151755363
1,2,1133.7085051495396
1,2,1143.0339514156576
1,2,1102.5977959186396
1,2,1140.410502167394
1,2,1132.7962153161966
1,2,1102.8608970069597
1,2,1100.106186163469
1,2,1036.7930922464584
1,2,1036.3636232608949
1,2,1039.7387197451267
1,2,1037.7974736609694
1,2,1038.5759184276933
1,2,1036.5385021949385
1,2,1038.9332313787752
1,2,1038.6412178988771
1,2,1277.1304701809865
1,2,1277.9229074722107
1,2,1252.395742240627
1,2,1237.299576570343
1,2,1256.1637905821012
1,2,1239.7394832005286
1,2,1340.100138635465
1,2,1342.6757568331207
1,2,1301.734017462795
1,2,1314.1317715083424
1,2,1341.1034898987618
1,2,1340.5907854257841
2,2,1273.5148528897003
2,2,1248.0169476566564
2,2,1159.9707883933531
2,2,1157.4780812318804
2,2,1156.5840202992308
2,2,1213.2728346416313
2,2,1192.6081431585806
2,2,1257.8522712837494
2,2,1263.6780719128612
2,2,1211.6542219166154
2,2,1142.8107317951792
2,2,1135.4382524795874
2,2,1134.1193142868672
2,2,1059.4703000096465
2,2,1129.6800828384914
2,2,1089.541991374032
2,2,1097.3318752029868
2,2,1078.2169478248973
2,2,1047.8868983069488
3,2,1229.5684565478373
3,2,1224.9010544162838
3,2,1272.6843863967324
3,2,1193.7156645898292
3,2,1231.948498417269
3,2,1222.502483944702
3,2,1220.7958518804326
3,2,1256.6175437072038
3,2,1156.8524161875944
3,2,1157.3699195991483
3,2,1158.5877221070573
3,2,1124.546157120923
3,2,1130.1379421963095
3,2,1129.1223154249883
3,2,1130.6431070398924
3,2,1096.9561989161011
3,2,1093.3774747165896
3,2,1077.0416551105973
3,2,1077.861238323171
3,2,1140.6579615527166
3,2,1092.1949571214714
3,2,1050.7583027957712
3,2,1052.6343252947406
3,2,1078.9445000515227
3,2,1131.2912509266057
3,2,1124.989986894094
3,2,1126.140633054185
3,1,1123.7044110470135
3,1,1104.0978851811308
3,1,1116.975466193024
3,1,1140.2057991660308
3,1,1142.4434760589502
3,1,1046.2475706242076
3,1,1129.1771395403118
3,1,1043.8980309057151
3,1,1195.6511151130562
3,1,1195.8171552734918
3,1,1229.069409947999
3,1,1193.292723443734
3,1,1174.5011237727851
3,1,1173.7408205699717
3,1,1157.36295083519
3,1,1173.9704216454056
3,1,1172.7702309849233
3,1,1258.5079353872422
2,1,1106.4281948788675
2,1,1193.9564394738607
2,1,1257.1653746919533
2,1,1157.0397451977503
2,1,1194.0885828833273
2,1,1049.8612675959341
2,1,1045.8834386000592
2,1,1330.2564221494151
2,1,1315.8584548261913
2,1,1314.5026131163606
2,1,1314.4048032331796
2,1,1343.6709643357663
2,1,1314.1024881479248
2,1,1315.4788243207302
2,1,1315.7991955358764
2,1,1315.7634638189213
1,1,1250.0436131642687
1,1,1261.7961946923722
1,1,1259.3541198214953
1,1,1272.175775032335
1,1,1230.5373199540456
1,1,1277.1367399602584
1,1,1109.799933754531
1,1,1102.775878724958
1,1,1260.7228156880794
1,1,1256.9103514946003
1,1,1245.9171184138465
1,1,1142.2236051208456
1,1,1142.2000461522482
1,1,1140.1811473714822
1,1,1141.3676047905863
