B27,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
aa,2,878.64380848417,2
aa,2,993.9903789979256,2
aa,2,986.9808377668062,2
aa,2,980.2808191232584,2
aa,2,988.7049270180299,2
aa,2,984.4825412603558,2
aa,2,981.8081902128456,2
aa,2,983.8545897715304,2
aa,2,964.7532145061962,2
aa,2,985.6239000464793,2
aa,2,966.8071758625221,2
aa,2,984.0379259415864,2
aa,2,987.879267370419,2
aa,2,552.5156282698443,2
aa,2,572.0437744474813,2
aa,2,557.1868373038614,2
aa,2,575.2121090157902,2
aa,2,586.3780749315696,2
aa,2,591.459025971999,2
aa,2,589.3297779902955,2
aa,2,569.0106192204071,2
aa,2,681.994665761626,2
aa,2,678.6404541729559,2
aa,2,687.8627156094283,2
aa,2,682.9568298349636,2
aa,2,684.3643110121972,2
aa,2,682.5140985850853,2
aa,2,682.9258868434596,2
aa,2,677.5742949185836,2
aa,2,683.2173943477055,2
aa,2,686.1994175804557,2
aa,2,678.9697294122435,2
aa,2,683.1427265412271,2
aa,2,680.2929578807515,2
aa,2,843.0687556324242,3
aa,2,877.629409333664,3
aa,2,857.3095207625622,3
aa,2,848.9971639261342,3
aa,2,876.3465333568873,3
aa,2,878.5835318337487,3
aa,2,857.3613170149745,3
aa,2,813.5469866617242,3
aa,2,808.2546646589798,3
aa,2,809.4302645166744,3
aa,2,809.412219414303,3
aa,2,809.8200417529365,3
aa,2,815.3989087083454,3
aa,2,814.5653079097449,3
aa,2,814.2875430887395,3
aa,2,931.4349892098629,3
aa,2,912.9529992220022,3
aa,2,918.1544203866185,3
aa,2,919.9449471657178,3
aa,2,554.7063721603591,3
aa,2,552.8979594829802,3
aa,2,553.2153652536797,3
aa,2,559.543280148258,3
aa,2,545.592998906611,3
aa,2,562.789978027344,3
aa,2,562.789978027344,3
aa,2,559.9658999057692,3
aa,2,558.6072821773231,3
aa,2,559.6107589558065,3
aa,2,562.789978027344,3
aa,2,562.789978027344,3
aa,2,562.789978027344,3
aa,2,558.3379136462445,3
aa,2,707.4930745188383,3
aa,2,706.072083287658,3
aa,2,705.0869644067221,3
aa,2,705.7059173419522,3
aa,2,723.3810048211458,3
aa,2,727.1504916111135,3
aa,2,723.1574460666917,3
aa,2,742.174203813709,1
aa,2,724.8942800488571,1
aa,2,742.2584319155322,1
aa,2,737.1947533868253,1
aa,2,747.0040942424023,1
aa,2,727.5310952386853,1
aa,2,721.3088209154974,1
aa,2,751.763570847102,1
aa,2,747.4500022627975,1
aa,2,743.3570160650154,1
aa,2,727.247296014036,1
aa,2,652.7352136695287,1
aa,2,652.2494533760539,1
aa,2,670.0447953196059,1
aa,2,671.6292659715962,1
aa,2,654.4535711276351,1
aa,2,652.9281456757714,1
aa,2,588.3525354443213,1
aa,2,585.0378507304372,1
aa,2,627.9201345516586,1
aa,2,585.2717617801202,1
aa,2,585.5953874161821,1
aa,2,612.1382410820399,1
aa,2,530.4742192762922,1
aa,2,531.1975118164092,1
aa,2,529.2727622926917,1
aa,2,528.9210723417045,1
aa,2,530.4714013201461,1
aa,2,512.46921343812,1
aa,2,529.7275249687383,1
aa,2,893.7065530530202,1
aa,2,879.9354786783227,1
aa,2,892.0380443641203,1
aa,2,892.2468067217395,1
aa,2,876.048309925634,1
aa,2,879.6624132688432,1
aa,2,893.3621558618468,1
aa,2,893.3650793645662,1
aa,2,857.2666665840504,1
aa,2,823.295069902032,1
aa,2,820.4939063216832,1
aa,2,818.5236562713943,1
aa,2,816.082038223083,1
aa,2,820.294877791688,1
aa,2,823.1449733049183,1
aa,2,905.2610979490693,1
aa,2,905.6718826797638,1
aa,2,909.0386000741846,1
aa,2,907.6746720562862,1
aa,2,905.6678695905446,1
aa,2,910.0014124749395,1
aa,2,908.9318565463325,1
aa,2,911.7961615045024,1
aa,2,911.4047421228347,1
aa,2,906.4873463669613,1
aa,1,1262.1231569294453,2
aa,1,1259.2311986843843,2
aa,1,1259.271439585658,2
aa,1,1259.6353760469106,2
aa,1,1257.7260738171697,2
aa,1,1260.0609895468165,2
aa,1,1257.017513792899,2
aa,1,1257.3954253580407,2
aa,1,1229.0560768704468,2
aa,1,1227.1699902365297,2
aa,1,1260.4117743967824,2
aa,1,1156.5724213043852,2
aa,1,1108.5101506978183,2
aa,1,1132.6315211388498,2
aa,1,1135.0165368304968,2
aa,1,1141.414220336429,2
aa,1,1128.841145925094,2
aa,1,1130.097499141719,2
aa,1,1276.0790062312599,3
aa,1,1277.8337501886551,3
aa,1,1276.8827276094105,3
aa,1,1273.448532678171,3
aa,1,1259.7826206033174,3
aa,1,1256.5968384664593,3
aa,1,1259.7914859652103,3
aa,1,1272.4950823948393,3
aa,1,1260.8696008358802,3
aa,1,1258.3155606341638,3
aa,1,1262.545474342638,3
aa,1,1140.478957361597,3
aa,1,1143.9810442627454,3
aa,1,1143.4979723162762,3
aa,1,1130.6838990414426,3
aa,1,1118.0023715277794,3
aa,1,1109.7981385567132,3
aa,1,1049.2769583407412,3
aa,1,1127.104610735298,3
aa,1,1130.6431761209924,3
aa,1,1052.5727291145297,3
aa,1,1126.1827933708253,3
aa,1,1122.6554096797106,3
aa,1,1124.0217719595762,3
aa,1,1127.1218110808838,3
aa,1,1341.8433910732033,3
aa,1,1334.9951693478556,3
aa,1,1335.5820852094887,3
aa,1,1334.5806234631011,3
aa,1,1341.721961773607,3
aa,1,1343.360655408084,3
aa,1,1342.205589648617,3
aa,1,1331.4235323401933,3
aa,1,1142.8272608421387,1
aa,1,1142.7332281847869,1
aa,1,1142.364977061712,1
aa,1,1132.9189203923893,1
aa,1,1143.0069409842467,1
aa,1,1143.0805166262717,1
aa,1,1140.252495074046,1
aa,1,1142.9905055897032,1
aa,1,1149.3511506458835,1
aa,1,1142.4558450746558,1
aa,1,1142.207415111876,1
aa,1,1143.3060878553417,1
aa,1,1194.7733612029647,1
aa,1,1192.8878830024346,1
aa,1,1192.1631124389305,1
aa,1,1194.0824475934396,1
aa,1,1194.7748557054833,1
aa,1,1194.918347079992,1
aa,1,1257.7511148915821,1
aa,1,1201.1923697884038,1
aa,1,1193.73598755575,1
aa,1,1193.0033742751984,1
aa,1,1194.2154506662923,1
aa,1,1332.5470237075021,1
aa,1,1340.553468163896,1
aa,1,1329.6847555537436,1
aa,1,1330.4223466819583,1
aa,1,1343.6114559244904,1
aa,1,1343.131926979786,1
aa,1,1333.3483623441082,1
aa,1,1330.1276846308915,1
aa,1,987.5350333838311,4
aa,1,980.7753980265526,4
aa,1,983.6053780047629,4
aa,1,990.8988290884619,4
aa,1,987.1811186485094,4
aa,1,989.451339722939,4
aa,1,987.3510931278022,4
aa,1,984.9389435031361,4
aa,1,991.2465701524351,4
aa,1,984.4735999266538,4
aa,1,965.6816607665744,4
aa,1,965.1425383712703,4
aa,1,964.8859390262538,4
aa,1,796.0780746760892,4
aa,1,797.9111738381313,4
aa,1,796.9365317043132,4
aa,1,798.1431250943657,4
aa,1,798.2832438569795,4
aa,1,796.0135448697948,4
aa,1,799.7121333130447,4
aa,1,798.5075666418682,4
aa,1,799.9508571715564,4
aa,1,796.3770132038125,4
aa,1,796.4770615130083,4
aa,1,799.7752824562065,4
aa,1,797.7344711625934,4
aa,1,876.2938966959663,4
aa,1,877.1042719339778,4
aa,1,876.4524252430617,4
aa,1,877.871186911104,4
aa,1,877.9187748582722,4
aa,1,878.9308761777688,4
aa,1,706.666145358196,4
aa,1,707.7134240764472,4
aa,1,706.5408495707054,4
aa,1,716.7869150019292,4
aa,1,711.6724953163096,4
aa,1,710.8976164829995,4
aa,1,716.3801381073554,4
aa,1,671.9038808030417,4
aa,1,671.3195804151802,4
aa,1,671.7546392805993,4
aa,1,649.4163149116376,4
aa,1,649.7045746849823,4
aa,1,649.3837005749307,4
aa,1,671.863854388178,4
aa,1,671.8381396617204,4
aa,1,671.3134144419517,4
aa,1,514.3206915226598,4
aa,1,514.4955250611108,4
aa,1,513.1326980660755,4
aa,1,514.0526379123814,4
aa,1,518.4223819462991,4
aa,1,569.6064836204542,4
aa,1,568.7532277511963,4
aa,1,562.789978027344,4
aa,1,570.6924279182631,4
aa,1,562.789978027344,4
aa,1,575.8595057958622,4
aa,1,626.5706537934146,4
aa,1,627.6867218910818,4
aa,1,625.2334145279176,4
aa,1,627.7584886180706,4
aa,1,625.1294343634277,4
aa,1,624.0814177236623,4
aa,1,627.7744480553666,4
aa,1,626.6298548200896,4
aa,1,624.5756653441741,4
aa,1,626.4226618677811,4
aa,1,414.7394322163999,4
aa,1,391.4566934321713,4
aa,1,386.9494002228146,4
aa,1,413.47330967163043,4
aa,1,398.7536571878771,4
aa,1,411.0142073793423,4
aa,1,386.7026588400115,4
aa,1,264.98887337141076,4
aa,1,264.7817637198947,4
aa,1,381.48517027454534,4
aa,1,370.07355618799306,4
aa,1,338.965147039949,4
aa,1,381.68699774063873,4
aa,1,368.8733088359741,4
aa,1,366.6103416811116,4
aa,1,351.71495367394624,4
aa,1,21.673288886548033,4
aa,1,45.014732973058074,4
aa,1,47.27038701158352,4
aa,1,45.32588150297765,4
aa,1,217.08843770421527,4
aa,1,216.76946371776017,4
aa,1,217.60757514114928,4
aa,1,216.31176301785197,4
aa,1,216.46732808712312,4
aa,1,216.82307910674976,4
aa,1,238.16013851518053,4
aa,1,233.7848221149376,4
aa,1,239.169135700866,4
aa,1,232.3718488424459,4
aa,1,217.5196562177472,4
aa,1,292.1546011387457,2
aa,1,292.09772736232566,2
aa,1,293.6751679297999,2
aa,1,484.4929189564512,2
aa,1,483.4669340838517,2
aa,1,480.5339783881697,2
aa,1,480.6743591110713,2
aa,1,485.27898726389935,2
aa,1,484.4856400947812,2
aa,1,484.83374447585385,2
aa,1,484.93629794716713,2
aa,1,422.17867606565596,2
aa,1,420.1716085883154,2
aa,1,425.8408376108123,2
aa,1,422.103935770592,2
aa,1,419.41213829813006,2
aa,1,256.39071643718717,3
aa,1,265.36526394408594,3
aa,1,265.5502217608945,3
aa,1,256.529066359616,3
aa,1,259.2340229672713,3
aa,1,265.44315085644376,3
aa,1,258.50402925517955,3
aa,1,258.4740146780172,3
aa,1,257.10842929304033,3
aa,1,399.06860498884447,3
aa,1,396.9345671571344,3
aa,1,396.6191401606047,3
aa,1,415.15229323804306,3
aa,1,411.2224431572052,3
aa,1,409.8540024121162,3
aa,1,409.09918743320543,3
aa,1,408.73350663450606,3
aa,1,394.3236410754482,3
aa,1,394.4484163001862,3
aa,1,233.16743596557671,3
aa,1,236.11789739634656,3
aa,1,233.95163147163314,3
aa,1,232.11018561756535,3
aa,1,237.862886138193,3
aa,1,236.40541599031397,3
aa,1,129.87642151311627,3
aa,1,131.95362042290589,3
aa,1,132.08840454031645,3
aa,1,25.538180554091948,3
aa,1,47.86497518926821,3
aa,1,31.43476207602189,3
aa,1,62.06076298583373,3
aa,1,23.194323487359497,3
aa,1,27.846228503436564,3
aa,1,46.65470864166463,3
aa,1,69.61724149843515,3
aa,1,126.07175683637956,3
aa,1,124.73228598560982,3
aa,1,84.85270969166045,3
aa,1,90.45352638921749,3
aa,1,75.88499378858369,3
aa,1,216.74098304787273,2
aa,1,217.48814601676682,2
aa,1,217.63476317706437,2
aa,1,217.1029714334796,2
aa,1,216.3303521888791,2
aa,1,217.2083124687418,2
aa,1,216.38682022723953,2
aa,1,217.25977197294736,2
aa,1,216.32804210814618,2
aa,1,127.39874694801982,2
aa,1,125.52055008453961,2
aa,1,115.48718894984432,2
aa,1,82.336647430409,2
aa,1,125.24543671599616,2
aa,1,89.63483192744319,2
aa,1,114.24983932620985,2
aa,1,126.24124079176545,2
aa,1,126.58406003237445,2
aa,1,127.29493994891423,2
aa,1,124.24243048467608,2
aa,1,113.30575137893781,2
aa,1,83.1273001706265,2
aa,1,26.53472010443778,2
aa,1,24.16808823769317,2
aa,1,19.669252766628343,2
aa,1,21.980946284529594,2
aa,1,20.225341848385582,2
aa,1,23.517967190916245,2
aa,1,821.6992838998704,1
aa,1,817.4808523945306,1
aa,1,819.1450291669407,1
aa,1,818.6042208447286,1
aa,1,818.1890306892222,1
aa,1,821.6168922012431,1
aa,1,818.851545243648,1
aa,1,820.72657745346,1
aa,1,820.2190497903769,1
aa,1,816.1609252444717,1
aa,1,967.3431338694577,1
aa,1,965.5251122377402,1
aa,1,965.5755297540784,1
aa,1,964.8450667231115,1
aa,1,989.752487857455,1
aa,1,990.5902676960357,1
aa,1,990.7175857895439,1
aa,1,965.4868730816581,1
aa,1,966.037908363536,1
aa,1,967.5915711043959,1
aa,1,965.0972504019645,1
aa,1,737.5249612760394,1
aa,1,750.7395103299051,1
aa,1,722.5919754400993,1
aa,1,739.1857465090965,1
aa,1,727.6209102302594,1
aa,1,750.8523704272505,1
aa,1,722.8130192631658,1
aa,1,723.2760187915412,1
aa,1,726.933734471754,1
aa,1,590.7350976761758,1
aa,1,586.4247273115004,1
aa,1,625.128245583984,1
aa,1,624.0902582046974,1
aa,1,610.7052196645608,1
aa,1,609.0240054314934,1
aa,1,611.9087045401883,1
aa,1,625.0290362469464,1
aa,1,611.7164527677087,1
aa,1,612.733870585338,1
aa,1,614.2838070690219,1
aa,1,562.789978027344,2
aa,1,562.789978027344,2
aa,1,562.789978027344,2
aa,1,562.789978027344,2
aa,1,562.789978027344,2
aa,1,562.789978027344,2
aa,1,670.195357930461,2
aa,1,654.2979174125355,2
aa,1,654.3778574388472,2
aa,1,653.1529314123356,2
aa,1,655.4046886469697,2
aa,1,670.814354178715,2
aa,1,671.181317289051,2
aa,1,652.9079719986487,2
aa,1,652.2083202866879,2
aa,1,652.9439157397876,2
aa,1,655.712629369017,2
aa,1,609.1875475517926,3
aa,1,539.5958326822068,3
aa,1,544.8353951932946,3
aa,1,514.1634621789011,3
aa,1,573.4095062887403,3
aa,1,516.8240178443655,3
aa,1,517.8268018041691,3
aa,1,562.789978027344,3
aa,1,723.7455536891961,3
aa,1,724.8447220836917,3
aa,1,710.3300290093474,3
aa,1,709.8505093861891,3
aa,1,709.5571574190752,3
aa,1,704.3948418803709,3
aa,1,720.0475752946593,3
aa,1,720.3767560376747,3
aa,1,725.1431165987399,3
aa,1,892.2544407458088,3
aa,1,892.5949625613981,3
aa,1,892.5203864628288,3
aa,1,844.0035931183744,3
aa,1,842.5683436971731,3
aa,1,844.2611954860417,3
aa,1,840.0594524448978,3
aa,1,845.3527959632156,3
aa,1,844.1922523447872,3
aa,1,842.0315290501588,3
aa,1,843.9605829294388,3
aa,1,799.7150705050616,3
aa,1,821.3557335731042,3
aa,1,817.0008964539516,3
aa,1,815.2110507903204,3
aa,1,807.1485112619592,3
aa,1,796.3708830444485,3
aa,1,797.7564787270466,3
aa,1,809.3921706215444,3
aa,1,913.1465342095512,3
aa,1,923.8311707322752,3
aa,1,925.4552212636688,3
aa,1,928.7938229391266,3
aa,1,930.4816595346315,3
aa,1,919.2110077891938,3
aa,1,919.7599011751282,3
aa,1,919.2592119432195,3
aa,1,821.9169117905095,2
aa,1,820.3968293586584,2
aa,1,810.1311993640103,2
aa,1,811.9940863585573,2
aa,1,816.5290546384068,2
aa,1,924.1151196173331,2
aa,1,929.6821384505296,2
aa,1,935.1610308043992,2
aa,1,934.561635992518,2
aa,1,932.4955478856357,2
aa,1,985.2312604557908,2
aa,1,984.9525548488422,2
aa,1,989.3358446072821,2
aa,1,987.5254806821774,2
aa,1,988.2218212906849,2
aa,1,991.0895637355272,2
aa,1,989.8101075919167,2
aa,1,293.87290290775985,1
aa,1,293.6438744755665,1
aa,1,293.9072075514716,1
aa,1,264.9609122618736,1
aa,1,264.49333902967385,1
aa,1,259.72460950932174,1
aa,1,264.01245140312545,1
aa,1,264.6003124343447,1
aa,1,375.1813058005544,1
aa,1,363.5236268274423,1
aa,1,354.2463912951178,1
aa,1,381.05568596743,1
aa,1,361.1574082865359,1
aa,1,342.4504186843749,1
aa,1,362.9698733451293,1
aa,1,372.8748675579068,1
aa,1,457.3368341456625,1
aa,1,463.13123682598444,1
aa,1,468.30813548404734,1
aa,1,461.1662502227891,1
aa,1,474.4663789873518,1
aa,1,460.6296100487965,1
aa,1,462.0910771392086,1
aa,1,462.98450482428353,1
aa,1,467.46412174708456,1
aa,1,410.9842528811477,1
aa,1,413.5067245653136,1
aa,1,414.9775945024584,1
aa,1,408.52484768213594,1
aa,1,411.5926673830331,1
aa,1,414.16261794117855,1
aa,1,414.9119841563778,1
aa,1,421.74390110772435,1
aa,1,408.9312194372879,1
aa,1,411.24972170705354,1
aa,1,413.73000902377487,1
aa,1,408.7567278550557,1
aa,1,411.0977385666869,1
aa,1,173.2960839934833,1
aa,1,173.49738151972156,1
aa,1,163.700956843435,1
aa,1,172.07476367128393,1
aa,1,171.69126477868866,1
aa,1,174.21816461029834,1
aa,1,170.18687217440382,1
aa,1,234.96537089743896,1
aa,1,233.71219860564403,1
aa,1,238.13219663647104,1
aa,1,234.32823211629625,1
aa,1,239.643873826703,1
aa,1,232.2745089297459,1
aa,1,235.26073127398618,1
aa,1,235.66549734247187,1
aa,1,236.77998905234628,1
aa,1,96.06973547704594,1
aa,1,102.2051320182704,1
