EF41,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
21,2,3
21,2,3
21,2,3
21,2,3
21,2,3
18,2,3
18,2,3
18,2,3
18,2,3
18,2,3
18,2,3
24,2,3
25,2,3
24,2,3
25,2,3
24,2,3
24,2,3
24,2,3
24,2,3
24,2,3
24,2,3
29,2,3
30,2,3
30,2,3
30,2,3
30,2,3
30,2,3
29,2,3
15,2,3
15,2,3
14,2,3
15,2,3
14,2,3
14,2,3
30,2,1
30,2,1
31,2,1
31,2,1
30,2,1
30,2,1
30,2,1
30,2,1
30,2,1
30,2,1
30,2,1
30,2,1
19,2,1
19,2,1
19,2,1
19,2,1
18,2,1
18,2,1
18,2,1
19,2,1
19,2,1
14,2,1
14,2,1
14,2,1
14,2,1
14,2,1
14,2,1
14,2,1
14,2,1
14,2,1
57,2,4
57,2,4
57,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
59,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
62,2,4
51,2,4
50,2,4
49,2,4
49,2,4
49,2,4
50,2,4
50,2,4
50,2,4
49,2,4
49,2,4
49,2,4
49,2,4
37,2,4
37,2,4
37,2,4
37,2,4
37,2,4
37,2,4
35,2,4
35,2,4
35,2,4
35,2,4
35,2,4
35,2,4
32,2,4
35,2,4
35,2,4
32,2,4
47,2,4
46,2,4
46,2,4
46,2,4
46,2,4
47,2,4
46,2,4
46,2,4
47,2,4
47,2,4
47,2,4
19,2,4
18,2,4
19,2,4
19,2,4
19,2,4
18,2,4
19,2,4
19,2,4
20,2,4
20,2,4
20,2,4
20,2,4
21,2,4
21,2,4
29,2,4
29,2,4
29,2,4
29,2,4
29,2,4
29,2,4
26,2,4
27,2,4
26,2,4
25,2,4
24,2,4
26,2,4
15,2,4
15,2,4
15,2,4
15,2,4
15,2,4
91,1,2
89,1,2
93,1,2
81,1,2
80,1,2
80,1,2
80,1,2
80,1,2
80,1,2
80,1,2
80,1,2
87,1,2
87,1,2
86,1,2
86,1,2
64,1,3
65,1,3
65,1,3
65,1,3
66,1,3
66,1,3
66,1,3
66,1,3
66,1,3
66,1,3
64,1,3
67,1,3
67,1,3
67,1,3
67,1,3
70,1,2
70,1,2
70,1,2
70,1,2
70,1,2
71,1,2
70,1,2
71,1,2
69,1,2
71,1,2
69,1,2
68,1,2
79,1,2
79,1,2
79,1,2
79,1,2
76,1,2
78,1,2
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
82,1,3
86,1,3
86,1,3
86,1,3
86,1,3
86,1,1
86,1,1
87,1,1
87,1,1
87,1,1
86,1,1
86,1,1
87,1,1
87,1,1
83,1,1
82,1,1
81,1,1
81,1,1
83,1,1
81,1,1
83,1,1
81,1,1
73,1,1
72,1,1
72,1,1
73,1,1
72,1,1
72,1,1
73,1,1
73,1,1
72,1,1
78,1,1
78,1,1
78,1,1
78,1,1
78,1,1
66,1,1
66,1,1
67,1,1
67,1,1
67,1,1
68,1,1
69,1,1
68,1,1
69,1,1
68,1,1
68,1,1
70,1,1
68,1,1
69,1,1
69,1,1
75,1,4
72,1,4
72,1,4
75,1,4
75,1,4
75,1,4
74,1,4
73,1,4
73,1,4
78,1,4
78,1,4
78,1,4
78,1,4
78,1,4
78,1,4
78,1,4
78,1,4
67,1,4
67,1,4
67,1,4
67,1,4
67,1,4
67,1,4
67,1,4
66,1,4
66,1,4
66,1,4
66,1,4
66,1,4
66,1,4
64,1,4
69,1,4
68,1,4
69,1,4
69,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
87,1,4
80,1,4
80,1,4
81,1,4
81,1,4
82,1,4
82,1,4
82,1,4
83,1,4
82,1,4
82,1,4
47,1,2
44,1,2
44,1,2
44,1,2
47,1,2
44,1,2
44,1,2
44,1,2
44,1,2
41,1,2
41,1,2
40,1,2
40,1,2
40,1,2
41,1,2
41,1,2
41,1,2
41,1,2
32,1,2
32,1,2
32,1,2
34,1,2
32,1,2
33,1,2
34,1,2
58,1,3
59,1,3
60,1,3
60,1,3
63,1,3
59,1,3
59,1,3
58,1,3
52,1,3
52,1,3
55,1,3
55,1,3
55,1,3
49,1,3
48,1,3
51,1,3
38,1,3
39,1,3
39,1,3
39,1,3
39,1,3
35,1,3
35,1,3
32,1,3
32,1,3
32,1,3
35,1,3
40,1,3
40,1,3
41,1,3
41,1,3
41,1,3
40,1,3
40,1,3
40,1,3
41,1,3
41,1,3
41,1,3
40,1,3
46,1,3
47,1,3
44,1,3
46,1,3
46,1,3
47,1,3
45,1,3
45,1,3
62,1,2
62,1,2
62,1,2
62,1,2
63,1,2
63,1,2
62,1,2
62,1,2
62,1,2
63,1,2
63,1,2
63,1,2
62,1,2
50,1,2
55,1,2
50,1,2
50,1,2
17,1,1
17,1,1
17,1,1
17,1,1
17,1,1
17,1,1
20,1,1
20,1,1
20,1,1
21,1,1
21,1,1
21,1,1
20,1,1
30,1,1
30,1,1
30,1,1
30,1,1
30,1,1
30,1,1
25,1,1
24,1,1
25,1,1
14,1,1
14,1,1
15,1,1
15,1,1
14,1,1
15,1,1
14,1,1
14,1,1
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
18,1,3
21,1,3
21,1,3
21,1,3
20,1,3
20,1,3
20,1,3
20,1,3
21,1,3
20,1,3
20,1,3
20,1,3
20,1,3
20,1,3
30,1,3
30,1,3
30,1,3
30,1,3
30,1,3
30,1,3
29,1,3
29,1,3
29,1,3
30,1,3
30,1,3
30,1,3
30,1,2
30,1,2
30,1,2
30,1,2
30,1,2
30,1,2
29,1,2
30,1,2
24,1,2
27,1,2
27,1,2
27,1,2
20,1,2
20,1,2
17,1,2
20,1,2
20,1,2
20,1,2
45,1,1
44,1,1
45,1,1
44,1,1
44,1,1
47,1,1
47,1,1
47,1,1
47,1,1
46,1,1
46,1,1
46,1,1
46,1,1
46,1,1
47,1,1
47,1,1
47,1,1
40,1,1
40,1,1
40,1,1
41,1,1
41,1,1
41,1,1
36,1,1
37,1,1
37,1,1
37,1,1
36,1,1
36,1,1
36,1,1
37,1,1
37,1,1
37,1,1
35,1,1
35,1,1
33,1,1
33,1,1
49,1,1
50,1,1
49,1,1
54,1,1
54,1,1
54,1,1
55,1,1
54,1,1
54,1,1
54,1,1
55,1,1
55,1,1
55,1,1
55,1,1
54,1,1
55,1,1
62,1,1
58,1,1
59,1,1
60,1,1
58,1,1
59,1,1
63,1,1
58,1,1
59,1,1
60,1,1
58,1,1
64,2,2
64,2,2
64,2,2
64,2,2
64,2,2
69,2,2
69,2,2
71,2,2
71,2,2
70,2,2
70,2,2
70,2,2
70,2,2
70,2,2
70,2,2
86,2,3
86,2,3
86,2,3
86,2,3
86,2,3
86,2,3
86,2,3
86,2,3
83,2,3
83,2,3
83,2,3
83,2,3
83,2,3
89,2,3
88,2,3
88,2,3
89,2,3
88,2,3
89,2,3
88,2,3
75,2,3
74,2,3
78,2,3
75,2,3
78,2,3
74,2,3
68,2,3
68,2,3
69,2,3
68,2,3
70,2,3
70,2,3
71,2,3
71,2,3
71,2,3
71,2,3
67,2,3
67,2,3
67,2,3
64,2,3
66,2,3
64,2,3
64,2,3
66,2,3
83,2,2
80,2,2
80,2,2
82,2,2
84,2,2
88,2,2
85,2,2
80,2,2
89,2,2
66,2,1
66,2,1
67,2,1
67,2,1
66,2,1
67,2,1
67,2,1
64,2,1
64,2,1
70,2,1
70,2,1
70,2,1
70,2,1
70,2,1
69,2,1
69,2,1
69,2,1
69,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
78,2,1
89,2,1
89,2,1
89,2,1
89,2,1
88,2,1
88,2,1
88,2,1
82,2,1
80,2,1
80,2,1
80,2,1
80,2,1
83,2,1
80,2,1
80,2,1
83,2,1
83,2,1
87,2,1
87,2,1
86,2,1
86,2,1
86,2,1
37,1,4
37,1,4
37,1,4
37,1,4
37,1,4
36,1,4
36,1,4
37,1,4
37,1,4
37,1,4
35,1,4
35,1,4
35,1,4
43,1,4
43,1,4
43,1,4
43,1,4
43,1,4
43,1,4
43,1,4
43,1,4
42,1,4
42,1,4
42,1,4
42,1,4
42,1,4
42,1,4
62,1,4
62,1,4
60,1,4
63,1,4
62,1,4
60,1,4
60,1,4
60,1,4
63,1,4
63,1,4
60,1,4
49,1,4
49,1,4
48,1,4
49,1,4
48,1,4
48,1,4
48,1,4
48,1,4
49,1,4
48,1,4
48,1,4
48,1,4
48,1,4
48,1,4
55,1,4
55,1,4
55,1,4
55,1,4
55,1,4
18,1,4
18,1,4
18,1,4
18,1,4
18,1,4
21,1,4
21,1,4
18,1,4
19,1,4
19,1,4
18,1,4
20,1,4
20,1,4
20,1,4
27,1,4
27,1,4
27,1,4
26,1,4
26,1,4
26,1,4
27,1,4
27,1,4
26,1,4
26,1,4
26,1,4
26,1,4
66,2,4
66,2,4
69,2,4
68,2,4
68,2,4
68,2,4
69,2,4
68,2,4
68,2,4
69,2,4
69,2,4
77,2,4
78,2,4
78,2,4
78,2,4
77,2,4
77,2,4
77,2,4
78,2,4
77,2,4
74,2,4
74,2,4
74,2,4
74,2,4
74,2,4
74,2,4
74,2,4
74,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
83,2,4
82,2,4
82,2,4
82,2,4
82,2,4
