EF48,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
527.3817405395647,2,343.1045729718793,6,22,2,158
1446.5273539305156,1,1276.1329112604703,3,29,3,101
1102.519408909346,2,808.8040481143918,7,26,1,158
2161.9732051990254,1,1257.6022631109413,6,29,1,101
1324.516705923468,1,625.4571622817506,3,30,1,158
499.87239339053076,1,347.1823796442045,7,29,2,101
454.9456078320101,1,1144.4333389468275,7,30,3,159
904.4153782626022,1,852.354684909925,6,29,2,101
1956.751549645762,2,832.895238758867,3,29,4,184
1951.385750598146,2,1040.740749623566,4,29,4,101
1847.5189077403986,2,706.3751911602374,7,29,3,190
2091.4334462116417,2,999.4214653346311,3,30,4,101
516.2655183270356,2,857.7334827185905,4,29,4,213
1164.7897560144686,2,347.18366538897885,7,30,1,101
1216.0257572264,2,347.7423644791186,6,31,2,238
2229.173446809367,2,993.2632387576174,4,31,1,101
687.4782688056434,2,1277.1134185425162,4,31,1,249
1918.887675829748,1,331.10444426045115,4,32,3,101
684.4653134946838,2,111.3134193199559,6,32,3,101
1728.7761695969486,1,171.3324904499276,6,32,3,101
55.55813952000223,1,934.8717862282992,7,32,4,101
2242.284610468078,2,544.2343807293383,6,33,3,101
1489.095974536291,1,167.14451553291215,7,32,4,101
802.2536592244567,1,160.52275163997072,4,33,3,101
63.99364959426858,2,625.3913197950591,7,32,4,101
682.4663868203457,2,389.6389256919864,4,33,2,101
896.580346520565,2,797.676905044841,3,32,3,101
1172.1131810197803,1,110.01329068900684,1,34,4,101
110.88695300377779,1,390.48041458998705,2,33,1,101
1994.073226288373,2,468.1960054491663,2,35,2,101
2089.0538837226936,1,1275.496331292893,2,33,2,101
1059.1814067097584,1,654.9059621235544,6,35,3,101
1361.9969133173129,2,1037.0499304711689,7,33,1,101
508.7192484387912,1,1142.9436165691836,2,35,3,101
1058.496673779229,1,625.9301266854047,2,33,3,101
2203.5700246295587,2,1266.6284296774427,3,35,3,101
607.117201462949,2,810.1825677457736,1,34,4,101
1056.0725684313322,2,967.7523831891543,2,35,3,101
1178.808018471608,2,1132.160230154284,3,34,1,101
1058.496673779229,2,625.9301266854047,2,35,3,101
1913.1398659681688,2,655.5676459969541,7,35,1,101
503.10999902224216,2,1141.8608676584574,3,36,4,101
345.0239489746005,2,265.5483479653119,2,35,3,101
790.8168745318823,2,104.86082230028579,5,36,2,101
2209.2395447770896,1,1036.012827336578,5,36,3,101
892.2713319951866,1,363.2561618705683,1,36,4,101
345.0239489746005,1,265.5483479653119,2,37,3,101
790.8168745318823,1,104.86082230028579,5,36,2,101
2054.391637869708,1,460.8109117149216,3,37,4,101
1394.373629972811,1,705.241680337464,3,37,4,101
1062.784119400257,2,1278.847669829918,1,39,4,101
2212.1385610070292,1,850.7766448589853,6,37,2,101
698.7797706559446,1,1130.7238411637607,5,39,2,101
1289.7369575068092,2,906.3996947909984,3,37,4,101
46.23817934092598,2,22.114178942545966,3,39,4,101
775.6300710444519,2,1193.3406846330886,2,37,2,101
686.8360110549213,2,1151.522703902962,6,39,2,101
2093.6521287248797,2,930.9397033498366,5,38,1,101
46.23817934092598,2,22.114178942545966,3,39,3,101
1294.3312301595856,1,1262.7216307134388,3,38,4,101
2095.1820378297034,1,1233.9795852721318,2,39,2,101
2005.4823832111767,1,845.5162691075627,3,39,3,101
345.0239489746005,1,265.5483479653119,2,39,2,101
1387.0180527303864,1,163.98684178551645,7,39,1,101
118.42304313361012,2,784.0104135330831,3,39,3,101
2089.852530882842,2,843.3259450681684,2,39,2,101
1062.1794158548817,2,820.5655327964378,1,32,3,131
619.6676130048814,1,805.5701417602698,3,39,3,101
546.7065744300622,1,1159.1641424761608,2,32,2,141
332.25608893321,1,200.0926254750195,2,39,2,101
2168.706107660721,1,399.06710047548086,6,35,3,144
2120.7651355458315,1,1224.7732788848123,5,39,1,101
526.4370044709271,1,814.1667908580445,3,36,3,168
331.8563270881555,2,165.75222451481847,2,39,3,101
377.7456597258226,2,1133.3578274801455,2,35,2,185
345.0239489746005,1,265.5483479653119,2,39,2,101
948.312545423589,1,989.6670767065398,4,33,4,190
2110.7252733016603,1,854.9985461905143,3,40,1,101
440.01082992338036,1,1129.2317928207176,3,40,3,101
808.6210854145061,2,242.47484687127863,4,40,3,101
241.57091335662398,2,411.0401963080759,1,40,3,101
2169.2080899367957,1,716.3550133819023,2,40,2,101
735.0020088783261,2,1140.4652765769754,5,40,2,101
1344.499276691942,2,812.2464259364004,7,40,2,101
2160.946486449475,1,1076.2511566715302,5,40,2,101
2173.864797180765,2,717.4906892620073,2,40,2,101
735.0020088783261,2,1140.4652765769754,5,40,2,159
381.9588821690093,1,984.7074892807274,6,41,2,101
261.7530565623856,1,21.464447213707615,2,41,2,101
1382.4228183491068,1,461.90482655462176,6,41,2,101
89.99998758189881,1,711.8471008737968,7,41,1,101
525.1535593988955,1,410.28344610106944,1,41,3,101
2252.3564523401988,1,1195.3394413514443,6,41,2,101
544.3353647520436,1,492.0068351651918,6,41,2,101
717.1616106084837,1,31.213431414661578,2,41,1,101
732.996349155791,1,485.42208958703446,7,41,1,101
242.51468484417387,1,1049.0140931759188,2,41,3,101
1063.719486630084,1,1158.0074278280595,1,41,3,101
1881.3935996347234,2,518.8395333170579,7,41,1,144
2164.4848181165207,2,495.46579149763124,5,41,2,101
257.9790495158962,2,683.4578043567556,2,41,3,146
2115.5210293461028,2,1039.2229017762784,5,42,4,81
1623.2921166856374,2,272.46191384417045,6,42,2,101
1060.3429921487466,1,1039.9862992276958,7,42,1,101
2215.7647941210757,1,1229.7142183411565,5,43,2,101
649.8489073666656,1,1097.1721763383443,5,42,2,101
1917.474306275659,1,538.8915950160267,7,43,2,101
1255.0712491739998,1,61.61625183334773,7,43,1,101
2164.569391481917,1,816.769225149504,3,43,1,101
2033.9328732474278,1,373.6568169508716,2,43,3,101
1650.0943608188786,1,112.40886242288768,7,43,1,101
909.0709841153493,1,544.9716568808996,5,43,2,101
733.2588513004198,2,1230.6673781078837,1,43,4,159
617.6311638240729,1,461.7591119066283,5,44,4,35
2207.80031192844,1,1148.6211958368485,5,44,4,101
1829.5351920891671,1,1110.5119378460197,1,44,2,101
1497.7874533266079,1,1226.820489503962,1,44,3,101
598.8574263409577,2,797.8591596685105,1,44,2,101
1650.2866603596779,1,116.76898884312226,7,44,1,101
598.8574263409577,1,797.8591596685105,1,44,3,101
921.3446632372413,2,803.8205263247996,7,44,1,101
1427.8089353191388,2,1193.608420392857,2,44,3,101
464.726289907109,1,89.70795835354711,7,44,1,101
1491.346608825215,2,741.7437111431947,5,44,2,101
2139.5880210417754,2,800.2905498198877,7,44,1,101
2131.4810268003544,2,892.2195334559609,1,44,2,101
1283.8824241295051,1,913.977084168433,1,45,3,101
1864.2041665693328,2,640.1185008032799,7,45,1,101
523.6357887324014,1,988.576106060264,2,45,2,101
1814.6151482034986,2,56.556355644065405,7,45,1,101
554.6276237130423,1,806.8103240153378,7,45,2,101
806.5383678400967,1,840.2992585174146,5,47,4,32
2093.4426002812456,1,1038.8630241811334,5,46,4,101
1987.8464444835085,1,118.85538052305901,4,46,2,101
2217.7006908014896,1,514.5012338151049,5,46,1,101
786.4655699340079,1,543.997946128764,4,46,3,101
683.4826949854794,1,562.789978027344,5,46,1,101
1156.9508514803304,1,46.89550424771808,5,46,1,101
1858.8278891569385,1,1205.1578801071962,5,46,2,101
1160.9213507926154,1,492.44397384217217,5,46,1,101
1157.0850688861376,1,1142.7027593479506,4,46,2,101
1913.1253287566299,1,1156.7545310618798,5,46,3,101
2201.401651128992,1,1041.7011896018917,5,46,2,101
1397.0952574436003,1,1144.125403766489,5,47,1,101
1276.9462810429654,1,1194.9309309067196,5,46,1,101
923.820146146311,2,821.1595090470051,2,47,1,101
1101.5864387680488,2,177.1772487260533,1,47,4,101
1393.5041202291964,2,414.08845336244866,5,47,1,101
144.5063734376797,2,868.5238525801699,5,47,2,101
1863.8461338007828,1,573.4100289741691,4,48,3,101
1421.609803251397,1,131.9638845762943,7,49,2,101
330.7713446711102,1,964.1525254937003,1,49,1,101
1569.207696841974,1,820.8536231654484,6,49,3,101
1361.8528131317826,1,643.8905434983631,7,49,3,101
380.7657261023305,1,568.7871362131287,7,49,2,101
1530.3478617338417,1,912.8808689592038,1,49,1,101
926.0918841617331,1,1262.418012229207,5,50,4,101
1493.1455055267256,1,1229.2980193551514,1,49,1,101
1913.2085475246388,1,575.5652143420388,7,50,4,101
1565.297252439265,1,861.552490276274,4,49,2,101
1360.494364539657,1,642.9366138566188,5,50,4,101
1918.6897755789394,1,654.6840197220929,7,49,2,101
330.4893262696735,1,856.5922532636279,4,50,2,101
2281.338014590882,2,62.42966855061999,7,49,4,101
957.0978889627143,1,729.820142332935,1,51,4,101
117.38632335417579,2,412.5421746298393,5,49,4,101
898.2961881826807,2,843.1467034193283,1,51,3,101
616.7552720077834,1,217.5852005517137,7,49,2,101
909.0521673797641,2,717.2168138105609,3,51,4,101
564.9478229167325,2,424.41369804579017,5,50,4,101
871.0059994319558,2,724.1766544730999,2,51,1,101
1873.0990126944055,1,554.5053730065624,3,50,1,101
1708.3086882247796,2,87.7184766116039,6,51,4,101
1348.7519154053052,2,878.984584035333,7,50,3,101
549.0927402081035,2,1079.0754149441118,5,51,4,101
1858.1765310371543,2,1092.9907774930452,6,50,4,101
1831.9452801370496,2,1109.1933636170459,1,51,2,101
570.1094337948713,2,258.66776663539616,3,50,4,101
1915.1472591857141,2,652.6835331714827,7,51,2,101
383.3790420442261,2,840.2689410811952,1,50,1,101
1757.3731205176564,2,1263.900483596386,4,51,3,101
687.9356833729593,2,87.63825816379091,4,50,4,101
1378.8264909245868,2,562.789978027344,5,51,2,101
1919.0046271044819,2,1141.544605349275,6,51,2,101
1859.4770253574638,2,843.8246214350554,4,51,2,101
532.2675209189366,2,570.7097847162318,1,51,3,101
265.63012725381066,2,1073.429604081687,2,51,1,101
727.580017089844,2,21.144383067888302,3,51,1,101
1234.09800627914,2,477.6822038807844,3,51,4,238
2184.632612485728,2,462.8600582563484,7,51,2,101
653.9256692737325,1,1106.6239827760533,2,52,1,101
1363.774094181533,1,642.7235146805025,4,52,4,101
517.467722800694,1,1062.344412947858,6,52,4,101
709.6479246768125,1,1294.335197567064,1,52,1,101
2095.785050791576,1,374.75405316473655,6,52,4,101
859.4797901748537,1,722.3479990491802,2,52,1,101
1934.5151410371252,2,236.16451171466161,3,52,4,101
179.49978504580648,2,1229.278645041352,7,53,4,101
957.0686081214207,2,967.2077051736704,1,52,1,101
616.2506727444506,2,893.3995137419269,2,53,1,101
570.9803514612488,2,1172.4640488124915,1,52,1,101
622.2609395117147,2,964.5820644678731,2,53,1,101
95.99396984533908,2,1277.0583930375712,2,52,1,101
1560.4089637401496,2,217.0128804876897,6,53,2,101
1510.9963562610465,2,125.76591828361269,6,52,2,101
1101.2810062034598,2,112.87981997937769,5,53,1,101
926.8702497334415,2,1194.03679973887,4,53,4,101
306.6783813446407,2,58.111040192424625,4,53,4,101
1172.9648456250595,2,173.29749371684483,5,53,2,101
1913.5580067452988,2,1172.2715538569967,2,53,1,101
1568.731258060335,2,61.10396913071595,4,53,4,101
2175.673883685643,2,1078.7554743479554,6,53,4,101
1881.8143686693377,2,293.8049625016125,2,53,1,101
622.686118408729,2,1157.8941180227107,2,53,1,101
1811.5678016719994,2,838.3317809150028,1,54,4,101
1445.4769903926,1,384.44020926052974,3,54,4,101
1254.9914207370387,1,105.29746483711254,3,54,4,101
620.4689390681941,1,717.6233330566172,5,54,1,101
1932.0307547220593,1,879.1713268170893,3,54,1,101
644.0274859940192,1,1103.6813678918058,2,54,4,101
1199.282313067111,1,110.01071494798077,6,54,2,101
1203.470862923796,1,839.1230820693011,2,54,4,101
1496.21673007589,1,1277.5741805903888,1,54,1,101
2115.13005162188,1,334.03328036120445,1,54,1,101
1144.3544329530114,1,25.993102600556924,6,54,2,101
1954.3800151067078,1,108.80756179011502,3,54,1,101
821.1092189093381,1,1207.0787633677444,3,55,4,101
1866.306605211645,1,217.62055920513635,7,55,3,101
266.54562294589215,1,446.39573981418033,6,55,3,101
1149.4817847508493,1,30.00170064728067,2,54,4,193
243.6795754628752,2,1058.116512325591,6,55,2,101
632.7584109071985,1,821.1506522847116,5,55,2,213
633.5533490359545,1,71.05357373221358,4,55,4,101
920.0119173472278,2,492.60896842359193,7,56,4,101
1056.3992386562252,2,989.4572076403695,2,57,2,101
832.5693434589487,2,1116.475895598294,1,57,2,101
1056.3992386562252,1,989.4572076403695,2,57,2,101
643.3302109491777,2,1090.282053122131,2,58,2,101
93.45133074142917,1,952.636975230286,7,58,4,101
1061.724303975994,2,1276.2315377274267,3,58,4,101
1203.470862923796,2,839.1230820693011,2,58,2,101
471.7388368614572,2,445.65292861632787,1,58,2,101
1058.6797726088887,2,921.4237180368422,3,59,4,101
1101.2810062034598,2,112.87981997937769,5,58,2,101
499.86356606119966,2,671.2279073893449,3,59,4,101
466.1188784548356,1,167.9692293856394,5,58,1,101
1503.5007362300519,2,1062.7729630016418,3,59,4,101
93.45133074142917,2,952.636975230286,7,58,4,101
855.5874756000542,2,871.8125773907041,2,59,2,101
1722.9273074919338,1,86.60705630894533,6,58,3,101
1297.5614536175676,1,173.24860506544428,5,59,1,101
922.4918505434829,2,879.6314435651092,5,58,1,101
1499.6811250455894,1,1060.5790507377985,3,59,4,101
826.4424644548262,2,1202.6017999741737,2,59,4,101
955.1949377284079,2,922.3820481825859,1,59,2,101
1820.357844476528,1,1124.3603860669205,1,59,2,101
1057.3137826753825,2,1234.0989505372734,2,59,2,101
220.24242806919955,1,1270.926048854678,3,59,4,101
129.8943223176389,1,878.0804187251928,3,59,4,101
514.0454170302231,2,649.4273375970419,2,59,2,101
1566.62944673448,1,643.1875152418004,2,59,2,101
213.13345665511991,2,572.9111863552937,7,59,2,101
1060.07525085408,1,1192.787822926226,5,59,1,101
1985.6546517132072,1,643.3009587881573,2,59,4,101
59.53764658273906,1,60.05125322638849,7,59,2,195
1985.2496871532005,2,160.53516529311017,2,59,4,101
801.8206978405328,2,1072.8726128463568,4,60,4,101
1057.4574702013124,2,537.1729361911202,1,60,2,101
188.80845863662233,2,730.967309906685,1,60,4,101
687.9356833729593,2,87.63825816379091,4,60,3,101
1057.4574702013124,2,537.1729361911202,1,60,2,101
727.580017089844,2,483.96469989463327,1,60,4,101
1649.6452550290091,2,814.398378696858,1,60,3,101
621.5014029400393,2,842.466364430422,5,60,1,101
1619.0530690211265,2,670.2647957067736,1,60,3,101
530.4768354922231,2,1156.6823664393107,1,60,2,213
621.5014029400393,2,842.466364430422,5,60,1,101
1563.7681581998006,2,683.9376609038085,6,60,2,238
1560.663978501934,2,518.3518235453017,6,62,4,101
618.7864532774174,1,718.9050619373457,5,62,1,101
733.0989405344719,2,1142.7740250225559,2,62,2,101
458.11407979291016,2,640.3869370451009,2,62,2,101
559.7422108405984,1,1096.7896512468344,5,62,3,101
905.9995423285782,1,1118.3774805774622,4,62,4,101
687.9356833729593,2,87.63825816379091,4,62,2,101
1300.191723132006,1,995.3720398960529,5,62,3,101
212.7488561340693,1,68.82578301597378,5,62,1,101
1681.3105855208323,2,677.8329643559512,6,62,4,101
623.0319833932267,1,1146.9578053885427,2,62,4,101
517.2527669385335,1,282.63362442858005,5,62,3,101
643.654944454104,1,1111.6245142749042,2,62,4,101
526.2852334323036,1,1036.9016471694697,6,63,4,101
1101.9894052069772,2,177.62518561689802,5,62,1,101
855.5874756000542,1,871.8125773907041,2,63,4,101
632.4344947180725,1,234.71771834806978,5,62,1,101
1216.205299643471,1,480.67446559706565,4,63,4,101
899.1145340449305,2,1194.3068424271526,4,63,4,101
886.5887477383746,2,718.113542383289,5,63,1,101
1570.9043328933572,2,62.49421487595112,4,63,4,101
1649.6452550290091,1,814.398378696858,1,63,2,101
727.580017089844,2,1104.8540343040747,4,63,2,101
506.18418669766174,1,671.2327896956677,3,63,4,192
1649.6452550290091,1,814.398378696858,1,63,2,101
620.5294183848296,2,1143.8519064639602,4,19,3,259
727.580017089844,1,1144.7918425267455,5,25,3,268
70.42476536316082,1,243.48230547499054,2,30,3,260
1578.9897536482683,1,393.7848433866311,3,52,3,268
727.580017089844,1,360.93272786575653,6,24,2,261
727.580017089844,2,360.93272786575653,6,31,2,269
1916.915658282846,2,333.9669332809227,4,18,3,262
439.0093388420156,1,161.08701976155606,5,49,3,284
620.3721297676103,2,706.2947233120325,2,47,3,268
973.0576923346824,1,1143.3056123518334,7,51,2,284
190.829707346159,1,399.22956196478293,3,25,3,270
2095.3429466999246,1,124.26392962930844,3,49,1,287
1431.8903985090317,1,746.6740791514748,3,54,1,290
190.22683947817947,2,278.6002710040671,2,50,3,290
812.2973271379476,2,1262.1716316362113,4,53,3,292
381.56498972836476,1,486.868831269355,3,21,3,293
1206.8045751907073,2,892.9934569214126,2,18,1,304
176.1718600157275,2,217.09988291442812,3,53,3,293
718.5903021685285,2,167.4334647915586,3,51,1,310
335.9239611791095,2,423.0250508505354,3,50,1,294
2223.097109319096,2,928.8554512444706,5,20,3,313
2092.1869529364626,2,994.8758399600714,3,50,3,310
775.3492940249522,1,388.3056697766874,3,46,3,318
1845.3462680543228,1,217.4010056168237,2,21,1,320
1316.6187331046558,2,329.9511336766442,3,24,1,321
524.9949699781828,2,987.3198038956662,6,22,2,334
178.55065800536298,1,987.7867087968959,2,27,3,332
456.5527431332024,2,1130.2214197025387,6,18,2,342
1902.8324681241575,1,862.8052969621867,4,30,3,349
1740.5423064367014,2,422.41439705111856,7,21,2,352
2168.9811263503657,2,608.1848915899237,3,29,1,365
1718.76206145348,2,849.8148884809558,7,22,2,358
764.6847251468834,1,117.34594599426079,7,18,2,367
764.6847251468834,2,117.34594599426079,7,19,2,369
1488.8526694023399,2,79.01501462112113,4,21,3,371
1821.2570377113245,2,670.6715452218198,3,45,1,320
450.10060751225956,1,554.6705820197368,3,47,1,320
1956.2147765918653,2,655.5004442033069,2,44,1,321
634.7272391559766,2,1134.5993520463585,5,40,1,321
870.0943068080854,1,27.851901509341406,2,41,1,330
1408.7195525367172,1,924.3021331209628,2,45,3,348
1408.7195525367172,1,924.3021331209628,2,46,3,330
1166.3750708268694,2,109.75623838113297,3,39,1,368
768.943397247345,2,110.40448563289875,2,41,3,348
1868.8497559197572,1,169.9740152534403,4,34,2,374
602.1309985451063,2,589.4857863113297,2,36,3,349
602.1309985451063,2,589.4857863113297,2,44,3,375
644.3581179235707,2,998.871586796949,5,43,2,349
1323.806878549891,2,265.76850461040823,5,35,3,377
1323.806878549891,2,265.76850461040823,5,46,3,354
1057.7935316826033,1,388.80215675669626,5,39,3,380
2005.4823832111767,1,845.5162691075627,3,39,3,365
333.09573011062315,1,519.0058688317424,4,59,2,320
1863.5359501685018,2,363.9026582605506,5,51,2,321
1195.0279651192498,1,106.00974468448273,3,53,1,332
1787.2735822951086,1,19.899004655511987,2,55,1,331
1787.2735822951086,1,19.899004655511987,2,48,1,342
1535.3684184433025,2,716.860601481893,2,54,3,348
1250.7856358064541,2,719.1061675506161,5,51,3,352
844.6464392162759,2,562.789978027344,5,52,3,354
1384.3982358065514,1,113.16624712902136,3,51,3,357
1495.9043244337704,2,1278.6973878902202,2,53,1,371
727.580017089844,2,1232.1934791845392,2,53,1,368
1314.9529626071221,2,879.7562742119322,5,51,1,373
1156.664840935568,2,878.3225789454572,3,50,1,380
1844.8769709906203,2,1077.0656766793638,3,41,3,384
1295.8967880196344,1,399.50788198338125,5,46,1,392
1349.8042425369927,2,456.34676749694916,6,40,3,413
1294.914126598993,1,418.7083226352533,6,18,2,394
1294.914126598993,1,418.7083226352533,6,60,2,415
910.3367740529627,2,94.05589085004219,6,22,3,412
2207.442997460895,2,413.9713657885246,6,39,3,448
1063.763713174394,1,1039.5732439174242,6,43,3,413
2160.004746759669,2,132.04714993516552,5,45,2,449
1681.3220426550956,1,909.5368783009402,5,42,1,414
2216.9803061180337,2,852.8956557101941,6,48,4,455
1428.5605190126496,2,1192.6591199851573,2,18,3,415
642.5537598454645,2,1128.2683735188793,2,46,3,458
909.8847000902167,2,414.9156086861989,6,18,4,418
1574.8445173447594,1,275.3921119029956,6,46,3,461
2204.0811098474132,1,413.91581000511616,6,21,2,420
687.2278519883594,2,278.2464111648295,6,55,2,464
687.2278519883594,2,278.2464111648295,6,45,2,422
270.71263227823925,1,377.64179619094574,6,54,2,465
1149.7283322568953,1,1156.6457759948041,5,42,1,423
2090.3176660134727,1,1037.7285732028354,5,46,3,467
733.5149761289084,2,1140.4305401669565,4,18,2,429
