TAETIGKEITSSCHLUESSEL4,EF48
2,109.65292345173374
2,110.6985093200929
2,111.03183007755757
2,107.21230604750696
2,111.80327760447625
2,108.20515593526152
2,107.43806849975174
2,111.90482271072
2,107.82974279111295
2,60.09812565027359
2,63.23306173871547
2,58.84904220294895
2,54.06739501209968
2,59.300508138359234
2,62.03598889612754
2,59.628833474006704
2,54.13624006277237
2,62.92832685133276
2,56.55149030191411
2,504.82895419958714
2,500.59323046186194
2,499.88963150339697
2,499.20442501476765
2,500.41272972916477
2,497.2041693959926
2,501.0966170475452
2,507.2830118394838
2,458.84413356970265
2,461.0775570496363
2,451.69462483000757
2,458.4847263269544
2,456.24617129439554
2,449.2823167467438
2,411.8696703310809
2,411.87346610666026
2,407.36260564773113
2,408.8582372774703
2,407.5447099818443
2,415.70578637162856
2,403.3102913371424
2,404.1843956298013
2,414.51426531433367
2,400.37640050702885
2,414.8035219701274
2,409.59087523103597
2,379.65076457652924
2,383.21750884616716
2,381.0303606273755
2,382.7255071023551
2,379.3292670549429
2,383.21477067294063
2,335.60798191673797
2,335.20956094727774
2,333.0820879996419
2,331.40396394765685
2,335.1949045033373
2,335.82924213509637
2,330.14024732815216
2,334.38389894467633
2,331.4805255271855
2,332.9439070370275
2,330.7165546751274
2,335.45622498104757
2,308.915091631035
2,310.94391723285054
2,309.6805375172537
2,304.06104137557514
2,304.5859911306561
2,306.6820809867408
2,307.31492672393796
2,304.4147969996785
2,304.99925131908094
2,311.98176237735856
2,306.7833573632154
2,304.95079421852824
2,1348.384105284522
2,1350.4506567358949
2,1361.0343971597006
2,1366.918405155381
2,1350.374633588051
2,1360.764434522681
2,1345.9332762593244
2,1383.7344823912608
2,1386.2679798755478
2,1376.3706922093322
2,1386.9753270960664
2,1386.668702159478
2,1377.739012016321
2,1381.9996135347872
2,1380.1581397329783
2,1377.1093735004365
2,1337.2374023849907
2,1319.7341456644733
2,1320.353173457953
2,1320.2474642799557
2,1334.8549126886187
2,1327.685183598359
2,1300.5069628074214
2,1300.606543583421
2,1302.9312285147125
2,1302.9630766207215
2,1299.303308708029
2,1299.232707589652
2,1431.9820255892064
2,1425.4603397599956
2,1430.5933645997231
2,1426.1722377991061
2,1430.0623081690155
2,1430.0164454809703
2,1427.2290084986826
2,1430.874296037632
2,1430.4247456741828
2,1424.3064038397908
2,1528.493199932892
2,1505.240632673478
2,1512.652281381538
2,1528.0287273286838
2,1506.9591270374967
2,1513.5150904412233
2,1533.0782771728943
2,1506.3587264279015
2,1507.744343971534
2,1499.8366974003454
2,1490.612365527843
2,1494.8728474151383
2,1495.475472664101
2,1495.5643591565763
2,1493.4970268907623
2,1489.3634877115032
2,1500.9773606231827
2,1502.883533781512
2,1148.7797080934652
2,1149.90666678469
2,1151.7300366644113
2,1146.7583097544787
2,1146.5763078743137
2,1144.6927195051626
2,1148.363377936811
2,1146.400914861854
2,1058.6583925802195
2,1061.8256546823948
2,1058.2370938575134
2,1060.6434098722857
2,1063.656207106158
2,1060.9931927392788
2,1061.5123120878413
2,1060.469419235712
2,1056.2993583484738
2,1062.4204251751523
2,1060.933342419807
2,1063.1478847601109
2,1057.2168546141877
2,1060.812709973893
2,1047.7002124026612
2,1044.263581470788
2,1039.0268997721134
2,1048.209293645686
2,1033.4913538887504
2,1048.7549164650513
2,1046.8762382795037
2,1187.829504177586
2,1189.0182398219645
2,1193.4500760233655
2,1186.809768100004
2,1198.9350716796628
2,1188.060629320453
2,1196.6399218326892
2,1185.254774069322
2,1164.7319063743244
2,1158.1043304312343
2,1163.8869044154972
2,1154.8217587622262
2,1152.1180356732273
2,1162.2683120513154
2,1157.5373119558087
2,1161.0579102967292
2,1177.6127328332914
2,1168.2030764351796
2,1176.811150464395
2,1179.0724742187108
2,1175.881380184362
2,1261.4994751619138
2,1253.8694033360953
2,1251.337425453377
2,1262.2489388484014
2,1277.0403548745405
2,1842.6911936811075
2,1842.694038507229
2,1847.9846349825677
2,1846.7827095546397
2,1826.2411112592247
2,1824.0960079690417
2,1829.9864969069731
2,1826.7079507624014
2,1831.4097536908123
2,1823.9144754632257
2,1819.6054488302757
2,1821.1368764005908
2,1812.84953553117
2,1821.331369589031
2,1821.2500457532306
2,1811.752058249693
2,1812.5699280218944
2,1898.918847470558
2,1889.056897214219
2,1900.5366672045755
2,1898.3647021942072
2,1917.3004092156111
2,1913.1894570599675
2,1912.4080450247786
2,1914.1501043356495
2,1859.8397386387442
2,1866.3718910060018
2,1866.3658559809228
2,1870.3940138940718
2,1862.7933056679003
2,1862.7968853763678
2,1868.8273677800776
2,1876.9037037844018
2,1978.0968429091345
2,1972.199980367059
2,1977.4523506197281
2,1981.7509695678864
2,1973.6946532400777
2,1977.3361925714146
2,1972.3377039963927
2,1968.5868100054834
2,1979.4942618526266
2,1983.3758355741209
2,1970.5579300465145
2,1927.0871986128047
2,1933.3263000385016
2,1928.8820207027416
2,1927.2325813600328
2,1920.1183993703341
2,1935.4629990832466
2,1987.303481141147
2,1991.9098372455865
2,1993.9420336512214
2,1984.7878239279407
2,1985.3456225626828
2,1998.0368063073709
2,1994.515680590415
2,1990.0253301615444
2,1993.2004842338367
2,1998.929042784692
2,2033.6695750204417
2,2034.2648789153195
2,2033.8803693838618
2,2044.9600551532715
2,1580.0605619308235
2,1570.7860147054653
2,1572.3123682903795
2,1575.728078915821
2,1579.9667651114798
2,1581.465939178727
2,1539.7454417964307
2,1549.2397665421638
2,1563.5161664679677
2,1547.9466739629133
2,1565.323202493781
2,1560.0438340550866
2,1562.394159336749
2,1561.8340101182412
2,1545.5021635873522
2,1563.4321643660862
2,1562.4265966483322
2,1655.313624774184
2,1651.5787194315596
2,1649.9834317004727
2,1648.8968363362983
2,1649.0421155631486
2,1652.8636624759476
2,1654.5160319852575
2,1648.2155520625072
2,1734.8297852791898
2,1739.1383745066119
2,1735.680253489184
2,1736.5350486424932
2,1733.4216444932445
2,1731.6619962169545
2,1741.8638148358168
2,1738.7582765250736
2,1742.3802254914312
2,1736.404490140771
2,1729.1034890917506
2,1741.8732856994775
2,1743.7779828569783
2,1701.7105002484068
2,1697.306955871515
2,1709.770884589712
2,1681.230790109144
2,1721.325409150583
2,1720.9962003219766
2,1696.106296693249
2,1697.747069511218
2,1686.7658075144225
2,2094.3225063428367
2,2092.029384732516
2,2092.2436640112023
2,2089.120785353778
2,2094.1244606388964
2,2091.2768930045963
2,2088.801008517761
2,2092.918955638317
2,2089.6400552566597
2,2095.716335514775
2,2052.4689359839863
2,2075.5901491645122
2,2078.542262591114
2,2165.211439239787
2,2174.639169327355
2,2175.173229506531
2,2168.4451248336272
2,2160.759849767233
2,2165.547512877239
2,2113.4409280590676
2,2113.2296347779243
2,2134.2558649707153
2,2137.9148238902512
2,2122.5317523139015
2,2134.5304024349352
2,2113.1317977530134
2,2122.9553756663886
2,2206.2579684999882
2,2205.950728162921
2,2206.960754524174
2,2207.6989586826626
2,2203.9352193664454
2,2201.275627381259
2,2203.197302031607
2,2203.9753382808008
2,2200.1483890050285
2,2206.6500907012123
2,2203.9880475600025
2,2206.955695212557
2,2203.4874833695803
2,2200.6590618647247
2,2280.7370038878257
2,2279.5274488739356
2,2284.274635185126
2,2281.1534152751865
2,2273.5844274810865
2,2294.6508418256126
2,2298.8524571478283
2,2273.531786553087
2,2272.393904778941
2,2283.606064660543
2,2286.182357557145
2,2280.1294365595695
2,2274.3290647398267
2,2285.275436848224
2,2283.1493912213496
2,2343.186573072173
2,2329.495340380447
2,2311.6013290960204
2,2319.475896551697
2,2308.412561066766
2,2321.8028411140353
2,2319.9978496038166
2,2311.8240961583224
1,1919.7185851064196
1,1912.4993136552494
1,1915.6108596507206
1,1916.720272291539
1,1914.6121666388842
1,1916.7045590553391
1,1917.2251139892967
1,1912.7218761739575
1,1859.8071929659413
1,1863.6455570212354
1,1860.0234335028301
1,1861.0320926557501
1,1862.852842152706
1,1857.8637465527715
1,1858.7833736419213
1,1856.4794452030874
1,1863.9833829415152
1,1856.0111214203735
1,1861.3016747675053
1,1862.561147387484
1,1826.1150409190348
1,1825.5372164368998
1,1825.9903789979257
1,1828.924214137923
1,1827.4620751878833
1,1824.5616382465168
1,1844.0879098548673
1,1840.989839927292
1,1840.482541260356
1,1847.3853141151008
1,1841.9456718632014
1,1847.7091795430608
1,1846.479245779244
1,1845.8764638521486
1,1923.2478000929586
1,1934.1513788362581
1,1930.4695790550595
1,1920.0758518831728
1,1926.4143731705053
1,1928.5202036485493
1,1921.0312565396887
1,1935.5249540056493
1,1920.0925889023822
1,2042.3736746077227
1,2039.734008715189
1,2000.5780243284269
1,2004.7561498631392
1,2045.1621925225086
1,2011.799238726689
1,2010.659555980591
1,2005.5517737655368
1,1985.2894627560142
1,1993.994665761626
1,2010.9592183485738
1,2015.9457182752706
1,1687.9313578047143
1,1683.815747075313
1,1682.7201347128732
1,1686.1821555060985
1,1686.5766374072828
1,1687.8128026970305
1,1685.4629434217297
1,1686.7145806038234
1,1685.6054865957499
1,1685.6086971738528
1,1746.7781629023548
1,1746.8433142736199
1,1782.9697294122434
1,1759.7930989946842
1,1779.4186236707308
1,1752.2929578807514
1,1785.4941256685743
1,1780.053254518209
1,1782.5176373346555
1,1784.5369226320938
1,1787.758326730607
1,1560.9971639261341
1,1566.9305512172202
1,1565.5557233295838
1,1565.1670636674974
1,1561.9769006650408
1,1560.1379796630224
1,1565.546986661724
1,1564.3918503749192
1,1562.5853951931724
1,1561.4302645166742
1,1565.3692210008828
1,1567.7758153870025
1,1561.8200417529365
1,1562.919086372763
1,1652.7354754125024
1,1654.565307909745
1,1651.3716796963515
1,1649.837368970791
1,1651.434989209863
1,1655.4354239079373
1,1648.8096004502074
1,1654.1544203866185
1,1652.452807630954
1,1648.642568707461
1,1650.7063721603593
1,1648.2053776850178
1,1176.7847280469423
1,1176.60768262684
1,1176.5543032432297
1,1179.8595654795204
1,1176.7964994533056
1,1179.7303976194025
1,1176.2664384022883
1,1179.6224562470177
1,1177.9017964696498
1,1179.717701269814
1,1245.2145643546462
1,1246.2802668521665
1,1247.6481643232476
1,1245.3939327895894
1,1247.4684345594164
1,1240.7285846612647
1,1235.6945283886123
1,1244.9936959010754
1,1238.4931272091706
1,1261.972298075353
1,1272.678960975827
1,1254.4931159121334
1,1252.3478576268885
1,1063.8984407306675
1,1063.0929208169712
1,1059.3810048211458
1,1058.2264769678027
1,1063.2622515365197
1,1059.1574460666918
1,1061.7768279742913
1,1028.7162158312249
1,1033.7885600977143
1,1037.4294900641364
1,1033.5949864651932
1,1025.1947533868254
1,1028.1453140837127
1,1029.3517612691778
1,1039.0621904773707
1,1025.331079890585
1,1032.6061916977912
1,1103.881785423551
1,1101.2258930195442
1,1100.9494973648184
1,1099.6785080325078
1,1099.461120370101
1,1097.4447815360518
1,1145.4704273390573
1,1149.9004748909845
1,1150.483623193166
1,1096.1791812784234
1,1098.1970257561675
1,1449.5903856309026
1,1417.8142845105401
1,1452.2573220014629
1,1440.0144453835856
1,1416.7050708886427
1,1415.4545919978898
1,1454.240735263081
1,1455.6805382066348
1,1454.334587745315
1,1427.4747602063483
1,1443.1907748323642
1,1445.6096455229076
1,1507.44123025272
1,1513.8968771051686
1,1530.1724798161604
1,1530.6327472058147
1,1530.5455245853834
1,1529.374493748319
1,1512.231993806884
1,1492.9428026402923
1,1490.4538226564023
1,1497.3804159700321
1,1491.4550499374766
1,1488.503810079341
1,1488.6868336603814
1,1495.8709573566455
1,1286.1709983087658
1,1291.4644745218322
1,1281.9744537739164
1,1283.5595709157903
1,1284.310022299963
1,1294.649653075373
1,1286.354908611224
1,1282.0320163330387
1,1290.9206349165293
1,1284.4184808560258
1,1386.6980054667613
1,1387.647534951016
1,1385.5534888911438
1,1378.3708736347974
1,1385.2618281356972
1,1377.9910900232255
1,1384.0713065932027
1,1396.2948777916881
1,1361.594096053127
1,1387.426754292522
1,1361.2610979490692
1,1363.444565298648
1,1362.7223344465679
1,869.0386000741846
1,866.8751058054249
1,871.4839268752372
1,865.6678695905446
1,864.9428100640511
1,869.1951978055774
1,868.9318565463325
1,865.2139159734364
1,871.2212990347724
1,871.4047421228347
1,864.130425594067
1,857.3988873296671
1,860.2463138588903
1,839.9357568151528
1,837.323380176909
1,854.542879171316
1,847.0699877257281
1,823.7657994524502
1,806.904295268679
1,809.2043523259846
1,816.9097238686786
1,804.0700551715961
1,816.0969714731721
1,820.8634243386941
1,820.224307481787
1,828.8846411680372
1,826.1899962047356
1,817.6470975871296
1,818.0638853309641
1,778.3885127050812
1,777.0203013956364
1,775.7392480209128
1,780.881644298315
1,1022.0330736609935
1,1018.941236850541
1,1021.6124601969631
1,1009.6822918501882
1,1012.0701788938723
1,1005.3007194471643
1,1000.1580124625195
1,996.147326599583
1,1023.27000890927
1,1017.7654552188209
1,1019.451594328884
1,926.9548873283192
1,923.7826206033174
1,927.8045868511094
1,927.9865422080601
1,923.7914859652102
1,925.1272438434572
1,924.4923020987848
1,924.8696008358802
1,906.4919332637647
1,906.7276534477539
1,926.5454743426382
1,924.0198942832606
1,896.1643948388053
1,903.9620885254907
1,924.1195947376254
1,904.2524139088828
1,933.3677980828852
1,935.0631735859155
1,943.5809405138542
1,939.5962771134266
1,934.6258041577817
1,928.6100338817795
1,942.2092214705959
1,935.8689366282053
1,753.9513096594335
1,761.1454582290594
1,758.1654405519967
1,753.5822842142421
1,757.3108193594212
1,732.3200045894592
1,733.7647640090768
1,718.2436221617679
1,707.7910952351024
1,705.7246006475142
1,717.9903386957111
1,707.006836454651
1,729.1868665390552
1,717.1612469262025
1,708.4691455388875
1,735.2912394149073
1,727.580017089844
1,647.1728069592373
1,649.5934278552857
1,646.8470646803867
1,648.924156540847
1,642.333520903695
1,650.9329127391478
1,646.086350230443
1,647.872378602671
1,697.8378407847785
1,690.2144306795828
1,699.6848911329437
1,700.3220665050867
1,689.1121715694578
1,696.9398153973444
1,686.9905055897032
1,685.7939409460402
1,686.4243892699708
1,682.4558450746558
1,686.9136460965974
1,515.919316816811
1,525.2243514213665
1,515.9708986321205
1,535.8187457392837
1,529.775766004869
1,532.0978063815145
1,533.549193964653
1,532.1648951868791
1,521.945443876457
1,527.0647470308718
1,523.6733883199673
1,524.3111725022984
1,559.3309263823865
1,545.1923697884039
1,546.2631589248219
1,547.3988935023729
1,548.0134971007939
1,557.759453631107
1,555.6609644390984
1,553.0940474150044
1,622.3692203333794
1,616.6787554780564
1,617.6847555537435
1,620.1363519240298
1,622.4109753867041
1,623.2229118489811
1,622.4402744234582
1,617.098921398321
1,621.3483623441083
1,619.0384918686764
1,632.5806631058585
1,631.0700667676622
1,626.2627443979752
1,637.6668954878754
1,638.4215120190515
1,626.8021436771523
1,638.0921846519283
1,140.72447459403753
1,149.56313113453467
1,130.4231840698312
1,141.40437251120863
1,159.65518468973323
1,140.53302869604562
1,156.98628060974022
1,149.37103126907843
1,147.58953608592614
1,141.45328613259494
1,147.52098340357256
1,202.23738292645757
1,195.54375610501518
1,196.0114266407695
1,207.1000356655884
1,199.64469535252522
1,198.63394935518795
1,202.55391327989616
1,200.57250037746286
1,193.64804582469455
1,204.1056703034016
1,192.05417947917923
1,196.79098994966273
1,207.24982922623644
1,45.01513328373638
1,45.8984893609911
1,44.65037315621912
1,40.754026407625005
1,40.26492759975582
1,40.90678512646754
1,47.550564912413
1,44.26129639519249
1,46.86078003899496
1,40.587793391932465
1,45.751786367226
1,45.513834506349006
1,40.904850486123436
1,43.71400517034963
1,118.67748898061376
1,115.83754971654443
1,104.11696827543473
1,114.79937500658056
1,106.66614535819599
1,89.11431387890111
1,107.65895481769607
1,106.54084957070543
1,108.70580667560523
1,67.87248130540144
1,119.67249531630961
1,270.0324227811403
1,282.09235410130947
1,257.5205524294215
1,280.89512597630096
1,277.94454293383717
1,282.55664332144204
1,282.8915007992417
1,281.07437692941176
1,261.66525964655057
1,277.32339574532574
1,272.58568107096056
1,277.5348022997227
1,279.41309127235115
1,266.08360433022904
1,335.3525586468816
1,349.70178134503624
1,346.4471840176836
1,330.3206915226598
1,347.10184227980056
1,330.05280820313897
1,377.1326980660754
1,383.69720951211013
1,378.5321504578099
1,382.4223819462991
1,377.15881155753806
1,380.01738261743327
1,376.7532277511962
1,470.90419559645034
1,466.91257716909155
1,466.69242791826304
1,470.6882442121593
1,507.4184275847655
1,511.71901159172455
1,496.7205640483502
1,463.19458900944795
1,471.3734437821636
1,469.6265284412962
1,508.2243546610669
1,511.0339544722823
1,446.18487573630387
1,447.5826696002641
1,432.32567089464914
1,441.49510361740056
1,414.53311179609733
1,410.5194192803584
1,440.46908315037393
1,433.98594668638873
1,441.6906474711244
1,2216.2937988387994
1,2221.183988545334
1,2237.826773728685
1,2218.7554630361165
1,2212.774999965178
1,2229.8932386865217
1,2230.8104555233076
1,2181.4828444195437
1,2182.0284147586844
1,2182.887892637926
1,2178.739580943024
1,2183.910986971286
1,2281.1778199286464
1,2279.8400591744085
1,2287.3712925686364
1,2301.1895534303967
1,2276.640987852455
1,2276.7412867599874
1,2091.620326315138
1,2094.350020985797
1,2094.1091636044966
1,2089.667731624359
1,2093.283392194644
1,2091.964369209243
1,2052.9025641930293
1,2055.142619593553
1,2053.014732973058
1,2052.1225737943696
1,2055.889893954688
1,2053.3258815029776
1,2052.9567230832918
1,2052.2295276927243
1,2053.5389274355202
1,2054.43622428551
1,2171.345812315183
1,2162.494104142816
1,2174.212945046083
1,2164.9319963882367
1,2166.584632853998
1,2174.811909432104
1,2168.0187608262195
1,2163.5696442298754
1,2162.3424075789285
1,2168.277666509397
1,2320.7436976848917
1,2326.7523425745653
1,2337.36043503475
1,2305.2368091099656
1,2334.758886079898
1,2312.03151338591
1,2317.401343438399
1,2344.7554905306115
1,2305.0255011092427
1,2333.867736335407
1,2324.111682394175
