EF21H,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
461.2742921047434,1,2,37,4,101
1417.189836370118,2,6,40,4,101
426.43159161281454,1,3,39,1,101
1944.1705305411983,2,7,40,4,101
69.79876334082277,2,6,39,3,101
541.8954671316433,1,2,40,4,101
1062.0414273746744,1,6,39,4,101
469.1024101985438,1,2,40,3,101
1701.2978731162852,2,6,39,4,101
535.3173424967542,2,2,40,3,101
501.1581000739052,1,2,39,3,101
1841.9920528213934,2,2,40,4,101
1489.4937488843434,1,7,39,3,101
853.8524253275626,2,6,40,3,101
489.16421796929893,1,2,40,3,101
489.59049375549637,2,6,40,3,101
413.0974003609899,1,7,40,1,101
413.0974003609899,1,2,41,1,101
489.16421796929893,2,6,40,3,101
489.02911895213634,1,6,41,3,101
488.5034253643978,2,2,40,3,101
720.9028999302072,1,2,41,1,101
771.2638386056535,1,7,41,1,101
274.2739829187239,1,2,41,3,101
166.68224091364766,1,7,41,1,101
145.87623586655678,1,7,41,3,101
721.9598124320046,1,7,41,1,101
151.4530031609972,1,4,41,3,101
720.1285280556398,1,2,41,1,101
145.87623586655678,2,7,41,3,101
167.60686270943734,1,2,41,1,101
275.40839709786013,1,6,41,3,101
160.6667229271883,2,3,42,1,101
346.51559813696025,1,4,42,4,101
349.80241525224693,1,4,42,4,101
489.6293159545953,1,4,43,4,101
279.1027294994997,1,1,43,4,101
347.4904316721273,1,3,44,4,101
851.3055187585484,1,3,43,4,101
351.55523541240734,1,1,44,4,101
489.6293159545953,1,4,43,4,101
830.262620681674,1,1,44,1,101
1155.7856821461403,2,1,44,3,101
1465.215162145628,2,5,44,3,101
1270.9633106571916,2,7,44,3,101
552.395752862881,1,1,44,3,101
709.7364778241032,2,1,44,1,101
1464.55099185977,1,1,44,3,101
457.01173747743945,1,3,45,2,101
319.96684208401894,1,3,44,1,101
1462.22542187289,2,1,45,3,101
459.5927998514363,2,1,44,2,101
334.4650728412557,1,5,46,2,101
306.31909769809886,1,5,44,1,101
957.6100916398616,1,1,46,1,101
466.95673766028347,1,7,44,2,101
658.8344881604456,1,7,46,1,101
346.7307618645603,1,7,44,2,101
884.2701245131987,1,5,46,1,101
488.5732949054923,1,5,44,2,101
489.18681649480396,1,7,46,2,101
345.275096167951,1,7,44,2,101
470.2348032393203,1,3,46,2,101
461.64095137817844,1,1,45,2,101
459.43329701702356,1,4,47,2,101
434.89904212465956,2,7,45,2,101
463.55127964148505,1,4,47,2,101
489.6961305705095,1,5,45,2,101
504.65823408978474,1,7,47,2,101
446.33648827703877,2,4,45,2,101
461.2072144622675,2,5,47,2,101
44.83999262614839,2,1,45,1,101
809.6838662080563,1,5,47,1,101
463.9334812878725,1,5,45,2,101
347.88075939280424,1,5,47,2,101
578.9445732415761,2,7,45,1,101
330.0076408415376,2,7,47,2,101
942.2232403286896,1,1,45,1,101
351.0978810171584,2,5,47,2,101
5414.890255102384,2,3,46,4,101
82.21920068966938,1,3,43,4,136
4383.628506110598,2,3,46,4,101
2899.895834220857,1,3,36,4,139
3633.938477425616,2,5,46,4,101
82.21920068966938,1,4,36,4,149
4383.628506110598,2,5,47,4,101
8084.200351819084,1,4,36,4,159
728.265799600862,1,4,47,4,101
898.1539825732661,1,2,43,4,163
597.8113164732476,1,2,47,4,158
3389.7661432365376,2,2,35,4,186
4038.8995871728957,1,2,35,4,184
2941.7582441873765,1,2,40,4,222
1339.6482438579887,2,2,40,4,190
2047.028342355873,1,6,48,3,101
865.6678578197041,1,6,48,4,101
625.6845738258465,1,6,49,4,101
810.427776875823,1,6,49,4,101
1132.9599014401067,1,7,49,3,101
676.7387953215162,1,7,49,4,101
1582.7209018366,1,1,49,3,101
625.9769509685457,1,7,49,4,101
626.4850017956635,1,5,49,4,101
629.9855366716723,1,7,49,4,101
815.7655928014628,1,7,49,4,101
914.7379290398297,1,1,49,4,101
211.35499422690404,2,1,50,2,101
70.77037745373663,2,1,49,1,101
864.2008326422086,1,7,50,1,101
1012.6008381105219,1,7,49,4,101
630.232081549428,1,7,50,4,101
335.5096391481244,1,7,49,1,101
925.2546975063522,2,7,50,3,101
70.75236714700554,2,7,49,1,101
968.7728457668915,2,7,50,2,101
102.0978349301277,2,7,49,2,101
972.202176637406,2,1,51,3,101
773.6844171286962,2,1,49,2,101
214.50967000429782,2,1,51,2,101
710.0851078091482,2,5,50,1,101
730.5291176063138,2,3,51,3,101
780.2976270577602,2,1,50,2,101
215.02732740406492,2,5,51,2,101
457.71713931358954,1,5,51,3,101
769.1942518023438,1,1,51,3,101
333.9159940599926,2,5,51,1,101
870.840290021113,2,5,51,4,101
706.0749263466769,2,1,51,1,101
653.0284499593072,1,1,49,3,194
214.23900884138507,2,1,51,2,101
480.07942331480683,1,5,52,1,101
676.3977988517368,2,2,52,4,101
517.3986961038097,1,5,52,1,101
1020.3225560776085,1,6,52,4,101
353.51185149272555,2,2,52,1,101
676.3019153563416,2,2,52,4,101
852.2895158849872,2,5,52,1,101
187.78028108946535,1,2,52,1,101
849.0472708082151,2,2,52,4,192
849.0472708082151,2,2,52,4,101
503.41627921336305,2,5,53,1,101
849.0472708082151,2,2,53,4,101
773.9487923255566,2,5,53,1,101
959.6295179738655,1,6,53,1,101
896.7356972304068,2,6,53,1,101
678.8908223540702,2,2,53,4,101
149.04924583042714,2,2,53,1,101
183.1607619279622,2,2,53,1,101
959.6295179738655,2,6,53,1,101
666.2600184059116,2,5,53,1,101
344.68303521584664,2,2,53,1,101
716.0213242310741,2,5,53,1,101
110.38597741625318,1,3,54,2,101
376.0604890749883,1,6,54,2,101
104.59456563236569,1,3,54,2,101
272.86171147197274,1,3,54,2,101
110.38597741625318,1,6,54,2,101
277.86387564847706,1,3,54,2,101
380.8492130274043,1,3,54,2,101
108.0191255261798,1,3,54,2,101
220.6890291846858,1,6,54,2,101
380.49710298010336,1,3,54,2,101
277.86387564847706,1,3,54,2,101
505.72126010622554,1,3,54,2,101
504.60323948650716,1,6,55,2,212
131.6540942539982,1,7,57,1,101
34.8743279455889,1,7,57,1,101
1269.2335255475234,2,7,57,4,101
1121.9421741082067,1,7,57,4,101
3289.3704843744954,1,7,57,1,101
1269.2335255475234,2,3,58,4,101
1082.7907417499787,2,3,58,4,101
1075.973107332095,1,3,58,1,101
2108.274137094303,2,3,58,1,101
3916.446775694737,1,3,59,1,101
1270.5632517348783,2,7,59,4,101
1061.5032118451916,2,7,59,4,101
865.7979686092825,2,3,59,4,101
1297.594529015636,1,7,59,4,101
271.3699347842437,2,1,59,2,101
4072.561150709724,1,1,60,1,101
1056.836473186698,2,1,59,4,101
2230.7653050475997,2,1,60,1,101
163.57558315685537,2,1,59,1,101
1062.6026786419352,2,1,60,4,101
2457.072923315004,1,1,59,1,101
1227.282864195011,1,1,60,1,101
644.4074516755763,2,1,59,4,101
1708.6136827306334,2,1,60,4,101
12.374464283930692,2,2,60,4,101
220.03827666799134,2,4,62,2,101
2102.6336755420916,2,5,60,1,101
53.00676640177681,2,5,62,2,101
734.613536229191,2,4,60,3,101
866.2909727052603,2,4,62,4,101
114.76641393195753,2,2,60,4,101
2475.656664776105,2,6,62,1,101
1128.880722219969,2,5,61,1,101
10.122854587777235,2,4,62,4,101
681.2574072993788,2,6,62,3,101
3263.8766832986453,2,5,62,1,101
1020.1867444873252,1,5,62,3,101
268.30274837890863,2,5,62,2,101
1015.6885405408102,2,6,62,4,101
275.5213711082658,1,4,62,2,101
58.72614393745916,2,4,62,2,101
220.67875025496264,2,4,62,2,101
264.2889006455544,1,2,62,2,101
113.48758496500623,1,2,62,4,101
466.0635037956923,2,2,62,4,101
218.67785126268592,2,4,62,2,101
1010.5488724105967,2,2,62,3,101
112.46685985962583,1,5,62,3,101
218.96294560333448,1,5,62,2,101
467.90968751593783,2,4,62,3,101
464.98232692430184,2,6,62,3,101
1170.8554629777427,2,4,62,4,101
202.54640454278749,2,2,63,2,101
812.6982144069063,1,6,62,3,101
206.6450959373449,2,6,63,2,101
279.34580513332395,2,5,62,2,101
3270.2837575567974,1,4,63,1,101
197.29493430676283,1,2,63,2,101
721.6685465591788,1,5,63,3,101
163.15443873370953,2,1,63,2,101
467.50710446095826,1,2,63,4,101
204.49601256957064,1,2,63,2,101
217.6087043301024,2,5,63,3,101
277.23380152402865,1,2,63,2,101
200.19470646228316,2,1,63,2,101
272.01769067654675,2,2,63,2,101
273.7915884298362,1,1,63,2,101
272.39580354410276,1,2,63,2,101
216.37435305851963,1,5,62,2,195
678.8443497362655,2,4,63,4,101
217.62585097755905,2,5,59,3,249
858.9254690153696,2,7,20,3,256
470.65468073205295,1,6,18,1,268
502.2236584046601,1,6,19,2,258
860.6318379234566,2,5,19,2,270
698.8399594547745,1,7,22,2,261
701.3085961415858,2,6,17,2,286
502.2904275990805,2,4,19,2,263
1497.5611505812512,1,3,21,3,319
1119.6668396240113,1,3,30,1,268
1392.5155663317723,2,2,17,2,320
857.5882940576904,1,4,20,2,269
644.830386550197,2,4,30,1,332
1468.1911770924999,1,1,26,3,270
859.7080624431394,2,4,28,2,341
1502.592282939501,1,5,18,3,271
1496.3894777250262,2,2,28,3,349
509.53741738887277,1,4,30,2,304
467.7322453372064,2,1,26,1,366
1491.7661552415443,1,7,21,3,335
859.4497288325267,1,2,20,3,367
1404.09895595818,1,1,30,2,358
860.2792750359749,2,2,20,1,376
655.9588200259939,2,1,30,1,372
863.0731270190894,2,2,26,2,382
1212.6763366942187,1,4,29,1,391
1201.457187881462,2,5,20,1,392
616.5910469990766,2,4,19,4,412
1281.2775028080243,2,2,21,4,414
247.83412402400208,2,2,18,4,413
619.8730567029335,2,1,23,4,430
614.6434647892697,1,4,17,4,415
1030.556692763285,2,6,30,1,456
1037.4479674698625,1,6,21,1,415
1037.4479674698625,1,1,27,1,469
655.3797758654596,2,1,18,4,424
987.4090439732998,2,4,19,4,482
587.1381813775662,1,1,18,4,436
809.8126266257328,1,3,24,4,493
1030.556692763285,2,2,19,1,457
987.4011881831052,2,3,23,4,497
428.7269829985687,2,3,29,1,492
591.2087446837974,1,3,29,4,504
815.4639119305812,1,3,17,4,509
815.4639119305812,1,6,30,4,511
759.6464912217881,1,5,33,4,332
37.350240100472526,1,5,32,4,320
471.5048192600085,2,5,33,1,343
273.80519579390284,2,5,33,4,349
456.097574813877,1,5,35,2,353
193.91159631842322,2,1,32,2,373
534.0517312201821,1,5,39,2,321
867.2884579674004,1,3,39,2,329
489.99301761109984,2,5,36,1,378
377.03457089796086,1,1,39,2,458
857.0566540655503,1,3,42,2,259
654.0594461655564,2,5,42,2,368
437.39150170076266,2,1,40,1,320
695.0238736029664,2,2,41,4,415
926.2303318315124,2,6,41,2,364
71.54074277609944,2,6,40,1,430
206.17618101256284,2,5,41,2,372
206.17618101256284,2,5,43,2,452
43.88819232788287,2,5,41,1,375
870.6594813453057,2,5,40,2,461
436.66199777393524,2,6,43,4,392
344.09381832003885,1,6,40,1,463
68.8202974557779,1,6,41,4,414
71.71394332479387,1,6,41,2,483
497.99106312496383,1,6,42,4,426
274.427935679304,1,6,40,4,486
165.43306435450012,1,5,41,1,463
4504.258397549693,1,6,40,1,498
68.43849057415521,1,2,41,1,466
685.5523209005897,1,1,40,3,505
436.8950859328015,1,5,43,4,503
4399.222690618416,2,6,40,1,508
655.1018627099418,1,2,44,1,388
445.0268360630825,2,1,44,1,456
703.4962131993142,2,2,44,2,454
489.5080393103996,1,2,44,2,466
36.500171517183446,1,2,47,4,320
914.1842025171984,2,5,47,4,458
701.7252418875862,1,6,47,4,336
434.0553532807246,1,6,47,2,459
436.2028575950313,2,6,46,1,349
445.261369325916,1,6,47,3,461
647.26650177909,2,5,47,4,431
862.6970266619358,1,5,47,2,469
104.8966414781333,2,6,47,3,502
7668.447171791904,2,6,47,1,509
648.9668822236044,2,5,49,3,258
864.5388347097162,1,5,50,3,261
320.44673173177534,1,3,50,1,270
387.04722518575784,2,3,49,3,288
532.8169246989182,2,5,51,3,284
1218.2603281071215,1,5,49,4,292
220.93345034143908,1,3,49,1,286
681.5630526321969,2,5,49,3,295
969.730195803546,2,3,51,3,287
385.1173454081987,2,3,51,4,320
398.4960882527317,2,3,53,1,293
198.97325308227164,2,3,54,1,321
532.8169246989182,1,3,49,3,315
468.6710349183582,2,2,51,1,348
217.26349669037037,2,5,50,1,319
220.93345034143908,2,2,50,1,358
267.4431889332033,1,2,48,1,321
642.6211415371274,2,1,54,4,366
1119.9524006028632,1,2,55,3,339
1031.5531963540334,1,2,55,1,373
682.607587724351,1,2,52,1,348
611.619758964925,1,2,55,3,383
1039.0673298539332,1,6,53,4,358
1148.376816267677,2,6,53,1,465
1103.7744779926365,1,6,52,2,368
1114.5505584058849,2,6,49,1,467
1151.946642293223,2,6,51,3,381
557.2294156415303,1,6,49,2,469
7482.428647911505,1,6,59,1,464
1226.2099799078617,1,6,49,2,501
974.0926405654309,2,6,50,2,470
1127.4209223670168,2,6,49,1,502
1467.4665754754565,1,2,64,4,101
1296.142798530046,1,3,64,4,101
1078.681774118742,1,3,64,4,101
1468.2391932425635,2,6,64,4,101
1059.0293982889377,1,3,64,4,101
1061.8238638489122,2,6,64,4,101
1082.8795887365088,2,6,64,4,101
697.1997264554234,2,6,64,1,101
1701.054197266861,2,3,64,1,101
853.1740635587411,1,3,66,2,101
1502.6669448998657,2,5,65,2,101
998.9695314498443,2,5,66,1,101
1462.8292083987692,1,5,66,2,101
642.9349331513479,1,6,66,4,101
1081.814216331779,1,6,66,4,101
1471.4594083474126,2,2,67,1,101
1037.479162896318,1,6,67,3,101
177.32063323798735,1,5,67,3,101
1470.7897956110803,2,6,67,1,101
208.25975203097266,1,2,67,2,101
1226.0641579003304,2,5,67,4,101
213.90619597802052,2,1,67,2,101
1134.7886777205447,2,1,67,1,101
1222.4487850488895,1,1,69,3,101
217.31274868610927,2,7,69,3,101
217.52794788002166,1,5,69,3,101
631.5674116408858,2,5,69,4,101
509.84257376460073,1,1,69,3,101
1223.9034126663764,1,4,69,3,101
1461.0244871809118,1,4,69,1,101
498.7326054487269,2,1,69,3,101
489.2895643989695,2,4,69,3,101
588.2859121533313,1,5,69,4,101
70.18148919673835,1,2,69,3,101
209.7677322766,2,7,69,4,101
587.3779437436875,2,5,69,4,101
210.83507881130427,1,2,69,4,101
1124.845857779372,1,4,69,4,101
1134.2912061770994,1,3,69,4,101
929.4747691340451,1,5,69,1,101
576.5226538086598,2,2,69,4,101
1231.447997104353,1,3,69,4,101
770.8586497337907,1,5,69,1,101
71.99404939642022,1,2,69,3,101
223.07704372465545,1,2,69,4,101
470.3492139070207,2,5,70,3,101
1335.1022821126164,2,4,70,2,101
677.7469592865817,1,4,70,1,101
1500.0022645839238,2,4,70,2,101
1335.2030479154496,2,2,70,1,101
504.05113044615257,2,1,70,3,101
589.1088030597695,2,1,70,4,101
723.749251361699,1,4,70,2,101
855.5153340026205,1,2,70,1,101
209.6846085208897,1,2,70,4,101
279.6608286292835,1,4,70,3,101
1221.9609487333644,2,3,70,4,101
941.0550135057719,2,1,70,1,101
221.61539298577586,2,5,70,4,101
944.392855919438,2,2,70,2,101
502.7353492378653,1,4,70,2,101
410.0655674877539,2,7,71,2,101
182.43930336507538,2,7,72,1,101
287.89965739576553,1,3,72,1,101
276.7332327383509,1,3,73,1,101
1335.752556844554,1,3,72,2,101
749.8956175627081,2,7,73,4,101
557.6179237500206,1,5,74,1,101
508.2006674377709,1,6,73,1,101
508.6927799780138,1,7,74,1,101
733.4335138082803,1,6,74,1,101
731.8316334568849,2,5,74,2,101
275.0962249583421,2,5,74,1,101
925.287076500771,2,6,74,1,101
358.3777790778946,2,7,74,2,101
1165.7517812020158,2,6,74,2,101
211.7341730998906,2,6,75,4,101
530.1603907525179,1,3,75,4,101
375.07279410755353,1,6,75,2,101
180.46459956105627,2,3,75,4,101
691.3536185462633,2,6,78,1,101
785.6886857494799,2,4,76,1,101
552.8365686744305,2,7,78,1,101
346.6516770415538,1,7,78,4,101
734.2783119632368,1,3,79,4,101
243.16840987504617,2,6,78,4,101
501.5605982292578,2,6,79,1,101
758.2605823958727,1,7,78,1,101
181.64276576079675,2,1,79,4,101
677.3126009150245,1,1,79,1,101
248.1458566576325,2,1,79,4,101
732.2850477764748,1,4,79,1,101
253.9421693417791,2,4,80,4,101
651.3238881951279,2,1,79,4,101
248.61072424391602,2,3,80,1,101
33.40938467343838,1,1,79,1,101
528.2084699639365,1,1,80,1,101
531.107936823635,2,6,79,1,101
470.1250409829389,1,2,81,1,101
469.4436388163511,1,2,80,1,101
468.8796074880022,1,3,81,1,101
34.563585402885344,1,3,81,1,101
312.45213789304665,1,2,81,1,101
470.75083363846954,1,2,81,1,101
68.16131018322585,1,1,82,3,101
609.2447529724707,1,3,81,4,101
313.40223123503756,1,3,82,1,101
182.9415989495616,1,1,81,3,101
276.47286867598194,2,3,83,4,101
277.2815228571975,2,5,82,4,101
533.9146139984663,2,5,83,3,101
70.07246539770631,2,3,82,3,101
498.3679251379908,1,3,83,4,101
68.00626759373556,1,1,82,3,101
623.3390047687737,2,6,83,3,101
498.67049247130836,1,6,82,4,101
377.6009244272112,2,6,83,3,101
504.0324607990355,1,6,82,4,101
497.14337231141303,1,3,83,3,101
631.6482706744558,2,7,82,3,101
496.96749717215397,1,6,83,4,101
620.2273941262066,2,5,82,3,101
531.7947453017582,1,6,83,3,101
276.3789293886969,1,7,82,3,101
277.9355001165576,2,6,83,4,101
557.2618699297955,2,3,82,4,101
69.93066482736613,2,3,83,3,101
677.1997008525217,1,6,82,4,101
278.7197689436128,2,3,84,3,101
70.53267990394504,1,5,82,3,101
278.19663322658323,1,6,86,2,101
973.3526263065318,2,7,82,2,101
619.7626455764533,1,6,86,4,101
856.5138279364211,2,7,82,3,101
488.78120944166045,2,5,86,3,101
629.4102712257735,1,6,83,3,101
676.2728167809806,2,5,86,4,101
696.3059660667926,1,1,83,3,101
276.1113393963679,2,5,86,2,101
505.3635609991639,2,6,83,4,101
71.40042431493427,2,4,86,3,101
624.0321522242491,1,5,83,3,101
854.7718212518251,2,7,86,1,101
489.54997319863287,1,4,83,3,101
625.9784498685826,1,4,87,3,101
975.3642095910507,1,3,83,2,101
728.4529297263707,1,3,87,4,101
679.168382737342,1,4,83,1,101
488.6784019593987,2,1,87,4,101
199.03215707708887,2,6,83,2,101
849.1088162328784,1,2,87,2,101
528.0062410905809,2,1,83,4,101
530.4522394940609,2,2,87,4,101
71.40042431493427,1,2,85,3,101
489.4105360858912,1,2,87,4,101
650.5947385994629,1,4,86,4,101
630.8326119823575,2,4,87,2,101
775.9742590498304,1,4,86,1,101
642.5726123407833,2,1,87,4,101
532.5601655204107,2,1,87,1,101
970.123560307335,2,7,88,2,101
676.5200592320213,1,6,87,3,101
223.67845351929137,2,2,88,3,101
679.8099678876092,2,1,87,3,101
677.2790841557616,2,7,88,3,101
677.6956126296286,2,1,87,3,101
529.5630662689385,2,6,88,3,101
505.8708076601693,1,7,87,2,101
497.39765872279634,1,7,89,2,101
654.0658518642269,1,4,87,4,101
622.5696817330472,2,4,89,2,101
529.3137043092094,2,1,87,2,101
534.5638506342377,2,7,89,1,101
599.4027497242735,1,1,87,3,101
648.6125350063936,1,6,70,4,142
698.7161108784841,1,7,87,2,101
702.1267529346848,2,7,78,1,146
1115.4218185776467,1,1,87,1,101
644.0674900899993,2,6,67,1,158
808.1590784570302,1,2,87,1,101
676.4818332465912,2,6,82,1,158
1119.1585594936362,2,2,87,3,101
532.6066400937048,2,7,83,4,159
219.2974730042591,2,7,88,3,101
564.4114591790104,2,7,64,3,184
573.4410390626132,1,7,88,3,101
593.1366506120696,2,7,86,3,187
150.95973227318984,2,7,89,1,101
1118.5987456343237,2,7,87,1,190
813.9047870784208,2,7,89,3,101
788.3290111679821,1,7,72,1,193
274.86385262867634,2,5,68,1,185
969.2848934492226,2,5,65,1,195
163.6461746106003,1,5,74,1,192
790.7146364135973,2,5,74,1,226
863.6070549391875,2,5,71,3,213
681.1041833361161,2,5,72,1,236
681.1041833361161,2,5,67,1,249
856.115890219804,2,5,74,3,238
316.1163341403281,2,5,75,3,249
277.4461967072746,1,6,83,3,258
810.3165665179699,1,3,87,3,256
860.0089838787208,2,5,83,3,261
32.81874312049761,1,4,64,4,268
432.3528755326544,2,5,69,3,268
857.6549746510486,2,3,83,3,285
397.41048876962884,1,4,67,2,269
1112.7835607980905,2,4,69,1,286
71.01455405338346,1,7,82,3,269
251.63837587434364,2,7,83,1,286
652.6808385879517,1,2,68,3,270
683.0148705382957,2,3,87,3,307
34.778700551965265,1,3,73,1,270
334.3087494486806,2,3,86,4,309
590.693740263865,1,3,66,4,284
467.3811168845747,1,5,75,4,311
610.0429425822713,1,4,87,3,291
614.2442349072213,1,3,87,1,313
464.9010288707884,1,3,69,4,311
211.45515977592245,1,5,74,4,317
553.9767960167796,1,4,68,3,320
553.9767960167796,1,4,71,3,320
555.3284431371484,1,3,65,3,321
317.3224761174912,1,4,64,1,321
585.7727854151,1,4,86,3,321
531.744324852527,1,3,67,4,321
860.4898961982105,1,4,72,3,334
