EF48,TAETIGKEITSSCHLUESSEL4
1157.899868767672,2
1163.2700335005386,2
1159.2278748852655,2
1157.2766890235157,2
1152.9671267416877,2
1177.2962873157296,2
1176.2928995510397,2
1177.563053097398,2
1179.3660069659613,2
1179.6266365162837,2
1274.0300900955458,2
1260.4455200384202,2
1259.9452791767774,2
1254.9147720385897,2
1277.5690708701957,2
1844.2193427963286,2
1844.9555637154501,2
1843.2023134950634,2
1847.7840804286336,2
1828.4748475185875,2
1828.825141273577,2
1829.438543291411,2
1828.4089499322065,2
1830.4370558276282,2
1819.8098716732882,2
1808.6253503293226,2
1808.7549323334265,2
1812.9023690024062,2
1813.166001281378,2
1813.16855962129,2
1817.188766518227,2
1822.7235445261683,2
1892.1752198858826,2
1899.845753452301,2
1890.9069641946276,2
1902.104690070235,2
1915.3503436938138,2
1916.055766924842,2
1919.7411295123165,2
1915.2031552978349,2
1885.5196092540714,2
1867.7151453182944,2
1858.1638243521274,2
1856.2267503201915,2
1857.1861959439893,2
1856.5098250016115,2
1868.5631946351607,2
1874.8508077475478,2
1976.939523482595,2
1983.805966080886,2
1977.5972583054358,2
1982.1698396789234,2
1975.3961693835445,2
1975.2829514072369,2
1976.8245225165479,2
1979.5663689485957,2
1975.0646363567666,2
1969.6692557146928,2
1973.6592230059623,2
1934.0390898489231,2
1932.1158551575002,2
1932.1747742291716,2
1920.1272354819816,2
1930.2654627589372,2
1929.632238295573,2
1992.8772434326183,2
1985.8687136760118,2
1993.1780125929247,2
1995.9981958896578,2
1996.938941760767,2
1989.5071013446895,2
1990.703358675054,2
1990.4206747109893,2
1987.3441724732895,2
1995.5064990389124,2
2039.4971514920833,2
2043.3859369935212,2
2033.8730644489465,2
2040.0222943142194,2
1581.5330526003781,2
1582.3325392423612,2
1574.015259347539,2
1576.1771914686228,2
1572.4513407125248,2
1574.6445721825457,2
1551.1113009547003,2
1542.5525445435846,2
1562.1534315742988,2
1547.1704973151514,2
1548.3523074394604,2
1550.0212269008352,2
1564.684849171692,2
1560.3430562903718,2
1564.7425827891643,2
1549.5156455293431,2
1541.06683214136,2
1652.0807991334395,2
1651.5850604504187,2
1651.529683251914,2
1651.4539642962366,2
1655.9256338237456,2
1651.3910357855475,2
1652.1508780528136,2
1653.5316142515007,2
1737.6462963798622,2
1734.99149501974,2
1735.1898606585403,2
1742.0247777214074,2
1734.565966995203,2
1737.2328450287312,2
1729.085540784992,2
1738.809515351736,2
1728.1715355020676,2
1728.8402326482033,2
1738.2418627614447,2
1734.553138498832,2
1731.4343452785643,2
1717.5552682151663,2
1698.7464725250973,2
1714.1509411131565,2
1680.407842350707,2
1697.0710193197312,2
1724.6790121978977,2
1721.8611995954757,2
1708.776960268044,2
1702.147840348024,2
2091.4824607147298,2
2092.0030604959884,2
2093.807227992654,2
2090.3763470221024,2
2094.5933722128243,2
2089.2312675456033,2
2091.943293139988,2
2089.8158573450073,2
2094.182149669669,2
2088.779366741713,2
2071.8680347567065,2
2054.3738101944073,2
2073.2328537887624,2
2162.26892699947,2
2175.0608573093064,2
2161.8777601783836,2
2169.4546519023024,2
2172.87597946665,2
2173.9124935831437,2
2118.987704534278,2
2116.266847001686,2
2133.8208609968997,2
2125.1013587804186,2
2112.9131312880727,2
2113.7499863281664,2
2142.1749539339567,2
2136.064320517343,2
2202.6196772051094,2
2202.2713977497447,2
2205.4515554218156,2
2202.127125178928,2
2205.080204623857,2
2205.467563316555,2
2206.0183567488475,2
2200.5166911667375,2
2202.962544672319,2
2200.9766438398633,2
2202.035169898215,2
2207.0657211402918,2
2200.281619910594,2
2201.5354542897094,2
2277.1390154486735,2
2281.6801729548197,2
2274.704403233944,2
2274.0847233626246,2
2273.6521019181773,2
2275.082303525835,2
2284.227607024851,2
2287.81710347323,2
2302.19225781864,2
2299.70272797628,2
2277.040771386412,2
2281.784473341111,2
2278.857881355648,2
2273.4865123719583,2
2287.039497246885,2
2341.1086319440956,2
2308.748197542317,2
2350.505252506472,2
2313.5240951407436,2
2311.4271901857664,2
2315.205584935203,2
2351.688346406935,2
2342.4871486605025,2
1918.563185425971,1
1916.6904322952691,1
1918.0579585585301,1
1917.3893716062717,1
1917.4230883371943,1
1914.319657696485,1
1916.4277902146714,1
1918.4454394878655,1
1862.6428953097443,1
1859.1823065422204,1
1857.5675943166289,1
1859.8397776900392,1
1863.353191448438,1
1860.3559474747174,1
1860.03933080139,1
1856.4009163803255,1
1857.248048976012,1
1857.7374530043944,1
1859.2433898074821,1
1859.1469514375726,1
1824.8504861392926,1
1829.28761696834,1
1830.7362149587427,1
1825.553899858415,1
1826.9808377668062,1
1830.9424907991138,1
1843.6580526897185,1
1844.7049270180298,1
1846.2913629826467,1
1845.8792082379684,1
1843.6163804256912,1
1843.3686171514398,1
1841.693217694993,1
1841.5064290123923,1
1944.1663840594329,1
1928.70533390443,1
1931.2287034500885,1
1951.600674462178,1
1920.8125889566677,1
1927.758534740838,1
1935.7550760348317,1
1950.2750492345579,1
1944.0875488949625,1
1990.8558490103824,1
1984.4309992634433,1
1998.4242180315805,1
2043.6553468310515,1
1992.5209955701018,1
2014.918051943998,1
2001.4606646826237,1
2009.851226695349,1
2034.0212384408142,1
2004.1157377106317,1
2014.1828826758497,1
2006.6404541729557,1
1683.6249511067597,1
1687.2584035516272,1
1685.4784149174818,1
1687.1007336106184,1
1687.480392080389,1
1685.2570492925427,1
1681.0550217227392,1
1687.6977113383764,1
1682.7871474592919,1
1687.2047190343585,1
1787.406365130658,1
1758.1994175804557,1
1736.5261131485825,1
1756.5750798718962,1
1755.1427265412271,1
1778.595042735245,1
1750.779449378888,1
1788.275022529697,1
1784.0343857782616,1
1757.701891411309,1
1778.6190415251244,1
1561.5168219684201,1
1565.6291316267361,1
1560.6930667137747,1
1567.3371808432814,1
1560.596935764116,1
1561.3613170149745,1
1566.6531411598487,1
1565.1033287290336,1
1560.2546646589797,1
1565.2656545527984,1
1563.6926842854148,1
1561.412219414303,1
1560.8855425732477,1
1567.8084767715798,1
1655.3989087083455,1
1649.8273144462387,1
1655.9834605191063,1
1654.2875430887395,1
1655.486457582493,1
1648.8224294940906,1
1648.952999222002,1
1650.8955750346693,1
1649.5614577686022,1
1655.9449471657178,1
1651.724391951543,1
1652.506527881765,1
1176.4489797414901,1
1177.925119478982,1
1176.4403746840987,1
1179.771640074129,1
1178.940923274567,1
1179.2782830403198,1
1176.1929148642048,1
1177.6298501510735,1
1177.0868287298601,1
1179.9829499528846,1
1238.9896214463322,1
1240.0280730516542,1
1247.221517911613,1
1242.712676949423,1
1247.5981478505469,1
1246.2035431922395,1
1233.4985304393192,1
1246.0782101631628,1
1244.675827292489,1
1276.6794675182746,1
1260.7134839877906,1
1256.2883331506318,1
1278.318464842829,1
1059.4837266928462,1
1057.7059173419523,1
1060.8265593104338,1
1061.8742218679818,1
1063.1504916111135,1
1056.0861468328978,1
1060.310840013685,1
1030.174203813709,1
1025.2970539777973,1
1032.063375305024,1
1030.2584319155321,1
1034.4111756034695,1
1028.8254072466605,1
1035.0040942424023,1
1029.3943238894872,1
1037.4902362954494,1
1026.617641830995,1
1100.6495367310101,1
1103.345059144902,1
1101.7250011313988,1
1103.2876786247916,1
1100.8022875756792,1
1103.247296014036,1
1100.2812765916563,1
1150.4920004845608,1
1144.4989067521078,1
1146.084497155257,1
1148.0807737334435,1
1453.0341277727698,1
1413.3346511793416,1
1423.3343402547619,1
1411.7125827030852,1
1454.646826828777,1
1443.1070092771406,1
1425.0378507304372,1
1409.299688225563,1
1408.2312231995847,1
1442.5435235602404,1
1428.825247898611,1
1453.4947256719252,1
1512.2764821640799,1
1515.5892516647405,1
1513.118937484625,1
1534.3950236328185,1
1531.3795009392873,1
1535.8046946336426,1
1529.842144683409,1
1492.313141648095,1
1495.282251658061,1
1488.46921343812,1
1490.0944855475918,1
1495.966706596746,1
1502.8262122120811,1
1491.5048344390113,1
1291.4739129651862,1
1280.3043549129623,1
1281.7390857578432,1
1290.6847324428616,1
1280.193239702536,1
1285.5471514564017,1
1292.5518917011123,1
1290.897246894774,1
1286.2982585954378,1
1291.6645736710182,1
1384.633333292025,1
1384.9867203474714,1
1385.8371164552918,1
1386.2469531608415,1
1378.792050650666,1
1363.2651599244048,1
1360.0820382230831,1
1348.3360183622233,1
1396.9614740916293,1
1399.1449733049183,1
1345.0029330317418,1
1385.0587225300792,1
1384.8359413398819,1
871.2251917462211,1
868.0349457160227,1
867.6746720562862,1
865.2872689549481,1
870.9690122262185,1
870.0014124749395,1
864.8282933561982,1
865.8114737276196,1
871.7961615045024,1
870.4958149181866,1
867.6655327470972,1
836.9746927339227,1
851.7340304175704,1
863.8603422870804,1
854.4623973687686,1
845.6525903989204,1
833.5926830699442,1
814.5415041876425,1
826.8462706837039,1
812.6481234532043,1
816.243958187266,1
817.7385393460753,1
831.3426505344426,1
805.5817014321633,1
813.7207075876302,1
813.5622393055836,1
812.6799609461186,1
800.08316750506,1
801.6155183393131,1
770.2896852175408,1
769.9919092139243,1
771.4153945899535,1
777.2630422776996,1
998.1243270790228,1
1010.337710394193,1
1013.6568813457162,1
1016.58837727943,1
1022.0888831229078,1
996.1949982834379,1
1018.491376407306,1
1022.7624752131269,1
1019.6675003773101,1
1000.9822895781638,1
1003.1338963669164,1
921.4485326781709,1
923.4289631210826,1
925.9427301093182,1
920.5968384664592,1
927.5728162258685,1
922.6063821994868,1
920.4950823948392,1
924.8895176087433,1
904.9530896374162,1
922.3155606341637,1
923.9923562444498,1
898.0287700579605,1
920.9579147231938,1
926.4515293213335,1
926.9241337166621,1
902.9959446325527,1
941.753909271467,1
931.6967038563816,1
936.009486111117,1
941.4665861083964,1
938.9593808317516,1
930.5539166814823,1
943.4357891924948,1
929.1256838402272,1
757.2863522419848,1
756.4166462769867,1
759.541795378321,1
764.3655867416503,1
767.8352002223647,1
727.580017089844,1
727.580017089844,1
719.7463206017532,1
709.1132718015612,1
711.3735642928135,1
704.6184217761895,1
727.580017089844,1
719.1641704189775,1
731.2408592344747,1
731.417531490158,1
727.580017089844,1
707.6199593494348,1
640.5763948222518,1
648.8223585944677,1
647.6487237566143,1
654.3545663462427,1
651.3090433685545,1
646.3300308840883,1
643.1530932308865,1
649.4599082468476,1
698.279376435973,1
692.424883094127,1
700.0277639369866,1
701.6536797962318,1
703.8777238561235,1
689.0099802961843,1
687.9262571091152,1
684.2365310774911,1
686.6755753229418,1
682.114267108835,1
684.6494565747089,1
520.829660447504,1
522.1168804102972,1
521.4798708542912,1
523.0934448118588,1
532.9567148219982,1
520.7828316779319,1
512.652449755722,1
512.2829549327731,1
512.7814268021313,1
523.099422821933,1
517.9719191875008,1
530.3489008360458,1
547.502229783164,1
557.744375283576,1
557.2766352829279,1
550.943950223,1
553.8013294201912,1
558.629698132266,1
552.8618026651696,1
544.814815188638,1
622.2639606133662,1
617.1069363277921,1
622.0680576745553,1
622.8511528161259,1
618.4223466819583,1
616.2246156562646,1
617.7946199492908,1
622.2638539595719,1
617.8029340517733,1
618.4976916352529,1
628.2553692617831,1
630.464438277569,1
635.2360352776178,1
627.1015921062101,1
630.3060757648378,1
634.4531593619737,1
637.7976581769237,1
131.76090321825995,1
157.86983585873634,1
149.80535889175593,1
157.49944831264298,1
140.38488529760562,1
131.75577401254463,1
141.20025667047594,1
132.95330912923004,1
129.89439970661513,1
152.47991572506817,1
154.48855119365783,1
196.5701534850815,1
206.93874444411034,1
203.88210053327106,1
192.31229870435686,1
200.96070523393382,1
200.75212682157445,1
195.74612681725299,1
207.24387476524086,1
207.82695457708485,1
201.13297542791804,1
194.54663445299104,1
203.83351271092445,1
206.84853325217853,1
41.62790794505253,1
43.61652984945107,1
47.901714343112765,1
45.39063125013169,1
46.222722198725265,1
40.95412302601642,1
47.8304131323612,1
46.15586271162675,1
43.468942325186894,1
44.01048916318712,1
45.26348576689469,1
42.208543867955626,1
43.78374951603525,1
47.31555412012322,1
107.74237382220804,1
119.87167785888941,1
115.38364936963727,1
117.86175235553756,1
115.94478783398597,1
113.59023635826502,1
91.7134240764472,1
110.09976608690087,1
105.16096147470194,1
65.57383000385843,1
69.11548283334619,1
265.78760470183937,1
269.79523296599893,1
280.617703668565,1
268.9013592677822,1
271.2310464243334,1
264.2821162383803,1
275.5562047306891,1
286.0371142447945,1
283.5905201046153,1
284.04240755338276,1
278.8182987399293,1
282.0388521390009,1
264.23471082190076,1
286.91083510542387,1
334.1880979473761,1
333.12441350475723,1
333.25365776780694,1
349.39166636329827,1
328.73602737424216,1
330.4955250611108,1
376.3926593013735,1
380.15313768360096,1
378.0526379123815,1
379.54071344085224,1
382.3063004810261,1
377.60648362045424,1
381.8146624049751,1
465.8009623020762,1
464.7803104297829,1
469.9449146505545,1
464.0131883538189,1
509.40321767122657,1
503.44773612728517,1
466.17434328437196,1
458.2826151736586,1
506.89828833197106,1
511.1040520076011,1
500.93365811167064,1
457.44611595221926,1
434.8989781704201,1
404.5177374537105,1
407.19840509208194,1
401.3888705345172,1
447.09779222146676,1
445.95278958737845,1
434.12837490110036,1
434.3026613766966,1
438.79995341371546,1
2229.5740519748306,1
2234.9577288655996,1
2221.6633258097318,1
2208.2043438729024,1
2219.7976008912583,1
2219.092207319182,1
2229.8858333491003,1
2206.7536571878773,1
2204.736437915811,1
2200.1507974946744,1
2181.405317680023,1
2187.430286975674,1
2247.2223870401813,1
2252.5082195183154,1
2251.9001588259184,1
2278.6112615279358,1
2284.5183890469984,1
2281.648937756913,1
2088.3345187290406,1
2095.71087471758,1
2092.485247304396,1
2099.90943414152,1
2093.826292710139,1
2093.483374252791,1
2052.3962025300602,1
2053.673288886548,1
2053.3624916044837,1
2055.6935334015884,1
2055.2703870115834,1
2052.184829899947,1
2054.6959350993466,1
2054.1768754084305,1
2054.684455542468,1
2052.9992298112916,1
2172.860601129194,1
2165.3685534184488,1
2175.2301741905276,1
2163.738624696985,1
2170.452814008387,1
2160.799949199205,1
2172.320277030361,1
2161.460305962306,1
2173.3626725374206,1
2174.338271401732,1
2308.4917297969328,1
2313.157132148831,1
2316.1572497419775,1
2344.316130642542,1
2332.9337982830557,1
2320.7818188986053,1
2345.2162404020087,1
2337.18245408869,1
2323.9433516516096,1
2309.5210083486563,1
2308.9518277552042,1
