EF14U2,EF12U2,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
2018,1972,1,2
2018,1972,1,2
2018,1975,1,2
2018,1974,1,2
2018,1974,1,2
2018,1975,1,2
2018,1971,1,2
2018,1971,1,2
2018,1968,1,2
2018,1970,1,2
2018,1971,1,2
2018,1977,1,2
2018,1977,1,2
2018,1979,1,2
2018,1979,1,2
2018,1979,1,2
2018,1979,1,2
2018,1979,1,2
2018,1981,1,2
2018,1981,1,2
2018,1980,1,2
2018,1980,1,2
2018,1980,1,2
2018,1980,1,2
2018,1981,1,2
2018,1981,1,2
2018,1962,1,3
2018,1962,1,3
2018,1962,1,3
2018,1962,1,3
2018,1962,1,3
2018,1962,1,3
2018,1961,1,3
2018,1960,1,3
2018,1962,1,3
2018,1962,1,3
2018,1964,1,3
2018,1966,1,3
2018,1964,1,3
2018,1964,1,3
2018,1965,1,3
2018,1964,1,3
2018,1964,1,3
2018,1965,1,3
2018,1956,1,3
2018,1956,1,3
2018,1957,1,3
2018,1957,1,3
2018,1956,1,3
2018,1957,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1975,1,3
2018,1981,1,3
2018,1981,1,3
2018,1980,1,3
2018,1980,1,3
2018,1980,1,3
2018,1980,1,3
2018,1980,1,3
2018,1979,1,3
2018,1979,1,3
2018,1979,1,3
2018,1979,1,3
2018,1979,1,3
2018,1979,1,3
2018,1972,1,1
2018,1972,1,1
2018,1972,1,1
2018,1973,1,1
2018,1972,1,1
2018,1975,1,1
2018,1974,1,1
2018,1974,1,1
2018,1974,1,1
2018,1974,1,1
2018,1975,1,1
2018,1975,1,1
2018,1975,1,1
2018,1975,1,1
2018,1970,1,1
2018,1968,1,1
2018,1968,1,1
2018,1968,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1977,1,1
2018,1977,1,1
2018,1977,1,1
2018,1976,1,1
2018,1976,1,1
2018,1977,1,1
2018,1977,1,1
2018,1976,1,1
2018,1976,1,1
2018,1976,1,1
2018,1964,1,1
2018,1966,1,1
2018,1966,1,1
2018,1964,1,1
2018,1964,1,1
2018,1964,1,1
2018,1966,1,1
2018,1966,1,1
2018,1966,1,1
2018,1964,1,1
2018,1964,1,1
2018,1966,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1958,1,1
2018,1998,1,4
2018,1999,1,4
2018,1998,1,4
2018,1996,1,4
2018,1999,1,4
2018,1999,1,4
2018,1999,1,4
2018,1997,1,4
2018,1995,1,4
2018,1995,1,4
2018,1995,1,4
2018,1994,1,4
2018,1995,1,4
2018,1995,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1991,1,4
2018,1990,1,4
2018,1990,1,4
2018,1990,1,4
2018,1990,1,4
2018,1990,1,4
2018,1990,1,4
2018,1990,1,4
2018,2015,1,4
2018,2015,1,4
2018,2015,1,4
2018,2015,1,4
2018,2015,1,4
2018,2015,1,4
2018,2015,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2010,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2000,1,4
2018,2005,1,4
2018,2006,1,4
2018,2006,1,4
2018,2006,1,4
2018,2004,1,4
2018,2005,1,4
2018,2004,1,4
2018,2006,1,4
2018,2004,1,4
2018,2006,1,4
2018,2006,1,4
2018,2006,1,4
2018,2017,1,4
2018,2018,1,4
2018,2018,1,4
2018,2017,1,4
2018,2017,1,4
2018,2017,1,4
2018,2017,1,4
2018,2018,1,4
2018,2017,1,4
2018,2007,2,1
2018,2004,2,1
2018,2004,2,1
2018,2007,2,1
2018,2006,2,1
2018,2006,2,1
2018,2007,2,1
2018,2000,2,1
2018,2001,2,1
2018,2000,2,1
2018,2001,2,1
2018,2000,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2014,2,1
2018,2011,2,1
2018,2010,2,1
2018,2010,2,1
2018,2011,2,1
2018,2011,2,1
2018,2010,2,1
2018,2010,2,1
2018,2010,2,1
2018,1988,2,1
2018,1990,2,1
2018,1991,2,1
2018,1990,2,1
2018,1987,2,1
2018,1987,2,1
2018,1986,2,1
2018,1986,2,1
2018,1986,2,1
2018,1987,2,1
2018,1985,2,1
2018,1985,2,1
2018,1987,2,1
2018,1997,2,1
2018,1997,2,1
2018,1996,2,1
2018,1996,2,1
2018,1998,2,1
2018,1998,2,1
2018,1998,2,1
2018,1998,2,1
2018,1998,2,1
2018,1998,2,1
2018,1996,2,1
2018,1996,2,1
2018,1998,2,1
2018,1991,2,2
2018,1988,2,2
2018,1991,2,2
2018,1991,2,2
2018,1991,2,2
2018,1991,2,2
2018,1986,2,2
2018,1986,2,2
2018,1987,2,2
2018,1986,2,2
2018,1986,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1997,2,2
2018,1993,2,2
2018,1994,2,2
2018,1992,2,2
2018,1992,2,2
2018,2013,2,3
2018,2014,2,3
2018,2014,2,3
2018,2015,2,3
2018,2014,2,3
2018,2008,2,3
2018,2008,2,3
2018,2008,2,3
2018,2008,2,3
2018,2008,2,3
2018,2008,2,3
2018,2008,2,3
2018,2011,2,3
2018,2011,2,3
2018,2010,2,3
2018,2010,2,3
2018,2010,2,3
2018,2010,2,3
2018,2010,2,3
2018,2010,2,3
2018,2004,2,3
2018,2004,2,3
2018,2005,2,3
2018,2004,2,3
2018,2004,2,3
2018,2002,2,3
2018,2000,2,3
2018,2000,2,3
2018,2002,2,3
2018,2003,2,3
2018,2000,2,3
2018,2002,2,3
2018,2000,2,3
2018,2003,2,3
2018,2000,2,3
2018,2007,2,2
2018,2007,2,2
2018,2004,2,2
2018,2007,2,2
2018,2007,2,2
2018,2006,2,2
2018,2006,2,2
2018,2005,2,2
2018,2004,2,2
2018,2004,2,2
2018,2004,2,2
2018,2011,2,2
2018,2011,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2010,2,2
2018,2012,2,2
2018,2012,2,2
2018,2012,2,2
2018,2012,2,2
2018,2012,2,2
2018,2012,2,2
2018,2015,2,2
2018,2015,2,2
2018,2015,2,2
2018,2015,2,2
2018,2015,2,2
2018,2015,2,2
2018,1994,2,3
2018,1992,2,3
2018,1992,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1994,2,3
2018,1992,2,3
2018,1992,2,3
2018,1988,2,3
2018,1988,2,3
2018,1988,2,3
2018,1988,2,3
2018,1988,2,3
2018,1989,2,3
2018,1989,2,3
2018,1991,2,3
2018,1989,2,3
2018,1989,2,3
2018,1985,2,3
2018,1984,2,3
2018,1985,2,3
2018,1985,2,3
2018,1984,2,3
2018,1984,2,3
2018,1984,2,3
2018,2017,2,3
2018,2017,2,3
2018,2017,2,3
2018,2017,2,2
2018,2017,2,2
2018,2017,2,3
2018,2017,2,3
2018,2017,2,3
2018,2017,2,3
2018,2017,2,3
2018,1987,2,4
2018,1987,2,4
2018,1987,2,4
2018,1985,2,4
2018,1987,2,4
2018,1987,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1991,2,4
2018,1999,2,4
2018,1998,2,4
2018,1998,2,4
2018,1999,2,4
2018,1999,2,4
2018,1998,2,4
2018,1998,2,4
2018,1999,2,4
2018,1999,2,4
2018,1999,2,4
2018,2012,2,4
2018,2013,2,4
2018,2013,2,4
2018,2015,2,4
2018,2015,2,4
2018,2015,2,4
2018,2015,2,4
2018,2015,2,4
2018,2015,2,4
2018,2015,2,4
2018,2008,2,4
2018,2009,2,4
2018,2009,2,4
2018,2010,2,4
2018,2010,2,4
2018,2008,2,4
2018,2010,2,4
2018,2008,2,4
2018,2010,2,4
2018,2010,2,4
2018,2010,2,4
2018,2003,2,4
2018,2003,2,4
2018,2003,2,4
2018,2003,2,4
2018,2003,2,4
2018,2002,2,4
2018,2002,2,4
2018,2003,2,4
2018,2003,2,4
2018,2003,2,4
2018,2003,2,4
2018,2002,2,4
2018,2000,2,4
2018,2000,2,4
2018,2000,2,4
2018,2000,2,4
2018,2017,2,4
2018,2017,2,4
2018,2017,2,4
2018,2017,2,4
2018,2017,2,4
2018,2017,2,4
2018,1997,1,2
2018,1999,1,2
2018,1997,1,2
2018,1998,1,2
2018,1997,1,2
2018,1997,1,2
2018,1997,1,2
2018,1997,1,2
2018,1999,1,2
2018,1997,1,2
2018,1997,1,2
2018,1999,1,2
2018,1999,1,2
2018,1990,1,2
2018,1988,1,2
2018,1988,1,2
2018,1987,1,2
2018,1987,1,2
2018,1987,1,2
2018,1987,1,2
2018,1985,1,2
2018,1986,1,2
2018,1986,1,2
2018,1989,1,3
2018,1989,1,3
2018,1988,1,3
2018,1989,1,3
2018,1989,1,3
2018,1989,1,3
2018,1988,1,3
2018,1988,1,3
2018,1984,1,3
2018,1984,1,3
2018,1985,1,3
2018,1985,1,3
2018,1997,1,3
2018,1997,1,3
2018,1996,1,3
2018,1997,1,3
2018,1996,1,3
2018,1996,1,3
2018,1996,1,3
2018,1999,1,3
2018,1999,1,3
2018,1999,1,3
2018,1999,1,3
2018,1999,1,3
2018,1999,1,3
2018,1995,1,3
2018,1994,1,3
2018,1992,1,3
2018,1994,1,3
2018,1993,1,3
2018,1995,1,3
2018,1995,1,3
2018,1993,1,3
2018,1993,1,3
2018,2003,1,2
2018,2006,1,2
2018,2005,1,2
2018,2006,1,2
2018,2004,1,2
2018,2004,1,2
2018,2007,1,2
2018,2007,1,2
2018,2004,1,2
2018,2010,1,2
2018,2010,1,2
2018,2011,1,2
2018,2011,1,2
2018,2010,1,2
2018,2015,1,2
2018,2015,1,2
2018,2015,1,2
2018,2015,1,2
2018,2015,1,2
2018,2012,1,2
2018,2012,1,2
2018,2015,1,2
2018,2000,1,3
2018,2000,1,3
2018,2001,1,3
2018,2001,1,3
2018,2007,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2006,1,3
2018,2009,1,3
2018,2010,1,3
2018,2010,1,3
2018,2010,1,3
2018,2009,1,3
2018,2009,1,3
2018,2009,1,3
2018,2011,1,3
2018,2010,1,3
2018,2010,1,3
2018,2009,1,3
2018,2011,1,3
2018,2011,1,3
2018,2011,1,3
2018,2011,1,3
2018,2011,1,3
2018,1991,1,1
2018,1991,1,1
2018,1991,1,1
2018,1991,1,1
2018,1991,1,1
2018,1988,1,1
2018,1988,1,1
2018,1988,1,1
2018,1988,1,1
2018,1986,1,1
2018,1987,1,1
2018,1987,1,1
2018,1987,1,1
2018,1987,1,1
2018,1984,1,1
2018,1984,1,1
2018,1984,1,1
2018,1984,1,1
2018,1984,1,1
2018,1985,1,1
2018,1985,1,1
2018,1985,1,1
2018,1984,1,1
2018,1984,1,1
2018,1984,1,1
2018,1993,1,1
2018,1993,1,1
2018,1993,1,1
2018,1992,1,1
2018,1992,1,1
2018,1993,1,1
2018,1993,1,1
2018,1993,1,1
2018,1992,1,1
2018,1993,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,1996,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2004,1,1
2018,2001,1,1
2018,2002,1,1
2018,2002,1,1
2018,2002,1,1
2018,2001,1,1
2018,2002,1,1
2018,2002,1,1
2018,2002,1,1
2018,2001,1,1
2018,2001,1,1
2018,2001,1,1
2018,2015,1,1
2018,2014,1,1
2018,2014,1,1
2018,2014,1,1
2018,2015,1,1
2018,2012,1,1
2018,2010,1,1
2018,2012,1,1
2018,2010,1,1
2018,2014,1,1
2018,2014,1,1
2018,2017,1,2
2018,2017,1,2
2018,2017,1,2
2018,2016,1,2
2018,2016,1,2
2018,2017,1,2
2018,2017,1,2
2018,2017,1,2
2018,2017,1,2
2018,2016,1,2
2018,1975,1,4
2018,1974,1,4
2018,1972,1,4
2018,1972,1,4
2018,1968,1,4
2018,1968,1,4
2018,1970,1,4
2018,1968,1,4
2018,1970,1,4
2018,1968,1,4
2018,1970,1,4
2018,1968,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1977,1,4
2018,1980,1,4
2018,1981,1,4
2018,1980,1,4
2018,1980,1,4
2018,1981,1,4
2018,1981,1,4
2018,1981,1,4
2018,1980,1,4
2018,1980,1,4
2018,1961,1,4
2018,1960,1,4
2018,1962,1,4
2018,1960,1,4
2018,1962,1,4
2018,1960,1,4
2018,1962,1,4
2018,1960,1,4
2018,1964,1,4
2018,1964,1,4
2018,1964,1,4
2018,1966,1,4
2018,1966,1,4
2018,1958,1,4
2018,1958,1,4
2018,1958,1,4
2018,1958,1,4
2018,1958,1,4
2018,1959,1,4
2018,1959,1,4
2018,1958,1,4
2018,1958,1,4
2018,1958,1,4
2018,1959,1,4
