EF41,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
20,2,350.8426840361431,7,1,101
20,1,684.5051668946984,5,3,101
20,1,1279.9360863251322,5,3,101
20,1,339.36454400081607,5,3,101
20,1,733.956282712192,5,3,101
20,1,766.180247519931,2,3,101
20,2,1193.946879171865,7,3,101
20,2,1158.1014945665454,3,1,101
21,2,399.82387134785654,6,4,101
20,1,1133.8696106761788,3,3,101
21,2,1129.4456143040873,7,2,101
20,2,870.0287071429824,5,3,101
21,2,81.83951246657672,6,3,101
20,2,670.3399269989867,2,3,101
21,2,867.481835875301,5,4,101
21,2,118.46211897023606,3,1,101
21,1,373.4847597104369,3,4,101
21,1,839.2218595798347,5,1,101
21,2,686.3170741080056,6,1,101
21,1,113.40588167731677,3,2,101
21,2,799.9213301387376,5,4,101
21,2,1143.001753134639,3,1,101
22,2,871.5388073321514,4,1,101
21,2,370.23139788452363,6,2,101
23,1,73.10764955625702,6,2,101
21,1,28.99918913480014,3,4,101
24,1,784.9976970606544,3,4,101
21,2,822.1822892947345,4,1,101
24,2,914.7624182896577,6,4,101
21,2,28.71789599971017,3,1,101
24,2,786.9349495694946,3,4,101
22,1,1142.3094702739447,7,2,101
24,1,174.56132669189577,7,4,101
24,2,1140.1943051666149,7,4,101
25,2,728.7653895321359,4,4,101
24,2,734.6301619310645,4,4,101
25,2,1258.4484249003108,4,4,101
24,2,264.63825314852056,6,4,101
26,1,237.15088408376596,2,4,101
24,2,964.1770800291279,5,4,101
26,2,1130.0694534582537,7,4,101
24,2,1333.9176823657042,5,4,101
26,2,1128.9977988535832,3,4,101
24,1,106.00719330789217,6,4,101
26,1,225.00641199938244,2,4,101
26,1,414.3403064177551,3,4,101
27,1,225.87204531149996,4,4,101
27,1,591.514562706683,5,4,101
27,1,413.9772281940815,5,4,101
27,1,1278.1416008188105,1,4,101
27,1,1226.0519434685702,1,2,101
28,1,412.2967483709271,5,3,101
28,1,820.6165971926398,7,3,101
28,2,1128.702418785182,3,3,101
29,2,764.9114333194674,3,3,101
28,1,95.74760776347078,6,2,101
29,1,92.92782054047068,6,2,101
29,1,346.84128717114027,5,3,101
30,2,148.6025569835796,5,2,101
29,2,1276.1845701325694,1,2,101
30,1,765.3652768583115,7,3,101
30,1,1096.8566975329009,4,3,101
30,2,1096.090807024824,3,2,101
30,1,784.5124262839889,5,3,101
30,2,71.40145016082275,5,3,101
30,1,1194.7684076971009,7,2,101
30,2,1048.778815249326,4,3,101
30,2,245.3231567788479,3,2,101
30,1,1135.1896527187703,1,3,101
30,2,108.45610721189342,6,2,101
29,1,308.71716461247865,6,3,137
29,1,1134.252815416698,2,3,151
16,2,1294.255984872962,5,1,150
30,1,1055.3049150345535,2,3,158
30,1,1055.3049150345535,2,3,170
30,1,878.9010044359064,3,3,159
27,2,957.9069128896722,5,3,189
30,2,399.3399739036404,6,3,187
27,2,605.2639730896691,6,1,212
30,2,105.99270541748645,6,3,191
18,2,105.99270541748645,6,1,249
24,2,671.807816070107,3,1,249
32,2,31.843705548787163,3,2,101
32,1,104.71392087575003,1,4,101
32,1,256.56164338675654,7,3,101
32,2,386.95560947809975,6,4,101
32,1,148.5165420285306,1,1,101
32,2,149.79785782556542,1,2,101
32,1,485.70751509193974,7,2,101
33,2,447.60725793026074,6,3,101
32,1,256.9013936305869,7,2,101
33,1,1132.2741311238037,5,3,101
33,2,1135.6091666550305,5,2,101
33,1,1135.4329271959487,3,2,101
33,1,1278.3995563417834,5,2,101
34,2,595.9364493598719,1,2,101
33,2,389.68933853302235,4,2,101
35,1,1132.2741311238037,5,3,101
33,2,595.9364493598719,1,3,101
35,2,1133.2084892723801,5,1,101
34,2,781.7842728816474,2,3,101
35,2,1140.8719522951951,5,4,101
34,2,781.7842728816474,2,1,101
35,2,1100.7903597604638,7,4,101
35,1,485.46806840054535,6,3,101
35,2,399.55806414806716,3,4,101
35,2,886.7275640852567,2,1,101
35,2,1128.5897573928262,3,4,101
36,1,784.1572678255793,1,1,101
36,1,240.65931069414063,5,1,101
36,1,684.5281490487603,1,1,101
36,1,1132.410942605268,5,1,101
36,1,748.9836042208448,2,3,101
37,1,389.9600185215694,4,4,101
37,2,1134.9099061812703,5,4,101
37,2,1140.3029437742669,5,4,101
37,2,1131.877851402515,2,4,101
38,2,714.9308873499485,1,3,101
39,2,410.1573360255703,6,3,101
39,2,1140.6311669373083,5,3,101
39,1,467.03689407971916,7,2,101
39,2,27.190149566078446,3,3,101
39,2,1134.3160006588687,6,2,101
39,2,988.5002521039515,5,2,101
39,1,876.0005711592453,7,2,101
39,2,893.0863991463029,5,2,101
39,1,111.73602598424473,3,2,101
39,1,729.7916495110975,7,2,101
40,1,650.6697560495178,4,2,101
40,1,878.5198763535204,7,3,101
40,1,942.4676041021356,2,1,101
40,1,1128.5019757970447,1,2,101
40,1,650.6714746798442,6,2,101
40,2,649.9578035727558,6,2,101
40,1,1159.9569823919066,7,1,101
40,1,1159.036056341889,3,1,101
41,1,1159.0778755304962,3,1,101
40,1,852.8311543841606,3,3,101
41,2,913.3342151311953,2,2,101
40,1,1158.1809567527582,3,2,101
41,1,1133.857113901854,1,3,101
40,2,1129.4008650678504,1,2,101
41,1,1263.0716878606017,1,1,101
40,1,584.6835844415546,6,1,101
41,2,642.1650608837012,3,1,101
41,1,387.9446593335067,2,2,101
41,1,130.88915330566525,2,2,101
41,1,819.9735000512413,2,3,101
41,2,588.3456958861316,3,3,101
41,2,1134.1487310273853,1,2,101
41,1,152.9379440509382,7,2,101
41,1,387.91979233969744,6,3,101
41,1,670.6977847257996,2,2,101
42,1,759.1978604653898,2,1,101
42,1,1046.2632090967688,3,4,101
42,2,980.4956881274426,5,1,101
42,1,848.8548501703614,7,4,101
42,1,729.7454265302537,2,4,101
42,1,876.3318249573463,3,1,101
43,1,1104.303659018658,3,4,101
43,1,446.6999649795262,6,4,101
43,1,1156.8602392962819,3,4,101
43,1,1274.3774359733984,5,4,101
43,1,1012.1028162009261,2,4,101
43,1,349.4111969974485,1,4,101
43,1,1174.2315446571401,3,4,101
44,1,70.88789987961697,7,2,101
44,1,394.04656761160174,7,3,101
44,2,834.7550040594871,1,2,101
44,1,966.3890455590528,5,2,101
44,1,914.4655164983343,4,1,101
44,1,914.8341020540378,7,3,101
44,2,812.1264737620689,3,1,101
44,2,755.7144572134257,7,1,101
44,2,1133.364313099295,1,3,101
44,1,150.722899421324,5,1,101
44,2,1134.8574896294072,5,2,101
44,1,25.507634240545478,2,3,101
44,1,849.0056181399644,7,3,101
45,1,70.40604681362242,7,2,101
45,2,47.98415620143434,7,1,101
45,1,1156.0832024004171,1,3,101
45,1,69.31585103697796,5,2,101
45,1,820.5715039322474,7,1,101
45,1,152.28007293290992,3,3,101
45,1,217.69120283331384,2,2,101
45,2,115.19453106887836,7,2,101
46,1,478.83636433032126,5,3,101
45,1,337.0990041332674,7,3,101
46,1,871.8490597580823,7,1,101
46,1,893.2569914688921,5,1,101
46,1,919.5162119499646,1,2,101
46,2,733.1388927356068,1,3,101
46,1,245.49470461194917,6,1,101
46,1,1251.314792748631,3,3,101
46,1,966.38295564862,5,3,101
46,2,671.1690054741367,2,1,101
46,1,107.66403361604368,3,1,101
46,1,3.6217703886291126,4,3,101
46,1,147.26342918933074,5,1,101
46,1,12.255395482621665,4,2,101
47,2,671.5989520175306,2,1,101
46,1,935.3532737323648,5,1,101
47,2,1258.2048985465888,4,1,101
47,1,217.72134662089755,3,2,101
47,2,627.8972310643771,2,2,101
47,1,171.75929343711792,2,3,101
47,1,484.0044180753532,4,1,101
48,1,45.66277452251684,7,1,101
49,1,908.1430433814749,1,2,101
49,1,156.6114669023745,1,4,101
49,2,765.6223285625248,5,4,101
49,1,893.849046148585,7,4,101
49,2,1257.412372673725,1,1,101
49,1,350.3062151612305,6,4,101
49,1,391.9840244599883,7,1,101
49,1,118.62930184318859,6,4,101
49,1,730.9895308218696,5,4,101
50,1,381.5191442702203,1,1,101
50,2,967.2629298612811,5,3,101
50,1,386.23854748556835,3,3,101
50,1,364.52297855872666,1,3,101
50,2,892.271722478399,5,4,101
50,1,60.056036682813996,5,3,101
51,2,83.62455145436451,4,4,101
50,1,485.9006867140631,5,2,101
51,2,823.0502022636916,7,1,101
50,2,367.15637807600535,1,4,101
51,1,878.6931171651386,3,2,101
50,2,329.6327191127978,5,3,101
51,1,292.9521970731934,1,3,101
50,2,1159.0764081883995,4,2,101
51,2,362.4384095143797,1,3,101
51,2,1156.2394382111286,2,4,101
51,2,111.76748813509536,4,3,101
51,1,728.9631694799832,1,3,101
51,2,1038.787870374435,3,4,101
51,2,606.9685951730605,5,4,101
51,2,216.04979484337463,6,4,101
51,1,264.19372104697027,6,3,101
51,2,1211.493978624411,6,4,101
51,2,1156.2394382111286,2,3,101
52,1,1103.9266699940242,6,1,101
52,1,385.3408537383583,5,1,101
52,2,1227.8909186321307,2,1,101
52,2,104.89530734808135,3,1,101
52,1,105.30263223948764,3,2,101
52,2,105.65490071363054,4,4,101
52,2,75.09732683008598,2,4,101
52,2,415.26523868796136,2,2,101
52,1,398.7054867023349,6,4,101
52,1,109.93347875254659,3,1,101
53,2,104.68262226497433,4,2,101
53,2,864.5009688709484,1,1,101
53,2,108.44132522994576,3,2,101
53,2,342.82803777963244,6,4,101
53,2,1193.0775851669025,5,1,101
53,2,893.2373771275377,2,4,101
53,2,82.4498961841238,4,4,101
53,2,816.5765986675638,7,1,101
53,2,1117.3093542339736,2,2,101
53,2,827.1423228578642,7,2,101
53,2,1192.3931852590567,5,4,101
53,1,1143.4429018178043,2,2,101
54,1,683.5965065768811,7,1,101
54,1,722.6392807287029,3,1,101
54,1,306.70820528074023,6,1,101
54,1,1156.467575016627,3,4,101
54,1,338.42608367208777,6,2,101
54,2,170.8794262968003,3,2,101
54,1,682.3523580737143,6,2,101
54,2,110.46960878807675,3,1,101
54,1,386.5980209658785,3,4,101
54,1,382.0439241797703,1,2,101
55,2,47.038599577222826,4,2,101
54,2,943.8098988103378,1,2,101
55,1,571.2011146752792,7,2,101
56,2,243.84402651979372,4,2,101
58,2,850.3596197972122,7,2,101
57,1,879.8115134014568,3,2,101
58,1,58.09984466228417,7,2,101
57,2,241.29748996494715,7,2,101
59,1,848.7777635634134,1,4,101
58,2,1220.2081920689582,2,4,101
59,2,574.2832785530203,4,4,101
58,1,1230.819648228553,3,4,101
59,2,44.97387307382102,7,4,101
58,1,394.7189594388146,1,4,101
59,2,1237.8246698328921,5,4,101
58,2,1237.8246698328921,5,2,101
59,2,106.62367893273459,3,4,101
58,2,1036.1820295357259,3,4,101
59,2,1237.8246698328921,5,4,101
59,1,387.3211394881019,1,2,101
59,1,95.4304028008946,7,4,101
59,2,90.05757047542974,2,2,101
59,2,1172.0189418983864,2,4,101
59,2,1046.0356904946339,3,4,101
60,2,1217.069318841831,2,1,101
59,1,95.61083778202469,7,1,101
60,2,173.9540383411385,2,1,101
59,2,173.7927914051357,2,3,101
60,2,397.92288844123476,6,1,101
59,1,397.92288844123476,6,1,101
60,2,46.72062742196818,7,1,101
59,2,92.96285204106161,7,3,101
60,2,397.92288844123476,6,1,101
60,2,1044.5853123288102,2,1,101
60,2,1129.348591376726,5,1,101
60,2,1133.4543864725438,1,1,101
60,2,117.3677938508717,1,1,101
60,2,1043.0220106530926,2,1,101
61,2,411.10001294217784,4,3,101
60,2,4.726499005578194,5,3,101
62,2,1042.8262258946024,2,2,101
60,2,152.32765106124452,1,2,101
62,2,1044.5853123288102,2,2,101
61,2,1264.2145611700637,1,2,101
62,2,1128.4740529605695,2,2,101
61,1,1128.4740529605695,2,4,101
62,1,910.9494642482607,1,2,101
62,1,1193.1219107941092,5,2,101
62,2,1249.4630696184593,5,2,101
62,1,1249.8156484407361,5,3,101
62,2,484.2180072198415,5,3,101
62,2,908.7775286369775,1,2,101
62,1,604.2092120288629,6,4,101
62,1,414.7446628637619,4,2,101
62,1,985.716177417134,6,2,101
62,1,1192.8360949888267,4,2,101
62,2,690.0848257119827,2,3,101
62,1,930.7370895493988,5,3,101
62,2,986.1662422184926,4,2,101
62,1,967.7453385563598,4,3,101
62,2,1242.3889797733323,2,2,101
63,1,911.6105699961528,5,2,101
62,2,1130.4575876053675,5,2,101
63,2,653.7023206404407,2,2,101
62,2,1193.1219107941092,5,4,101
63,2,1057.8171207079017,2,4,101
63,1,1194.6009365974546,4,4,101
63,1,1158.4620137274824,2,4,101
63,2,1130.4575876053675,5,4,101
39,1,329.06842457755124,4,4,138
45,2,633.3500898805946,1,2,136
32,2,670.0697835815912,2,4,146
43,2,855.568635744768,4,4,138
36,1,626.8676005154095,2,4,158
42,2,486.6854671575284,5,4,140
39,2,1266.723132671657,1,4,159
41,1,216.6932033057892,5,4,143
39,2,133.40059709676032,1,2,172
47,2,217.47202821134795,3,4,147
49,2,778.8200365083561,1,2,192
42,2,778.8200365083561,1,2,158
62,1,1131.678783580372,2,2,192
35,2,819.7667369658891,7,4,169
59,1,46.72062742196818,7,2,193
36,1,1079.129178112382,2,2,187
49,2,856.5868690694865,6,4,212
38,2,653.7023206404407,2,4,189
14,1,98.09682773136734,1,4,430
22,2,281.43011092087323,1,1,259
18,2,281.43011092087323,1,1,260
19,1,293.88504427931076,2,3,268
18,1,292.8627289158652,2,3,269
23,2,413.9608434693816,5,3,269
18,1,768.5915190982307,7,3,282
28,1,823.2806773025343,7,4,270
17,1,264.80576763321704,5,3,286
16,2,191.61653006949012,1,2,287
18,2,191.61653006949012,1,2,287
20,2,360.08055991503954,4,2,307
17,1,956.1910344941831,7,4,293
29,2,813.6465502035778,7,2,320
17,2,456.87231926931895,2,3,301
18,1,293.65936915660063,2,2,334
16,2,445.3682335019457,2,3,306
30,1,62.933690929454144,1,3,364
18,2,445.3682335019457,2,4,311
16,2,360.08055991503954,4,2,371
29,2,182.7656572608857,1,2,316
24,2,409.80197930907747,5,2,380
31,2,362.3043345401934,4,2,319
31,2,1350.8616548966638,6,2,382
16,2,1350.8616548966638,6,2,376
17,2,1350.8616548966638,6,2,386
16,2,292.92952411246284,2,1,386
16,1,1363.9367295937475,7,1,422
16,2,1085.946355915091,6,4,397
17,2,1085.946355915091,6,4,425
19,1,1232.0844184330006,6,4,425
18,1,308.60158017187973,3,1,432
17,2,256.1094217714467,2,1,440
28,2,256.1094217714467,2,1,452
22,2,259.71459749454925,2,1,466
28,2,258.3403951744087,4,4,455
24,2,258.3403951744087,4,1,484
29,2,98.09682773136734,1,4,459
21,2,256.1094217714467,2,4,488
29,1,258.3403951744087,4,4,469
18,2,368.23606633097495,3,4,504
40,2,265.95413776472236,5,2,269
41,1,265.95413776472236,5,2,320
32,1,284.9711040875097,5,1,309
44,2,265.95413776472236,5,1,334
41,1,384.2911347077541,5,2,321
36,1,754.4356486641263,5,4,348
41,1,754.4356486641263,5,2,340
47,1,865.4417068422603,2,1,348
47,2,1130.0567364331587,3,1,348
40,2,446.3956364137684,2,1,349
47,1,1315.002174724051,3,1,359
41,2,446.92637773791097,2,2,349
46,2,562.789978027344,5,2,365
37,1,175.41817840035264,2,4,352
35,2,774.9473173305574,5,4,375
37,2,774.9473173305574,5,4,366
32,2,734.7755683626169,6,2,376
40,2,175.41817840035264,2,1,379
49,1,415.5653742713438,5,1,268
54,1,626.5356633608413,5,3,261
50,2,285.6821639384009,3,1,270
50,2,878.2576000438783,2,1,270
49,1,493.3081801136947,5,4,271
49,1,493.3081801136947,5,1,271
52,2,546.7506762291597,2,1,271
50,2,546.7506762291597,2,1,271
51,1,1156.567936514287,3,3,284
54,1,257.21203739455217,5,3,284
49,2,732.9768459699628,5,3,289
54,2,732.9768459699628,5,3,286
51,2,1314.309786524381,3,4,292
48,1,607.9743197398357,5,4,307
53,1,279.25534926251703,6,4,309
49,1,839.3623532664479,3,3,309
53,2,556.0327387328242,6,3,317
53,1,538.8962297911861,5,1,317
48,2,878.4628072871316,3,1,321
55,1,1058.9674043981493,3,1,320
52,2,265.9465644460062,5,3,357
51,1,1132.06151006282,2,3,330
51,1,311.636217288587,2,4,364
55,2,833.747421259384,6,4,365
48,2,170.6892289696739,2,3,367
55,2,1129.3277004264091,2,3,366
50,1,486.982100019299,2,3,377
55,2,819.5593363849896,7,1,367
53,1,682.4871853855697,2,4,380
41,2,1119.5715046578557,6,3,393
40,1,1076.759708067975,6,3,399
46,1,242.08590285412524,6,3,415
40,1,445.4984425067318,7,3,414
62,1,226.58734289033427,6,3,426
43,1,226.58734289033427,6,4,446
43,2,216.4149821766411,7,4,448
41,2,710.7716771897824,5,1,451
43,1,868.6398377253574,5,1,454
41,1,83.80658870527921,6,1,453
49,2,838.4510965749154,6,1,458
47,2,562.789978027344,7,4,454
53,2,877.8209607290312,3,1,461
46,1,624.7608280890436,3,4,459
46,1,515.1740383127386,6,4,465
46,1,1123.1512776832778,6,3,462
54,2,876.7030003297672,6,2,467
41,2,1118.3644301040285,7,3,469
50,1,1121.3020922472267,6,2,471
41,2,671.1718350757053,6,3,471
41,2,473.19971854661424,7,2,497
49,2,1077.411937372669,6,2,488
45,1,1274.6371083670465,6,2,499
49,1,1077.411937372669,6,2,489
51,1,626.0338443993463,5,2,503
46,1,82.50132852421739,6,1,500
42,2,536.6586596092831,6,4,507
46,2,476.895568504088,7,4,503
44,1,217.20889343025584,7,4,508
44,1,625.6430049185814,6,1,511
64,1,716.1868530520907,6,4,101
64,1,1048.7971983379414,7,2,101
64,1,729.5220664311327,6,4,101
64,2,216.0332132385974,6,1,101
64,2,847.1910748440288,3,4,101
64,1,733.0127669053217,6,4,101
64,2,562.789978027344,5,4,101
64,1,734.3216024574034,6,4,101
64,2,1055.5027471550425,7,2,101
66,1,671.9810079762527,6,4,101
64,1,735.633183515255,6,1,101
66,1,110.69483603151566,3,1,101
65,1,613.4885298794511,3,1,101
67,2,671.8343965730791,2,1,101
66,1,78.75193548614713,3,1,101
67,2,371.61848457351095,7,2,101
66,2,1135.3335415059173,1,1,101
67,1,1128.5374899199521,1,4,101
66,1,235.67117746010499,3,4,101
68,2,1132.4501406706859,1,4,101
66,2,45.62477132803064,5,4,101
68,2,854.4672410958661,7,4,101
67,2,216.02036448457358,3,4,101
69,1,1158.7162427519822,3,3,101
67,1,169.9694398021203,5,3,101
69,1,870.947424564939,4,3,101
67,1,835.068100730457,2,3,101
69,2,413.322144682565,5,4,101
67,2,933.250424449981,5,3,101
69,1,653.7006025383204,2,1,101
67,1,857.9064324350888,3,3,101
69,1,1059.9038474128922,6,4,101
68,1,1111.1050346772024,5,3,101
69,1,1061.2771757396915,6,3,101
69,2,912.7548169998917,1,3,101
69,2,1051.4486853214146,6,4,101
69,1,1107.7801956069493,5,1,101
69,1,819.9239565328315,6,3,101
69,2,918.8173023394584,1,4,101
69,2,784.3828127163914,1,3,101
69,1,705.6291609023707,6,3,101
69,2,718.6560983365175,2,4,101
69,2,755.2456144250144,4,3,101
70,2,718.8881267019907,4,2,101
69,1,716.3144380936839,1,2,101
70,1,1037.3396695852455,6,2,101
69,1,733.2487905542348,5,1,101
70,2,671.8848863467208,6,1,101
69,1,928.0303187047077,4,2,101
70,1,1048.8043900319299,6,1,101
69,2,670.584957613336,1,2,101
70,1,615.9634355131509,6,1,101
69,1,919.5297082249459,1,2,101
70,2,1039.175546265758,6,1,101
69,2,591.0228605300872,6,2,101
70,1,650.0935484725105,2,1,101
70,2,734.5927009817945,5,1,101
70,1,728.4889525139891,1,2,101
70,2,388.7619806950752,7,1,101
70,2,1039.4368144518014,6,2,101
70,1,1141.1894865277272,5,1,101
72,2,1141.6527121719237,5,1,101
70,2,108.05608469230414,3,1,101
72,2,1135.6388343453154,5,1,101
71,2,915.0673718382075,1,1,101
73,1,362.5895022426849,1,1,101
72,1,204.89119899437236,5,1,101
73,1,362.69587834486447,3,1,101
73,2,684.8588331840685,3,1,101
73,1,944.5014152125444,4,1,101
73,1,671.5109545062189,4,3,101
74,1,367.5554190351755,6,4,101
74,2,1129.7509757549992,5,4,101
75,1,866.2462515272833,4,4,101
74,2,1041.8624137278016,1,4,101
76,2,1042.6904541342099,1,4,101
74,2,1118.0624308740332,6,4,101
76,1,870.3895920449019,3,4,101
74,2,673.2393546882219,5,1,101
76,1,349.03508991670054,5,1,101
75,2,641.538349906245,5,1,101
76,2,821.7998409019872,7,4,101
75,2,821.8294945503019,7,3,101
77,2,75.20760965843044,5,4,101
76,2,1062.1695600947833,3,4,101
78,2,861.4449707843035,3,1,101
76,1,986.4735644865355,5,4,101
78,1,1133.014920375709,1,1,101
78,2,239.06557468617856,2,2,101
78,1,347.8854208706126,5,2,101
78,1,625.2150548046915,6,4,101
79,2,346.85018715475803,4,2,101
78,2,822.5225124480659,6,2,101
79,1,345.2300251567262,5,2,101
78,2,932.5006061370088,5,2,101
79,2,115.58976771564689,3,2,101
79,1,388.58582460323845,6,4,101
79,1,362.804132978298,7,2,101
79,2,148.4558581418128,1,1,101
80,2,461.6466689186048,6,1,101
79,1,1175.092755720254,3,1,101
80,1,345.2407468942773,1,1,101
79,1,777.7475593506108,4,1,101
80,2,351.13001150882843,5,1,101
79,2,1142.620242232863,4,1,101
81,1,1132.7809186747468,1,1,101
80,1,1056.1954200746507,7,1,101
81,1,216.0331200200642,7,1,101
80,2,1103.7107205651896,4,4,101
83,2,966.4175270651862,4,3,101
80,2,1106.077852581323,1,3,101
83,1,1098.1893814094667,4,4,101
80,2,238.31904975002266,5,3,101
83,1,283.8061744608896,4,4,101
80,2,778.1695482960972,5,3,101
83,1,216.43532978504632,1,3,101
81,1,877.6018219274846,5,4,101
83,2,716.8379729448333,3,4,101
81,1,236.28655626191414,1,4,101
83,1,879.0322501806311,3,3,101
81,1,90.37157834424386,3,4,101
83,2,69.27828769285195,3,4,101
81,1,876.3573905506784,3,3,101
83,1,170.20219823177024,3,3,101
81,1,753.311742150065,6,4,101
83,2,1134.602119447031,6,4,101
82,2,1131.7335174567195,6,3,101
83,1,46.44145468945999,7,4,101
82,1,733.1718105686124,1,4,101
83,2,385.7739374191506,7,4,101
82,2,1193.4815630889425,4,4,101
83,1,721.3271535623544,6,3,101
82,1,362.568923013309,6,3,101
83,1,1143.733791899285,3,3,101
83,2,265.0041782202511,6,2,101
86,2,45.56382501696997,4,3,101
83,1,754.899377982205,7,3,101
86,2,1130.5726982472115,7,2,101
83,2,216.36667522986406,3,3,101
86,2,1134.2575289764213,7,1,101
83,2,257.03764511548195,5,2,101
86,2,363.6916215828049,7,2,101
83,2,1130.582236981374,7,2,101
86,1,149.14132593392267,6,3,101
83,2,1141.3207233260548,4,1,101
86,1,347.0792141263235,1,2,101
83,2,604.4756168207374,3,2,101
86,2,1131.5231861048944,1,2,101
83,1,176.1332407090246,1,3,101
86,2,1129.7266741622607,1,1,101
84,1,84.45764319466335,5,2,101
86,1,671.3554461095566,4,2,101
86,1,812.4175872588113,4,1,101
86,1,711.9664422905425,2,1,101
86,1,1157.5974869136,2,2,101
87,2,286.8401326520087,4,4,101
86,1,892.1553008760283,6,4,101
87,1,274.00526628602944,6,4,101
86,1,1134.5209386732195,7,4,101
87,1,1140.3748070075198,2,1,101
86,2,281.17256791395835,4,4,101
87,1,345.2630438584352,1,4,101
86,2,256.9079130557513,2,1,101
87,2,871.0448656434129,7,4,101
87,2,44.57666302382889,3,2,101
87,2,627.356144785709,6,1,101
87,1,1159.4382984052527,3,4,101
87,2,766.7664423031576,5,2,101
87,2,133.5318620952729,2,4,101
87,2,1173.7814833289049,3,2,101
87,2,1158.361686714089,2,4,101
88,1,233.3294966982019,5,3,101
88,2,85.0932311469321,6,3,101
88,2,47.95689494440477,7,3,101
88,2,627.2818502914447,6,3,101
88,2,1204.4309228102052,6,3,101
88,2,457.08136674643305,6,3,101
88,1,1117.5083497464595,5,3,101
88,2,346.9922925426858,1,3,101
88,1,362.9186440068773,6,3,101
89,1,1135.2232210908492,7,3,101
88,2,1036.4830096833714,6,3,101
89,2,727.9888798971316,4,3,101
87,2,1194.4107739810156,7,4,141
77,2,258.4034545695349,1,4,140
77,2,109.45635284799252,6,4,151
79,2,109.45635284799252,6,4,143
80,2,1195.544339900939,7,3,158
65,2,161.65216304143053,7,1,148
69,2,47.25350345317061,4,3,159
65,1,90.88033257119896,5,3,151
86,2,83.81795458152398,6,1,159
71,2,415.21180473513544,4,4,158
70,1,765.9597899158675,2,1,188
70,1,87.32982843300277,3,1,193
71,1,109.40937423065066,3,1,190
73,2,292.5338984017398,4,1,212
64,1,109.18624724593018,6,1,195
70,1,670.3490270188883,4,1,228
78,2,108.419606812799,3,3,213
70,2,729.413856514503,2,1,231
78,2,176.6148898474845,6,1,249
78,2,176.6148898474845,6,1,249
72,1,776.475018510787,6,3,256
70,1,345.52751170576516,4,1,270
73,1,928.1422026591171,7,1,269
70,1,45.48444852106336,4,4,271
84,1,808.2213993790429,6,4,269
68,1,169.89190544701364,5,3,284
67,2,607.6291260926755,2,4,271
82,1,989.8645551014259,4,4,288
87,2,835.3055288138745,3,4,284
87,1,364.61331072653076,3,4,288
87,2,785.9227016052969,7,2,286
78,1,829.9977233594354,2,4,290
70,1,1314.607784243192,3,3,289
69,1,785.9227016052969,7,3,293
67,1,879.8036022169647,3,4,292
83,1,1314.607784243192,3,4,295
66,2,72.28007898843256,3,4,307
75,2,771.1516039019012,5,4,305
72,1,813.8725306232619,5,4,312
86,1,72.28007898843256,3,3,311
66,1,604.8340766110093,2,1,320
72,2,730.1642600493255,5,1,321
69,2,1217.4082814508624,3,3,320
71,1,783.8792069804671,2,2,330
