LEISTUNGSGRUPPE,TAETIGKEITSSCHLUESSEL4,B52
4,2,893.7843811543197
4,2,768.0925889023822
4,2,768.4309992634433
4,2,808.2890121642134
4,2,776.5209955701017
4,2,786.9498096816723
4,2,932.9256133476745
4,2,945.2894627560142
4,2,999.0914413379248
4,2,935.9728591376353
4,2,1022.5168071032547
4,2,981.3600673564366
4,2,991.480392080389
5,2,759.8128026970306
5,2,735.6977113383763
5,2,733.6054865957499
5,2,725.703182565329
5,2,721.4216571368099
5,2,719.1437699679741
5,2,716.8546559176827
5,2,717.694862344722
5,2,765.0133136295523
5,2,767.4254728528273
5,2,766.9395816826518
5,2,766.8145658133681
5,2,733.5557233295839
5,2,728.5969357641161
5,2,728.1379796630224
5,2,821.1033287290337
5,2,818.5853951931725
5,2,827.6926842854147
5,2,831.7758153870025
5,2,815.8084767715799
5,2,804.7354754125025
5,2,807.9834605191062
5,2,817.837368970791
5,2,824.8224294940906
5,2,824.8096004502073
5,2,825.5614577686022
5,2,816.6425687074609
5,2,812.5065278817649
5,2,913.5694560938848
5,2,928.8807493681974
5,2,911.7191309590407
5,2,926.5565660806396
5,2,928.5328768045764
5,2,930.1736574597202
4,2,727.4354025396277
4,2,724.0140365258271
4,2,759.8240821616238
4,2,751.598147850547
4,2,724.3642923306323
4,2,727.0391050815814
4,2,641.6232818022926
4,2,641.5891854984739
4,2,670.4058197445083
4,2,670.8709316732115
4,2,655.5464604084856
4,2,654.9371109339909
4,2,607.2622515365196
4,2,612.3108400136852
4,2,625.1790539578062
4,2,604.031687652512
4,2,626.3987466162982
4,2,529.2063518116651
4,2,554.6758806345889
4,2,558.7451181477247
4,2,556.3030958488956
4,2,607.3450591449022
4,2,612.9494973648185
3,1,1158.4011437878396
3,1,1172.722390768026
3,1,1159.2460002422804
3,1,1159.241811596583
3,1,1158.0403868667217
3,1,1158.3975964077256
3,1,1159.8335850636904
3,1,1156.0036113458964
3,1,1156.7767523192852
3,1,1143.5601838157702
3,1,1140.0578057998962
3,1,1141.737380103174
3,1,1134.7473628359626
3,1,1129.7206151263601
3,1,1118.2797343711563
3,1,1130.6327472058147
3,1,1055.8046946336426
3,1,1132.115996903442
3,1,1047.282251658061
3,1,1041.3804159700321
3,1,1135.966706596746
3,1,1128.6868336603814
2,1,1194.8684782412965
2,1,1194.866118630458
2,1,1194.6711831107154
2,1,1274.1550111499816
2,1,1278.2759458505561
2,1,1257.0160081665194
2,1,1261.832286835509
2,1,1277.3960109335228
2,1,1275.674232910584
2,1,1274.3708736347974
2,1,1275.2651599244048
2,1,1104.1426131864055
2,1,1132.9614740916293
2,1,1134.853508585044
2,1,1130.1174450601582
2,1,1045.7786755725422
2,1,1056.279565728181
2,1,1083.8714150018973
2,1,1079.752097809748
2,1,1065.5615824446195
2,1,1038.4917898209567
2,1,1081.770392278179
2,1,1053.3242619767777
2,1,1332.6994436648336
2,1,1343.96508557177
2,1,1341.3308450442273
2,1,1328.796341534972
3,1,1342.9707249315563
3,1,1331.162030863301
3,1,1342.1137154835849
3,1,1343.9178313168054
3,1,1342.6079280423369
3,1,1341.695279913198
3,1,1343.273749525592
1,1,1256.4038795848282
1,1,1261.1942563525406
1,1,1249.7076972949767
1,1,1254.4408221491576
1,1,1217.1688551970965
1,1,1230.8062300984816
1,1,1279.0444415614538
1,1,1262.6503597235821
1,1,1263.3812376065634
1,1,1055.635004454635
1,1,1045.5669481834582
1,1,1134.954887328319
1,1,1045.942730109318
1,1,1055.98654220806
1,1,1141.3031910997433
1,1,1076.4923020987849
1,1,1280.953089637416
1,1,1330.727653447754
1,1,1293.0143850289803
1,1,1314.0410987097014
1,1,967.462066858331
1,1,980.1262069544414
1,1,929.8483519281908
1,1,983.8952351284636
1,1,893.3699226039689
1,1,876.1525084704449
1,1,892.1407104800284
1,1,892.2439137074292
1,1,867.7708976891605
1,1,816.7911421071211
1,1,819.3729699523332
1,1,821.7647640090768
1,1,818.5566359007806
1,1,808.862300323757
1,1,823.5300107533787
1,1,809.1868665390552
1,1,611.417531490158
1,1,607.2912394149073
1,1,624.144098705563
1,1,612.7967139276428
1,1,627.5886415865607
1,1,624.5833802259237
1,1,585.5765466154432
1,1,587.9361893013355
1,1,602.2124415470635
1,1,683.6848911329437
1,1,687.8777238561235
1,1,671.117476924668
1,1,672.9461243099645
1,1,732.8487785399416
1,1,721.2989131494178
1,1,721.9596584084055
1,1,724.7399354271456
1,1,727.8187457392837
1,1,732.3914158389659
1,1,733.549193964653
1,1,728.3907134010657
1,1,735.5323735154359
3,1,264.5872252090114
3,1,335.6654631911932
3,1,334.63831764146397
3,1,275.39889350237286
3,1,286.629698132266
3,1,333.8304822195492
3,1,334.2639606133662
3,1,328.67875547805636
3,1,285.7023056322518
3,1,414.41097538670414
3,1,409.79461994929073
3,1,409.098921398321
3,1,410.49769163525286
3,1,396.2903315529293
3,1,397.6180176388089
3,1,483.4167238719688
3,1,487.3066449202467
3,1,478.0921846519282
3,1,463.46745896468406
3,1,480.3028980087289
3,1,459.0962213244014
3,1,115.1332571740114
3,1,124.61916364115376
3,1,126.44869201074077
3,1,30.622137798414457
3,1,29.118691463228792
3,1,85.94105026663553
3,1,111.5500178327942
3,1,132.37606341078722
3,1,133.27695663994808
3,1,135.91347728854242
3,1,134.0528351517008
3,1,133.91675635546224
3,1,135.62491461311822
3,1,131.61652984945107
3,1,132.65037315621913
3,1,134.22272219872528
3,1,128.90678512646753
2,1,284.3117254232535
2,1,285.7215600779899
2,1,282.5269715337894
2,1,283.027669012698
2,1,286.6311082402464
2,1,259.3387444903069
2,1,278.7672987392745
2,1,493.3996875032903
2,1,457.59023635826503
2,1,419.65895481769604
2,1,417.16096147470194
2,1,445.9362406527007
2,1,428.8938023509197
2,1,487.2615442626637
2,1,476.9013592677822
2,1,481.4861357334593
2,1,169.77810236534455
2,1,172.53718846470588
2,1,174.02120377669138
2,1,168.29284053548028
2,1,172.11735541095038
2,1,178.52090108255726
2,1,173.12441350475726
2,1,226.4471840176836
2,1,224.73602737424218
2,1,234.05280820313897
2,1,217.03828442090025
2,1,177.26607522890495
2,1,179.15315024051304
2,1,236.01738261743327
2,1,169.8009623020762
2,1,834.9125771690915
2,1,832.0131883538189
2,1,842.8546068961914
2,1,834.174343284372
2,1,847.798647252362
2,1,815.5520260038006
2,1,822.1121773305334
2,1,993.4494890852101
2,1,999.7913348001321
2,1,992.6944352672585
3,1,983.6332779490243
3,1,929.0641874505502
3,1,912.9929733431944
3,1,982.6967564968538
3,1,987.2959971363335
3,1,920.0510859682256
3,1,929.1937499912945
3,1,909.4714583372751
3,1,797.3707111048859
3,1,800.1507974946743
3,1,817.369790471512
3,1,796.9027983800227
3,1,811.9200295872041
3,1,819.3056307639679
3,1,841.1602469631138
3,1,876.1672593645203
3,1,843.1750104928987
3,1,892.48867926769
3,1,893.320848048661
3,1,512.7924050601208
3,1,518.2852391871053
3,1,519.3870668031769
3,1,519.7797879093761
3,1,517.3918701986931
3,1,512.4590553854484
3,1,513.9984596225831
3,1,517.6729061575916
3,1,519.6150870952638
3,1,570.4659981941185
3,1,512.3999745996025
3,1,588.0093804131097
3,1,590.6813362687103
3,1,556.1388332546986
3,1,626.2892830372077
3,1,512.6802175173749
3,1,518.4668991415277
3,1,588.015756692955
3,1,512.5912270443451
3,1,568.5127505546213
2,1,653.2379569388011
2,1,652.8585495375644
2,1,671.4429393405583
2,1,670.1434410020136
2,1,670.365798024545
2,1,671.718399079131
2,1,670.2291281696539
2,1,652.6956478012763
2,1,654.9283476032776
2,1,655.6355249726174
2,1,625.0520440109161
2,1,569.9532131556664
2,1,587.6806733954268
2,1,586.0503290415254
2,1,562.789978027344
2,1,571.998239459641
1,1,363.55624874781483
1,1,333.59804829840954
1,1,330.24305156039304
1,1,329.78210622306915
1,1,293.3492489809911
1,1,310.13533400553973
1,1,311.8712921496059
1,1,304.30286661853245
1,1,292.0024214901724
1,1,292.820863771759
1,1,416.9616577887977
1,1,446.72787665444855
1,1,465.4084761552335
1,1,429.1435886393891
1,1,492.2199160671197
1,1,423.18794505076755
1,1,429.47514789052997
1,1,216.47711475873538
1,1,176.46396155665454
1,1,236.64701539068568
1,1,179.08911109349287
1,1,129.1760793426414
1,1,217.18088687982328
1,1,217.86519161380787
1,1,216.95751782072642
1,1,217.5890597518797
1,1,91.89256159476477
1,1,84.40428297104683
1,1,94.2809593443773
1,1,91.48425007649865
1,1,93.43437821262499
1,1,81.12211766815807
1,1,57.40777857949092
1,1,25.11963335899585
1,1,24.086780610620952
1,1,46.19806885062873
1,1,46.76557791559877
1,1,26.1559252751387
1,1,24.11361321775461
1,1,29.861573219785583
1,1,28.8699499823521
4,1,1130.788635017347
4,1,1135.6687989817515
4,1,1133.2600730312647
4,1,1140.0758080470491
4,1,1141.7816317727954
4,1,1107.7342746830548
4,1,1104.3249421644612
4,1,1105.0727282623484
4,1,1253.9340807485344
4,1,1252.4657664882648
4,1,1258.180530304918
4,1,1262.8181233356959
4,1,1257.641622513271
4,1,1276.9408087754327
4,1,1255.8331062034301
4,1,1251.3164063304491
4,1,1264.931839329141
4,1,1264.1744001217771
4,1,1258.1669317840237
4,1,1278.8295380176473
4,1,1273.0125737503113
4,1,1272.2325771033354
5,1,1194.2534619402784
5,1,1193.5556679587396
5,1,1192.019469190352
5,1,1192.9235257496139
5,1,1194.0853783210982
5,1,1159.339134934902
5,1,1195.3047767646808
5,1,1157.239570552729
5,1,1175.6574258105998
5,1,1174.5023776059033
5,1,1128.3436379684354
5,1,1104.6545144925485
5,1,1143.10420308108
5,1,1140.4962705194428
5,1,1110.177799863731
5,1,1143.4985252411523
5,1,1143.5513474271388
5,1,1141.533365561149
5,1,1286.228570334463
5,1,1315.4235492515556
5,1,1315.298943109191
5,1,1314.6522791289558
5,1,1314.1119682672384
5,1,1284.7903165711887
5,1,1282.9761439604558
4,1,514.0926403468472
4,1,586.5075769720528
4,1,562.789978027344
4,1,608.5284051154376
4,1,562.789978027344
4,1,513.6002011029633
4,1,627.7458486983821
4,1,562.789978027344
4,1,753.7384928237558
4,1,722.3329382677831
4,1,727.6366402611748
4,1,724.3901017692988
4,1,725.5491129354192
4,1,725.3891515827561
4,1,743.0353049975558
5,1,703.2550801019164
5,1,684.0717210568814
5,1,703.7857733889869
5,1,695.5154430864156
5,1,679.973163610591
5,1,670.5230436599846
5,1,659.3615786564882
5,1,562.789978027344
5,1,572.4523768559013
5,1,574.1483652441747
5,1,568.97804741224
5,1,572.0924661218094
5,1,574.8899466897328
5,1,570.0639100540623
5,1,562.789978027344
5,1,562.789978027344
5,1,562.789978027344
5,1,562.789978027344
5,1,562.789978027344
4,1,990.3008670987033
4,1,983.3763586961602
4,1,983.0783331778346
4,1,983.8808189446221
4,1,982.5592394502075
4,1,983.0886119825158
4,1,982.842178444891
4,1,984.5048371705308
4,1,991.8511834867012
4,1,986.4434580232144
4,1,982.924047354476
4,1,980.073677104235
4,1,980.5128291005897
4,1,982.8027424208076
4,1,798.6627453613833
4,1,796.2590807601159
4,1,797.4698908541689
4,1,798.0973296089115
4,1,797.3464290646141
4,1,798.4799273863359
4,1,797.9656843114362
4,1,796.5216054383915
4,1,797.8401338599657
4,1,862.0918674113082
4,1,869.8967619730435
4,1,844.3246040640776
4,1,847.6465070413067
4,1,869.6203300900713
4,1,851.0148002780835
5,1,797.9573985606712
5,1,819.6205133107645
5,1,817.1191181662388
5,1,817.8436959021956
5,1,820.3398252047701
5,1,820.1459550215537
5,1,819.6195950667545
5,1,823.5711116161502
5,1,817.9827636070258
5,1,797.1891723475694
5,1,993.8565323521075
5,1,992.5920135223055
5,1,998.2055920729898
5,1,987.74153136895
5,1,990.1319910720222
5,1,966.595553749597
5,1,987.7505858111991
5,1,985.3391953227988
5,1,967.7764786659598
5,1,967.5033988718661
5,1,217.15150996207552
5,1,217.39653057549262
5,1,179.34219279976966
5,1,216.7014244466857
5,1,216.09842868895282
5,1,163.38871017621508
5,1,135.70204902887437
5,1,162.39693684668202
5,1,217.10380096647208
5,1,28.87687316333657
5,1,44.153444958496465
5,1,31.86584735046666
5,1,27.630295345614954
5,1,27.253885683752813
5,1,62.750554348631184
5,1,21.336527817557247
5,1,22.940232753878668
5,1,46.319311908684
5,1,104.75205383102167
4,1,124.36484445955503
4,1,106.67051803871325
4,1,124.12988924377744
4,1,125.50031181843978
4,1,119.27649649929037
4,1,70.13295758776813
4,1,70.8542525747698
4,1,71.03395141565753
4,1,71.64944897965991
4,1,80.82100433478789
4,1,126.39810765809835
4,1,127.71522425173995
4,1,217.51327327043361
4,1,216.39654612322914
4,1,232.72724652178997
4,1,239.47743949025337
4,1,216.89873683048475
4,1,237.1518368553868
4,1,233.0770043898768
4,1,389.86646275755015
4,1,397.28243579775426
4,1,389.13047018098655
4,1,397.92290747221074
4,1,412.3957422406271
4,1,394.6497882851715
4,1,384.1637905821012
4,1,387.8697416002643
4,1,392.20027727093037
4,1,494.67575683312066
4,1,386.8670087313975
4,1,304.5270860333691
4,1,306.2069797975238
4,1,292.29539271289207
4,1,305.51485288970025
4,1,292.0042369141641
4,1,293.9853941966765
4,1,292.73904061594016
5,1,492.5840202992308
5,1,487.6591043302039
5,1,417.2162863171611
5,1,417.8522712837495
5,1,495.8390359564307
5,1,494.91355547915384
5,1,494.8107317951791
5,1,495.7191262397937
5,1,430.1193142868672
5,1,264.8675750024116
5,1,345.6800828384914
5,1,344.770995687016
5,1,281.33187520298674
5,1,334.2169478248973
5,1,335.8868983069488
5,1,265.3921141369593
5,1,264.22526360407096
5,1,264.1710965991831
3,2,1259.4313291796586
3,2,1263.948498417269
3,2,1262.502483944702
3,2,1268.7958518804326
3,2,1264.6175437072038
3,2,1265.7048323751885
3,2,1266.7398391982965
3,2,1269.1754442141146
3,2,1268.546157120923
3,2,1266.1379421963095
3,2,1145.1223154249883
3,2,1130.6431070398924
3,2,1132.4780994580506
3,2,1130.6887373582947
3,2,1133.0416551105973
3,2,1038.9306191615856
3,2,1036.6579615527166
3,2,1037.048739280368
3,2,1037.3791513978856
3,2,1038.3171626473704
2,2,1119.4722500257615
2,2,1131.2912509266057
2,2,1132.989986894094
2,2,1134.140633054185
2,2,1095.408822094027
2,2,1128.0978851811308
2,2,1192.975466193024
2,2,1192.2057991660308
2,2,1220.8869521179004
2,2,1222.2475706242076
2,2,1192.588569770156
2,2,1173.9490154528576
2,2,1255.3022302261124
2,2,1223.6343105469837
2,2,1242.138819895998
2,2,1205.1708937749368
2,2,1210.0044950911401
2,2,1259.4816411399433
2,2,1258.7259016703804
3,2,1293.9704216454056
3,2,1292.7702309849233
3,2,1293.253967693621
3,2,1293.2140974394338
3,2,1347.912878947721
3,2,1292.5826873459766
1,2,1266.0794903955004
1,2,1252.1771657666545
1,2,1203.722535191868
1,2,1243.7668772001182
1,2,1250.2564221494151
1,2,1195.7169096523824
1,2,1258.0104524654428
1,2,1217.6192129327183
1,2,1039.6709643357663
1,2,1040.4099525916986
1,2,1045.9152972829206
1,2,1055.1967821435053
1,2,1039.5269276378426
1,2,1037.0218065821343
1,2,1038.898097346186
1,2,1051.3541198214953
1,2,1048.175775032335
1,2,1039.268659977023
1,2,1038.568369980129
1,2,1038.8999668772653
1,2,1055.387939362479
1,2,1052.7228156880794
1,2,1292.4551757473002
1,2,1295.4792796034617
1,2,1294.2236051208456
1,2,1294.2000461522482
1,2,1292.1811473714822
1,2,1301.4704191623446
1,2,1308.8323750232883
1,2,1309.8675627912698
