EF41,TAETIGKEITSSCHLUESSEL4
31,2
31,2
31,2
31,2
31,2
31,2
24,2
24,2
24,2
24,2
24,2
24,2
24,2
25,2
25,2
25,2
25,2
26,2
26,2
26,2
27,2
26,2
26,2
26,2
14,2
14,2
14,2
14,2
14,2
14,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
86,1
86,1
86,1
86,1
86,1
86,1
86,1
86,1
86,1
86,1
87,1
87,1
87,1
87,1
87,1
87,1
87,1
87,1
87,1
87,1
87,1
85,1
84,1
84,1
84,1
84,1
84,1
84,1
84,1
81,1
81,1
81,1
81,1
81,1
81,1
81,1
81,1
81,1
80,1
80,1
80,1
80,1
80,1
80,1
80,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
82,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
83,1
75,1
75,1
75,1
75,1
75,1
73,1
73,1
73,1
72,1
72,1
72,1
72,1
72,1
72,1
73,1
72,1
72,1
73,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
79,1
78,1
78,1
78,1
78,1
78,1
78,1
76,1
76,1
76,1
76,1
76,1
76,1
66,1
66,1
66,1
66,1
66,1
66,1
66,1
67,1
67,1
67,1
67,1
67,1
67,1
67,1
67,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
64,1
71,1
71,1
71,1
71,1
71,1
70,1
70,1
70,1
70,1
70,1
71,1
71,1
70,1
69,1
69,1
69,1
69,1
69,1
69,1
69,1
69,1
68,1
68,1
68,1
68,1
68,1
68,1
68,1
68,1
68,1
68,1
46,1
46,1
46,1
46,1
46,1
46,1
46,1
46,1
46,1
47,1
47,1
47,1
47,1
47,1
47,1
47,1
45,1
45,1
45,1
45,1
45,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
44,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
40,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
41,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
42,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
43,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
36,1
38,1
38,1
39,1
39,1
39,1
38,1
39,1
39,1
33,1
33,1
33,1
33,1
33,1
33,1
33,1
33,1
33,1
32,1
32,1
32,1
32,1
32,1
33,1
35,1
35,1
35,1
35,1
35,1
35,1
35,1
35,1
35,1
35,1
35,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
59,1
56,1
57,1
56,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
62,1
63,1
63,1
63,1
63,1
63,1
63,1
63,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
60,1
52,1
52,1
52,1
52,1
52,1
52,1
52,1
53,1
54,1
54,1
54,1
54,1
54,1
54,1
54,1
54,1
55,1
55,1
55,1
55,1
55,1
55,1
55,1
55,1
55,1
55,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
49,1
48,1
48,1
48,1
48,1
48,1
48,1
48,1
48,1
48,1
50,1
50,1
50,1
50,1
51,1
50,1
51,1
51,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
24,1
24,1
24,1
25,1
25,1
25,1
25,1
25,1
25,1
26,1
27,1
26,1
26,1
26,1
26,1
26,1
26,1
27,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
30,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
29,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
78,2
78,2
78,2
78,2
78,2
78,2
78,2
78,2
78,2
78,2
77,2
77,2
77,2
77,2
77,2
77,2
77,2
77,2
77,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
74,2
67,2
67,2
67,2
67,2
67,2
67,2
67,2
67,2
67,2
67,2
66,2
66,2
66,2
66,2
64,2
64,2
64,2
64,2
64,2
64,2
64,2
64,2
64,2
64,2
64,2
71,2
71,2
71,2
71,2
71,2
71,2
71,2
71,2
70,2
70,2
70,2
70,2
70,2
70,2
70,2
70,2
70,2
70,2
69,2
69,2
69,2
69,2
69,2
69,2
69,2
69,2
69,2
69,2
69,2
85,2
84,2
84,2
85,2
84,2
84,2
84,2
86,2
86,2
86,2
86,2
86,2
87,2
87,2
87,2
87,2
87,2
87,2
87,2
83,2
83,2
83,2
83,2
83,2
83,2
83,2
83,2
82,2
82,2
82,2
82,2
82,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
80,2
89,2
89,2
89,2
89,2
89,2
89,2
89,2
88,2
88,2
88,2
88,2
88,2
88,2
88,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
