EF19,TAETIGKEITSSCHLUESSEL4
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
61,2
51,2
51,2
48,2
50,2
50,2
54,2
54,2
54,2
54,2
54,2
54,2
54,2
54,2
38,2
38,2
38,2
38,2
38,2
38,2
38,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
34,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
43,2
2,2
2,2
7,2
3,2
7,2
2,2
2,2
8,2
11,2
15,2
15,2
14,2
15,2
17,2
17,2
17,2
17,2
17,2
17,2
16,2
16,2
16,2
16,2
26,2
30,2
31,2
29,2
25,2
26,2
27,2
26,2
30,2
27,2
24,2
25,2
221,2
221,2
220,2
220,2
220,2
222,2
221,2
222,2
223,2
213,2
213,2
212,2
208,2
209,2
209,2
211,2
208,2
211,2
211,2
211,2
209,2
208,2
209,2
195,2
195,2
195,2
195,2
195,2
195,2
195,2
195,2
195,2
204,2
205,2
204,2
205,2
204,2
205,2
205,2
205,2
204,2
205,2
204,2
204,2
242,2
242,2
242,2
247,2
242,2
247,2
242,2
252,2
253,2
253,2
252,2
253,2
252,2
252,2
252,2
253,2
252,2
238,2
234,2
238,2
233,2
237,2
235,2
233,2
231,2
230,2
231,2
228,2
228,2
226,2
226,2
226,2
226,2
226,2
226,2
226,2
226,2
183,2
183,2
181,2
180,2
181,2
182,2
182,2
181,2
183,2
180,2
178,2
178,2
179,2
178,2
176,2
176,2
176,2
176,2
165,2
164,2
165,2
165,2
165,2
164,2
164,2
164,2
165,2
164,2
164,2
175,2
174,2
173,2
173,2
174,2
173,2
174,2
149,2
150,2
148,2
150,2
150,2
150,2
150,2
148,2
148,2
148,2
150,2
150,2
154,2
154,2
154,2
155,2
155,2
155,2
155,2
154,2
155,2
136,2
136,2
137,2
136,2
136,2
137,2
137,2
136,2
137,2
137,2
133,2
135,2
134,2
135,2
199,1
199,1
198,1
197,1
197,1
197,1
196,1
198,1
198,1
193,1
193,1
193,1
192,1
192,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
201,1
215,1
215,1
215,1
215,1
215,1
215,1
215,1
215,1
215,1
215,1
215,1
217,1
216,1
216,1
217,1
217,1
219,1
219,1
218,1
217,1
216,1
218,1
217,1
216,1
218,1
219,1
219,1
253,1
253,1
253,1
252,1
253,1
252,1
253,1
253,1
242,1
242,1
247,1
242,1
242,1
242,1
242,1
242,1
242,1
246,1
242,1
238,1
236,1
239,1
236,1
236,1
239,1
238,1
228,1
229,1
228,1
228,1
228,1
229,1
229,1
228,1
229,1
155,1
155,1
154,1
156,1
154,1
156,1
155,1
154,1
155,1
156,1
138,1
138,1
139,1
139,1
139,1
138,1
138,1
138,1
139,1
138,1
139,1
139,1
134,1
135,1
135,1
132,1
135,1
135,1
135,1
161,1
161,1
165,1
164,1
164,1
162,1
162,1
165,1
160,1
174,1
173,1
172,1
174,1
173,1
174,1
173,1
174,1
173,1
175,1
184,1
185,1
185,1
185,1
185,1
185,1
185,1
185,1
185,1
180,1
181,1
182,1
179,1
181,1
176,1
180,1
179,1
178,1
8,1
14,1
14,1
8,1
10,1
15,1
3,1
3,1
3,1
3,1
2,1
3,1
2,1
3,1
3,1
2,1
2,1
20,1
23,1
22,1
23,1
22,1
22,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
26,1
26,1
26,1
27,1
26,1
26,1
26,1
27,1
36,1
37,1
36,1
36,1
36,1
34,1
34,1
38,1
36,1
38,1
38,1
38,1
38,1
38,1
38,1
43,1
40,1
43,1
41,1
43,1
41,1
40,1
40,1
63,1
63,1
63,1
63,1
63,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
56,1
54,1
50,1
54,1
54,1
54,1
49,1
54,1
54,1
54,1
54,1
54,1
51,1
50,1
113,1
114,1
112,1
115,1
113,1
112,1
114,1
124,1
124,1
124,1
120,1
126,1
127,1
125,1
127,1
125,1
124,1
102,1
103,1
102,1
98,1
99,1
98,1
96,1
96,1
98,1
99,1
87,1
82,1
82,1
87,1
87,1
87,1
87,1
95,1
95,1
94,1
94,1
94,1
94,1
94,1
95,1
88,1
90,1
90,1
90,1
88,1
90,1
90,1
88,1
89,1
89,1
89,1
68,1
67,1
66,1
70,1
70,1
66,1
67,1
70,1
70,1
298,1
298,1
300,1
300,1
300,1
288,1
290,1
289,1
289,1
292,1
293,1
291,1
292,1
293,1
293,1
319,1
319,1
319,1
319,1
319,1
312,1
312,1
312,1
312,1
312,1
312,1
312,1
312,1
312,1
312,1
312,1
308,1
309,1
309,1
308,1
309,1
309,1
309,1
308,1
308,1
308,1
308,1
308,1
309,1
278,1
278,1
278,1
278,1
278,1
278,1
273,1
272,1
273,1
273,1
273,1
272,1
273,1
287,1
284,1
285,1
287,1
286,1
287,1
284,1
287,1
287,1
285,1
257,1
257,1
256,1
263,1
261,1
260,1
271,1
270,1
271,1
268,1
268,1
268,1
269,1
266,1
266,1
266,1
266,1
266,1
266,1
266,1
355,1
354,1
352,1
355,1
354,1
355,1
353,1
360,1
363,1
363,1
360,1
360,1
360,1
363,1
362,1
360,1
360,1
360,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
375,1
371,1
371,1
370,1
368,1
368,1
368,1
368,1
376,1
379,1
379,1
376,1
376,1
377,1
321,1
321,1
321,1
326,1
321,1
326,1
327,1
331,1
330,1
328,1
329,1
330,1
328,1
334,1
334,1
334,1
335,1
335,1
334,1
347,1
347,1
346,1
347,1
347,1
346,1
346,1
346,1
347,1
347,1
342,1
343,1
343,1
343,1
342,1
343,1
342,1
391,1
390,1
391,1
390,1
385,1
390,1
391,1
391,1
390,1
391,1
385,1
391,1
391,1
384,1
391,1
395,1
395,1
395,1
395,1
