EF10,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
2,2,1072.166485153672,3,63,4,101
1,2,1075.960966850728,2,63,3,101
1,1,45.28972983799827,4,63,4,101
1,1,501.8048326271405,5,63,4,101
1,2,1075.4078602258867,3,63,2,101
1,1,383.3712571103844,4,62,2,105
1,1,1244.9861728804456,2,63,2,101
1,2,47.15194914848704,4,62,2,110
1,1,1041.782784797212,3,63,2,101
1,1,1238.4554658309203,2,62,2,212
1,2,383.3712571103844,4,63,2,101
1,2,365.59085026669277,3,41,3,258
2,1,365.59085026669277,3,54,2,263
1,2,877.4759196859096,5,28,3,268
1,2,877.4759196859096,5,48,3,269
1,2,274.4995109964426,2,50,3,270
1,1,930.8151867534809,7,20,3,271
1,1,305.1064667685125,2,25,3,271
1,2,226.69076642067296,3,54,2,271
2,1,893.9623252102956,5,24,2,284
1,2,494.0679450673676,5,52,1,285
2,2,838.2067739692808,5,52,1,284
1,2,785.3536967608311,3,45,4,288
1,2,910.3924238731073,5,21,2,285
2,1,910.469437123268,5,50,3,295
1,2,144.40188973532096,5,56,4,287
1,2,224.99573838221235,5,53,4,305
2,2,286.83379760765325,5,18,3,296
2,1,405.4966953319525,1,8,3,313
1,2,1135.9178367877794,7,53,4,309
1,1,992.9546423377499,7,18,3,319
1,1,385.9278404172066,1,51,2,319
2,2,362.4696724988301,2,20,1,320
2,2,363.860622098538,3,21,1,320
2,1,1159.974151766488,3,37,4,320
1,2,1159.974151766488,3,35,1,320
1,1,292.71375766354515,5,24,1,321
1,2,362.92298822150605,3,49,4,320
1,1,709.5805608142582,2,50,4,321
2,2,1228.353954686904,2,53,3,320
2,2,264.79786233948533,2,22,1,329
2,1,86.76916279824763,5,16,1,321
1,2,37.65272838824069,1,18,2,334
2,2,1077.1568384088614,6,39,4,321
1,2,879.0980219777408,6,20,1,341
1,2,1075.4081996164289,6,49,4,321
2,2,1075.696601882468,7,20,1,349
2,2,1075.696601882468,7,53,1,321
2,1,994.4823566367321,7,26,1,349
1,2,382.81923986563385,3,44,4,329
1,2,497.5118314609214,2,20,4,352
2,1,497.5118314609214,2,40,4,334
1,1,986.8693565520682,5,53,3,353
1,2,466.43596908228926,1,26,2,336
2,1,329.4717741595299,4,24,4,356
2,1,1219.1344838180542,2,52,1,338
2,1,1219.1344838180542,2,54,3,356
2,2,497.5450966897213,2,18,3,340
2,1,498.6970434951058,5,40,3,364
1,1,552.7565496962621,2,54,3,344
2,2,862.2715547675972,5,47,2,365
1,1,958.9092727256534,3,25,2,352
2,1,694.8573838827285,5,51,1,371
2,2,59.78949548932205,2,35,3,355
1,1,132.16083474890394,5,34,1,412
1,1,764.7881362773448,5,38,1,356
2,1,764.7881362773448,5,44,4,412
1,1,264.84011469936206,5,33,1,358
2,1,82.49542338010572,3,54,1,413
2,2,732.1765590017211,5,18,2,366
1,1,361.129220346607,5,24,4,415
2,1,562.789978027344,5,53,1,366
2,2,62.72403227361809,2,46,3,415
2,2,1226.567604611944,2,40,3,367
2,1,256.7883076689089,6,48,1,416
1,1,1242.6384254470345,6,49,3,368
2,2,292.44976199136374,2,46,3,420
1,2,671.0376666518222,6,24,4,374
1,2,360.8603416080941,6,59,3,424
2,2,916.9718244965543,6,32,3,377
2,2,1049.9485930960068,6,49,3,447
1,1,555.2294141760401,6,37,1,379
1,1,758.8829714242166,6,42,1,450
2,1,759.9070567290564,6,45,3,390
1,2,848.738951884469,6,51,1,454
1,2,216.5468483468478,6,44,4,412
1,1,428.37173025146916,6,48,3,461
2,1,425.3313706838415,7,50,2,413
1,2,1194.4764347556913,6,41,4,463
1,1,1207.6571663626937,3,21,1,420
1,2,1050.4407076077266,3,39,4,466
2,1,586.6229115813902,6,40,3,426
1,2,1055.3516861676007,3,39,2,470
2,2,31.938394412029936,1,17,1,430
2,1,273.33172332830924,5,20,3,480
2,1,820.6953916532088,3,17,1,437
2,1,1108.3555016979499,6,49,2,480
2,2,857.6431258663946,7,28,2,449
1,1,877.380654416105,6,41,3,484
2,1,287.63815732815266,2,42,3,449
1,1,292.69764489255897,5,46,3,485
1,1,1254.5867394991076,6,42,1,453
2,2,202.65017127082737,7,40,1,487
1,1,817.6717074588626,2,49,4,454
1,2,361.65411301616206,3,21,4,496
2,2,283.9493316449267,3,30,1,460
2,1,562.789978027344,2,46,1,499
1,1,562.789978027344,2,41,3,467
1,1,345.32363923537633,6,49,3,499
2,1,562.789978027344,6,20,4,470
1,2,1263.3445738803177,6,54,1,500
2,1,654.2472293331157,2,54,2,481
1,2,654.2472293331157,2,52,4,502
1,1,654.2472293331157,2,49,4,494
2,1,259.54294455203296,6,41,3,504
1,1,259.54294455203296,6,54,3,497
2,2,178.11062544635317,7,44,4,506
2,1,178.11062544635317,7,45,4,502
1,1,178.32816642277368,7,44,1,507
1,2,819.3918258338142,6,46,4,505
1,2,1172.482556956427,6,62,1,511
1,1,616.8772702111836,5,66,1,97
1,1,627.0005658561308,5,66,1,93
1,2,651.204583224533,6,64,4,101
1,2,871.1907781393705,6,64,4,101
1,1,767.2534913186762,3,64,4,101
2,2,104.88424889066196,3,64,3,101
1,1,177.29280539660766,3,64,1,101
2,1,798.1749085505189,7,65,3,101
2,1,395.95444109280794,4,64,3,101
1,2,345.74707379292295,3,65,1,101
2,1,584.3171199137047,6,66,4,101
2,1,838.06059209454,2,66,4,101
2,2,730.6260942693975,6,66,4,101
1,1,591.6518726323123,6,66,1,101
1,2,728.0364237927312,6,66,1,101
1,1,586.6144275698961,6,66,4,101
2,2,529.4744791278405,5,67,4,101
1,2,479.72011049792883,3,66,4,101
2,2,361.85573521113525,5,68,3,101
2,2,650.5963676643283,2,66,4,101
2,1,797.2656602598249,5,69,4,101
2,2,542.9817636654054,5,66,3,101
1,1,748.672401948919,5,69,4,101
2,1,474.88449886042235,3,66,4,101
2,2,30.766291638954623,5,69,3,101
2,1,346.5001771582862,4,66,2,101
1,2,911.1602026245617,1,69,4,101
2,1,530.869525362949,6,67,2,101
2,1,57.006735237550785,5,69,4,101
2,1,529.2348598048235,6,67,4,101
2,2,216.56151993444698,7,69,4,101
1,1,721.7344106443625,6,67,1,101
1,2,177.01004680406058,3,69,1,101
2,1,1088.1358586213778,1,67,4,101
2,2,1135.6572912094337,1,69,2,101
1,2,1128.1554069961787,1,68,1,101
2,1,707.5791133712687,1,70,1,101
2,2,729.699441732205,4,68,2,101
2,1,906.9526000279855,1,70,1,101
2,1,1006.6701310752134,4,68,2,101
2,1,265.23774609704503,1,70,2,101
2,1,1133.4616303848445,1,68,1,101
1,1,1128.097153934023,1,70,1,101
1,1,717.0301478704274,6,68,1,101
2,2,216.03842442256018,1,70,3,101
1,1,1049.2658350203376,3,69,1,101
1,2,216.5938012025014,1,70,1,101
1,1,1054.0404324261324,1,69,1,101
2,2,1051.4818119380752,1,71,3,101
2,2,528.1355947684358,4,69,2,101
1,2,1049.094034985376,1,72,1,101
2,2,1143.5792078197667,7,69,1,101
1,1,172.53239535038435,4,72,1,101
1,1,334.33815542072455,1,69,1,101
1,1,1140.364444643403,7,72,1,101
2,1,717.433359935935,5,70,3,101
2,1,717.8143834366604,3,72,3,101
1,2,125.49210266657799,7,70,1,101
1,2,200.79289310781937,6,73,1,101
1,1,904.1710419512716,1,70,1,101
1,1,847.2378365510514,1,73,1,101
1,1,1131.542831687245,7,70,1,101
2,2,717.849010665111,1,74,3,101
1,1,1141.9853405082174,5,70,1,101
2,2,87.12984028230181,5,74,4,101
2,2,366.73706526788914,4,70,4,101
2,2,862.7591775953753,2,74,3,101
2,2,361.04199098571934,5,70,1,101
2,2,201.0534011317253,2,74,4,101
1,2,681.8117458735941,5,70,4,101
2,2,682.451258310243,2,75,4,101
2,2,1130.3751437162496,7,70,4,101
1,1,716.0699850372988,5,75,4,101
1,2,1129.155200628889,6,70,4,101
2,2,159.04658652428705,4,78,1,101
2,1,719.9361879944471,1,70,1,101
2,1,126.61347438032878,7,78,1,101
1,2,1111.153674825296,7,71,4,101
2,1,428.4279380775986,6,78,4,101
2,2,562.789978027344,6,71,4,101
1,2,555.4043580642873,6,78,4,101
2,1,110.4315779056258,1,71,4,101
2,1,308.69853363364155,4,79,2,101
2,1,81.64927627252256,6,72,2,101
2,1,344.1809184911881,4,79,2,101
2,1,349.9447287395161,4,72,2,101
2,1,1135.0788423429012,1,79,1,101
1,2,717.7687334529427,4,73,4,101
1,1,259.0801409976664,4,79,4,101
2,1,927.268261568422,4,73,2,101
2,1,808.1486673011877,2,79,1,101
1,2,933.018064351904,5,74,4,101
1,1,1159.2393584904237,3,79,4,101
2,1,411.6760682783854,6,74,2,101
1,1,821.0522925945093,4,80,1,101
2,2,1195.799427045036,2,74,2,101
2,2,1142.3633225780093,6,80,2,101
1,2,409.80325319163677,6,74,1,101
2,2,1158.5990851207355,3,80,2,101
1,1,1141.79045328764,5,74,1,101
1,2,1143.579258160925,5,80,1,101
2,2,119.9635072658055,5,75,1,101
1,2,1049.8952918763496,5,80,1,101
1,1,1052.1610438851294,5,75,1,101
2,2,845.2882447126095,2,81,1,101
1,1,692.3050155384852,6,77,1,101
1,2,47.915798074552775,4,81,1,101
1,1,830.161243487675,4,77,1,101
1,1,910.7472432243123,1,82,1,101
1,1,362.0143011626852,6,77,3,101
1,1,982.817741691151,6,82,1,101
2,1,217.5499580134082,3,77,4,101
1,1,217.18030572307384,2,83,3,101
2,1,733.8216614054994,1,77,3,101
2,2,562.789978027344,7,83,3,101
2,2,1060.2009795874058,3,78,4,101
1,1,981.947410405117,4,83,3,101
2,1,1157.0041911736184,3,78,3,101
1,2,821.1279420522852,6,83,4,101
2,2,1072.2723716105838,5,78,3,101
2,1,1075.2099833562547,5,83,4,101
2,2,814.7371883781494,2,79,3,101
1,1,166.23267898548627,6,83,3,101
1,1,733.1429755330914,2,79,3,101
1,1,292.5002456485727,1,83,3,101
1,2,811.5247488653583,2,79,4,101
2,2,150.22946383034994,2,83,4,101
1,1,833.318571587449,2,80,3,101
1,2,256.4306361762871,7,83,4,101
1,2,1158.2566888003655,7,80,3,101
2,2,719.4740749208661,5,83,3,101
1,1,45.96957360221792,4,80,3,101
2,1,1159.8037827261442,7,83,3,101
1,1,1140.4877099978216,5,80,4,101
1,1,787.3872267951333,3,83,3,101
1,2,361.01433446506024,1,81,4,101
1,1,89.29254675833235,6,83,4,101
1,2,1158.0377838748702,2,81,3,101
1,1,361.91400339440696,6,86,3,101
1,2,92.82812461739458,3,81,2,101
2,1,124.92847149695575,1,86,3,101
1,1,1129.3124686287144,3,81,2,101
1,2,1131.0070760501771,3,86,4,101
2,2,256.7353238186336,1,82,3,101
2,1,44.82949028220424,7,86,4,101
1,1,344.82642645028716,3,82,4,101
1,2,68.63800623330721,6,86,2,101
2,1,83.94889055769363,4,82,3,101
2,2,93.08102679898374,7,86,3,101
1,2,1159.5531530677492,6,82,4,101
