EF19,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
74,2,1,24,1,101
367,1,4,22,2,101
48,1,4,24,4,101
290,2,3,24,4,101
290,1,3,25,4,101
305,2,6,24,4,101
82,2,6,25,4,101
49,1,4,24,4,101
82,1,6,26,4,101
82,1,2,24,4,101
350,1,3,26,4,101
48,2,1,26,4,101
87,2,7,27,4,101
81,2,6,26,4,101
82,2,6,28,4,101
337,1,4,27,4,101
38,2,5,28,4,101
38,2,2,28,3,101
82,2,6,28,2,101
336,1,7,30,3,101
49,2,1,29,2,101
23,1,5,30,2,101
8,2,5,29,3,101
343,1,5,30,2,101
48,2,1,29,3,101
23,2,4,30,3,101
266,1,2,29,3,101
22,1,4,30,3,101
368,1,5,30,3,101
127,2,7,30,2,101
290,1,7,30,3,101
10,1,5,30,3,101
38,1,2,30,2,101
278,1,3,30,2,101
289,2,7,30,3,101
36,2,4,30,2,101
357,2,4,30,2,101
38,1,5,30,3,101
337,1,4,30,3,101
126,1,7,24,1,146
48,1,4,30,1,101
50,2,4,25,1,158
13,2,2,16,3,119
99,1,6,24,3,159
351,1,4,29,3,158
329,1,6,25,3,159
379,2,7,25,3,159
376,1,7,28,3,187
348,2,4,29,3,189
4,2,4,28,3,190
328,2,6,26,3,229
35,2,2,17,1,193
196,1,7,32,4,101
314,1,6,32,4,101
305,1,1,32,4,101
290,1,1,32,4,101
326,1,1,32,2,101
366,1,3,32,3,101
327,2,2,32,2,101
299,2,1,32,2,101
87,2,3,32,2,101
183,1,4,33,2,101
137,2,5,33,2,101
20,2,2,33,1,101
94,2,4,34,4,101
346,2,6,33,3,101
20,2,2,34,1,101
305,2,1,33,4,101
217,2,3,35,4,101
155,2,2,33,4,101
314,1,2,35,1,101
376,2,3,34,3,101
315,1,6,35,1,101
299,2,3,34,2,101
173,2,3,35,3,101
252,2,2,35,4,101
155,2,2,35,3,101
353,1,2,35,4,101
305,2,1,35,3,101
155,2,2,35,3,101
201,1,6,36,3,101
335,1,2,36,3,101
321,2,5,36,1,101
242,1,3,36,1,101
175,1,1,36,1,101
41,2,5,37,4,101
158,2,2,39,4,101
23,2,2,37,4,101
293,1,3,39,4,101
337,1,1,37,3,101
370,1,3,39,1,101
326,1,2,37,1,101
172,2,3,39,3,101
296,2,3,38,2,101
233,1,7,39,2,101
339,2,2,39,2,101
338,1,1,39,2,101
34,1,3,39,3,101
315,2,6,39,2,101
173,2,3,39,2,101
347,1,2,40,3,101
155,1,1,40,3,101
315,2,6,40,2,101
169,1,5,40,2,101
292,1,3,40,1,101
169,1,5,40,2,101
209,1,5,40,1,101
160,2,1,40,2,101
169,2,3,40,2,101
154,2,5,40,3,101
20,1,2,41,1,101
17,2,2,41,1,101
22,2,2,41,2,101
154,2,3,41,2,101
16,1,2,41,2,101
346,1,2,41,3,101
23,1,5,41,3,101
148,1,7,41,2,101
138,1,2,41,1,101
155,1,7,41,2,101
23,1,2,41,1,101
20,1,2,41,1,101
20,2,2,41,1,101
149,1,3,41,2,101
139,1,1,42,2,101
116,2,2,41,3,101
183,2,3,42,2,101
139,2,2,41,2,101
364,1,1,43,4,101
253,1,5,42,4,101
41,1,3,43,4,101
139,1,3,42,4,101
162,1,1,43,4,101
252,1,7,42,4,101
219,1,7,43,4,101
40,1,4,43,4,101
154,1,5,43,4,101
368,2,1,43,4,101
371,2,4,44,3,101
165,1,1,44,1,101
360,1,1,44,2,101
192,1,7,44,3,101
49,2,5,44,1,101
17,2,2,44,1,101
371,2,4,44,1,101
154,2,7,44,1,101
180,1,7,44,3,101
175,1,3,44,2,101
360,1,1,44,3,101
25,1,2,44,1,101
22,1,2,45,2,101
163,1,3,45,2,101
183,1,7,45,3,101
164,1,1,45,2,101
371,2,1,45,1,101
165,1,1,45,3,101
183,1,7,45,2,101
133,2,3,46,3,101
268,1,5,46,1,101
236,2,7,46,1,101
204,2,3,46,2,101
235,1,3,46,2,101
50,1,5,47,1,101
311,1,1,46,3,101
226,1,2,47,3,101
40,1,6,46,1,101
172,1,2,47,1,101
82,1,3,46,2,101
173,2,2,47,3,101
17,1,2,46,1,101
34,1,5,47,3,101
201,2,2,47,1,101
22,1,4,47,2,101
183,2,2,47,1,101
22,1,4,47,2,101
219,1,7,47,3,101
54,2,5,47,2,101
57,1,5,47,3,101
20,2,5,47,2,101
355,1,1,49,4,101
353,1,2,49,4,101
20,1,7,49,1,101
124,1,7,49,4,101
182,1,7,49,4,101
43,1,2,49,4,101
327,2,6,49,4,101
312,1,7,49,2,101
36,2,7,49,4,101
36,1,6,49,4,101
124,1,6,49,2,101
87,1,6,49,1,101
11,1,6,49,4,101
150,2,7,49,4,101
335,2,4,50,3,101
311,1,6,50,4,101
328,1,6,50,3,101
11,1,6,50,3,101
22,2,2,50,3,101
376,2,3,50,1,101
20,1,7,50,3,101
124,1,6,50,1,101
50,2,7,51,3,101
330,2,1,50,4,101
353,2,5,51,1,101
352,1,5,50,1,101
211,2,5,51,3,101
63,2,1,51,2,101
293,2,3,51,3,101
314,2,7,51,4,101
50,2,7,51,3,101
201,2,1,51,4,101
304,2,1,51,2,101
312,2,7,51,4,101
50,2,7,51,3,101
61,1,1,51,3,101
232,1,3,52,2,101
314,1,7,52,4,101
273,2,1,52,1,101
50,1,1,52,2,101
41,1,6,52,2,101
41,1,5,52,2,101
10,1,5,52,1,101
373,2,5,52,4,101
51,2,4,52,4,101
314,2,7,52,1,101
368,2,5,53,2,101
375,2,2,52,1,101
40,2,4,53,4,101
27,2,7,52,1,101
54,2,6,53,1,101
370,2,3,53,4,101
50,2,1,53,1,101
300,2,6,53,1,101
51,2,1,53,4,101
36,2,7,53,2,101
163,2,1,53,4,101
56,2,5,53,1,101
375,2,2,53,4,101
183,2,5,53,4,101
298,1,5,54,2,101
268,1,1,54,1,101
49,1,4,54,4,101
198,1,4,54,1,101
269,1,1,54,2,101
371,1,3,54,2,101
298,1,5,54,1,101
360,1,3,54,2,101
373,1,3,54,1,101
96,1,3,54,2,101
172,1,3,55,1,101
293,1,2,56,2,101
293,2,2,58,2,101
248,2,6,57,2,101
57,1,1,58,2,101
148,1,6,57,2,101
61,1,1,58,2,101
321,1,5,57,4,101
292,1,2,59,4,101
54,2,1,57,2,101
326,2,7,59,4,101
249,2,7,58,4,101
211,2,4,59,4,101
368,2,2,58,4,101
226,2,5,59,4,101
67,1,6,59,2,101
231,2,3,59,4,101
363,2,3,59,2,101
375,2,2,59,4,101
370,2,5,59,4,101
278,1,2,59,4,101
226,2,3,59,4,101
67,2,6,59,4,101
278,2,2,59,4,101
370,2,3,59,4,101
160,1,1,59,4,101
226,2,7,59,4,101
163,2,1,60,1,101
271,2,1,60,1,101
331,2,5,60,1,101
331,1,5,60,1,101
375,2,1,60,1,101
163,2,1,60,1,101
329,2,1,60,1,101
315,2,1,60,1,101
195,2,1,60,1,101
143,2,1,60,1,101
197,2,4,60,1,101
329,2,1,60,1,101
329,2,1,60,3,101
40,2,2,62,3,101
343,2,5,62,2,101
314,1,6,62,2,101
211,1,4,62,2,101
362,1,5,62,2,101
82,2,2,62,2,101
34,1,5,62,2,101
327,1,2,62,4,101
98,2,6,62,2,101
97,1,5,62,4,101
201,1,4,62,4,101
360,2,5,62,2,101
266,1,5,62,2,101
269,1,4,62,2,101
266,1,2,62,2,101
54,2,6,62,4,101
343,1,5,62,3,101
321,1,4,62,3,101
17,2,5,62,2,101
34,1,5,62,2,101
17,2,5,62,2,101
82,2,2,62,2,101
363,2,5,63,3,101
346,1,5,63,3,101
92,2,2,63,3,101
27,1,2,63,4,101
212,2,4,63,3,101
92,2,2,63,4,101
346,1,5,63,3,101
278,1,2,63,4,101
220,2,5,63,3,101
41,1,5,36,4,139
41,1,5,32,4,141
201,1,5,36,4,149
194,2,7,44,4,143
175,2,3,42,2,158
20,1,5,43,4,151
335,2,4,42,2,159
116,1,4,42,4,159
20,2,5,35,2,186
24,1,6,37,2,169
82,1,6,49,2,195
81,1,2,37,2,173
172,1,3,55,4,212
253,2,6,43,4,186
257,2,2,53,2,249
363,2,3,37,4,191
256,1,2,19,3,270
256,1,2,20,3,257
342,2,5,25,3,270
257,1,2,21,3,257
270,1,3,18,3,271
270,2,3,20,3,259
343,1,4,30,3,287
82,1,7,20,3,260
82,1,7,20,3,288
266,2,5,20,3,263
92,2,6,19,2,320
273,1,3,23,2,286
266,2,5,22,2,328
92,1,7,30,2,287
271,2,5,30,2,341
34,1,2,30,1,320
271,2,5,24,1,364
87,2,6,19,2,321
43,2,3,30,2,372
43,2,3,29,2,348
370,2,5,30,4,376
79,2,7,30,2,366
79,2,7,27,2,379
43,2,2,30,2,367
77,1,7,29,2,391
87,2,2,16,2,382
371,2,5,18,4,413
342,1,2,20,1,415
342,1,2,17,1,415
342,2,2,19,1,425
342,2,3,18,4,424
342,1,3,24,4,437
31,2,3,27,1,453
90,2,6,29,4,451
329,2,5,20,4,460
256,2,2,18,4,483
256,2,2,24,1,465
116,1,7,28,4,484
92,1,7,28,4,488
278,2,2,29,4,494
116,1,7,27,1,499
50,1,2,20,4,500
260,1,3,39,2,268
360,1,5,34,1,320
239,1,6,37,1,304
261,2,3,41,1,320
89,2,2,45,2,321
149,2,3,44,1,320
36,1,5,39,1,332
135,2,5,34,1,321
199,1,5,46,1,337
46,1,3,39,2,321
249,2,5,41,2,341
47,2,3,37,2,339
217,1,3,35,2,353
158,2,5,37,4,342
107,1,2,36,4,371
6,2,5,34,2,349
238,2,5,35,4,374
45,1,5,40,2,370
238,1,5,32,2,377
227,2,6,42,4,373
238,2,5,32,1,380
142,2,5,39,2,378
182,2,6,48,3,256
182,2,6,54,4,257
260,2,3,50,1,284
252,2,3,49,3,261
252,2,3,50,3,287
352,2,2,54,1,269
252,2,3,52,1,311
150,1,5,49,3,285
226,1,3,52,4,319
87,2,2,48,4,304
38,2,5,53,1,320
290,1,2,49,1,320
116,2,2,51,3,321
36,2,5,55,1,320
183,1,2,49,1,332
149,2,3,49,1,321
175,2,2,49,4,338
40,1,5,52,3,321
207,1,5,53,1,348
207,1,5,54,3,332
225,1,7,63,3,353
266,1,5,50,3,353
90,1,2,54,3,365
54,2,5,53,4,366
177,1,6,54,1,371
92,1,5,53,1,368
79,2,5,51,1,381
128,2,7,48,4,380
371,1,6,47,3,421
292,2,6,47,3,412
315,2,6,44,3,448
292,2,6,47,3,414
26,1,6,41,4,464
314,1,6,42,4,449
314,1,6,47,3,464
271,2,5,41,3,454
321,1,7,45,3,470
378,1,6,44,1,454
270,1,5,40,4,471
278,1,3,46,1,466
40,2,5,38,1,501
40,2,5,43,4,469
373,2,6,47,3,502
353,1,2,43,1,491
334,2,5,42,1,506
334,2,5,43,4,494
355,2,2,47,1,510
44,1,7,49,2,465
87,1,6,51,2,450
321,1,7,58,2,466
144,1,6,59,2,456
144,1,6,53,2,480
278,1,3,59,2,459
125,2,6,61,2,497
164,1,3,64,4,101
349,1,6,64,1,101
312,1,6,64,1,101
212,2,2,64,4,101
334,2,5,64,4,101
82,1,3,64,2,101
8,2,6,64,4,101
116,2,2,64,1,101
201,2,2,64,4,101
311,1,5,64,4,101
83,1,7,65,1,101
154,2,6,64,1,101
296,1,3,66,2,101
360,1,6,66,2,101
57,2,2,66,2,101
269,1,5,66,2,101
269,2,5,66,4,101
346,1,1,66,4,101
20,2,5,67,4,101
27,1,6,67,1,101
211,2,7,67,1,101
360,2,5,67,2,101
116,1,4,67,1,101
368,2,1,68,4,101
38,1,3,67,4,101
161,1,1,69,3,101
94,1,4,69,1,101
116,2,2,69,3,101
125,1,5,69,1,101
368,2,5,69,3,101
20,1,7,69,4,101
373,1,4,69,4,101
20,2,7,69,3,101
63,2,6,69,3,101
192,2,5,69,4,101
165,1,5,69,1,101
87,1,5,69,4,101
98,1,5,69,4,101
368,2,4,69,3,101
63,1,1,69,3,101
67,2,1,70,3,101
88,2,2,69,3,101
176,1,1,70,2,101
175,2,4,69,4,101
99,1,4,70,1,101
101,2,4,69,4,101
349,2,7,70,3,101
349,1,7,69,2,101
179,1,5,70,3,101
88,1,6,69,1,101
319,2,2,70,1,101
278,1,3,69,3,101
54,1,1,70,1,101
297,2,1,69,3,101
327,1,5,70,1,101
82,2,4,70,1,101
192,2,3,71,2,101
87,1,4,70,2,101
61,2,1,72,2,101
127,2,6,70,1,101
64,1,6,73,1,101
150,1,2,72,1,101
292,2,1,73,1,101
269,1,5,72,1,101
61,1,1,73,1,101
353,2,3,72,1,101
165,1,5,74,1,101
266,2,3,72,1,101
154,1,6,74,1,101
377,2,1,74,4,101
154,2,6,74,4,101
29,1,4,74,4,101
305,1,7,74,4,101
61,2,1,75,3,101
116,2,2,74,1,101
347,1,7,76,4,101
173,2,3,75,4,101
15,2,7,76,4,101
368,2,1,75,4,101
54,2,6,76,4,101
134,2,6,75,1,101
368,2,1,77,1,101
150,2,6,75,1,101
235,1,2,78,1,101
300,1,6,76,1,101
312,1,6,78,4,101
41,2,6,76,2,101
269,1,1,79,2,101
315,2,2,78,2,101
326,1,1,79,2,101
143,1,1,78,4,101
41,1,2,79,4,101
326,1,1,78,4,101
364,2,1,79,3,101
80,2,6,78,2,101
235,2,6,79,2,101
266,1,4,79,2,101
87,1,3,80,1,101
266,1,4,79,1,101
270,1,1,80,1,101
112,1,5,79,1,101
98,1,6,80,1,101
40,2,4,80,1,101
24,2,6,80,1,101
215,2,3,80,1,101
269,2,1,81,1,101
87,1,5,80,1,101
178,2,3,83,4,101
312,1,6,81,3,101
300,1,6,83,3,101
38,1,2,81,3,101
201,2,6,83,3,101
26,2,6,81,4,101
311,1,3,83,3,101
23,2,2,82,4,101
37,1,3,83,4,101
41,1,2,82,3,101
51,1,1,83,4,101
312,1,5,82,4,101
109,1,6,83,4,101
201,2,7,82,3,101
157,1,4,83,4,101
207,1,7,82,4,101
98,2,6,83,4,101
312,2,5,82,3,101
206,1,1,83,4,101
176,2,1,83,3,101
87,2,2,83,3,101
40,2,3,83,4,101
343,2,2,83,3,101
315,2,2,83,3,101
7,2,7,83,4,101
136,2,1,83,4,101
360,2,7,86,2,101
116,2,7,83,3,101
4,2,7,86,3,101
216,2,7,83,3,101
229,2,3,86,2,101
199,1,5,83,1,101
99,1,7,86,3,101
116,2,2,84,3,101
88,1,6,86,2,101
120,2,6,85,2,101
178,1,3,86,2,101
125,1,4,86,4,101
256,1,2,87,1,101
299,2,3,86,4,101
201,2,5,87,1,101
159,1,4,86,1,101
297,2,4,87,4,101
299,2,7,86,2,101
25,1,6,87,2,101
321,2,2,86,4,101
182,1,1,87,4,101
98,2,3,86,2,101
201,1,5,87,1,101
271,2,2,87,2,101
160,2,1,87,4,101
343,1,7,87,4,101
183,1,4,87,2,101
193,2,4,87,4,101
41,1,3,87,2,101
165,2,3,87,1,101
17,1,4,87,4,101
160,1,1,87,1,101
348,2,7,87,2,101
292,1,6,87,4,101
321,2,7,87,2,101
26,1,6,88,2,101
278,1,3,88,3,101
98,2,6,88,3,101
160,2,3,88,3,101
242,2,3,88,3,101
116,2,6,88,3,101
125,2,6,89,3,101
116,1,6,88,3,101
87,2,5,89,3,101
208,2,5,88,3,101
328,1,3,89,3,101
116,2,2,88,3,101
160,1,5,69,3,142
293,2,3,69,4,138
366,1,5,69,4,158
69,2,4,76,4,143
278,1,2,67,1,164
71,2,4,69,1,159
36,2,6,66,4,184
36,2,6,78,1,159
41,1,6,68,1,186
162,2,1,64,4,193
304,1,5,68,3,190
163,2,4,65,3,193
266,1,4,64,1,194
312,2,6,70,1,194
176,1,7,66,1,213
266,2,4,77,1,213
23,2,7,65,3,249
23,2,7,74,3,238
209,2,4,74,1,249
314,1,2,68,4,256
159,1,2,71,3,257
271,2,4,69,1,259
373,1,4,67,4,258
305,2,3,70,1,263
300,2,6,73,1,260
296,1,4,73,2,268
270,1,4,76,3,261
156,1,3,69,4,269
237,1,6,87,3,263
305,1,7,82,3,269
206,1,7,71,2,268
206,1,7,89,3,269
304,2,3,68,4,271
256,2,3,71,3,270
226,2,3,70,1,285
164,1,3,69,4,290
161,1,3,67,3,286
317,2,2,74,4,305
317,2,2,70,1,287
266,1,3,82,4,308
150,1,2,87,4,290
298,1,3,81,4,315
196,1,2,81,4,304
182,1,3,76,2,321
196,2,2,64,4,311
314,1,3,78,4,332
311,1,2,86,4,319
218,1,6,72,3,334
218,1,6,87,4,320
269,1,1,73,4,349
25,2,6,65,3,332
252,1,7,84,3,353
87,1,5,78,3,339
87,1,5,84,3,354
223,1,5,64,4,349
36,1,4,74,3,357
182,1,3,75,3,354
278,1,1,64,3,365
201,1,5,75,2,368
87,1,4,76,3,366
17,1,5,87,4,369
165,1,6,83,1,378
370,2,5,70,1,370
278,2,5,68,3,382
189,2,2,70,1,374
248,2,4,69,3,412
164,2,6,69,4,412
165,2,6,90,4,446
165,2,3,72,1,412
134,2,5,82,1,452
165,2,6,88,3,414
300,1,7,77,1,455
162,1,6,78,4,420
300,1,7,73,1,457
26,1,4,76,1,449
149,2,5,70,1,459
143,1,6,79,1,452
273,1,1,73,1,461
366,2,1,76,1,453
156,2,6,90,1,463
268,2,7,69,4,457
249,1,7,82,3,466
334,2,6,69,4,460
376,1,1,83,3,467
378,1,1,79,2,470
378,1,1,69,2,470
266,1,4,73,1,496
26,1,7,83,2,487
207,1,7,72,1,500
87,1,5,75,1,499
278,1,7,72,1,502
82,2,6,82,3,504
45,1,6,73,1,507
101,1,6,75,2,509
125,1,6,20,3,535
173,1,3,20,3,522
242,1,1,17,3,542
165,1,1,21,3,529
45,1,1,19,3,543
215,1,2,20,3,530
249,1,2,19,4,547
54,1,1,20,4,531
161,1,7,20,3,551
349,1,4,19,4,534
261,1,3,20,3,570
283,1,2,24,4,536
89,1,2,28,3,576
57,2,1,21,3,541
54,1,3,29,3,586
51,2,2,17,1,560
61,1,2,29,3,587
266,1,2,17,1,564
363,1,4,18,2,595
266,1,3,21,4,587
148,1,3,21,3,598
54,2,2,19,4,595
315,2,4,20,4,599
226,1,5,20,3,596
43,2,7,22,4,624
54,2,2,19,4,599
278,1,4,30,1,629
174,2,1,29,3,634
30,1,4,20,3,634
208,2,4,29,1,638
270,1,3,19,4,648
321,1,5,21,1,651
174,2,3,17,4,650
321,1,5,29,4,653
132,2,1,26,3,653
290,2,7,21,1,654
300,2,7,18,1,679
54,2,3,21,1,654
37,2,3,27,4,684
54,2,3,19,4,669
116,2,2,20,4,712
37,2,3,22,1,697
34,2,1,25,3,716
300,2,7,24,1,707
101,2,2,18,3,725
195,2,3,18,3,724
342,2,7,24,1,726
379,2,7,24,1,725
343,2,7,26,3,756
37,2,1,21,4,753
353,2,7,28,1,766
342,2,7,21,4,767
212,2,5,40,1,522
212,2,7,32,2,546
213,2,6,40,1,523
343,2,5,32,2,563
249,2,1,58,3,513
266,1,2,48,3,537
248,2,2,49,4,537
315,2,7,55,1,543
335,2,4,57,1,547
20,1,7,50,1,572
157,2,3,35,2,577
373,2,4,61,4,576
370,1,5,60,2,586
174,2,6,61,4,579
352,2,5,61,4,587
278,2,1,44,4,592
355,2,5,39,2,594
360,2,7,52,2,592
375,2,7,59,4,594
180,1,6,42,1,594
120,2,4,39,3,597
327,2,1,42,4,596
211,1,7,63,4,599
67,1,6,54,1,628
201,1,6,63,1,631
201,1,6,59,2,632
66,2,6,49,2,639
370,2,2,34,2,705
370,2,2,35,2,724
180,2,1,32,2,708
280,2,3,35,4,753
40,2,5,35,4,713
317,1,5,35,1,756
326,2,3,32,3,726
199,1,6,35,4,767
363,1,4,36,4,649
356,2,3,37,3,753
362,2,5,36,3,725
155,2,6,37,4,762
371,2,7,36,4,727
371,2,7,37,4,767
161,1,6,47,2,650
363,2,5,43,2,655
16,1,7,46,3,666
54,1,4,41,2,707
342,1,3,46,1,759
342,1,3,41,2,767
352,1,5,52,4,648
223,1,1,50,4,653
41,1,7,55,4,655
87,1,6,49,4,654
219,1,3,49,4,666
41,2,7,63,4,655
20,1,7,57,4,667
337,1,2,53,2,668
349,1,5,54,4,669
273,2,1,56,4,672
300,2,3,58,4,687
165,1,3,49,1,683
102,2,6,57,1,698
300,2,3,50,1,684
293,1,2,56,4,714
347,2,3,63,1,706
312,2,7,49,2,763
71,1,2,63,3,712
312,2,7,59,3,776
107,2,3,34,3,774
197,1,6,44,2,796
101,2,7,32,3,777
20,1,5,46,3,798
90,2,2,41,3,784
256,1,3,41,2,804
169,1,3,51,2,791
135,2,3,70,3,521
51,2,1,86,3,536
54,1,6,73,4,528
226,2,3,70,1,538
154,1,3,79,1,531
348,1,5,65,3,540
349,2,5,83,4,536
82,1,2,86,1,543
160,1,7,77,3,539
43,2,1,73,1,544
350,1,5,67,1,543
46,1,1,73,1,550
140,2,4,80,4,546
305,1,7,64,1,561
266,1,7,78,2,548
305,1,7,70,2,563
292,2,7,76,2,551
373,1,7,72,1,564
124,2,7,75,2,575
272,2,7,83,3,570
76,2,7,78,4,577
226,2,7,83,3,573
183,1,4,77,1,578
216,2,5,69,1,574
349,1,4,76,2,587
363,1,4,75,1,577
226,2,4,74,4,595
211,2,3,87,1,578
121,1,4,77,4,599
182,1,5,75,1,587
103,1,3,78,3,633
141,1,5,66,4,592
218,1,2,70,4,637
76,2,7,66,3,593
183,2,4,71,3,639
218,2,5,69,4,595
373,2,4,67,3,650
226,2,5,66,4,599
34,1,7,83,2,653
222,1,5,70,1,634
54,1,3,73,1,665
54,1,6,70,1,638
207,1,7,84,1,668
173,1,4,87,4,648
41,1,5,76,2,670
54,1,5,65,3,654
143,2,5,70,3,679
312,2,7,65,1,679
162,2,1,75,1,689
201,2,5,69,1,692
75,2,3,76,3,707
312,1,5,87,4,696
360,1,7,75,3,710
27,1,3,89,3,716
373,1,7,69,4,726
217,2,5,65,3,726
211,2,2,67,1,765
162,2,1,82,4,726
370,2,4,77,4,787
206,1,7,66,3,753
278,1,7,75,1,805
317,1,7,66,1,767
