LEISTUNGSGRUPPE,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
2,1,1249.010619220407,3
2,1,1263.0914413379248,3
3,1,1141.81247555338,1
3,1,1142.7392074587408,1
3,1,1143.7401960401946,1
3,1,1140.5275108613696,1
3,1,1157.3935737296458,1
3,1,1158.8515912826645,1
3,1,1148.263056574291,1
3,1,1133.5713632706136,1
3,1,1141.694862344722,1
3,1,1142.0085964445655,1
3,1,1140.654760381281,1
3,1,1133.6291316267361,1
3,1,1135.3371808432814,1
2,1,1249.3613170149745,1
2,1,1133.1033287290336,1
2,1,1133.2656545527984,1
2,1,1234.824438828606,1
2,1,1247.6169535431598,1
2,1,1249.8273144462387,1
2,1,1254.2875430887395,1
2,1,1248.8224294940906,1
1,1,1258.8955750346693,3
1,1,1223.9449471657178,3
1,1,1220.506527881765,3
1,1,1219.8502389579637,3
1,1,1263.543280148258,2
1,1,1254.5565660806396,2
1,1,1141.6298501510735,2
1,1,1143.9829499528846,2
1,1,1158.0070182629136,2
1,1,1277.3563384747115,3
1,1,1263.1017715961198,3
1,1,983.5195525407906,4
1,1,983.5849334397843,4
1,1,981.036041643829,4
1,1,678.9674533856921,4
1,1,671.2066398276085,4
1,1,671.7876229027784,4
1,1,671.0777100034213,4
1,1,670.1621317472246,4
1,1,670.7823039894415,4
1,1,706.4127036233302,4
1,1,730.6971619447436,4
2,1,169.30882091549742,4
2,1,179.67252957245105,4
2,1,167.28767862479174,4
2,1,167.24729601403598,4
2,1,174.4920004845608,4
3,1,146.0844971552569,4
3,1,150.5170638863849,4
2,1,167.6671701273809,4
3,1,239.3234134143885,4
2,1,256.5189253652186,4
3,1,216.0289028999481,4
3,1,22.41262394930553,4
2,1,60.138241082039954,4
3,1,842.2797343711562,4
3,1,819.3795009392873,4
3,1,865.8421446834091,4
3,1,871.2822516580612,4
3,1,866.0944855475918,4
3,1,990.826212212081,4
3,1,917.7369564825931,4
3,1,912.8695428789216,4
3,1,864.096619851268,4
3,1,967.1379729252781,4
3,1,965.5745646488595,4
2,1,670.3166666460125,4
2,1,653.837116455292,4
2,1,653.396025325333,4
2,1,652.0410191115416,4
2,1,671.2403685229074,4
2,1,670.2507332579354,4
2,1,670.4179706699409,4
2,1,671.0087364290057,4
2,1,670.321817238737,4
2,1,671.5003531187349,4
3,1,513.8114737276196,4
3,1,518.4958149181866,4
3,1,514.4873463669613,4
3,1,519.9301711435402,4
3,1,518.8262951994602,4
3,1,515.6353760469107,4
3,1,515.1620308633011,4
1,1,46.21731741825941,4
1,1,73.39542535804082,4
1,1,347.3905598263959,4
1,1,328.020791876265,4
1,1,161.14484260877035,4
1,1,161.70769729497675,4
1,2,499.0621635395114,2
1,2,498.8284406728581,2
1,2,485.76111039036346,2
1,2,485.3114220509133,2
1,2,446.91687509432757,2
1,2,341.5669481834582,2
1,2,339.4289631210826,2
1,2,484.1492096166148,2
1,2,484.6515955498717,2
1,2,485.2223794021858,2
1,2,26.31556063416375,2
1,2,90.02877005796057,2
1,2,94.45152932133351,2
1,2,86.99594463255265,2
1,2,81.84835192819084,2
1,2,86.7332930541982,2
1,2,81.27695834074112,2
1,2,80.5628419201136,2
1,2,26.20832313849337,2
1,2,30.182793370825163,2
1,2,499.37296995233316,3
1,2,446.98528240701285,3
1,2,413.49425717125405,3
1,2,495.7650053766894,3
2,2,459.2408592344746,2
2,2,459.4439235472142,2
2,2,444.14409870556295,2
2,2,445.9121809391536,2
2,2,485.4136304210693,2
2,2,484.3941366538608,2
2,2,446.56984410899327,2
2,2,422.0138819684933,2
2,2,431.9388619280617,2
2,2,463.8525142182305,2
2,2,485.3377876614709,2
2,2,457.29891314941773,2
2,2,485.26461005128715,2
2,2,485.38668060148234,2
3,2,126.19570791948298,2
3,2,104.14147746638656,2
3,2,117.54971141096652,2
3,2,82.34890083604579,2
3,2,118.87218764178802,2
3,2,115.47197511150003,2
3,2,119.314849066133,2
2,2,336.407407594319,3
2,2,345.1069363277922,3
2,2,334.85115281612593,3
2,2,328.22461565626463,3
2,2,342.2638539595718,3
2,2,338.49769163525286,3
2,2,331.2322191387845,3
2,2,345.55079605310505,3
2,2,349.22657968098684,3
3,2,144.940225804565,3
3,2,205.45133972293897,3
3,2,131.0962213244014,3
3,2,154.40051334095187,3
3,2,144.47359992665378,3
3,2,134.62213779841446,3
3,2,135.46937222205517,3
3,2,240.15614935217843,3
3,2,172.37606341078722,3
1,2,607.6219373826204,2
1,2,612.566487713959,2
1,2,683.8335127109244,2
1,2,670.4069769862631,2
1,2,627.9508571715564,2
1,2,590.2227221987253,2
1,2,735.8304131323612,2
1,2,877.7344711625934,2
1,2,813.2634857668947,3
1,2,723.7837495160353,3
1,2,679.4847476444161,2
1,2,731.0691949570981,3
1,2,735.5583026718878,3
1,2,892.9283560191118,3
1,2,809.1609614747019,2
2,2,846.5577414166731,3
2,2,847.4488082414997,3
2,2,934.4506796338911,3
2,2,932.1410581191901,3
2,2,863.0185571223973,3
2,2,910.0212037766914,3
3,2,592.310817112007,3
3,2,631.2866808433909,3
3,2,593.990616076116,3
3,2,684.5333236255447,3
3,2,591.856801955546,3
3,2,644.9004058752311,3
3,2,625.3028301072725,3
3,2,563.4074758545363,3
3,2,569.6307936664377,3
3,2,702.2372688177438,3
3,2,726.4514827396256,3
3,2,981.0871716421859,2
3,2,813.4491441659856,2
3,2,948.9336581116706,2
3,2,985.4494890852101,2
2,2,555.5992025460409,3
2,2,559.5488961107334,3
2,2,562.789978027344,3
2,2,562.789978027344,3
2,2,562.789978027344,3
2,2,562.789978027344,3
2,2,546.7730518297955,3
2,2,550.7536571878771,3
2,2,544.1507974946743,3
2,2,549.7151434878369,3
2,2,547.1270548795788,3
2,2,547.3056307639679,3
2,2,548.8244688784563,3
2,2,911.7108747175798,1
2,2,905.9547170707599,1
2,2,909.4833742527909,1
2,2,907.3465777730961,1
2,2,911.3870668031769,1
2,2,844.1848298999471,1
2,2,842.1768754084305,1
3,2,513.9984596225831,1
3,2,586.6842767092244,1
3,2,528.9346561742462,1
3,2,670.0999936499006,1
3,2,648.3650764905765,1
3,2,671.7922839252165,1
1,2,713.2570571906481,1
1,2,706.5290451403357,1
1,2,646.2545511888422,1
1,2,649.4596327095223,1
1,2,684.1680667892492,1
1,2,657.0873084214305,1
1,2,732.3481177957309,1
1,2,668.9084548653805,1
1,2,693.3596464546465,1
1,2,654.6642028578476,1
1,2,719.7947823623157,1
1,2,669.4534017729961,1
1,2,673.6654083493175,1
1,2,716.0389255761813,1
1,2,727.3768924215007,1
3,2,332.9593354549798,1
3,2,390.6618559293764,1
3,2,389.7726034257751,1
3,2,276.4861031207861,1
3,2,272.54373502198433,1
3,2,463.06860498884447,1
3,2,463.8712921496059,1
3,2,461.62287107813245,1
2,2,339.2224431572052,1
2,2,336.9616577887977,1
2,2,293.2563603104827,1
2,2,264.58091026886206,1
2,2,264.10995803355985,1
2,2,285.2456296221771,1
2,2,275.90326294326627,1
2,2,336.9279231133091,1
1,2,445.70040181024063,1
1,2,457.87642151311627,1
1,2,500.7235475192931,1
1,2,497.2175707054445,1
3,1,463.7299503785364,2
3,1,484.9731403986912,2
3,1,444.76633949601177,2
3,1,445.9231142517183,2
3,1,333.434378212625,3
3,1,460.67314705327044,3
2,1,337.46457197121964,3
2,1,480.0433903053105,2
2,1,237.38049079056105,3
3,1,114.96393219149093,2
3,1,112.11361321775462,2
3,1,338.78977008148684,3
3,1,337.3214087555163,3
3,1,287.3375979635028,3
2,1,160.7588628495399,3
3,1,292.3280421081462,2
3,1,243.73427468305476,3
3,1,264.5125802366592,3
2,1,418.336647430409,2
3,1,116.46576648826485,3
2,1,484.63414061810386,2
2,1,116.48248158353091,2
3,1,132.94080877543269,2
3,1,130.04639627084157,2
2,1,113.30575137893781,2
3,1,130.7904019484339,2
3,1,114.45460544878979,2
3,1,119.33850553325668,2
2,1,112.23257710333536,3
3,1,808.7603076456171,1
2,1,982.8496419499352,1
3,1,652.9235257496139,1
2,1,815.0933208423284,1
3,1,797.0945153446112,1
2,1,610.4791411054579,1
2,1,615.5464455515454,1
3,1,654.1095248951884,1
3,1,980.3272572462743,1
2,1,804.5196579181078,1
3,1,981.5755297540784,1
3,1,671.7492626205761,1
1,1,79.6352216429952,2
1,1,30.71758578954392,2
1,1,46.847098503111255,2
1,1,26.815856161398933,2
1,1,74.19450080392903,2
1,1,76.79031657118873,2
1,1,76.20729510725589,2
1,1,81.59287325454822,2
1,1,82.94460043037512,2
1,1,29.693442008486976,2
1,1,45.63800939577063,2
1,1,47.745848698382176,2
1,1,759.4004775640801,3
1,1,676.103858687488,3
1,1,762.1862441787971,3
1,1,664.5641055931357,3
1,1,702.5392726430122,3
1,1,696.2824399804471,3
1,1,672.6593172846502,3
1,1,740.5409131043511,3
1,1,751.0308861728312,3
1,1,871.149143344626,3
1,1,867.3444404441242,3
1,1,870.4267895731303,3
1,1,892.1775441476302,3
1,1,893.1489587062678,3
1,1,893.0231165304523,3
1,1,869.1830445571736,3
1,1,867.2574167148601,3
1,1,867.7199190194483,3
1,1,867.3154635322045,3
1,1,892.4719578698938,3
1,1,893.5752167746758,3
1,1,581.8740559794851,1
1,1,538.7326461854299,1
1,1,675.791324813282,1
1,1,636.614896752994,1
1,1,698.4576577334124,1
1,1,763.2378715744369,1
1,1,618.9289940170974,1
1,1,714.5609282991176,1
1,1,544.8210624377405,1
2,1,287.94930918600926,1
2,1,344.0475752946593,1
2,1,338.9397817083377,1
2,1,293.95204302025786,1
2,1,292.5949625613982,1
2,1,279.8627372457451,1
2,1,264.6085898741949,1
3,1,264.13059774302087,1
3,1,293.47419049326083,1
3,1,292.7131562026911,1
3,1,293.0157645250794,1
3,1,292.75370006952085,1
3,1,292.13247267202104,1
3,1,292.2502241134879,1
3,1,264.4609239755489,1
3,1,292.9044627351844,1
3,1,292.8782393635233,1
3,1,265.8927779040376,1
3,1,265.40529228267235,1
3,1,265.3638053159172,1
3,1,264.14800338057637,1
3,1,264.429182321538,1
2,1,175.75990117512825,1
2,1,173.19110749919403,1
2,1,179.55402449351814,1
2,1,170.13119936401034,1
2,1,247.0067977437323,1
2,1,161.78915522531537,1
3,1,545.6821384505296,2
3,1,514.8056977867428,2
3,1,518.8653655088287,2
3,1,562.789978027344,2
3,1,562.789978027344,2
3,1,850.271733139661,2
3,1,932.2218212906849,2
3,1,967.9329236752334,2
3,1,811.4968749939044,2
3,1,814.575497902266,2
3,1,949.346111270229,2
3,1,946.4416740165742,2
3,1,983.7246095093218,2
3,1,512.72968891911,2
2,1,612.7334748584168,3
2,1,610.8809067068605,3
3,1,967.6382482496451,2
3,1,671.2367903761952,2
3,1,514.8063023355469,3
3,1,893.8247244898299,2
2,1,562.789978027344,3
2,1,519.1312368259844,2
3,1,990.0530930817345,2
2,1,913.9796427500618,2
3,1,932.6296100487965,2
2,1,562.789978027344,3
3,1,798.9826960498035,3
3,1,797.4921264405739,3
1,1,293.32060894943857,1
1,1,365.51723489622714,1
1,1,484.8981668457583,1
1,1,361.3248941425858,1
1,1,334.23047666955097,1
1,1,465.86243887457584,1
1,1,501.35151366624126,1
1,1,425.64834103552687,1
1,1,49.56381706699088,1
1,1,18.905133625090514,1
1,1,63.51839818555594,1
1,1,65.19621874054272,1
1,1,47.2985994201712,1
1,1,72.73028596894805,1
1,1,47.445934359023255,1
1,1,29.636340539991238,1
1,1,118.24758442119726,1
1,1,122.30198122724778,1
1,1,119.01203967339777,1
1,1,3.9585447268154326,1
1,1,76.47982483754066,1
4,1,1272.770995687016,4
4,1,1276.7081159832935,4
4,1,1227.5050646814018,4
4,1,1229.5684565478373,4
4,1,1225.2333510582062,4
4,1,1140.5070731880476,4
4,1,1135.948498417269,4
4,1,1237.8350768603405,4
4,1,1247.6223030139995,4
4,1,1192.8524161875944,4
5,1,1194.5815047092349,4
5,1,1143.711999979223,4
5,1,1141.0689710981546,4
5,1,1147.5353550867248,4
5,1,1195.2466158583882,4
4,1,845.3443686791474,3
4,1,893.5295633763136,3
4,1,892.0994249755179,3
4,1,892.524369640184,3
4,1,842.7208071997524,3
4,1,981.7183777596451,2
4,1,981.6456254633028,2
4,1,990.0682058194471,2
4,1,988.5429572163819,2
4,1,984.0978851811308,2
4,1,784.6521697287851,2
4,1,893.3163527458548,3
4,1,983.1237853121038,2
5,1,716.4340319863013,3
4,1,799.2727682567266,2
4,1,531.8171552734918,3
4,1,745.6184374207513,2
5,1,967.3254956466521,2
5,1,803.4816411399433,3
4,1,514.7595905107545,3
4,1,877.2139645542882,3
5,1,841.2539676936211,3
5,1,802.8426942084086,3
5,1,912.9297229430381,2
4,1,834.0794903955006,3
4,1,513.3285819667198,3
4,1,893.7834896348411,2
4,1,914.2564221494151,3
4,1,965.5866444250527,2
5,1,671.3604473109001,2
5,1,991.3419286715326,3
4,1,775.919411209524,2
5,1,130.0598741981137,3
5,1,63.053855275685144,3
5,1,57.43460892673001,3
5,1,207.43294071038437,3
5,1,200.17577503233497,3
5,1,134.97090771215233,3
5,1,20.3120796672299,3
5,1,23.693969681239494,3
5,1,59.703216135892575,3
5,1,57.961010653827486,3
5,1,204.44721024169135,3
5,1,206.47967394704574,3
5,1,70.21757158315917,3
4,1,230.41618751164415,3
4,1,227.0697792025789,3
4,1,217.98582046120325,3
4,1,216.21577781517004,3
4,1,231.06673268000523,3
4,1,231.51334083789456,3
4,1,92.11092143515202,2
4,1,113.36258311979857,2
4,1,113.93692004301627,2
4,1,104.64876466042082,2
4,1,109.27447215417047,2
4,1,81.16481501459009,2
4,1,81.47097109881494,2
4,1,90.40524672721291,2
4,1,28.00535442562203,2
4,1,29.802059448627247,2
4,1,88.36085188085093,2
4,1,92.0756878432202,2
4,1,106.45522102696793,2
4,1,105.01294006424585,2
4,1,110.86169662260123,2
4,1,104.82726690038989,2
5,1,104.88483668569906,2
5,1,104.83618491067102,2
5,1,113.74965910539508,2
5,1,115.06497214375698,2
5,1,60.06566974810387,2
5,1,804.7598680842731,1
5,1,852.7325997779368,1
5,1,855.3745140711146,1
5,1,822.009118036016,1
5,1,822.978858800486,1
5,1,820.6510828027182,1
5,1,801.7657548035202,1
5,1,803.2921756934845,1
5,1,817.6315029413345,1
5,1,819.1787128337694,1
5,1,815.1388051259125,1
5,1,815.3620724470833,1
5,1,808.4626369470432,1
5,1,801.5749080079081,1
5,1,806.837217997637,1
4,1,847.9083323344374,1
4,1,845.5673894495533,1
4,1,823.9541909032392,1
4,1,817.7124364978818,1
4,1,988.365342659562,1
5,1,330.1606623311372,1
5,1,345.6532988602057,1
5,1,347.6312516595462,1
5,1,256.32976883603874,1
5,1,293.7381921402621,1
5,1,293.9580154132669,1
5,1,265.3596834424154,1
5,1,265.2200290724359,1
5,1,256.59109225121836,1
4,1,384.07864098365775,1
4,1,390.34542376841443,1
4,1,412.7789180005798,1
4,1,413.2172857129828,1
4,1,411.96784436449207,1
4,1,410.0461770935498,1
4,1,408.3046130010722,1
4,1,412.57553167381553,1
4,1,411.98445645813484,1
4,1,415.7459169483567,1
4,1,412.48063490417684,1
4,1,414.81945327208206,1
4,1,409.85403038879633,1
4,1,414.4796906981566,1
4,1,409.0892876659906,1
2,2,1098.8353509032477,4
3,2,1263.979857360342,4
3,2,1257.5120761610601,4
2,2,1124.0991704698781,4
2,2,1124.6138253052834,4
3,2,1335.3337638918697,4
2,2,1194.8228889819313,4
2,2,1194.49488074721,4
2,2,1135.6219587503865,4
2,2,1129.065216448855,4
2,2,1057.535376787607,4
2,2,1062.9777214699616,4
3,2,1272.8959631912787,4
3,2,1037.5157024085918,2
3,2,1062.3885298931557,2
3,2,1058.3792788391147,2
3,2,1038.90767063091,2
3,2,1039.538817728175,2
3,2,1038.8352976253425,2
3,2,1038.110219558177,2
3,2,1063.0994177345372,2
3,2,1058.8540036467773,2
3,2,1057.4431445203804,2
3,2,1133.8549593448226,2
2,2,1195.00189466606,3
2,2,1158.5436545511157,3
2,2,1159.2337276184921,3
2,2,1157.8499932859124,3
2,2,1157.6373727018868,3
2,2,1135.7799649491988,3
2,2,1250.2746448322835,3
2,2,1192.4376913364229,3
2,2,1195.7804113169734,3
2,2,1090.3249517237696,3
2,2,1093.7355615961521,3
2,2,1135.2664543676174,3
2,2,1100.2197942212513,3
2,2,1253.6575104930805,3
2,2,1249.555790235472,3
3,2,1274.9036137471771,3
3,2,1258.1204242214062,3
3,2,1273.966034695525,3
3,2,1128.779421470628,1
3,2,1248.529842647665,1
3,2,1211.9093838735446,1
2,2,1090.8448992075093,1
2,2,1194.022517217791,1
3,2,1205.982128690128,1
2,2,1141.3544223095048,1
3,2,1134.7886417669185,1
3,2,1053.880299982466,1
1,2,1061.0940344745316,3
1,2,1223.0493425156885,2
1,2,1218.9223932099833,2
1,2,1222.198197761892,2
1,2,1173.9755719177367,2
1,2,1057.664731284353,3
1,2,1277.0481821059243,2
1,2,1295.6000566171567,3
1,2,1157.0465236917462,3
1,2,1074.9019300123489,3
1,2,1131.1578712564371,3
1,2,1294.7630919044036,3
1,2,1261.1816868142296,1
1,2,1134.7522665134325,1
1,2,1128.0826195227285,1
1,2,1204.452730759368,1
1,2,1146.1864665406347,1
1,2,1145.4616354322923,1
1,2,1060.4568311430676,1
1,2,1039.2129743251326,1
1,2,1038.6971710903529,1
1,2,1141.0201532576336,1
4,1,802.9762217882849,4
4,1,768.4530487145072,4
4,1,793.4115620993794,4
4,1,811.3091762653751,4
4,1,826.5233017901945,4
4,1,809.6912591284276,4
4,1,785.1675974105947,4
4,1,814.1597976618818,4
4,1,784.0243858290775,4
5,1,640.4636221226401,4
5,1,619.950519875651,4
5,1,608.3604398401928,4
5,1,552.5289912050011,4
5,1,576.2230367668858,4
5,1,679.802857373543,4
5,1,964.2380942107993,4
5,1,984.4179543111877,4
5,1,990.7589420674345,4
5,1,984.585851717173,4
5,1,934.8013552936313,4
5,1,965.4464847423019,4
5,1,965.9715780683816,4
5,1,822.2955258350787,4
4,1,651.7073510799465,4
4,1,642.9049038675907,4
4,1,667.1604673470771,4
4,1,756.9059550132338,4
4,1,672.0587807422961,4
4,1,649.8851629585605,4
4,1,655.9303291020292,4
5,1,171.03871104041949,4
5,1,169.23194049020032,4
4,1,388.2638799115442,4
4,1,244.680845670508,4
4,1,30.430762680025026,4
5,1,348.2230884921679,4
5,1,335.89358972629236,4
5,1,333.99296112699386,4
5,1,414.3157343616246,4
5,1,415.0940334190315,4
4,1,236.46190475020074,4
4,1,409.0087175462048,4
5,1,337.4729313537086,4
4,1,232.66766695780234,4
4,1,232.11901494363016,4
4,2,1091.4665691997607,4
4,2,1125.5536737564953,4
4,2,1133.204336486007,4
5,2,1331.8326837092054,4
4,2,1173.1801012177527,4
5,2,1125.621941635816,4
5,2,1037.9205899546444,4
4,2,1272.1130294663637,4
5,2,1242.869314016546,4
5,2,1314.5475140198546,4
1,1,1047.420378926058,4
1,1,1059.944086772535,4
1,1,1040.2791728183552,4
1,1,1050.931956737106,4
1,1,1209.245973469813,4
1,1,1040.8836329849614,4
2,1,1132.3048272512842,4
2,1,1194.3301216079865,4
2,1,1194.4623885440697,4
2,1,1053.394896640086,4
2,1,1045.765851431711,4
2,1,1194.677542071997,4
2,1,1262.8982502091353,4
3,1,1218.5009670328866,4
2,1,1116.1400769634713,4
3,1,1224.386704626375,4
3,1,1055.12702122565,4
2,1,1126.5395403642624,4
2,1,1270.6819585447754,4
2,1,1193.8330604217372,4
3,1,1173.5089784973497,4
3,1,1041.8919733066384,4
2,1,1039.4699437372833,4
2,1,1227.3016126983364,4
2,1,1225.2942482385722,4
4,1,1141.1733620046846,1
4,1,1273.8570399731225,1
4,1,1272.602072518004,1
5,1,1219.7134655508494,1
5,1,1140.3829898084289,1
5,1,1142.3282237544179,1
5,1,1140.5314462867989,1
4,1,1144.4339320650975,1
4,1,1140.4133302979956,1
