TAETIGKEITSSCHLUESSEL4,EF21
2,287588
2,287461
2,287535
2,287475
2,287727
2,287373
2,393785
2,394239
2,393978
1,231351
1,231487
1,231886
1,230584
1,230044
1,230580
1,236857
1,233656
1,234446
1,235429
1,234501
1,244240
1,241078
1,242618
1,243089
1,241909
1,241150
1,241669
1,244378
1,245023
1,250397
1,250249
1,250365
1,251116
1,258934
1,258191
1,259094
1,258301
1,258171
1,259938
1,258546
1,260021
1,259706
1,255456
1,254367
1,255763
1,255292
1,253961
1,226714
1,226849
1,226370
1,227297
1,223237
1,223895
1,223726
1,223268
1,223536
1,216361
1,216012
1,215720
1,214413
1,213322
1,215550
1,215797
1,217074
1,212974
1,211920
1,211640
1,212526
1,212627
1,212944
1,206198
1,208566
1,206235
1,206235
1,207203
1,205163
1,205692
1,199666
1,198874
1,199186
1,199263
1,198915
1,199073
1,199202
1,203714
1,201214
1,204252
1,203548
1,203349
1,201716
1,153635
1,155020
1,154724
1,154261
1,153966
1,154974
1,155590
1,154065
1,154347
1,148783
1,148900
1,148695
1,148597
1,148699
1,148955
1,148531
1,148873
1,158835
1,157860
1,158388
1,157748
1,158097
1,155959
1,162957
1,163804
1,163019
1,163770
1,162884
1,163743
1,160717
1,132975
1,132763
1,132899
1,133074
1,132786
1,133051
1,146525
1,145880
1,147071
1,140926
1,146302
1,142422
1,140095
1,139820
1,174054
1,173847
1,176993
1,176697
1,173891
1,165268
1,165603
1,165165
1,165490
1,165723
1,165478
1,164940
1,165129
1,165206
1,165827
1,164949
1,165414
1,165872
1,165532
1,165497
1,165334
1,165307
1,180963
1,180976
1,183245
1,183543
1,184342
1,184601
1,182679
1,184948
1,183361
1,192513
1,193626
1,193466
1,194334
1,190423
1,190250
1,193401
1,188824
1,193230
1,192952
1,29500
1,29323
1,29352
1,29346
1,29271
1,29447
1,29500
1,29341
1,29272
1,29405
1,29216
1,29227
1,29687
1,29381
1,29550
1,22780
1,22983
1,23079
1,24403
1,23341
1,22788
1,17781
1,16949
1,17765
1,18251
1,17179
1,16990
1,17030
1,10749
1,12306
1,15634
1,15462
1,11994
1,15440
1,12728
1,696
1,1289
1,736
1,1915
1,426
1,241
1,6755
1,56558
1,55606
1,57144
1,57191
1,55329
1,56499
1,52767
1,52215
1,51881
1,52037
1,53128
1,52721
1,51641
1,51789
1,52282
1,51460
1,63500
1,64110
1,64028
1,65137
1,64792
1,63698
1,60548
1,60721
1,60546
1,60382
1,61040
1,42756
1,42360
1,48540
1,41175
1,41480
1,42662
1,47144
1,46117
1,48965
1,42209
1,42425
1,38644
1,37832
1,36838
1,36862
1,37834
1,38176
1,38014
1,38110
1,37501
1,37562
1,126603
1,125957
1,124970
1,126966
1,125982
1,127008
1,129711
1,129928
1,126922
1,127718
1,125776
1,125006
1,118554
1,115191
1,114812
1,115273
1,115082
1,114789
1,115027
1,117841
1,118211
1,107975
1,107641
1,107575
1,107967
1,107616
1,107595
1,107941
1,107663
1,107986
1,107950
1,107749
1,101989
1,101814
1,101947
1,101525
1,102075
1,101765
1,101879
1,102005
1,102966
1,105391
1,105554
1,102684
1,104688
1,105462
1,68502
1,68825
1,68841
1,69075
1,66037
1,75420
1,74236
1,75729
1,74182
1,74777
1,75148
1,74794
1,75001
1,75656
1,75222
1,93735
1,94122
1,92312
1,92449
1,92595
1,92673
1,95969
1,95700
1,95372
1,95838
1,94381
1,94639
1,85521
1,85812
1,89550
1,85816
1,85132
1,89430
1,86793
1,87114
1,86920
1,85136
1,85866
1,85914
1,317798
1,319243
1,318254
1,318820
1,317595
1,318297
1,315380
1,311496
1,315295
1,311637
1,314994
1,314798
1,314992
1,315023
1,323810
1,323840
1,324550
1,324073
1,324008
1,324259
1,323108
1,323689
1,324358
1,323587
1,323890
1,323535
1,310913
1,311027
1,310867
1,310368
1,310305
1,310388
1,311238
1,310817
1,311150
1,310347
1,311008
1,296323
1,295143
1,295862
1,296621
1,300972
1,299067
1,300441
1,283306
1,282909
1,283560
1,283274
1,281780
1,281567
1,279510
1,284420
1,283915
1,282818
1,288540
1,288446
1,287569
1,290162
1,287522
1,269013
1,268969
1,268362
1,268996
1,269236
1,269578
1,270170
1,269747
1,268914
1,265513
1,265613
1,262406
1,265360
1,266201
1,265540
1,262966
1,262292
1,262658
1,265312
1,266099
1,265588
1,271714
1,273760
1,273259
1,274360
1,270520
1,343960
1,341855
1,343456
1,341532
1,336834
1,336779
1,341962
1,340009
1,336479
1,335120
1,333065
1,332016
1,328696
1,332641
1,329803
1,351051
1,352116
1,350896
1,350513
1,351609
1,351667
1,350909
1,350979
1,351089
1,350558
1,346089
1,346413
1,354263
1,356191
1,355632
1,373330
1,373342
1,373662
1,374361
1,374299
1,369493
1,374088
1,370669
1,373198
1,374345
1,365583
1,364669
1,368527
1,365901
1,360937
1,360565
1,363283
1,361695
1,361900
1,365182
1,368182
1,383607
1,381770
1,382823
1,381954
1,381384
1,383275
1,384035
1,383071
1,389984
1,389294
1,389278
1,391009
1,390148
1,390835
1,390240
1,389251
1,390895
