EF21,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
288728,2,1
288471,2,1
288670,2,1
291861,2,1
292627,2,1
292812,2,1
291637,2,1
303041,2,1
296899,2,1
300763,2,1
300987,2,1
311668,2,2
311717,2,2
311342,2,2
311473,2,2
314631,2,2
323261,2,2
311527,2,2
314856,2,2
315276,2,2
315209,2,2
310407,2,2
311131,2,2
311194,2,2
310449,2,2
296003,2,2
307147,2,2
280908,2,2
281791,2,2
279042,2,2
275524,2,2
274820,2,2
276206,2,2
276310,2,2
271348,2,2
276135,2,2
275556,2,2
273032,2,2
275806,2,2
360674,2,3
361195,2,3
360915,2,3
361311,2,3
362364,2,3
362351,2,3
361189,2,3
361587,2,3
361401,2,3
360500,2,3
331622,2,3
328815,2,3
333703,2,3
335319,2,3
331017,2,3
342989,2,3
342910,2,3
336785,2,3
336557,2,3
348023,2,3
344447,2,3
347390,2,3
347734,2,3
382507,2,2
362388,2,2
384998,2,2
367015,2,2
377401,2,2
376854,2,2
374214,2,2
372902,2,2
374454,2,2
341300,2,2
340498,2,2
350898,2,2
350378,2,2
332441,2,2
333031,2,2
335142,2,2
323003,2,3
311570,2,3
323315,2,3
311429,2,3
322841,2,3
288426,2,3
288648,2,3
288724,2,3
288494,2,3
288297,2,3
288714,2,3
287540,2,3
291534,2,3
265957,2,3
281132,2,3
275297,2,3
287319,2,3
287508,2,3
291444,2,3
291352,2,3
290944,2,3
254849,1,2
254741,1,2
254174,1,2
254407,1,2
258758,1,2
258861,1,2
250662,1,2
250421,1,2
258553,1,2
258843,1,2
250570,1,2
250365,1,2
250966,1,2
198860,1,2
198784,1,2
199096,1,2
199580,1,2
199024,1,2
198820,1,2
198776,1,2
198762,1,2
160054,1,2
159358,1,2
157729,1,2
158173,1,2
158711,1,2
159443,1,2
159624,1,2
159414,1,2
158285,1,2
158831,1,2
158726,1,2
193390,1,2
180024,1,2
192517,1,2
193668,1,2
192766,1,2
184815,1,2
207631,1,3
206200,1,3
205899,1,3
205320,1,3
212286,1,3
201765,1,3
203003,1,3
203635,1,3
205677,1,3
199654,1,3
199625,1,3
199312,1,3
248263,1,3
247035,1,3
250878,1,3
250885,1,3
259699,1,3
259102,1,3
259808,1,3
258952,1,3
259771,1,3
165288,1,3
165851,1,3
165367,1,3
165146,1,3
165258,1,3
165877,1,3
165416,1,3
165871,1,3
165106,1,3
164903,1,3
165056,1,3
165278,1,3
165150,1,3
154063,1,3
154518,1,3
154579,1,3
154742,1,3
154410,1,3
148674,1,3
148808,1,3
148550,1,3
155347,1,3
148515,1,3
148982,1,3
17302,1,1
17466,1,1
24019,1,1
23822,1,1
29311,1,1
29501,1,1
23577,1,1
22564,1,1
29502,1,1
23292,1,1
29577,1,1
29623,1,1
59681,1,1
60646,1,1
64962,1,1
61648,1,1
64701,1,1
52753,1,1
52258,1,1
49209,1,1
52848,1,1
51661,1,1
51977,1,1
52027,1,1
49441,1,1
95015,1,1
92518,1,1
92400,1,1
93540,1,1
96095,1,1
96233,1,1
93004,1,1
93527,1,1
93726,1,1
107832,1,1
102332,1,1
101632,1,1
101949,1,1
107732,1,1
108007,1,1
101481,1,1
117061,1,1
127282,1,1
125344,1,1
126438,1,1
126308,1,1
114721,1,1
118740,1,1
117826,1,1
47109,1,2
38336,1,2
37832,1,2
46957,1,2
49086,1,2
36893,1,2
29436,1,2
15431,1,2
24089,1,2
23732,1,2
15687,1,2
28168,1,2
29459,1,2
101945,1,3
107785,1,3
102073,1,3
102117,1,3
107690,1,3
102018,1,3
104297,1,3
105568,1,3
95667,1,3
95588,1,3
95002,1,3
94308,1,3
96178,1,3
95114,1,3
94504,1,3
95696,1,3
95975,1,3
95729,1,3
29612,1,3
29422,1,3
29207,1,3
29532,1,3
29544,1,3
29486,1,3
29637,1,3
29414,1,3
29487,1,3
29630,1,3
29455,1,3
29401,1,3
29316,1,3
36277,1,3
60080,1,3
36194,1,3
52659,1,3
63865,1,3
52081,1,3
52663,1,3
42134,1,3
41721,1,3
75416,1,2
74963,1,2
89319,1,2
74876,1,2
86442,1,2
105207,1,2
103324,1,2
103795,1,2
102525,1,2
102589,1,2
103379,1,2
105148,1,2
104894,1,2
103774,1,2
106038,1,2
105075,1,2
106191,1,2
207034,1,1
211243,1,1
211518,1,1
207712,1,1
205864,1,1
208737,1,1
205979,1,1
207968,1,1
205506,1,1
226567,1,1
215090,1,1
213940,1,1
258510,1,1
255464,1,1
236543,1,1
259304,1,1
259324,1,1
236473,1,1
240764,1,1
231310,1,1
240944,1,1
240857,1,1
190320,1,1
189392,1,1
183634,1,1
184063,1,1
184941,1,1
193010,1,1
192581,1,1
177128,1,1
178131,1,1
173436,1,1
173471,1,1
173940,1,1
173938,1,1
140481,1,1
146694,1,1
132506,1,1
142023,1,1
154835,1,1
154237,1,1
152444,1,1
148398,1,1
149260,1,1
150938,1,1
148841,1,4
154313,1,4
153835,1,4
148557,1,4
148847,1,4
155335,1,4
153955,1,4
153992,1,4
154155,1,4
154879,1,4
155064,1,4
154796,1,4
154537,1,4
183948,1,4
185131,1,4
182978,1,4
181861,1,4
184662,1,4
184801,1,4
184677,1,4
182916,1,4
182310,1,4
232096,1,4
229570,1,4
231386,1,4
231557,1,4
229538,1,4
242713,1,4
250377,1,4
254530,1,4
244413,1,4
242962,1,4
230666,1,4
237184,1,4
201538,1,4
198703,1,4
202094,1,4
199854,1,4
199143,1,4
199121,1,4
202615,1,4
198659,1,4
53041,1,4
51394,1,4
53214,1,4
55492,1,4
50423,1,4
53015,1,4
53072,1,4
51403,1,4
37177,1,4
38795,1,4
37515,1,4
38787,1,4
37280,1,4
38021,1,4
40994,1,4
17395,1,4
18369,1,4
24482,1,4
24387,1,4
24420,1,4
1012,1,4
720,1,4
2020,1,4
768,1,4
635,1,4
6250,1,4
5524,1,4
6028,1,4
7425,1,4
118193,1,4
117957,1,4
126588,1,4
126728,1,4
115643,1,4
114829,1,4
115446,1,4
115447,1,4
114884,1,4
108011,1,4
105564,1,4
103756,1,4
101637,1,4
101932,1,4
66889,1,4
74677,1,4
75558,1,4
65920,1,4
74118,1,4
74915,1,4
89133,1,4
87784,1,4
94046,1,4
95894,1,4
89419,1,4
314439,1,2
311370,1,2
311437,1,2
311508,1,2
311683,1,2
311660,1,2
311782,1,2
311435,1,2
311488,1,2
311721,1,2
311574,1,2
311545,1,2
311657,1,2
311774,1,2
274201,1,2
275287,1,2
276128,1,2
272127,1,2
272396,1,2
274419,1,2
273087,1,2
340182,1,3
351924,1,3
341966,1,3
329895,1,3
335824,1,3
352251,1,3
345310,1,3
374622,1,3
363179,1,3
374625,1,3
363226,1,3
364271,1,3
265557,1,3
265425,1,3
268423,1,3
268436,1,3
273784,1,3
270869,1,3
272188,1,3
271048,1,3
272742,1,3
267928,1,3
267679,1,3
311057,1,3
311279,1,3
310489,1,3
310491,1,3
310758,1,3
310615,1,3
310494,1,3
311181,1,3
310677,1,3
374249,1,2
378115,1,2
360906,1,2
373478,1,2
335759,1,2
330786,1,2
334710,1,2
329634,1,2
328872,1,2
329038,1,2
365707,1,1
361869,1,1
362121,1,1
380970,1,1
373631,1,1
374698,1,1
382346,1,1
363072,1,1
360760,1,1
350922,1,1
351944,1,1
352126,1,1
351419,1,1
350734,1,1
352167,1,1
350371,1,1
351474,1,1
351218,1,1
350926,1,1
352096,1,1
302975,1,1
302570,1,1
310298,1,1
300750,1,1
295418,1,1
315268,1,1
265942,1,1
269192,1,1
269815,1,1
265979,1,1
265867,1,1
268336,1,1
265604,1,1
268487,1,1
265844,1,1
266176,1,1
288654,1,1
288381,1,1
287706,1,1
287614,1,1
288361,1,1
287525,1,1
288272,1,1
288719,1,1
288510,1,1
324441,1,4
323663,1,4
324365,1,4
324165,1,4
324204,1,4
323231,1,4
322873,1,4
323505,1,4
323738,1,4
323759,1,4
268370,1,4
268351,1,4
266009,1,4
276385,1,4
273680,1,4
275637,1,4
265220,1,4
268444,1,4
267562,1,4
350523,1,4
342740,1,4
343936,1,4
342980,1,4
373482,1,4
374782,1,4
369444,1,4
368740,1,4
363817,1,4
368137,1,4
374056,1,4
374765,1,4
390025,1,4
390677,1,4
389167,1,4
389238,1,4
390686,1,4
390299,1,4
390227,1,4
389346,1,4
390513,1,4
390975,1,4
389427,1,4
268417,2,4
275985,2,4
275378,2,4
275129,2,4
269274,2,4
287498,2,4
283155,2,4
283701,2,4
288469,2,4
280798,2,4
282930,2,4
283271,2,4
324266,2,4
323175,2,4
323180,2,4
324605,2,4
324515,2,4
322913,2,4
310289,2,4
307977,2,4
308283,2,4
310635,2,4
305183,2,4
308940,2,4
308589,2,4
389460,2,4
390489,2,4
389518,2,4
390552,2,4
389932,2,4
389681,2,4
364678,2,4
365056,2,4
365557,2,4
368768,2,4
365022,2,4
372531,2,4
369374,2,4
351693,2,4
350298,2,4
345230,2,4
351992,2,4
352014,2,4
351736,2,4
336702,2,4
342964,2,4
343920,2,4
343905,2,4
336573,2,4
343674,2,4
342432,2,4
342767,2,4
343918,2,4
