TAETIGKEITSSCHLUESSEL4,EF21,B52
2,358078,243.46207518788336
2,344351,155.65805268971846
2,346472,152.9898399272921
2,357918,229.8792082379685
2,358119,225.9456718632014
2,336858,241.69321769499317
2,336064,245.87646385214856
2,344895,244.35266695221497
2,346938,245.23478952752973
2,357890,224.4062944783338
2,265712,293.06502545606867
2,274564,311.1375246172789
2,275467,304.0462944511911
2,265879,292.0538749079304
2,282422,336.28901216421343
2,281184,340.26049778505086
2,288733,487.47490484083613
2,281940,487.2314033369186
2,280834,486.1611828445018
2,281855,463.09144133792483
2,287444,431.97285913763534
2,287739,431.25840355162734
2,284026,484.6800336782183
2,284206,431.4803920803891
2,283969,431.8128026970306
2,265915,423.69771133837634
2,287410,501.6054865957499
2,265933,117.70318256532897
2,266124,57.42165713680988
2,272120,110.28753993594809
2,273188,105.7093118353654
2,275493,21.694862344722015
2,266001,82.02662725910454
2,281410,62.85094570565447
2,322727,93.87916336530353
2,311359,93.62913162673607
2,314456,29.555723329583856
2,292138,16.298467882058045
2,310446,152.13797966302243
2,310982,245.10332872903365
2,280641,106.58539519317253
2,311387,203.69268428541466
2,268649,247.7758153870025
2,310504,23.904238385789917
2,311219,108.7354754125025
2,273697,111.9834605191062
2,266020,161.83736897079095
2,291695,984.8224294940906
2,291059,984.8096004502073
2,273487,964.7807288843011
2,282609,904.6425687074609
2,291508,842.2532639408824
2,311353,980.7847280469424
2,270958,964.4403746840986
2,311778,911.7191309590407
2,265419,822.5565660806396
2,270533,808.5328768045764
2,266143,834.1736574597202
2,266235,839.4354025396277
2,311117,982.0070182629136
2,274232,815.8240821616238
2,311724,879.8995369626367
2,282394,908.3642923306323
2,271281,927.0391050815814
2,311701,678.4931272091704
2,311519,765.5891854984739
2,311428,670.4058197445083
2,310411,765.7418633464231
2,274868,627.5464604084856
2,291681,725.8742218679818
2,288713,575.2622515365196
2,281384,708.3108400136852
2,295702,641.1790539578062
2,314994,671.007921913128
2,287432,681.5949864651931
2,322636,722.4127036233302
2,288608,562.789978027344
2,302863,671.6862795369311
2,265383,671.0757739622239
2,274371,575.3450591449022
2,282041,654.4747486824092
2,275373,588.8022875756792
2,362303,840.7223907680259
2,365296,879.2460002422804
2,372863,854.483623193166
2,327863,860.0807737334436
2,334353,860.7951928154513
2,341224,815.6671701273809
2,389595,808.0072226917928
2,384090,817.5535046385703
2,377097,823.1203676315405
2,374743,832.1156115997924
2,357969,931.4747602063482
2,340376,926.7473628359626
2,373795,844.8603075631801
2,332747,812.5594687423124
2,384613,670.6581868014537
2,389771,687.6093892672852
2,389591,680.2319938068839
2,386680,655.6411258290306
2,376952,652.6902079850161
2,377716,655.983353298373
2,390867,688.6868336603815
2,374750,654.8684782412965
2,335891,626.866118630458
2,335998,654.6711831107153
2,389144,722.1550111499815
2,347814,684.5518917011121
2,361842,585.0160081665193
2,361845,549.8322868355091
2,344712,557.3960109335228
2,390987,679.3484658211678
2,361598,706.3708736347974
2,361094,707.2651599244049
1,249877,1256.1426131864055
1,230475,1142.4807370458147
1,212773,1245.707017170088
1,242309,1218.1174450601582
1,207276,1074.7223344465679
1,212233,1194.0174728580114
1,240875,1195.7419634376186
1,258474,1230.9690122262184
1,216064,1118.5975989027886
1,215517,1129.8114737276196
1,224229,1135.2212990347723
1,143055,1239.3310654941945
1,181497,1194.3497218324167
1,146975,1047.9301711435403
1,148686,1042.6616900884544
1,165282,1192.3981707674861
1,146338,1149.9414498631124
1,163036,1131.162030863301
1,165383,1260.2274309671695
1,192772,1103.6713252672214
1,180938,1229.2158560846735
1,141852,1051.390559826396
1,181847,1222.5474990511839
1,165428,1048.4038795848282
1,165010,1342.5971281762704
1,146562,1340.8538486474883
1,148776,1334.4408221491576
1,163714,1340.5844275985482
1,165226,1343.4031150492408
1,164971,1310.0888831229076
1,145944,1343.325179861791
1,230420,1335.3812376065634
1,234965,1287.635004454635
1,215491,1315.3917370458646
1,213733,1315.7387218320798
1,254920,1315.4856825273296
1,258200,1315.996635552015
1,230346,1314.6515955498717
1,223295,1342.2461510493924
1,230622,1340.4765448187081
1,125520,1218.727653447754
1,126603,1274.0287700579606
1,125173,1256.1643948388053
1,126966,1262.924133716662
1,126718,1256.2524139088828
1,125615,1217.8483519281908
1,125953,1247.580940513854
1,127718,1277.479690415876
1,129350,1256.3050169408898
1,130842,1256.5628419201137
1,74404,1256.9756548297166
1,130194,1259.7708976891604
1,69166,1272.791142107121
1,68263,1147.3729699523333
1,68613,1149.7647640090768
1,93983,1130.5566359007805
1,104287,1128.8623003237572
1,118526,1231.5300107533787
1,118677,1225.1868665390552
1,102218,1259.4175314901581
1,125809,1246.5824788298146
1,127836,1048.288197411126
1,89370,1194.3983569638215
1,89307,1195.5886415865607
1,17831,1105.1667604518475
1,29533,1129.5765466154432
1,17594,1107.9361893013354
1,29498,1226.2124415470635
1,29568,1229.842445566472
1,11817,1111.9388619280617
1,24834,1276.4699076986722
1,29566,1224.4730621549822
1,29526,1228.8487785399416
1,23785,1129.2989131494178
1,26836,1273.9596584084056
1,24220,1194.3699677135728
1,17803,1263.8187457392837
1,16838,1260.391415838966
1,35881,1158.7745969823266
1,37930,1172.1953567005328
1,155020,967.766186757718
1,155094,965.1744504180228
1,148592,967.8327315955966
1,148518,967.319158820732
1,154488,980.8497233755932
1,154113,983.6574245330665
1,158830,982.9152411097746
1,158860,983.1319803066831
1,145691,832.6787554780564
1,140126,838.8511528161259
1,140504,838.4109753867041
1,163740,857.7946199492908
1,163617,857.098921398321
1,177497,841.2488458176265
1,176672,842.1451657764646
1,189320,893.4045044097022
1,188813,893.7083619359844
1,173877,861.2265796809869
1,165747,643.523046162982
1,184727,615.467458964684
1,148828,624.3028980087289
1,172889,611.0962213244014
1,148540,562.789978027344
1,159551,738.476654564615
1,148510,654.4486920107407
1,163246,614.6221377984144
1,148626,709.1186914632287
1,165090,562.789978027344
1,198675,519.5500178327942
1,223721,612.3760634107872
1,226543,549.276956639948
1,202898,519.9134772885425
1,223816,614.0528351517008
1,233478,562.789978027344
1,255852,591.6249146131182
1,244231,587.616529849451
1,251878,588.6503731562191
1,254145,606.2227221987253
1,258292,608.9067851264675
1,199622,934.1558627116267
1,205688,934.8607800389949
1,204950,933.2634857668947
1,201834,933.513834506349
1,211175,967.6577770600616
1,211902,967.3387444903069
1,199147,841.6918246848186
1,199406,841.3996875032902
1,202069,801.590236358265
1,214893,867.6589548176961
1,214292,865.1609614747019
1,207250,797.9362406527007
1,224214,842.4469011754599
1,224114,842.5230885253274
1,226401,799.2253398169455
1,227278,797.4861357334593
1,29521,892.4445255913362
1,29633,836.5371884647059
1,5546,870.0212037766914
1,29402,876.1464202677402
1,17092,842.0586777054752
1,18292,842.5209010825573
1,18266,869.1244135047573
1,29520,845.2235920088418
1,16978,892.1840068435605
1,638,845.0264041015695
1,289,846.0765688418005
1,29315,877.2660752289049
1,1644,847.153150240513
1,55707,996.0173826174332
1,59584,921.8009623020762
1,59591,922.9125771690915
1,36184,984.0131883538189
1,57011,982.8546068961914
1,38876,981.0871716421859
1,29513,919.597294504724
1,29655,919.5520260038006
1,29341,926.1121773305334
1,31201,913.4494890852101
1,29328,935.7913348001321
1,41,728.6944352672585
1,1932,719.6332779490243
1,23874,716.5320937252751
1,22822,716.4964866715972
1,11480,725.3935129937076
1,29615,723.2959971363335
1,29661,720.0510859682256
1,755,721.1937499912945
1,56697,757.4714583372751
1,57024,754.7414222097718
1,62983,704.1507974946743
1,62823,738.7395809430241
1,63465,739.6111935200906
1,56096,723.9200295872041
1,57263,723.3056307639679
1,56898,722.3204939262275
1,62653,736.669037458081
1,65387,726.3500209857973
1,89478,670.48867926769
1,89460,725.283392194644
1,89341,720.7924050601208
1,68440,671.5713097967763
1,94727,727.3870668031769
1,95882,727.7797879093761
1,89257,718.6959350993466
1,89366,736.918110770897
1,89284,739.9969192451664
1,118382,517.6729061575916
1,127135,562.789978027344
1,127215,562.789978027344
1,129866,528.1999872998013
1,130600,530.0046902065549
1,107634,531.3406681343552
1,106070,516.1388332546986
1,102590,516.5785660744154
1,105512,600.6802175173749
1,107559,518.4668991415277
1,107545,516.015756692955
1,127833,584.5912270443451
1,94712,984.5127505546213
1,105950,981.2379569388011
1,98577,929.7170990751288
1,74073,989.7717573622332
1,89415,844.286882004027
1,98801,929.4631920981801
1,95061,870.873596316524
1,117694,892.2291281696539
1,107915,801.3912956025525
1,107786,837.8566952065552
1,103342,967.6355249726174
1,107910,981.0520440109161
1,125801,840.9766065778332
1,92360,987.6806733954268
1,107869,986.0503290415254
1,89484,932.9593354549797
1,164999,115.99823945964101
1,165691,31.112497495629633
1,165602,29.59804829840955
1,173314,106.24305156039304
1,173298,105.78210622306914
1,165147,70.69849796198218
1,165768,71.06766700276987
1,189679,119.87129214960589
1,189598,112.30286661853248
1,173862,104.00968596068978
1,181873,216.82086377175898
1,181173,216.2404144471994
1,180786,173.45575330889713
1,180599,168.70423807761674
1,181413,133.14358863938915
1,181477,128.43983213423934
1,165013,217.7969862626919
1,165391,217.3687869726325
1,176627,233.90845903494156
1,176156,232.9279231133091
1,177628,217.1617538476714
1,177255,217.54455554674644
1,223472,233.1760793426414
1,215016,148.7235475192931
1,215085,151.46076645523144
1,198852,171.83007128290566
1,216949,134.3562390075187
1,216798,131.89256159476477
1,206351,172.40428297104683
1,206435,174.2809593443773
1,202673,147.48425007649865
1,259407,46.717189106312496
1,258876,44.561058834079034
1,234532,124.70388928974546
1,231611,57.11963335899585
1,232045,56.08678061062095
1,254580,46.19806885062873
1,254946,46.76557791559877
1,165243,410.1559252751387
1,183271,328.1136132177546
1,163652,309.86157321978556
1,189545,428.8699499823521
1,172370,410.78863501734685
1,165482,367.8343994908757
1,163014,333.26007303126477
1,158986,292.03790402352456
1,165031,307.56326354559087
1,147148,411.73427468305476
1,165253,328.32494216446116
1,165310,409.07272826234845
1,172630,366.96704037426724
1,165182,412.4657664882648
1,172450,410.180530304918
1,258623,462.818123335696
1,230523,492.8208112566354
1,259371,388.9408087754327
1,251543,399.83310620343025
1,246008,470.6328126608985
1,229710,408.93183932914104
1,234272,408.1744001217771
1,258696,445.0834658920118
1,210987,495.41476900882367
1,216749,292.2531434375778
1,211958,416.23257710333536
1,204915,428.50692388055694
1,231177,331.1113359174794
1,206259,492.019469190352
1,246518,275.6941029984555
1,243274,494.0853783210982
1,242997,477.35653973960746
1,246880,285.219107058723
1,234909,493.23957055272894
1,226668,286.6297032423989
1,126138,494.5023776059033
1,104560,464.6872759368706
1,102482,465.30902898509686
1,102231,414.20840616215986
1,101766,408.99254103888535
1,107721,422.177799863731
1,107628,422.9970504823044
1,126400,447.5513474271388
1,126615,445.53336556114886
1,118455,502.2285703344631
1,117497,501.6941970062225
1,107780,494.59788621838186
1,107979,493.30455825791165
1,62563,104.44787306895348
1,45446,46.39515828559436
1,65213,21.488071980227964
1,62767,90.0926403468473
1,51607,26.507576972052732
1,61342,26.944600430375118
1,48858,44.264202557718804
1,37584,47.9385738040346
1,60230,16.800100551481652
1,1775,239.49169739676435
1,29615,118.0338273231986
1,29339,25.738492823755777
1,29328,26.332938267783113
1,29195,23.81832013058741
1,46441,217.0975254423247
1,51462,85.54911293541922
1,52200,217.34728789568902
1,49678,131.51765249877795
1,951,87.90688501273955
1,1211,217.37724128302753
1,24136,287.9464433472467
1,12721,363.469715192901
1,24016,281.99329090264774
1,12635,279.63076091499613
1,107734,26.420197332061022
1,103393,86.4267895731304
1,119296,172.45237685590132
1,65736,238.14836524417467
1,93336,112.97804741224006
1,74945,178.04623306090465
1,66126,30.889946689732795
1,67279,234.0639100540623
1,66369,62.561805972240805
1,87225,163.71991901944827
1,94672,238.33515330078717
1,94314,237.41597411865664
1,66019,147.29748719950467
1,75628,118.30086709870329
1,92464,23.376358696160203
1,93080,23.078333177834534
1,317653,293.94040947231105
1,315945,258.55923945020754
1,284008,414.17722396503143
1,310889,413.68435688978195
1,292307,360.2524185852654
1,268464,485.96279587167527
1,324063,330.4434580232144
1,267480,366.92404735447604
1,288661,492.073677104235
1,282073,425.0256582011794
1,269710,341.6054848416151
1,295013,309.3254907227664
1,288259,292.12954038005796
1,322608,277.87956341667547
1,296228,388.194659217823
1,310402,493.34642906461414
1,281185,428.959854772672
1,373268,387.9313686228725
1,382977,305.043210876783
1,358216,395.68026771993146
1,350341,430.0918674113082
1,350238,293.47419049326083
1,370025,492.3246040640776
1,350306,423.2930140826133
1,370720,265.40508252251783
1,358394,395.0148002780835
1,374638,292.9786992803356
1,341339,264.90512832769116
1,352768,444.5595590831194
1,352054,417.8436959021956
1,362278,412.3398252047701
1,340157,332.1459550215537
1,318339,91.61959506675456
1,268644,111.57111161615025
1,314514,25.982763607025817
1,295892,216.5945861737847
1,273129,233.85653235210745
1,270742,104.59201352230549
1,300278,47.10279603649488
1,319286,235.74153136894995
1,309186,78.13199107202213
1,266145,237.19110749919403
1,315125,171.7505858111991
1,314930,25.339195322798773
1,311432,175.55295733191946
1,323071,127.50339887186615
1,265283,22.30301992415105
1,269341,165.5861223019705
1,322775,118.68438559953931
1,284457,162.80569778674288
1,311111,152.39371475581123
1,281726,216.84717754405378
1,383291,87.70204902887437
1,383219,106.39693684668202
1,384341,108.41520386588837
1,386499,84.87687316333657
1,384056,24.306889916992937
1,384790,31.86584735046666
1,374223,75.63029534561495
1,374653,75.25388568375281
1,367910,30.750554348631187
1,368449,841.3365278175572
1,373719,869.8804655077573
1,360953,846.319311908684
1,352115,912.7520538310217
1,350220,800.72968891911
1,358041,866.6705180387132
1,358258,796.1298892437775
1,389857,797.5003118184397
1,372879,847.6382482496451
1,335118,916.2659151755363
1,262802,562.789978027344
1,269006,562.789978027344
1,273086,575.2988979593198
1,279373,568.8210043347879
1,282966,572.7962153161967
1,311752,615.4304485034799
1,311433,651.0265465408672
1,288586,624.7930922464583
1,323229,624.363623260895
1,296097,759.4774394902533
1,318999,717.7974736609694
1,263038,573.1518368553868
1,262365,601.0770043898768
1,383739,605.8664627575502
1,363905,613.2824357977543
1,368116,605.1304701809865
1,372870,562.789978027344
1,361367,612.3957422406271
1,367699,602.6497882851716
1,341737,608.1637905821012
1,390590,571.8697416002643
1,389358,672.4005545418607
1,340799,746.7030273324825
1,390586,586.8670087313975
1,389313,584.5270860333691
1,330852,722.2069797975238
1,351563,721.1815708515682
1,374143,648.7574264448501
1,377779,670.004236914164
1,318483,843.970788393353
1,310744,892.7390406159402
1,311067,817.1680405984616
1,310551,854.6364173208157
1,314747,833.2162863171611
1,310491,817.8522712837495
1,311688,839.6780719128614
1,295508,842.9135554791538
1,323538,798.8107317951791
1,265251,843.7191262397937
1,310689,838.1193142868672
1,272212,811.4703000096466
1,269511,796.8400414192457
1,282628,796.385497843508
1,317837,1038.3329688007466
1,311305,1046.2169478248973
1,323008,1039.9434491534744
1,319201,1045.5684565478373
1,283031,1156.450527208142
1,284328,1156.3421931983662
1,265345,1227.4313291796586
1,268991,1263.948498417269
1,271758,1230.502483944702
1,318148,1260.7958518804326
1,296911,1272.6175437072038
1,295224,1273.7048323751885
1,295563,1274.7398391982965
1,296661,1210.3508884282292
1,323510,1260.546157120923
1,311278,1218.1379421963095
1,306352,1273.1223154249883
1,274389,1341.321553519946
1,288671,1342.2390497290253
1,270789,1330.6887373582947
1,310350,1285.0416551105973
1,295131,1333.861238323171
1,265266,1329.3159231054333
1,268607,1341.048739280368
1,350350,1050.7583027957712
1,350225,1052.6343252947406
1,340847,1110.9445000515227
1,352893,1131.2912509266057
1,390642,1132.989986894094
1,351944,1134.140633054185
1,382090,1207.408822094027
1,365521,1192.0489425905655
1,389135,1116.975466193024
1,374100,1104.4115983320619
1,361795,1228.8869521179004
1,341882,1054.2475706242076
1,390081,1156.588569770156
2,350709,1131.8980309057151
2,335685,1079.3022302261124
2,334616,1079.6343105469837
2,332818,1133.069409947999
2,329213,1130.5854468874684
2,334490,1098.0044950911401
2,334127,1094.9632822798867
2,335479,1093.4518033407605
2,335976,1131.9408432908115
2,336182,1129.5404619698465
2,362373,1074.5079353872422
2,361093,1074.4281948788675
2,372914,1051.912878947721
2,372974,1049.1653746919533
2,373538,1050.0794903955004
2,374007,1052.1771657666545
2,378871,1129.8612675959341
2,378658,1133.8834386000592
2,361412,1037.1282110747075
2,362177,1039.7169096523824
2,386233,1037.0052262327213
2,386744,1036.8096064663591
2,275758,1135.3419286715325
2,287421,1088.8199051833974
2,266755,1053.9152972829206
2,291343,1151.1967821435053
2,281553,1102.1077105513702
2,292379,1141.0218065821343
2,291273,1142.898097346186
2,287707,1051.3541198214953
2,287705,1048.175775032335
2,288480,1143.268659977023
2,265662,1261.1367399602584
2,290975,1261.799933754531
2,288465,1263.387939362479
2,266044,1097.4456313761589
2,265980,1089.8207029892008
2,266742,1062.9585592069232
2,310809,1260.4472102416914
2,287277,1194.2000461522482
2,295048,1040.3622947429644
2,275567,1258.7352095811723
2,295094,1262.4161875116442
2,296513,1262.933781395635
2,296760,1256.8834250111806
