EF21H,TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5
1270.0301010069552,2,3
1269.1129813009632,2,3
1269.4234670611174,2,3
1269.2377046429951,2,3
2438.5572358295876,2,3
2465.3312291141697,2,3
2454.3732997423535,2,3
2475.3230949151202,2,3
2436.835465444404,2,3
2453.0356882066094,2,3
2477.22338761387,2,3
2438.0908001198995,2,3
2457.6984483800557,2,3
2436.1326801095843,2,3
2459.504547998014,2,3
2995.98076240461,2,3
2784.7850052021886,2,3
3047.3279684727822,2,3
2992.5391600967973,2,3
3070.4363991369196,2,3
4794.061335584107,2,3
4614.047645304208,2,3
5060.411922415313,2,3
5063.943334898278,2,3
5023.117052027175,2,3
5081.469762643449,2,3
4627.266710335882,2,3
4848.869704092959,2,3
4781.506137115242,2,3
4811.4885913884755,2,3
4775.75562123127,2,3
4667.3579798671635,2,3
181.93483516554045,2,2
180.0104262424923,2,2
180.42911863873516,2,2
222.8491358185941,2,2
217.6551456685712,2,2
216.19173910355238,2,2
216.18820025351442,2,2
219.9617442887624,2,2
219.6507645765292,2,2
216.0135511388179,2,2
214.7255071023551,2,2
18.936192449822244,2,2
121.7277106678074,2,2
113.02866249923707,2,2
54.46342316250991,2,2
42.11430769561966,2,2
34.24395725043415,2,2
9.345112122556003,2,2
268.9439070370275,2,2
279.22577800521594,2,2
276.915091631035,2,2
310.8125286276982,2,2
304.06104137557514,2,2
308.8074951735489,2,2
307.31492672393796,2,2
276.8059645922715,2,2
279.98176237735856,2,2
274.7562335038159,2,2
276.3841052845221,2,2
273.58782668887795,2,2
509.8368103107616,2,2
502.0671283393787,2,2
457.9332762593243,2,2
458.6459546025768,2,2
496.7413844186643,2,2
496.15512161357265,2,2
969.7390120163211,2,2
985.2498227327084,2,2
985.1093735004365,2,2
940.824390709702,2,2
948.1765867289765,2,2
900.5989404877142,2,2
903.8425917991794,2,2
927.7981625599771,2,2
862.9312285147125,2,2
852.1731390408535,2,2
851.2327075896519,2,2
855.4842535670033,2,2
862.5933645997231,2,2
861.6708079891004,2,2
862.0164454809702,2,2
861.714926296092,2,2
854.4247456741829,2,2
787.8704683404504,2,2
808.620316336739,2,2
849.641898662109,2,2
545.4795635187484,2,2
545.102777042334,2,2
610.3587264279014,2,2
590.3584320029316,2,2
613.2247310556861,2,2
606.2538721371769,2,2
671.1287183131524,2,2
680.8963755628838,2,2
729.9547212463652,2,2
676.0660736189491,2,2
678.953333392345,2,2
680.075269695553,2,2
677.2881539371568,2,2
1535.7756277038993,2,2
1513.6036594474165,2,2
1494.497835521425,2,2
1492.4741877150268,2,2
1488.546585254635,2,2
1497.9863854785576,2,2
1495.2996819649834,2,2
1488.5987166969473,2,2
1363.4576711207903,2,2
1308.5915390404432,2,2
1399.5200729866663,2,2
1295.4004248053225,2,2
1300.8149904252373,2,2
1296.4185872913722,2,2
1310.5372254533788,2,2
1741.7524765590074,2,2
1601.1296222804635,2,2
1609.4500760233655,2,2
1622.6628127274885,2,2
1620.060629320453,2,2
1747.7077893690073,2,2
1721.4638127486485,2,2
1701.859788049559,2,2
2966.57407009781,2,2
3001.822999082123,2,2
2988.29849564647,2,2
2601.4811941033477,2,2
2563.2492229628747,2,2
2667.712222910761,2,2
3070.10208294979,2,2
2993.7820801536805,2,2
2957.349701813508,2,2
3062.2762834807827,2,2
2603.05909889772,2,2
2611.2370159210145,2,2
2668.5233528742338,2,2
2637.2022603772302,2,2
2655.783950511569,2,2
2662.9928932420503,2,2
2687.315803705806,2,2
2566.0394586674115,2,2
4262.79628424936,2,2
4393.348476970319,2,2
4254.016465997544,2,2
4674.803518174122,2,2
4360.45517771375,2,2
4336.837520561879,2,2
4777.613094899557,2,2
4855.716144394127,2,2
4676.803338740788,2,2
4726.884650185422,2,2
4261.853695694763,2,2
10391.83308083063,2,3
12134.00132817508,2,3
10604.903391686126,2,3
10886.197946184606,2,3
11878.224531547887,2,3
12144.062052344727,2,3
11730.108890063164,2,3
11541.613055769129,2,3
5048.517090854132,2,1
4347.006684592968,2,1
4832.625437582769,2,1
4330.610400308014,2,1
4610.035767711706,2,1
3520.4735974813366,2,1
3427.5089737304734,2,1
3423.639348982346,2,1
3439.992783558632,2,1
3525.3824902507317,2,1
3418.813434700216,2,1
3416.101320646178,2,1
3438.0259961556494,2,1
2275.3391500408834,2,1
2275.746128897893,2,1
2297.920110306543,2,1
2300.6650784847225,2,1
2280.624736580759,2,1
2280.9026814250496,2,1
2298.931878357454,2,1
2285.1050890871693,2,1
2286.0646658718706,2,1
12.352307439460525,2,1
0.08766811017294529,2,1
0.6861125807438189,2,1
9.502163587352177,2,1
5.0668321413599635,2,1
47.313624774184,2,1
7.05936650382808,2,1
1.793672672596367,2,1
219.39103578554744,2,1
222.51603198525748,2,1
180.82314818993106,2,1
181.56918725330593,2,1
398.0247777214075,2,1
437.4216444932445,2,1
433.08554078499185,2,1
394.75827652507365,2,1
384.8402326482033,2,1
424.55174454587535,2,1
457.7171726392821,2,1
457.4276250621017,2,1
489.1344338195723,2,1
488.307697527286,2,1
679.5848765247372,2,1
676.0132870866562,2,1
681.5369600870059,2,1
679.1612531714183,2,1
678.9036139963271,2,1
722.241570707556,2,1
722.4625350912069,2,1
680.8010085177611,2,1
686.182149669669,2,1
735.4326710295501,2,1
729.4952407776298,2,1
703.271131295557,2,1
679.7652143273266,2,1
535.5866147532654,2,1
534.4379897333248,2,1
530.7737564386196,2,1
596.2668470016863,2,1
867.1279324853575,2,1
864.4565656440362,2,1
867.2652012174676,2,1
868.0321602586713,2,1
870.2579684999882,2,1
869.4515554218154,2,1
871.6989586826628,2,1
869.4675633165549,2,1
867.197302031607,2,1
866.9625446723192,2,1
870.6500907012124,2,1
871.0657211402915,2,1
867.4874833695803,2,1
866.5695077243367,2,1
867.7637244369678,2,1
865.0423616813122,2,1
1731.1688549621729,2,1
1752.4552140497021,2,1
1731.0635731061736,2,1
1751.4054559525598,2,1
1756.36471511429,2,1
1606.8578813556478,2,1
1613.2754368482242,2,1
1605.1086319440954,2,1
1609.495340380447,2,1
1609.5240951407434,2,1
1604.412561066766,2,1
1727.3766928138705,2,1
1711.6481923166446,2,1
1097.380864590538,2,1
1070.4434386028825,2,1
1034.8461766743887,2,1
1074.8182362213565,2,1
1036.890878975731,2,1
1115.8071929659413,2,1
1091.1351886332577,2,1
1034.0641853115003,2,1
1096.711894949435,2,1
1157.5667472838427,2,1
1169.248048976012,2,1
1168.0111214203735,2,1
1158.2939028751452,2,1
1156.2300818380695,2,1
1165.4724299174854,2,1
1172.924214137923,2,1
1165.8849815982278,2,1
1320.1758197097345,2,1
1324.582725965293,2,1
1309.5412564604035,2,1
1293.474468605759,2,1
1401.9169831169759,2,1
1432.1663840594329,2,1
1470.1513788362581,2,1
1423.600674462178,2,1
1356.8287463410109,2,1
1311.5101520696633,2,1
1311.0499080112984,2,1
1293.7116980207647,2,1
115.86700435759452,2,4
45.82767341552578,2,4
182.58109626125426,2,4
216.73033234131188,2,4
229.55177376553695,2,4
218.05786885531592,2,4
234.95921834857387,2,4
231.2499022135195,2,4
315.815747075313,2,4
319.1007336106185,2,4
318.57663740728276,2,4
305.0550217227392,2,4
278.7145806038235,2,4
271.20471903435856,2,4
265.38908145117745,2,4
276.26305657429117,2,4
463.8965494973421,2,4
457.29752136762255,2,4
460.7470628342871,2,4
468.0171928891308,2,4
460.26846131604685,2,4
425.5168219684202,2,4
430.9305512172201,2,4
535.3371808432813,2,4
529.9769006650408,2,4
534.6531411598488,2,4
532.391850374919,2,4
533.2656545527984,2,4
533.3692210008829,2,4
528.8855425732477,2,4
530.9190863727632,2,4
529.8273144462388,2,4
531.3716796963515,2,4
535.486457582493,2,4
535.4354239079374,2,4
530.8955750346693,2,4
532.452807630954,2,4
647.4487839030863,2,4
640.4107553700354,2,4
647.7004779159275,2,4
642.217212972919,2,4
651.7636930982682,2,4
654.9215904776103,2,4
646.5194006042942,2,4
647.6071858785991,2,4
646.9896214463323,2,4
654.2802668521665,2,4
650.7126769494229,2,4
655.4684345594164,2,4
641.4985304393192,2,4
652.9936959010753,2,4
654.3397337591373,2,4
998.1697402439568,2,4
999.5796162107072,2,4
999.8984407306674,2,4
996.8265593104339,2,4
994.2264769678027,2,4
992.0861468328977,2,4
997.7768279742913,2,4
992.6485269888987,2,4
998.7147450320682,2,4
997.2055878017347,2,4
994.0726570418564,2,4
994.6971619447436,2,4
992.6655399452925,2,4
996.6495367310101,2,4
997.2258930195442,2,4
999.2876786247917,2,4
995.4611203701012,2,4
996.2812765916561,2,4
997.9004748909846,2,4
1288.3379886210278,2,4
1288.78810302467,2,4
1290.669302358683,2,4
1304.514644002926,2,4
1405.293653657554,2,4
1358.9091839957796,2,4
1346.599376451126,2,4
1372.66917549063,2,4
1363.3009915944442,2,4
1355.2192910458155,2,4
1079.1785033294807,2,4
1064.6899192646413,2,4
1069.5180037571492,2,4
1090.748987496638,2,4
1096.6262832961902,2,4
1065.8152906256094,2,4
1064.3779421903673,2,4
1112.503810079341,2,4
1115.5048344390113,2,4
1094.1709983087658,2,4
1089.7390857578432,2,4
1063.1191418315807,2,4
1093.5471514564017,2,4
1068.7098172224478,2,4
1068.5965171908754,2,4
1064.8369617120516,2,4
1843.946881389886,2,4
1846.2139555645756,2,4
1845.584101301332,2,4
1871.9287201858042,2,4
1890.6881468977858,2,4
1734.3763842125077,2,4
1700.0117321269668,2,4
1741.7782611945922,2,4
1756.9007669848845,2,4
1739.5004232216995,2,4
1733.1490758197926,2,4
1731.771240256204,2,4
1601.6565867123963,2,4
1545.7113277874914,2,4
1612.9916298363732,2,4
1600.260851188134,2,4
2318.9361216702814,2,4
2463.743027260611,2,4
2486.6103615956818,2,4
2492.2799509029123,2,4
2357.6925413674076,2,4
2980.8174093039383,2,4
3014.954157384301,2,4
2464.193942946344,2,4
2998.8828303505206,2,4
3577.7692823360744,2,4
3520.16633501012,2,4
3556.127770661928,2,4
3527.967636855697,2,4
6267.827968334605,2,4
5040.994616632182,2,4
4439.529894804328,2,4
5060.70701823544,2,4
6209.122862301956,2,4
4307.931011258448,2,4
5764.714451186658,2,4
20982.93226401988,2,4
22247.216296388622,2,4
19895.258235988556,2,4
24375.896935536002,2,4
1271.7864081129342,1,2
1226.2544876869144,1,2
1225.7790352174866,1,2
1269.2459666318823,1,2
1095.9847124888995,1,2
1150.0099471416302,1,2
1151.2257646606668,1,2
1150.0597973688127,1,2
1101.753909271467,1,2
1149.7657933964788,1,2
1151.3666465270992,1,2
1494.6258041577817,1,2
1503.435789192495,1,2
1495.8689366282053,1,2
1492.4166462769867,1,2
1494.1654405519967,1,2
1983.8352002223646,1,2
1976.6400091789185,1,2
1983.7463206017533,1,2
1971.7910952351024,1,2
1858.4736871047578,1,2
1868.0273458186039,1,2
1881.9268738757971,1,2
1873.8765821555496,1,2
217.8099796747174,1,2
219.58640347961864,1,2
199.64872375661432,1,2
220.4620782704235,1,2
219.16501544204414,1,2
219.0431751152215,1,2
221.13968821798647,1,2
98.21443067958288,1,2
109.65367979623177,1,2
97.11217156945784,1,2
111.70502843646105,1,2
103.17576378416081,1,2
104.45706843533998,1,2
107.6545843863895,1,2
349.0584402051486,1,2
323.97089863212045,1,2
329.91342964399627,1,2
380.09780638151454,1,2
376.14147746638656,1,2
380.9727219382285,1,2
378.9859595937504,1,2
382.1555862511492,1,2
694.8721876417881,1,2
689.131579462411,1,2
692.9006647100956,1,2
702.8797268155535,1,2
656.814815188638,1,2
620.738440666759,1,2
620.1361153491107,1,2
600.2727038480595,1,2
552.2246156562646,1,2
630.4402744234582,1,2
553.8029340517733,1,2
614.0769837373526,1,2
598.464438277569,1,2
553.1313721989876,1,2
555.153037882419,1,2
809.4010718385762,1,2
796.4701129022825,1,2
789.3907827836337,1,2
815.3748620781607,1,2
791.9137961724333,1,2
797.6500320838095,1,2
989.3427578172696,1,2
974.119978931267,1,2
860.8802458508932,1,2
975.4693722220552,1,2
797.0028566601924,1,2
920.9607052339338,1,2
859.316974677594,1,2
863.6219373826204,1,2
3334.5921832987783,1,2
2314.186537811964,1,2
2726.327919597302,1,2
2445.02326356042,1,2
2654.3758297758577,1,2
3030.250100002107,1,2
2273.0597103990235,1,2
2366.6433050588894,1,2
3012.18074232308,1,2
4288.167826610994,1,2
4444.0285818756165,1,2
4284.539992256564,1,2
4726.848165451188,1,2
4859.893691484462,1,2
4611.742984813911,1,2
4287.1166053437755,1,2
4241.829022062418,1,2
4321.596257390414,1,2
4427.292906809684,1,2
3176.9238626667698,1,3
3384.1296911245613,1,3
3362.47081467426,1,3
3363.580503905204,1,3
3361.1284649535214,1,3
3371.566003196967,1,3
3374.362080418461,1,3
3349.293582981303,1,3
3368.1554085560037,1,3
3357.6523650894046,1,3
3185.5047835790087,1,3
3181.61425076029,1,3
3179.133330906386,1,3
1560.8147382384047,1,3
1539.141274410988,1,3
1983.3944190242203,1,3
1742.162853763409,1,3
1993.2704924603042,1,3
1207.2586496199003,1,3
1211.6167823858013,1,3
1163.889829301109,1,3
1229.3764884243187,1,3
1223.4477361272852,1,3
1216.7205640483503,1,3
1270.7245720829928,1,3
1227.2530568825925,1,3
1225.4461159522193,1,3
1166.1848757363039,1,3
1223.1984050920819,1,3
1225.4951036174007,1,3
1229.9527895873784,1,3
1160.469083150374,1,3
1158.7999534137155,1,3
1412.1468994193997,1,3
1414.8316629048659,1,3
1461.3777315180582,1,3
1461.546103659591,1,3
1467.4052277616538,1,3
1465.4728758316223,1,3
1462.8878926379261,1,3
1499.4302869756739,1,3
1497.1778199286464,1,3
1493.9500794129592,1,3
799.2973883575992,1,3
788.8244688784563,1,3
787.6203263151377,1,3
788.4852473043959,1,3
785.6677316243588,1,3
789.4833742527909,1,3
785.8051283860584,1,3
786.7249832089674,1,3
808.245147588739,1,3
784.3696597998943,1,3
857.913446166584,1,3
861.3689110849361,1,3
852.8724485710201,1,3
858.6842767092244,1,3
863.1064725230415,1,3
853.2264070041936,1,3
855.4059547160521,1,3
848.730152981153,1,3
849.1712037894641,1,3
850.2458648984665,1,3
683.3761712872827,1,3
684.158065321271,1,3
695.3794430399489,1,3
692.6081202010043,1,3
692.3777452653059,1,3
682.760504174328,1,3
596.1116823941754,1,3
600.1983535601872,1,3
595.7055200526246,1,3
595.6135568581725,1,3
619.817281782348,1,3
627.9964590827394,1,3
617.8146892386867,1,3
569.9743477952894,1,3
599.4479073892379,1,3
377.94821512348307,1,3
367.11144562861796,1,3
380.7524328485113,1,3
379.40569816956156,1,3
366.88128790464344,1,3
359.6274732635362,1,3
365.3237118587527,1,3
351.4990754440809,1,3
348.856544473037,1,3
377.94630083151986,1,3
376.27186751099214,1,3
315.90890763828713,1,3
319.825932951484,1,3
489.37144378730835,1,3
461.62287107813245,1,3
463.4535431458182,1,3
489.8616765566821,1,3
488.59441996420827,1,3
489.2563603104827,1,3
461.60316026143005,1,3
429.38961919114666,1,3
446.413360836094,1,3
445.2456296221771,1,3
428.8715931835272,1,3
424.9201845267561,1,3
425.7622675790035,1,3
427.4008036204813,1,3
429.6518179221584,1,3
426.78708390412504,1,3
160.91807319728397,1,3
161.21757070544447,1,3
165.74929425170222,1,3
182.77996584572455,1,3
217.3893650966514,1,3
161.53267899202348,1,3
162.16813255075087,1,3
89.99930123748638,1,3
107.44247798350102,1,3
89.34629410654092,1,3
103.32557891437209,1,3
119.27489664702584,1,3
92.67316418734492,1,3
90.7609815811221,1,3
86.39798571883523,1,3
53.35096260783638,1,1
55.529822383065934,1,1
162.78977008148686,1,1
165.2591836799328,1,1
164.07515049725967,1,1
165.2564898857407,1,1
216.7588628495399,1,1
159.70989163678846,1,1
177.04621682051456,1,1
176.63598369167144,1,1
218.05032094663667,1,1
436.07572617679807,1,1
426.2600564638278,1,1
429.37070004918013,1,1
437.0731249448308,1,1
429.04222373065926,1,1
430.5034688088365,1,1
428.81461031771585,1,1
388.09279254168314,1,1
330.71505277779096,1,1
326.34052784081234,1,1
324.9520551804885,1,1
324.90921089757956,1,1
381.86675709107607,1,1
346.0037813868766,1,1
351.19343957723265,1,1
344.76030764561716,1,1
335.7356564188796,1,1
321.5336186508972,1,1
798.4833763946232,1,1
815.0933208423284,1,1
815.315049084342,1,1
864.795236872278,1,1
882.448419513378,1,1
871.5464455515454,1,1
786.543499586457,1,1
895.0304498613976,1,1
993.6262483143503,1,1
996.5196579181078,1,1
1008.2731954015264,1,1
1015.9038412782954,1,1
1023.5151894549135,1,1
1023.2704432859904,1,1
559.26386181306,1,1
559.393131006855,1,1
555.9561022311243,1,1
554.815856161399,1,1
559.8924118889679,1,1
555.0026284953091,1,1
554.4825123228102,1,1
556.2072951072558,1,1
554.7894376696073,1,1
555.7743024594877,1,1
605.0053205765295,1,1
603.3868840169739,1,1
601.5427083006015,1,1
604.9719308094136,1,1
606.0636549327133,1,1
606.9250596955101,1,1
594.2159556079582,1,1
603.8503334708072,1,1
678.9652401562114,1,1
676.7676282997855,1,1
687.675576095884,1,1
686.1814786225951,1,1
698.6493112786837,1,1
724.0824146605813,1,1
684.3501332609699,1,1
701.2853743824769,1,1
683.7103675919785,1,1
687.149143344626,1,1
1427.0060873440536,1,1
1459.0525308435372,1,1
1433.2775801167538,1,1
1457.4203531810415,1,1
1469.8158143262083,1,1
1422.7399473229239,1,1
1421.175959859186,1,1
1117.1830445571736,1,1
1112.5558618233717,1,1
1113.1688562742756,1,1
1114.2104549476237,1,1
1115.3154635322044,1,1
1118.062250624913,1,1
1117.7018969983249,1,1
1119.5951403708882,1,1
1064.7342569974358,1,1
1068.041032200596,1,1
1118.6422879404226,1,1
1116.3578368608166,1,1
1095.7884310470622,1,1
1099.2883057296165,1,1
1038.9516168097475,1,1
1039.101250134084,1,1
1030.6830621260685,1,1
1658.5046053872115,1,1
1606.996234731562,1,1
1608.049244753656,1,1
1615.9493091860093,1,1
1749.4944157457383,1,1
1601.6784933252134,1,1
1786.8253141695848,1,1
1663.232688324126,1,1
2001.305130623381,1,1
1919.6296926311252,1,1
2047.871548861052,1,1
2003.4748759742354,1,1
3386.9556780678913,1,1
3349.346581305969,1,1
3387.03423273571,1,1
3350.8209984861146,1,1
3383.4886492192986,1,1
3349.366739531801,1,1
3341.1137554070215,1,1
3332.2391255046723,1,1
2274.319004976211,1,1
2298.940941641397,1,1
2276.164180722024,1,1
2286.4714037629496,1,1
2277.568634660533,1,1
2290.802915467828,1,1
2298.3805335243583,1,1
2294.484676522757,1,1
2296.561702020042,1,1
2303.4781969677156,1,1
4662.412676412606,1,1
4379.467668578434,1,1
4729.731211909133,1,1
5034.8939201468775,1,1
5019.807384824198,1,1
9187.457567585161,1,1
9061.464388039536,1,1
9149.174657324249,1,1
9120.459301216755,1,1
9017.252967210092,1,1
9052.774015222123,1,1
9212.497650273592,1,1
9057.082637978405,1,1
9179.69169628252,1,1
9021.089741515225,1,1
457.16479673711933,1,4
457.3265550309657,1,4
458.271733139661,1,4
429.5532745298625,1,4
430.5379066838496,1,4
424.1679095008213,1,4
438.9937499878087,1,4
351.66420093208427,1,4
349.5398834521079,1,4
346.25052128273313,1,4
345.2208370082871,1,4
346.78954385909327,1,4
333.56633478493757,1,4
334.99047276829845,1,4
329.46694971683365,1,4
324.1153330509162,1,4
335.3051861914569,1,4
145.278405508449,1,4
164.94716150478092,1,4
163.94794460423304,1,4
210.80522252268804,1,4
215.37862167442833,1,4
215.74823279335706,1,4
222.95721133095373,1,4
216.20624460462713,1,4
219.4035436093219,1,4
217.97964275006174,1,4
223.03379244333104,1,4
221.67660700689163,1,4
219.53315719059646,1,4
221.96539209960702,1,4
59.93539154574415,1,4
58.17958149224399,1,4
32.19007673596375,1,4
35.03446979245429,1,4
32.77925273531901,1,4
105.82091989466822,1,4
111.00551174688083,1,4
118.23047666955095,1,4
41.95573946462861,1,4
119.40943853518449,1,4
117.97076746399841,1,4
33.64834103552688,1,4
36.58552026049108,1,4
32.2572138774431,1,4
942.4783311453514,1,4
935.9397997731945,1,4
925.3979937267459,1,4
992.6212425016056,1,4
924.212839442369,1,4
921.0912857461185,1,4
900.844515636325,1,4
949.2441620179198,1,4
866.447474211857,1,4
871.3904740263248,1,4
882.41871374005,1,4
882.7391616461472,1,4
880.6443169238867,1,4
880.4948180908519,1,4
892.3980055499212,1,4
895.2606117306996,1,4
653.0632540436411,1,4
649.4162319665871,1,4
640.0753329160138,1,4
641.2244518060613,1,4
666.3319860511691,1,4
658.4667021164123,1,4
661.6584844151547,1,4
671.0011136843951,1,4
647.5368381575256,1,4
677.4587692150851,1,4
679.9976354135218,1,4
676.7857464947092,1,4
656.3917477323901,1,4
666.3260188369399,1,4
759.0191438366643,1,4
757.1572805891778,1,4
759.926830975058,1,4
755.5353550867248,1,4
758.0857575708154,1,4
1840.3746525435522,1,4
1840.9288210308284,1,4
1784.4730140210186,1,4
1746.4233327030493,1,4
1848.6528133878232,1,4
1841.7707287988358,1,4
1850.8832287990094,1,4
1151.623427133116,1,4
1148.599892492925,1,4
1148.2520040844486,1,4
1151.0341029097235,1,4
1149.8490258404966,1,4
1149.3621909280612,1,4
1149.9276386019642,1,4
1150.081521216098,1,4
1149.0377047762656,1,4
1150.1037415673175,1,4
1149.671078026728,1,4
1148.4340319863013,1,4
1148.599263829242,1,4
1149.264976766466,1,4
1150.6644928927863,1,4
1150.4046093551879,1,4
1150.4252228475723,1,4
1151.9918132457296,1,4
1151.6394312316297,1,4
1149.3797952553773,1,4
1148.0678677260228,1,4
1149.517871996832,1,4
1150.1156124412892,1,4
2454.7415536672693,1,4
3008.9825191417312,1,4
2486.385851022952,1,4
2646.8396658174624,1,4
2709.2573114675156,1,4
2474.792179948126,1,4
2584.93679195631,1,4
3372.758023293338,1,4
3353.386310800843,1,4
3345.553001252258,1,4
4996.21809988953,1,4
4240.003742512745,1,4
5023.677644838096,1,4
4996.004514939176,1,4
5390.968393875761,1,4
6387.23069091573,1,4
5398.95374282768,1,4
6329.641241389424,1,4
4619.318970882413,1,4
5777.873768194698,1,4
9183.069046788874,1,4
9185.795304659438,1,4
9151.041054099473,1,4
9167.667363189863,1,4
9078.502916348561,1,4
65249.44009747166,2,3
65218.61213993736,2,1
64244.78268118942,2,2
64757.59306088742,2,1
62273.3944360525,2,1
62943.307531390696,2,1
