EF48,TAETIGKEITSSCHLUESSEL4,EF41,EF10,B27,EF40,B52,EF16U2
151.99639177931587,1,16,2,aa,48,104.39391196397034,7
159.90394754050556,1,57,1,aa,36,1053.0264425457865,5
177.8687136760117,1,18,1,aa,48,91.95491862279324,6
179.0128580247848,1,87,2,aa,52,501.87646385214856,7
179.12291553720428,1,39,1,aa,24,562.789978027344,4
179.3441724732896,1,87,1,aa,50,108.60024211691841,1
179.9611774825437,1,87,1,aa,56,1158.6934857660117,6
182.51940060429425,2,87,1,aa,32,719.6224562470177,7
183.44878390308634,2,51,1,aa,43,610.7063721603591,4
185.23284502873116,2,30,2,aa,45,225.83099810847727,4
185.64629637986212,2,87,1,aa,42,216.85372315989872,6
187.56197400555118,2,87,1,aa,15,1133.2879562196417,1
187.76369309826816,2,87,1,aa,45,624.7964994533055,7
188.67582729248903,2,18,1,aa,55,731.2465636045853,2
188.7900472656371,2,51,1,aa,41,1013.2654944116292,2
190.16810034964217,2,87,1,aa,15,1063.7356781104065,7
190.2750492345578,2,87,1,aa,32,383.5249540056492,2
190.49459202807196,2,87,1,aa,15,801.4447815360517,2
191.59814785054692,2,14,2,aa,25,651.8671086398541,4
192.17153550206768,1,63,2,aa,58,135.19011274571562,1
194.6176418309948,1,15,2,aa,32,798.1515479244478,7
195.38643538998633,1,87,2,aa,48,476.958491558488,7
200.70533390442998,1,56,2,aa,34,431.07568941812906,1
201.01305576352974,1,87,2,aa,12,624.1026888425089,7
203.06322850300134,1,38,2,aa,53,216.0538880156268,1
206.69011828980427,1,30,2,aa,9,846.6129465097721,2
207.6006744621779,1,87,2,aa,61,408.0379259415864,4
210.1412132844052,1,87,2,aa,50,1239.2048932299058,3
213.7911500693386,1,32,1,aa,33,614.1544203866185,3
214.56596699520304,1,87,1,aa,32,202.71082224662226,3
214.81347241164048,1,44,1,aa,15,1038.754516688468,7
214.85584901038234,1,87,1,aa,46,309.18683730386135,6
214.98962144633228,1,76,1,aa,14,734.6072821773231,4
215.18986065854025,2,87,2,aa,28,203.84012674459203,6
215.4971514920832,2,43,1,aa,42,68.41739375511044,7
216.0875488949626,2,48,2,aa,26,304.0462944511911,6
217.11893748462492,2,32,2,aa,44,930.1724798161603,7
218.7126769494229,2,46,1,aa,33,749.3939327895894,3
222.02477772140747,2,59,2,aa,24,204.2675243212466,6
222.57535724958345,2,17,2,aa,50,827.6785080325077,3
224.77165945681884,2,14,2,aa,3,704.5328768045764,7
230.7590018785746,2,57,1,aa,9,930.5455245853835,4
238.20354319223947,2,45,1,aa,29,671.0910730826581,3
239.60938926728522,2,19,1,aa,18,905.374493748319,6
241.14156793289007,2,75,2,aa,30,1039.5670296906621,3
242.69716194474358,2,75,2,aa,15,879.7655476193427,1
242.93543687683987,2,57,2,aa,37,1145.8422197057048,1
246.46947088038343,2,36,2,aa,50,80.67281128134145,1
247.03910508158137,2,62,2,aa,17,684.9936959010753,3
260.7833061479177,1,60,1,aa,6,1299.1425334593678,2
261.9616755336123,1,67,1,aa,57,307.46207518788333,2
262.2584319155322,1,83,1,aa,11,516.7974932325966,2
263.1701209008376,1,67,1,aa,22,171.57871943155973,5
268.3523074394605,1,64,1,aa,11,10.646404987562313,5
268.89087897573114,1,18,1,aa,25,408.72187617395764,4
269.47242991748556,1,43,1,aa,22,371.9807579958513,4
270.02122690083525,1,18,1,aa,57,104.04383405508648,5
270.33253924236124,1,24,1,aa,11,57.39300735273264,5
270.3397337591373,1,64,1,aa,19,670.8732686297095,2
284.3020941535172,1,83,1,aa,56,1218.9883828938732,5
304.0861468328977,1,65,1,aa,20,603.1574460666917,6
304.2046004102194,1,40,1,aa,18,1130.4753374804457,5
304.49890675210787,1,34,1,aa,24,806.483623193166,4
304.64852698889865,1,34,2,aa,2,548.8942800488571,6
305.0378507304372,2,64,2,aa,15,935.1203676315405,2
305.2717617801202,2,64,2,aa,19,907.4747602063482,2
305.70591734195216,2,18,2,aa,15,750.1858416339426,4
307.0871019068545,2,65,2,aa,13,546.3581079156124,5
307.17837099694765,2,64,2,aa,6,710.1697402439568,4
307.8397776900393,2,67,2,aa,56,474.0641853115003,4
308.0111471571097,2,37,2,aa,33,62.48002757663574,4
308.08077373344355,2,67,2,aa,56,858.1970257561675,2
308.13824108203994,2,63,2,aa,19,964.8603075631801,2
308.68484917169184,2,15,2,aa,28,106.39415933674906,2
308.70492701802993,2,67,2,aa,24,336.9898399272921,6
308.82524789861105,2,90,2,aa,56,905.5953874161821,5
310.76652630018907,2,82,2,aa,19,62.03028096541177,5
310.82017809658447,2,63,2,aa,59,1130.0356311596788,4
329.1335912615487,1,18,2,aa,34,1237.8153891647983,7
330.1534315742988,1,18,2,aa,16,7.032332935935296,5
330.3841914898154,2,18,2,aa,11,1194.7665563947803,5
332.03933080139007,2,83,2,aa,11,498.7833736419214,7
332.4277902146714,2,63,2,aa,28,501.22511398929674,3
333.4230883371943,2,83,2,aa,14,498.6121666388842,2
334.5170638863849,2,39,1,aa,28,786.3975964077256,1
334.7473628359625,1,47,2,aa,28,922.8048227614538,1
335.17332577259805,2,84,1,aa,11,1129.642747201874,1
344.3137385078289,2,41,1,aa,58,1272.9606206529372,1
344.4009163803254,2,20,1,aa,27,456.4794452030874,7
345.5675943166289,2,60,1,aa,27,487.00585837570753,7
345.73745300439435,2,60,2,aa,24,292.00278035509336,5
345.8977728283026,2,15,2,aa,24,1228.4338114107818,7
345.9974052494863,2,15,2,aa,20,1227.9357686452631,6
346.2256703562624,2,22,1,aa,56,29.983382555739908,1
346.41270362333023,2,22,1,aa,57,610.0726570418564,1
349.1358567392742,1,87,2,aa,24,1228.0891961467987,1
349.5852486575756,1,86,2,aa,10,29.973336981456647,2
349.8742218679817,1,83,2,aa,10,706.2264769678027,5
351.3234134143885,1,43,2,aa,34,878.1762677221607,7
377.24804897601183,2,62,2,aa,23,391.98338294151506,5
377.5535046385703,2,60,1,aa,0,841.8636479994725,1
377.55389985841504,2,81,1,aa,57,258.4621070689615,1
377.70729154019153,1,41,1,aa,30,1296.8281067623889,3
378.9084923812939,2,41,1,aa,22,1306.11081966001,7
379.243389807482,1,35,2,aa,61,293.32541869187634,7
380.3559474747175,1,90,2,aa,58,457.8637465527716,7
380.83221193560445,1,64,1,aa,60,1341.9133218156203,7
381.5261234041483,2,60,2,aa,28,1343.0833221862433,3
381.7946258323702,1,81,2,aa,28,932.9484385525843,2
382.4920004845608,1,81,1,aa,47,779.800949781969,3
383.6671701273809,1,81,2,aa,62,830.1286610007314,1
400.68611258074384,1,75,2,aa,58,169.83401011824122,1
401.70097227858514,1,46,2,aa,58,365.0575204595174,7
402.2923135872229,1,42,2,aa,58,1220.851680199362,2
403.7125827030853,2,73,2,aa,47,892.0018056729482,2
403.854793291506,1,75,2,aa,16,1345.8222342633437,3
404.1689943105138,1,20,1,aa,2,876.0895906392117,3
405.06683214135995,2,75,2,aa,3,216.60664916208304,3
407.12624161432,2,37,2,aa,47,1258.9876306880692,3
407.3161053794369,2,73,2,aa,47,348.0879098548673,3
408.1266235012755,2,31,2,aa,29,1132.937585370984,3
408.301756105627,2,22,2,aa,34,246.51603198525748,3
408.94523682633167,1,20,2,aa,34,1266.4108373002011,3
409.48516557832875,1,50,1,aa,14,172.7510817936761,1
411.00409424240223,1,80,2,aa,45,554.6758806345889,1
413.5156455293432,1,50,1,aa,16,131.4321643660862,3
433.8730644489465,2,75,1,aa,47,56.940184691930895,4
437.3346511793415,2,50,1,aa,47,786.4535711276351,2
438.015259347539,2,81,1,aa,21,114.15618414518978,2
440.0745711158024,1,49,1,aa,6,1054.3839059822158,2
442.41117560346936,2,49,1,aa,6,600.5973766934127,7
442.5752339366798,1,82,1,aa,61,364.76860821844986,2
443.3859369935212,2,17,1,aa,61,25.132439457659782,7
446.70638289687605,2,50,1,aa,27,390.85284215270593,4
448.23122319958475,2,23,1,aa,25,919.1672938726575,2
449.5709524446386,2,23,1,aa,3,1122.9519760440132,2
450.8430812659,2,75,2,aa,3,1346.0694667621212,2
454.64457218254574,2,75,2,aa,3,94.73296958936345,6
454.8461486698629,2,31,1,aa,3,1157.0078698201633,6
454.9079285924733,2,22,1,aa,35,176.4484181681491,7
456.17719146862277,1,28,1,aa,35,69.93201972895525,3
462.32182351228346,1,28,1,aa,23,1095.224056425053,3
463.8512676474913,2,17,1,aa,23,176.52105778157437,3
464.2174800356101,1,42,2,aa,46,1348.192721946255,3
466.07208328765796,1,42,2,aa,3,705.6232789780333,3
466.31965769648485,1,20,1,aa,3,473.4091181106783,4
467.2762722717923,1,41,1,aa,58,110.61988327108186,3
467.52968325191404,1,41,1,aa,23,176.99171585023632,3
468.031687652512,1,20,1,aa,56,590.7147450320682,5
468.08079913343965,2,86,2,aa,19,207.313624774184,3
468.3757542789372,2,20,2,aa,2,1344.1015888078455,3
470.97788279979017,1,20,2,aa,2,1344.5046180946736,5
471.5556504773502,1,20,1,aa,2,105.87272089821529,6
471.57961621070723,1,48,2,aa,2,716.5434822033611,3
497.299688225563,1,48,2,aa,26,911.8402691033174,3
502.29390287514514,2,35,2,aa,3,342.5611473874839,5
502.36461308444063,2,41,2,aa,3,463.64555702123533,3
502.7820715710949,2,41,2,aa,3,244.86366247594762,5
502.9674533856921,2,48,1,aa,2,759.8984407306674,3
504.62168002737025,2,40,2,aa,34,562.789978027344,4
505.65311862086776,1,34,2,aa,26,670.8452512052864,5
509.28579061948847,1,34,2,aa,26,427.8071929659413,5
509.8849815982278,2,31,2,aa,31,273.12327649303376,6
510.3009832222269,2,90,2,aa,62,727.2622515365196,5
511.50339278364874,1,30,2,aa,27,1151.026249795323,7
512.563239821188,2,53,1,aa,33,107.48748336958035,6
512.9131312880726,1,14,1,aa,3,485.3164690392377,7
513.6565867123963,2,24,1,aa,23,562.789978027344,5
513.7499863281665,2,83,1,aa,3,419.26520121746756,5
514.0847233626243,2,54,2,aa,39,46.28835381879666,3
515.0709085794183,1,52,2,aa,42,56.65906186472484,3
515.6229474552391,1,15,2,aa,29,513.2139159734364,5
515.7340304175704,1,59,1,aa,52,710.1231569294451,5
518.3240617266022,1,59,2,aa,41,653.1505440407481,7
519.3853685708293,1,82,2,aa,5,786.6846105004414,7
521.3808645905381,1,32,2,aa,5,168.49931365524932,7
521.5240951407434,2,68,1,aa,28,135.73794827584848,7
521.6717267500586,2,86,2,aa,16,1128.1764464503926,7
522.2418627614447,2,89,2,aa,17,273.1034890917507,6
522.5313091055967,2,24,2,aa,36,784.7151322583371,7
522.7776341075831,2,59,2,aa,32,345.4276250621017,3
522.7787432125434,2,68,1,aa,2,172.72027229153892,6
524.1159171170603,2,50,1,aa,2,171.61085965072058,6
524.5750861774791,1,55,1,aa,33,964.9186844853955,7
525.1013587804185,2,15,2,aa,44,485.2393529862814,1
526.5052525064721,1,52,1,aa,50,131.80066454801022,6
528.2677548299328,2,46,1,aa,50,367.16567614382285,6
529.412219414303,2,35,1,aa,50,831.7758153870025,6
532.5377352782891,1,82,2,aa,27,347.442721147428,5
533.6027924676015,1,70,2,aa,55,128.90142055701764,7
534.711567670926,1,70,1,aa,60,652.8630369085848,1
535.1697530494744,1,90,1,aa,5,380.4981001609883,2
549.9250893446382,1,59,2,aa,5,20.074194502514178,3
557.9124935831436,1,70,2,aa,5,493.3868782193098,4
561.5415791384667,1,20,2,aa,33,1174.0192791641775,1
562.722634029949,1,59,2,aa,54,808.1379796630224,4
564.2668470016863,1,30,2,aa,5,480.307408694481,2
572.8759794666496,1,22,2,aa,5,444.1899624418082,6
574.7109088390505,1,46,2,aa,28,1262.9176656111251,1
575.2141220830854,1,37,2,aa,55,1264.9704028788315,1
592.5093293179596,2,47,2,aa,54,818.5853951931725,2
593.1938715282322,2,47,2,aa,50,801.9769006650408,1
593.4518089287467,2,25,2,aa,53,1105.8979422204575,2
593.6448589881811,2,90,2,aa,4,911.4354239079374,1
594.1490698530099,2,80,2,aa,52,1128.6568788074778,1
594.5745379098963,2,89,2,aa,45,528.8339347952723,4
594.704403233944,2,16,2,aa,54,62.13731759256293,2
602.7657148524813,1,15,2,aa,60,1111.9663446237619,5
604.0028249498789,1,78,1,aa,55,530.5975989027887,2
604.9305997977378,2,56,1,aa,43,272.0531483466246,5
605.1263708519418,1,46,2,aa,55,217.9296462766049,7
605.9380244524369,1,53,1,aa,4,528.4714050320255,3
606.6743616865627,1,35,1,aa,39,805.1670636674975,3
606.9729151649859,1,35,1,aa,0,907.4349892098629,5
607.7188848339417,2,35,1,aa,29,1130.8682635324137,1
607.8603422870804,2,45,1,aa,54,765.9839392037882,1
616.4078423507069,1,51,1,aa,48,264.307697527286,7
616.9766438398635,1,56,1,aa,48,19.325045350606235,3
619.2311986843844,2,45,1,aa,38,641.3308450442272,2
619.6655327470972,1,78,1,aa,58,736.260851188134,2
619.6746720562862,1,31,2,aa,42,531.7419634376186,5
619.7135950928832,2,87,1,aa,42,130.20628053338302,7
621.1033287290337,1,37,2,aa,1,804.391850374919,7
621.8141709045933,2,22,1,aa,54,1143.7961031651496,3
622.6531411598488,2,22,1,aa,39,805.5469866617242,2
623.3989087083454,1,30,1,aa,22,932.7354754125025,5
630.388480134022,1,19,2,aa,48,344.4367673778045,5
632.0643205173426,1,32,2,aa,11,501.47768783319424,1
636.9916298363734,1,76,2,aa,11,575.4047421228347,7
639.5923230090049,1,82,1,aa,11,575.2212990347724,7
640.9893301812344,1,66,1,aa,37,1116.4503069710572,6
641.7710851464955,1,66,2,aa,0,985.8200417529365,3
643.082303525835,1,40,1,aa,46,83.32542091280622,1
643.7735177271645,1,49,2,aa,27,1151.9795490725267,3
645.4215227446361,1,14,1,aa,6,1341.9504027205292,4
645.8208609968997,1,46,2,aa,6,445.56396624267876,4
646.9871398731391,1,41,1,aa,1,1132.709672732255,3
648.0343857782616,1,62,2,aa,45,797.629409333664,3
651.8955197490712,1,24,1,aa,55,1343.3479146605694,2
652.2750225296969,2,62,1,aa,37,797.0133136295523,4
653.7018914113089,2,62,1,aa,61,798.1342306580234,4
654.555946275384,2,45,1,aa,0,1258.266683549852,2
681.5243264615797,2,80,2,aa,1,1278.4858485605544,2
682.907603729532,2,83,2,aa,4,1276.130264728505,6
683.9917302595532,2,35,2,aa,4,995.3716796963515,5
684.2698011257797,2,35,1,aa,4,1314.4222057419963,5
684.398170767486,2,18,1,aa,32,751.0699877257281,1
684.6547603812811,1,63,1,aa,56,779.758326730607,1
684.9136572231193,2,51,2,aa,7,910.5653079097449,1
685.2436731834807,1,62,1,aa,7,671.1748609162083,1
685.3098386025546,2,62,1,aa,46,502.25796849998824,3
685.4444607469944,1,14,1,aa,53,1293.8913618619035,1
685.6382846247079,2,14,2,aa,28,367.4683214248694,4
685.8552488757425,1,36,1,aa,28,1295.5659640084677,6
686.0174728580113,2,63,1,aa,28,529.4375529027125,5
687.5328605701458,2,63,2,aa,60,110.95569521255719,6
687.5437384834892,2,47,1,aa,60,408.5658988765067,4
687.7501776095222,2,30,1,aa,46,1292.284984405322,4
687.8748521224217,2,30,1,aa,38,1292.7863814431676,3
687.9042383857899,2,89,1,aa,0,981.4595431863816,3
689.3861334275493,1,65,2,aa,41,813.5557233295839,1
689.6521019181774,2,65,2,aa,21,56.79221374054319,1
690.5950427352451,1,64,2,aa,62,812.1464789403757,5
691.3437653595277,1,64,1,aa,42,554.7223344465677,5
692.0703397964301,1,65,2,aa,49,69.99402378000134,4
697.1259183578316,1,65,2,aa,49,1193.8884827886116,5
702.4503834924423,1,64,1,aa,36,557.0386000741846,1
703.6883464069352,1,64,2,aa,36,247.99892480190826,4
704.5167275263437,1,67,1,aa,30,1088.5730191783027,4
707.3012261147452,1,65,1,aa,41,1343.5403500748344,1
710.4871486605027,2,65,1,aa,23,171.91204807916117,1
710.7794493788881,2,35,1,aa,25,804.7470628342871,6
711.2707520938212,2,78,1,aa,23,733.9414498631126,1
711.4713338190263,1,78,1,aa,63,1343.2800814061225,5
712.121979093633,2,35,1,aa,58,732.2274309671697,4
712.8692696730376,2,53,2,aa,36,729.0175137928991,4
714.8784712382657,2,41,1,aa,49,1294.2147773968354,6
715.5301579351392,2,67,2,aa,35,1142.2293544641693,2
717.6638600271217,1,65,2,aa,47,1278.498758358714,2
718.3589447286223,1,47,1,aa,24,1096.3643383612605,2
719.9527066368685,2,79,1,aa,30,1140.2726726809926,2
727.580017089844,2,65,2,aa,17,670.8178598964145,5
727.580017089844,1,79,2,aa,46,59.76372443696774,2
727.580017089844,2,30,2,aa,28,334.7658075144226,2
727.580017089844,2,78,2,aa,42,1145.1678312329407,6
727.580017089844,1,47,2,aa,43,1158.2960137973887,5
727.580017089844,2,65,1,aa,2,8.737003887825756,5
727.580017089844,1,47,2,aa,48,1343.3702561059997,5
729.0029330317417,2,53,2,aa,1,569.2610979490693,3
729.5168219684201,1,85,1,aa,57,796.4985819630671,3
731.1919972283112,2,28,1,aa,26,1093.4388104333802,3
731.4824607147297,1,78,1,aa,3,259.16125317141825,6
733.6291316267361,1,62,2,aa,8,799.4652756086101,3
733.7015694482103,1,32,2,aa,16,1194.7844848750285,2
735.1449733049183,1,62,1,aa,37,531.426754292522,4
753.3732362625486,1,17,2,aa,31,264.0816847419697,2
755.4343452785643,1,14,1,aa,30,343.8889914284891,2
756.2348901203164,1,87,1,aa,42,539.4445652986481,2
756.7481975423171,1,46,2,aa,56,172.7476701902235,2
758.9877045342779,1,52,1,aa,63,484.18011600738345,2
769.4865123719584,1,63,2,aa,35,118.63771842411208,7
769.558733483426,1,47,2,aa,63,351.71633551477504,4
773.5742949185836,1,39,2,aa,41,786.8027432978749,6
774.578919936221,1,39,2,aa,18,1151.8083452723122,4
775.6238679034255,2,55,2,aa,36,1058.7914201764338,5
775.8680347567065,2,77,2,aa,17,360.4689359839862,5
777.3191890607088,2,47,2,aa,62,1277.0262315619373,4
778.9568298349636,2,50,2,aa,63,834.7201347128732,5
779.3827964504031,2,47,2,aa,34,1141.29804020252,5
779.9354946226,2,44,2,aa,9,1140.3940085974302,5
782.9607841607782,2,87,2,aa,19,870.5766374072828,4
785.7923992258911,2,87,1,aa,41,1104.5566542253255,3
790.8578813556478,2,87,1,aa,13,2.3290647398265705,6
798.201467221237,1,69,1,aa,13,870.1821555060986,5
798.4094380687171,1,78,1,aa,32,786.8043485869264,6
804.5378539989397,1,53,1,aa,63,373.211439239787,4
814.4998044270391,1,32,1,aa,39,911.9313578047141,7
817.0522262971648,1,34,1,aa,33,867.4848647061217,6
818.9093038046047,1,62,1,aa,29,348.2225624168136,7
824.7285986786758,1,55,1,aa,23,329.6400552566596,3
840.0061209919768,1,90,1,aa,29,494.01469236625803,2
841.4952407776298,1,46,1,aa,23,283.59014916451224,6
864.5166911667374,1,41,1,aa,50,203.97533828080074,1
864.8016511969488,1,86,1,aa,36,1156.354668307053,1
866.333480435535,1,84,1,aa,50,1248.60538113037,7
866.5203856932059,2,14,1,aa,50,71.54558938928626,3
867.8489312506729,2,79,2,aa,37,1248.0557323733763,1
868.3063570955904,2,46,2,aa,37,1134.2183372167317,4
869.4515554218154,1,14,2,aa,14,134.9607545241736,5
870.6081917523338,2,79,2,aa,18,1275.7865860289025,5
871.2584035516273,1,69,2,aa,48,835.815747075313,4
871.6977113383763,2,38,1,aa,50,879.3572903019117,4
888.568415573483,1,36,2,aa,63,1279.3614886928965,1
890.5140985850853,1,20,1,aa,63,871.8128026970306,3
896.096619851268,1,76,2,aa,23,562.789978027344,6
896.2154996317216,2,70,2,aa,43,965.9335021787973,6
896.5506063475407,1,83,1,aa,31,1283.4899221377686,6
897.0115699522933,2,72,2,aa,40,1284.8017352185875,6
898.7735757282009,1,61,1,aa,17,562.789978027344,6
901.2895866544279,1,38,1,aa,36,1157.227082105535,2
901.85136398814,1,57,1,aa,41,109.80303233027139,5
903.0379976474965,1,82,2,aa,62,1287.5395053863767,1
905.3475974762969,1,62,1,aa,12,1077.4318116164786,1
908.3131416480951,1,27,1,aa,50,604.9428026402923,1
911.09612890932,1,52,2,aa,48,104.19695238947034,3
911.8711129880243,1,18,1,aa,57,1293.7949840289698,3
920.082038223083,1,59,1,aa,41,764.0713065932027,6
920.1521774564811,1,50,1,aa,12,589.7322372609161,1
920.8695428789216,1,90,1,aa,20,536.9872268869582,5
922.3763470221025,1,47,2,aa,63,457.120785353778,2
922.5543159720477,1,49,2,aa,20,115.59328653608641,1
923.1491292977189,1,50,2,aa,20,671.3650793645662,1
923.2651599244049,1,60,2,aa,28,764.9955450116128,5
923.3202270864779,2,88,2,aa,9,919.9728591376353,5
925.3423662214308,2,33,2,aa,43,537.7797854578952,5
925.7369564825931,2,27,2,aa,14,587.0854991543829,1
926.0183567488476,2,61,2,aa,40,235.19730203160697,3
926.5933722128243,2,82,2,aa,20,265.53111515972415,1
926.867389502135,2,35,2,aa,20,1340.3357650986757,6
927.2121090157902,2,70,2,aa,36,992.2890121642134,4
927.9085517366149,2,70,2,aa,57,80.76589327654338,4
931.631714690015,2,40,1,aa,48,348.91895563831696,2
935.0096688780229,2,32,1,aa,33,615.8709573566456,7
936.6720367244465,1,70,1,aa,9,756.294877791688,7
938.9351266331098,1,83,1,aa,16,216.31890684531476,5
939.282247660314,2,83,1,aa,57,1328.8619445470235,4
939.6144559853084,2,88,1,aa,9,446.1218320056012,4
939.6553468310516,1,51,1,aa,9,994.3780749315696,1
941.6524244241622,1,16,1,aa,38,608.6868336603815,3
942.1828826758497,1,79,2,aa,38,917.4796091742869,1
942.1994175804557,1,26,2,aa,28,809.4216571368099,2
944.93842687624,1,26,2,aa,49,624.6902079850161,7
946.1100434454784,1,69,1,aa,35,893.3657358554325,3
946.5333331681007,1,68,2,aa,7,682.7920218670456,4
947.9468813898859,1,47,2,aa,18,686.5901398040638,2
951.3484658211678,1,47,2,aa,42,723.1069777822878,4
951.8865862799762,1,25,1,aa,37,360.4005042588806,1
954.1604092477136,1,26,2,aa,56,131.93521936644524,2
955.664573671018,1,71,2,aa,37,676.4184808560258,4
958.5645033161223,1,76,1,aa,22,625.2269113282011,1
958.9180519439981,1,25,1,aa,56,955.799238726689,4
959.0394972468848,1,60,2,aa,30,29.574695610674866,1
962.0212384408142,1,14,2,aa,61,912.6447313780071,2
964.2542503578562,2,24,2,aa,41,151.69895868266278,1
969.065056786558,2,63,1,aa,41,1130.6303573012704,2
969.7844733411109,2,14,2,aa,56,18.032359139892424,3
970.8972468947742,2,24,1,aa,4,670.2540020416299,2
975.0608573093064,2,71,2,aa,4,259.65979233183873,2
977.4606646826237,2,73,2,aa,4,989.3297779902955,4
977.8777601783838,2,73,1,aa,48,265.89665368831635,7
980.1157377106318,2,79,1,aa,61,908.997332880813,4
980.1889710951837,2,32,1,aa,41,587.4550499374766,4
980.9571995454393,2,74,1,aa,41,1281.233844493523,7
983.4073151813359,2,43,1,aa,48,1221.951799678691,1
984.5209955701017,2,43,1,aa,38,990.5810962612543,1
985.2328537887623,2,43,2,aa,49,265.8177828238893,5
985.8512266953488,2,63,2,aa,42,965.3879434413842,2
985.9229481832585,2,63,1,aa,23,716.7970480265635,3
987.406365130658,1,63,2,aa,51,825.3890814511774,4
988.2276070248511,1,71,1,aa,51,126.71311428695711,3
991.9334131934921,1,36,1,aa,35,584.5038100793411,3
994.4625350912069,1,44,2,aa,61,347.2768930045965,7
1001.6457755183491,2,77,2,aa,12,1159.9892662144082,6
1004.5518917011121,2,82,2,aa,56,515.177454305612,6
1012.5427954994896,1,90,2,aa,48,245.95072816292114,5
1012.8149018381516,1,82,2,aa,12,1052.33995425082,2
1013.1354700066018,1,60,1,aa,12,1315.2949009412102,7
1013.584101301332,1,69,2,aa,12,722.5236562713943,6
1016.9878126433664,1,70,2,aa,33,722.3708736347974,5
1018.8645985121508,2,35,2,aa,28,1060.4686085915803,2
1019.1427265412271,2,60,2,aa,48,796.8546559176827,5
1020.5750798718962,1,90,2,aa,12,799.9482747486711,6
1026.845353595697,1,51,1,aa,49,1157.534060015693,5
1027.5682375693596,1,51,1,aa,17,1108.1230856471977,3
1035.4637962309246,1,90,1,aa,17,1287.1949045033373,5
1042.9788631673962,1,35,1,aa,12,431.9820255892065,4
1045.8361595642195,1,57,1,aa,14,1195.8082654346788,3
1046.8579262421651,1,69,1,aa,20,562.789978027344,3
1048.8772434326183,1,59,1,aa,17,105.65174057057342,3
1051.3416159782007,2,59,1,aa,29,502.06230816901564,5
1055.4822590246329,1,75,1,aa,46,160.4080450247786,3
1056.0775608067863,1,58,1,aa,12,349.3374043189559,5
1056.1889889157565,2,56,2,aa,22,1214.9283268513327,3
1056.953089637416,2,57,2,aa,14,717.2459666318824,3
1057.8029340517733,2,54,1,aa,17,813.3483623441083,2
1057.8549368708489,2,57,1,aa,12,1036.320579186686,2
1058.1276846308915,2,42,2,aa,22,804.2903315529293,7
1058.3992488558545,2,70,2,aa,29,1038.9674175827702,1
1058.497691635253,2,64,1,aa,46,785.5192459343382,7
1058.6063821994867,2,24,2,aa,35,725.1272438434572,4
1059.0200246821885,2,58,2,aa,9,1134.538778524818,6
