EF14U2,EF12U2,TAETIGKEITSSCHLUESSEL4,B52,TAETIGKEITSSCHLUESSEL5
2018,1961,1,480.65206488257985,2
2018,1962,1,60.23332142445787,3
2018,1961,1,1158.008706064887,2
2018,1962,1,161.5429325327313,3
2018,1961,1,485.6648029970595,2
2018,1963,2,1157.6450798989792,2
2018,1962,2,562.789978027344,3
2018,1963,2,1192.8765853190184,2
2018,1962,2,124.92716577145018,2
2018,1963,2,1135.3159788867117,2
2018,1962,2,1135.174415154785,2
2018,1963,2,562.789978027344,3
2018,1962,2,559.4406174279203,3
2018,1963,2,109.83779355232448,2
2018,1962,2,1195.221791102883,2
2018,1963,2,1143.1628720356064,2
2018,1962,1,1192.248464006647,2
2018,1963,2,83.97671611226625,2
2018,1962,2,1141.7184686535043,2
2018,1963,2,115.10729903064919,2
2018,1962,1,1192.08314131705,2
2018,1963,1,485.6187073877735,2
2018,1962,2,1143.9511528143491,2
2018,1963,2,557.0253886419086,4
2018,1962,1,485.8602213617816,2
2018,1963,1,107.61769241057739,3
2018,1963,1,485.3168718159558,1
2018,1963,1,203.88668069929147,3
2018,1963,2,87.50597060735086,2
2018,1963,2,117.58681608027861,2
2018,1963,2,1156.2245380263123,2
2018,1963,2,109.95684718492086,2
2018,1963,2,815.6963061882846,1
2018,1963,1,1192.0333984933595,2
2018,1963,1,446.8462509647585,2
2018,1963,2,1159.0140757606662,2
2018,1963,2,870.6713706144377,1
2018,1964,2,562.789978027344,3
2018,1964,1,516.8528102116713,4
2018,1964,2,557.5654569836162,1
2018,1964,2,609.6410151777001,1
2018,1964,1,479.9748878810585,1
2018,1964,2,613.5401246079839,1
2018,1964,2,892.8298372656687,3
2018,1964,1,426.7514691760632,3
2018,1964,1,90.47803048725572,4
2018,1964,1,964.7817132073811,1
2018,1964,2,553.2579254114942,3
2018,1964,2,893.1102234046826,4
2018,1964,1,234.23747495249253,1
2018,1964,2,344.32228329844617,1
2018,1964,2,363.0457886852598,1
2018,1964,2,553.4975989790449,1
2018,1964,2,1038.9200485832048,3
2018,1964,1,845.1460814226007,3
2018,1964,2,655.1031796564022,4
2018,1964,2,559.5091028386721,3
2018,1964,2,892.1326103621303,3
2018,1965,2,611.4008932759889,1
2018,1965,2,1204.5968320154545,4
2018,1965,2,1206.1710060382734,4
2018,1965,2,62.466277611182456,4
2018,1965,2,879.0256329138191,4
2018,1965,2,549.2661031034996,4
2018,1965,2,625.88229489394,4
2018,1965,2,112.85717122295544,2
2018,1965,2,56.65713796674883,4
2018,1965,2,81.46484123057914,4
2018,1965,2,551.4549188534179,4
2018,1965,2,1204.1420715557294,4
2018,1965,2,626.89933096514,4
2018,1965,2,79.89285441286482,2
2018,1965,2,1076.4502864406443,4
2018,1965,1,551.7226186578572,4
2018,1966,2,72.51741128973556,2
2018,1965,2,83.17993757675046,4
2018,1966,2,862.9209498656289,4
2018,1965,2,112.6353708069496,2
2018,1966,2,386.53591291777053,1
2018,1965,2,800.1005907353315,1
2018,1966,2,528.3238309336497,4
2018,1966,1,923.7369748085787,1
2018,1966,2,866.5526538910196,1
2018,1966,1,369.3132125779053,4
2018,1966,1,927.6703829665546,1
2018,1966,1,236.03425873284255,4
2018,1966,1,880.6023167770607,3
2018,1966,1,235.3438523845208,1
2018,1966,1,234.209935924077,1
2018,1966,1,625.3943740937586,4
2018,1966,1,1513.783707831342,3
2018,1966,1,842.2087600155072,1
2018,1967,1,570.6238902423743,4
2018,1966,1,1218.0299125856013,4
2018,1967,2,462.7680631203483,1
2018,1967,1,891.7473283383007,3
2018,1967,1,244.9345371497816,4
2018,1967,1,782.1376479315327,3
2018,1967,2,822.6263858798495,1
2018,1968,2,347.7720989368902,2
2018,1967,2,766.2068530225258,1
2018,1968,2,764.1812455329579,1
2018,1968,2,487.27414430904435,2
2018,1968,2,484.00281755600605,2
2018,1968,2,347.86494446066433,2
2018,1968,2,967.7837319462736,2
2018,1968,2,484.30010935364334,4
2018,1968,2,365.6274166302461,2
2018,1968,2,818.2243113470599,2
2018,1968,2,705.8784057134695,1
2018,1968,2,893.0359267675755,2
2018,1968,1,1145.2625366502025,1
2018,1968,1,330.10528265811604,4
2018,1968,1,1064.2516015603646,1
2018,1968,2,486.8302213106298,2
2018,1968,1,238.63442468289074,4
2018,1968,1,1194.090644758705,4
2018,1968,1,330.14931668023195,1
2018,1968,1,1156.129186228787,4
2018,1968,2,627.510736313572,3
2018,1968,2,484.08482948519065,4
2018,1968,2,486.13098503957383,4
2018,1968,1,724.4374697178779,1
2018,1968,2,893.0351374261659,2
2018,1968,2,493.77266324386,2
2018,1968,2,485.3552376745817,2
2018,1969,2,264.57884086385064,1
2018,1968,2,364.6574823820173,2
2018,1969,1,275.03656336593355,1
2018,1970,2,273.7277849736014,2
2018,1969,2,726.5177601130538,4
2018,1970,2,485.27354086546603,2
2018,1969,1,1229.1082884954362,4
2018,1970,2,282.551109578066,2
2018,1970,2,485.5508155969746,4
2018,1970,2,817.2199606873785,1
2018,1970,1,877.2945067409065,4
2018,1970,2,495.8744618710046,4
2018,1970,2,486.77028715043866,4
2018,1970,1,859.0877868704779,4
2018,1970,2,711.8093471300778,4
2018,1970,1,750.4975708761187,1
2018,1970,2,553.2234288903975,2
2018,1970,1,996.117786523897,4
2018,1970,2,305.99590824691774,2
2018,1970,1,737.8786128528532,1
2018,1970,2,819.9885978848616,1
2018,1970,1,112.94563693223752,1
2018,1971,2,707.8527967442209,4
2018,1970,1,1223.433255516845,4
2018,1971,2,485.5593796921853,2
2018,1970,2,304.1547868880846,2
2018,1971,2,673.3875037506044,4
2018,1971,1,1148.3289580046583,1
2018,1971,1,1050.9397617170748,1
2018,1971,2,831.8059423373295,2
2018,1971,1,125.00888538350887,2
2018,1971,1,58.29137422431012,2
2018,1971,2,892.3463543511785,2
2018,1972,2,732.0057056313904,1
2018,1971,2,348.3298881385925,1
2018,1972,2,750.9754633777054,1
2018,1971,1,134.41044004782697,2
2018,1972,2,729.6489309685093,1
2018,1971,2,736.5069899522091,1
2018,1972,1,764.3515998480754,1
2018,1972,2,850.0637216776104,1
2018,1972,2,717.7650210430684,4
2018,1972,2,738.5479850803048,1
2018,1972,1,133.01977926862205,1
2018,1972,2,292.20075476379367,1
2018,1972,1,730.6615516231573,4
2018,1972,2,421.71576184981757,2
2018,1972,1,148.94537409835607,2
2018,1972,1,734.9652053340363,4
2018,1972,1,767.9795821149241,1
2018,1972,1,1215.1621702314342,1
2018,1972,2,423.30608765006315,2
2018,1972,2,348.49107151638697,1
2018,1972,1,131.78286486144367,1
2018,1972,1,134.64974620255407,2
2018,1972,1,124.15871095876477,1
2018,1972,2,293.4069915122795,1
2018,1972,2,272.0305609305075,1
2018,1972,1,723.8942456465201,1
2018,1973,2,1054.4066265278736,1
2018,1972,2,1048.51176874917,1
2018,1973,2,342.8872711622648,1
2018,1973,2,343.4303100339979,4
2018,1973,2,272.2860228634961,1
2018,1973,1,1134.8577167695119,4
2018,1973,2,1053.3596226294155,1
2018,1973,2,1063.6925437059729,2
2018,1973,1,1307.1399079961764,4
2018,1973,2,1053.457501583492,2
2018,1973,2,1079.3956943723801,2
2018,1973,2,1053.3622684359311,1
2018,1973,2,1053.9155003661165,1
2018,1973,1,106.12339766586922,2
2018,1973,2,1051.3071199222784,1
2018,1973,1,360.3100342036671,1
2018,1973,2,293.271604984087,1
2018,1973,2,1043.5873890963126,1
2018,1974,2,1053.3395503136167,1
2018,1973,1,725.0497979148818,3
2018,1974,2,1041.0878543663473,1
2018,1974,2,830.8023887990237,2
2018,1974,1,349.17559848731634,1
2018,1974,1,264.41345548111144,1
2018,1974,2,1110.8955662761466,2
2018,1974,1,829.3138594235604,4
2018,1974,2,828.0878503983676,2
2018,1974,2,1104.0512274156508,2
2018,1974,1,206.93480285296604,4
2018,1974,2,1053.3099548558307,1
2018,1975,2,1051.8517013236728,1
2018,1974,1,756.2347962583365,1
2018,1975,2,1051.2771270046023,1
2018,1974,1,756.3300273446589,1
2018,1975,1,360.5490920234763,1
2018,1974,1,615.0996912897053,3
2018,1975,2,1049.3531048327477,1
2018,1974,1,722.8107965403375,1
2018,1975,1,608.7155133744272,3
2018,1975,1,363.5538229448766,1
2018,1975,2,293.5861296860977,1
2018,1975,2,716.8127563876271,4
2018,1975,2,1051.6097698743663,1
2018,1975,2,1055.8813422951941,1
2018,1975,1,756.2505818645793,1
2018,1975,1,361.09989108544227,1
2018,1975,2,286.78713152684753,1
2018,1975,1,601.0542564213147,3
2018,1975,1,720.4832569700432,1
2018,1975,1,125.70918977994013,1
2018,1976,2,693.8685407916724,1
2018,1975,2,89.23118107853395,3
2018,1976,2,691.2681636025388,1
2018,1976,2,671.3887092701115,1
2018,1976,1,757.6790883575786,1
2018,1976,2,93.45807523489152,3
2018,1976,1,104.70839355127289,1
2018,1976,1,756.3531917972783,1
2018,1976,1,947.9862818031172,4
2018,1976,1,982.66899668789,2
2018,1976,1,981.2039053174478,2
2018,1976,1,980.1201637147362,2
2018,1976,2,40.344081460127796,4
2018,1976,1,82.53882263342325,2
2018,1977,2,64.24189421471324,4
2018,1976,2,893.2647980631709,3
2018,1977,2,292.6189979789997,2
2018,1977,1,671.932804619742,1
2018,1977,1,671.5501846942061,1
2018,1977,1,842.6652320114688,3
2018,1977,2,837.8563970765221,3
2018,1977,2,217.0999271116283,3
2018,1977,2,333.0111040284225,4
2018,1977,2,655.5097835738962,3
2018,1977,2,168.0201067209648,3
2018,1977,2,174.97026694900435,3
2018,1977,2,175.00564583453965,3
2018,1977,1,797.6084243171947,3
2018,1977,1,162.03190854496265,4
2018,1977,2,835.7834072980942,3
2018,1977,2,675.5370238855667,2
2018,1977,2,877.0089669986797,3
2018,1977,2,33.16034874213432,4
2018,1977,2,52.628400866231544,4
2018,1977,2,487.08295644424317,4
2018,1977,1,878.5120748436916,2
2018,1977,1,796.9997095368626,4
2018,1977,2,175.03571679481092,3
2018,1977,1,108.4073967614719,2
2018,1978,2,878.0553170010726,3
2018,1977,2,653.3916961789722,4
2018,1978,1,165.61764436802366,4
2018,1977,1,670.7760158683077,1
2018,1978,1,796.4935799380191,3
2018,1977,1,160.96264416739507,4
2018,1978,1,171.52273845231335,4
2018,1977,1,168.34252229775444,4
2018,1979,1,1220.660535318616,4
2018,1977,2,653.2279781301645,3
2018,1979,2,170.8285346444454,3
2018,1977,2,292.8749948252113,2
2018,1979,1,725.5833354719556,3
2018,1978,1,720.325668101456,3
2018,1979,2,688.229058815381,1
2018,1978,2,562.789978027344,3
2018,1979,2,671.4910922828248,2
2018,1978,1,1069.8508803798932,1
2018,1979,2,689.3608701228004,4
2018,1978,2,694.1230633751676,1
2018,1979,2,683.2661563730492,1
2018,1979,1,1173.7796945167913,4
2018,1979,2,1045.8025616422276,2
2018,1979,2,690.1749850352544,4
2018,1979,1,823.9344893645152,2
2018,1979,1,1193.3653422855723,4
2018,1980,1,127.91935323856836,2
2018,1979,1,733.5996759398922,4
2018,1980,2,40.9669364270449,4
2018,1979,1,718.876887642209,4
2018,1980,1,857.1102023187123,3
2018,1979,1,800.8042139218369,3
2018,1980,1,1195.7661066411595,4
2018,1979,1,1193.479333972875,4
2018,1980,2,654.2653958506501,4
2018,1979,1,29.121635808887532,2
2018,1980,1,126.55758533886004,2
2018,1979,1,694.1322924735568,4
2018,1980,1,893.849612233353,3
2018,1979,1,126.14616158103529,2
2018,1980,1,802.6054045280879,3
2018,1979,1,856.8251928107521,3
2018,1980,1,832.3184551110955,3
2018,1980,1,127.2044723160483,2
2018,1981,1,125.17682140463059,2
2018,1980,2,836.1517424352432,3
2018,1981,2,87.52309962338988,4
2018,1980,1,892.2302114851777,3
2018,1981,1,1081.9862072726892,1
2018,1981,1,892.8118105274383,3
2018,1981,2,530.4501996714362,2
2018,1981,1,843.1868720244776,3
2018,1981,1,1118.816001774285,1
2018,1981,1,609.2867269482289,3
2018,1981,1,840.0490383333953,4
2018,1981,2,543.2584250107852,2
2018,1981,2,907.9846627247073,1
2018,1981,1,892.836408743299,3
2018,1982,2,905.7738486710201,2
2018,1981,2,540.7494848659612,2
2018,1982,1,843.4544207011775,3
2018,1981,1,843.4096632850091,4
2018,1982,2,200.76548110196208,3
2018,1982,2,340.3549903894986,4
2018,1982,2,305.3413773798289,4
2018,1982,2,207.07321248521976,3
2018,1982,2,339.75200660512377,4
2018,1982,2,247.09254056971602,3
2018,1982,1,1328.0171189480498,4
2018,1982,2,247.11799876825933,3
2018,1982,2,877.0972652205721,3
2018,1982,2,309.2387216038847,4
2018,1982,1,893.7231267237271,3
2018,1982,2,493.2987132782545,4
2018,1983,2,241.87956069400846,3
2018,1982,1,1121.5750303097998,1
2018,1983,2,243.57268645192923,3
2018,1982,2,304.6054849541674,4
2018,1983,2,310.96309829894966,4
2018,1982,1,893.7425309051903,3
2018,1983,2,328.70791259935373,4
2018,1983,2,49.360049105332465,4
2018,1983,1,1201.2844921245805,1
2018,1983,1,893.7424832926504,3
2018,1983,1,893.7750100660049,3
2018,1984,1,627.1142221516104,1
2018,1984,1,459.9079676965701,1
2018,1984,1,293.9286264480905,1
2018,1984,1,468.3130393294477,1
2018,1984,1,1488.6682345131753,1
2018,1984,1,461.56135391967683,1
2018,1985,2,162.34726141953436,3
2018,1984,2,125.07135861432774,3
2018,1985,2,166.04259878813255,1
2018,1984,2,178.4097307531093,3
2018,1985,2,124.19412843074723,1
2018,1984,2,127.62080979678719,2
2018,1985,2,162.1105639472182,3
2018,1984,2,125.87345280014621,3
2018,1985,2,626.9786200287496,1
2018,1985,2,127.1370759488001,3
2018,1985,2,126.07897108215614,3
2018,1985,2,127.22348352848601,1
2018,1985,2,720.4632218427191,3
2018,1985,1,360.0309121585767,1
2018,1985,2,124.18902901789703,2
2018,1985,2,119.79472782141451,3
2018,1986,2,114.35779659999498,3
2018,1985,1,892.1864168444852,1
2018,1986,1,626.4176923768382,1
2018,1985,1,892.9518299650276,1
2018,1987,2,1142.5475250218333,1
2018,1985,1,625.9516035824878,4
2018,1987,1,606.9233657891715,4
2018,1986,1,624.804433826865,3
2018,1987,2,877.8978656362207,4
2018,1986,2,1038.1778223426384,1
2018,1987,2,670.4900240906769,1
2018,1986,2,26.230570373591252,4
2018,1987,2,878.7982988532654,4
2018,1986,1,625.7982928246313,3
2018,1987,1,413.13538464674605,1
2018,1986,2,1037.46344816439,1
2018,1987,2,166.90882703234385,4
2018,1986,1,1389.3144915964378,1
2018,1987,2,204.7097608149884,1
2018,1987,2,819.9104543025171,1
2018,1988,2,127.28400054224814,2
2018,1987,1,413.4002230333182,1
2018,1988,1,409.71697965682944,1
2018,1987,1,1193.7227746124195,3
2018,1988,2,862.0919294484263,3
2018,1987,2,110.79941173022429,1
2018,1988,2,115.38725596169886,1
2018,1987,1,822.7941747402926,1
2018,1988,2,825.8271143003078,1
2018,1987,1,840.4024199422654,3
2018,1988,2,80.71427872750914,4
2018,1987,1,1195.3009801798398,1
2018,1988,2,1130.765929610557,1
2018,1988,2,119.2404069576228,2
2018,1988,2,601.6848025515093,2
2018,1988,1,1192.4218240158593,1
2018,1988,2,1103.1014990568942,1
2018,1988,1,468.1240869064768,1
2018,1988,2,127.44839918750235,1
2018,1988,1,914.5645151830387,1
2018,1988,1,1158.5097333234057,3
2018,1988,2,293.3671371528277,1
2018,1988,2,670.4745720718819,2
2018,1988,2,114.3372636298727,2
2018,1988,1,843.2588634575847,3
2018,1988,1,1443.5814404006337,1
2018,1989,2,1076.9301754179794,1
2018,1988,1,412.8505386479127,1
2018,1989,1,863.9596666427116,3
2018,1988,2,217.3180618128031,3
2018,1989,1,858.4861109804314,3
2018,1988,2,1075.667351616628,1
2018,1989,2,655.088896439233,4
2018,1989,2,217.38935186757882,3
2018,1989,2,217.60601739149544,3
2018,1989,2,859.744154552749,3
2018,1989,2,86.46311733008201,2
2018,1989,2,679.7396736539598,4
2018,1989,2,683.3966570682185,2
2018,1989,2,655.9377270387206,4
2018,1989,2,17.786602259604727,2
2018,1989,2,81.67293918032861,2
2018,1989,2,87.7003793469424,2
2018,1989,1,842.3831041347253,3
2018,1990,1,670.4809041616606,4
2018,1989,1,292.0952166891361,1
2018,1990,1,1202.6246470471335,1
2018,1990,1,648.4599042684513,4
2018,1990,1,812.089796664432,3
2018,1990,1,808.1238094980855,3
2018,1990,1,670.1357551567844,4
2018,1990,1,625.7877084873302,4
2018,1990,1,1330.8666792944907,1
2018,1990,1,843.4486945658247,3
2018,1990,1,625.0940921769925,4
2018,1990,1,1134.1640061094163,4
2018,1990,2,104.46376668595292,4
2018,1990,1,843.1826901621329,3
2018,1990,1,993.8408171773988,4
2018,1990,2,809.1238580855966,3
2018,1991,1,625.4898587701633,3
2018,1991,2,708.0319515387793,4
2018,1991,1,845.7913558629929,4
2018,1991,1,964.7431277326253,4
2018,1991,1,1194.3118545376537,4
2018,1991,1,1193.420433367674,4
2018,1991,1,844.5080871334544,3
2018,1991,1,1142.7056312634077,1
2018,1991,2,966.3323290714101,4
2018,1991,2,704.8259702387188,4
2018,1991,1,469.95332435884563,1
2018,1991,2,967.3595019077379,4
2018,1991,1,708.3333225396303,4
2018,1991,1,649.525067453777,4
2018,1991,1,1245.6489483651571,1
2018,1991,1,709.6324690711203,4
2018,1991,1,626.7933484360373,3
2018,1991,2,967.3037205213839,4
2018,1991,1,847.4652394279523,3
2018,1991,1,706.8438420083559,1
2018,1991,2,991.5935078843256,4
2018,1991,1,615.7610255609762,1
2018,1991,2,877.3556227650341,4
2018,1991,1,845.3327338851572,1
2018,1991,2,710.9934006609735,4
2018,1992,2,876.682147293184,4
2018,1991,1,965.3605288047006,4
2018,1992,2,765.80727449025,2
2018,1991,1,709.090487575595,1
2018,1992,1,997.2636286908561,4
2018,1991,1,710.7498122210253,4
2018,1992,1,767.6255266123562,1
2018,1992,2,830.7932829751906,1
2018,1992,1,983.147645938233,1
2018,1992,1,366.68446749602646,1
2018,1992,1,1192.0447797258666,1
2018,1992,2,821.2939794833958,2
2018,1992,1,1194.1217635571898,1
2018,1992,1,918.7876172556377,1
2018,1993,1,1157.711095658584,1
2018,1993,1,670.7570739768912,1
2018,1993,2,480.4745778408363,1
2018,1994,2,765.8283403499123,2
2018,1993,1,165.0768322760228,1
2018,1994,1,627.9730342715819,3
2018,1993,1,843.2239574198065,1
2018,1994,1,624.3020986950363,3
2018,1993,2,764.2877937459274,2
2018,1995,2,605.5085518696561,1
2018,1993,1,845.8025658449993,1
2018,1995,1,1295.4566549515898,1
2018,1994,2,847.0224548773076,1
2018,1995,1,799.4866776470699,4
2018,1994,1,607.9452905955635,1
2018,1995,2,876.6775391333456,1
2018,1994,1,918.1420763611467,1
2018,1995,1,584.0532052534766,3
2018,1994,1,1292.8786743615424,1
2018,1996,1,134.9394520489127,1
2018,1994,1,584.9473585174555,1
2018,1996,1,44.947790109181014,2
2018,1994,1,292.461629318222,1
2018,1996,1,47.73314333734706,3
2018,1994,1,156.99193092787905,1
2018,1996,1,1276.135978241669,1
2018,1995,1,469.88689679086843,1
2018,1996,1,44.37101514786195,3
2018,1995,1,45.859254791433415,3
2018,1996,1,1276.4874821296883,1
2018,1995,1,216.94056970033026,3
2018,1996,1,130.97042597783548,3
2018,1995,1,24.969373447408053,3
2018,1996,1,226.9961868220569,1
2018,1995,1,516.2072643832981,3
2018,1996,1,217.56624853973614,3
2018,1995,1,517.83434512736,3
2018,1996,2,395.1964685495714,4
2018,1996,2,836.6200046930819,2
2018,1996,1,61.73355944416771,3
2018,1996,1,31.314588865512192,3
2018,1996,1,463.6329565033175,1
2018,1996,1,45.3788540930302,3
2018,1996,1,44.40791990437448,2
2018,1996,2,1036.5565026106563,1
2018,1997,2,307.4157512624834,1
2018,1996,1,111.917380927761,1
2018,1997,1,237.9536805714108,1
2018,1996,2,1126.9704371590578,1
2018,1997,2,1120.7879128395505,1
2018,1996,1,1141.3610536402223,4
2018,1997,1,292.2705992430831,1
2018,1996,1,1303.5749792851589,1
2018,1997,1,16.267672987927945,2
2018,1997,2,460.8414965251511,4
2018,1998,2,498.0610732898188,4
2018,1997,1,1195.7831645286037,4
2018,1998,2,1146.8989080251256,1
2018,1997,2,486.11078824854616,4
2018,1998,2,1150.067610193868,1
2018,1997,2,487.395124224142,4
2018,1998,1,1194.088962102372,4
2018,1997,1,166.64305702054014,3
2018,1999,1,217.6143668400749,3
2018,1997,1,130.8507030070328,3
2018,1999,1,16.798545239111256,3
2018,1997,1,1249.689662332922,3
2018,1999,1,1142.8788419592438,4
2018,1997,1,135.680226110335,3
2018,1999,1,19.235784639536977,2
2018,1997,1,1142.8164690540652,4
2018,1999,1,20.178050708362342,2
2018,1997,1,19.544296460759114,2
2018,1999,1,1133.5889720259686,3
2018,1998,1,18.45477628796586,2
2018,1999,1,216.84881935557345,3
2018,1998,1,18.569317101072517,2
2018,1999,1,1133.1660791292268,3
2018,1998,2,277.39255630128,1
2018,1999,1,24.113182079337566,2
2018,1998,2,459.4942200092465,4
2018,1999,1,17.553244502863,2
2018,1998,1,163.41157705203713,3
2018,1999,1,1248.1334969472657,3
2018,1998,1,17.900935644357943,2
2018,2000,2,203.24024595909125,4
2018,1999,2,822.3674649850202,1
2018,2000,1,816.0567450459441,3
2018,1999,2,675.6184844272284,4
2018,2000,1,21.200776225414504,4
2018,1999,2,203.68354475110417,4
2018,2000,2,1220.9016171869239,4
2018,1999,2,877.1972036071011,1
2018,2000,2,692.0025595771873,4
2018,1999,2,150.7433508335036,4
2018,2000,2,206.10665304863932,4
2018,1999,1,822.9649262705115,3
2018,2000,1,397.00971568416793,4
2018,1999,2,58.22685927158309,2
2018,2000,1,397.3986428532642,1
2018,1999,1,817.5223607669914,2
2018,2000,2,689.6325144280354,4
2018,2000,1,820.6613819484721,2
2018,2000,1,20.578443681991065,4
2018,2000,1,23.270902723379358,4
2018,2000,2,1221.1242916140789,4
2018,2000,1,20.156257639352425,4
2018,2000,2,672.818162440023,4
2018,2000,2,56.96135582867948,1
2018,2000,1,392.7473095649305,4
2018,2000,1,114.92548012924026,4
2018,2000,1,411.1509353321854,4
2018,2000,2,653.3679164313295,4
2018,2000,2,967.5784540716613,2
2018,2000,2,118.56047598136598,4
2018,2000,2,1234.417762339671,4
2018,2000,2,173.05800539994675,1
2018,2000,1,160.1945763110793,1
2018,2000,2,821.5200846879071,1
2018,2001,1,362.61719583263584,1
2018,2000,1,835.6876500777048,3
2018,2001,1,802.9323829625822,2
2018,2000,1,202.79135927225676,1
2018,2001,1,413.5124548682361,1
2018,2000,1,408.17144278979924,1
2018,2001,2,907.1909052514402,1
2018,2001,2,838.3232939765126,2
2018,2001,2,237.43022574451822,1
2018,2001,1,411.6465206461388,1
2018,2001,1,833.1332068996267,3
2018,2001,2,675.148639461595,2
2018,2001,1,264.005677852486,1
2018,2001,1,805.846210443309,2
2018,2001,2,838.3152125815355,1
2018,2001,2,838.3232939765126,2
2018,2002,2,205.26936262878056,4
2018,2002,1,237.1085146692384,1
2018,2002,2,1174.7220635602541,3
2018,2002,2,118.80241441031725,3
2018,2002,1,112.49491673873598,4
2018,2002,2,781.080637096195,2
2018,2002,2,849.7481857445476,1
2018,2002,2,118.7987231126381,3
2018,2002,2,854.3588589848214,1
2018,2002,1,113.5347743737288,3
2018,2002,2,17.22195928941327,2
2018,2002,2,16.611567760576296,2
2018,2002,2,1174.0213006115207,3
2018,2002,1,934.4840575833196,3
2018,2003,1,384.23146414097226,4
2018,2002,2,244.82865334539053,4
2018,2003,1,934.5050633274589,3
2018,2002,1,80.56437918263782,3
2018,2003,1,422.8327243463238,1
2018,2003,1,84.31423605239372,3
2018,2003,1,421.94597407533354,1
2018,2003,2,108.72664377243882,2
2018,2003,1,419.1493381086796,1
2018,2003,1,328.46394267232074,4
2018,2003,1,330.91802599260046,4
2018,2003,2,360.0163327854716,1
2018,2003,1,80.56084492771569,3
