EF21,TAETIGKEITSSCHLUESSEL4,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
165631,1,6,30,3,101
295005,1,3,30,4,101
228968,2,7,31,3,101
276220,1,7,30,4,101
345709,2,6,20,2,158
148732,1,6,30,3,101
160303,1,7,30,1,159
29882,2,7,31,1,101
72898,2,5,22,2,164
160280,1,5,21,1,228
118498,2,5,30,1,193
74971,2,5,24,3,249
188446,2,5,30,3,239
44663,2,6,46,2,9
14671,2,1,33,2,101
58700,1,2,37,2,68
47045,2,1,35,2,101
368511,2,2,32,4,101
113721,1,2,35,4,101
148527,2,1,32,3,101
364738,1,2,35,4,101
59121,1,1,32,2,101
198906,2,2,35,2,101
65003,2,1,32,2,101
148969,2,2,35,3,101
173406,1,2,32,2,101
371292,2,6,35,1,101
148898,1,6,32,3,101
59845,1,2,35,2,101
373344,2,2,32,4,101
173292,1,2,35,2,101
114168,1,2,33,4,101
386627,1,1,35,3,101
172170,2,5,33,2,101
386545,1,3,36,3,101
199055,1,5,33,2,101
207424,2,5,36,2,101
208389,1,5,34,2,101
207582,2,3,36,2,101
223978,1,5,35,1,101
224035,2,5,36,1,101
258779,2,5,35,1,101
212315,1,5,36,1,101
383820,2,3,35,3,101
240883,2,5,37,1,101
206954,2,3,35,2,101
98795,2,3,39,4,101
117342,2,3,35,4,101
384850,2,3,39,3,101
98811,1,3,36,4,101
386835,2,3,39,3,101
224074,1,3,36,1,101
386893,1,6,40,3,101
311513,1,7,36,2,101
315867,1,2,40,2,101
172435,1,6,37,2,101
323750,2,6,40,4,101
95878,2,3,37,4,101
368234,2,2,40,3,101
117903,1,2,37,4,101
381630,1,2,40,1,101
38274,1,7,39,4,101
322958,2,2,40,2,101
323025,2,2,39,2,101
203369,1,7,40,2,101
45484,2,2,39,4,101
367938,2,2,41,3,101
165200,1,6,39,3,101
171048,2,2,41,2,101
204241,1,6,39,2,101
322860,2,6,41,4,101
115637,1,7,39,4,101
374723,1,6,41,1,101
322906,1,2,39,2,101
372998,2,2,41,3,101
323569,2,2,39,2,101
161557,1,6,41,2,101
386598,1,6,39,4,101
177999,2,7,41,2,101
223684,2,2,40,2,101
311542,1,6,41,2,101
226792,2,6,40,2,101
215893,2,3,42,1,101
223684,1,4,40,2,101
100052,2,7,42,3,101
317320,1,4,40,2,101
155133,1,4,42,3,101
226981,1,4,40,2,101
311555,1,3,42,2,101
154826,1,4,40,3,101
378308,1,3,43,1,101
224151,1,4,41,2,101
98611,1,1,44,3,101
366577,1,1,41,1,101
198487,1,1,44,2,101
114223,1,1,41,3,101
226631,1,1,44,2,101
316156,1,7,41,2,101
163803,2,7,44,2,101
163747,1,7,42,2,101
322964,1,1,44,2,101
317320,2,7,42,2,101
26958,1,7,44,1,101
165160,2,1,42,3,101
113783,1,1,44,4,101
29949,1,1,43,1,101
93199,1,3,44,1,101
366835,1,7,43,1,101
114642,1,5,45,4,101
165666,1,5,43,3,101
89276,1,3,45,1,101
386981,2,7,44,4,101
322569,1,1,45,2,101
25053,2,1,44,1,101
38773,1,1,45,4,101
322964,2,1,44,2,101
89271,2,3,45,4,101
383788,1,5,44,1,101
38689,1,7,45,1,101
372876,1,7,44,4,101
215303,1,7,45,2,101
158076,2,5,45,2,101
165632,1,7,45,3,101
92612,1,3,45,1,101
373280,1,3,45,1,101
99763,1,7,45,1,101
102079,2,4,46,1,101
224162,1,5,45,2,101
372984,1,5,46,1,101
80176,2,4,46,3,101
216515,1,5,46,2,101
255997,1,3,46,1,101
373269,1,5,46,1,101
37091,2,3,46,1,101
158076,1,5,46,2,101
215303,1,5,46,2,101
255997,2,3,46,1,101
41824,2,5,47,1,101
146311,2,4,47,3,101
88009,2,4,47,4,101
79661,2,5,47,3,101
322938,1,5,33,2,136
165504,1,4,47,3,101
323341,1,2,36,2,142
322587,1,2,35,2,159
176973,2,2,32,2,148
41824,2,2,45,1,188
148679,2,2,32,3,158
117992,1,2,39,4,190
115290,1,5,49,1,101
288336,1,6,48,4,101
299562,1,7,49,1,101
223889,2,7,49,2,101
270229,1,7,50,1,101
310415,2,1,49,2,101
236338,1,6,50,1,101
268657,1,7,49,1,101
224104,1,7,50,2,101
361004,1,7,49,3,101
223889,1,7,50,2,101
299241,1,1,49,1,101
310629,1,1,50,4,101
223497,1,7,49,2,101
358157,1,5,50,1,101
223314,2,7,49,2,101
223241,2,1,51,2,101
223294,2,6,49,2,101
362439,2,1,51,3,101
287582,2,7,49,4,101
310734,2,6,51,2,101
310877,2,1,49,4,101
223314,2,7,51,2,101
98448,2,7,49,4,101
310783,2,3,51,4,101
57310,2,5,50,4,101
340029,2,1,51,1,101
310783,2,1,51,4,101
98448,2,1,51,4,101
384013,2,1,51,3,101
158797,1,5,52,4,101
92602,1,5,52,1,101
351942,1,2,52,1,101
322662,2,2,52,2,101
100244,2,2,52,4,101
159933,2,5,52,4,101
158797,2,5,52,4,101
311528,2,2,52,2,101
351235,2,5,52,1,101
311652,2,5,52,2,101
158082,1,5,52,4,101
384583,2,5,52,3,101
118343,2,5,53,4,101
100244,2,6,53,4,101
350617,2,5,53,1,101
158797,2,2,53,4,101
65924,2,2,53,4,101
131395,2,2,53,1,101
41370,2,2,53,2,101
350318,2,2,53,1,101
374132,2,5,53,2,101
133658,2,2,53,1,101
140411,2,6,53,1,101
352673,1,2,53,1,101
107745,1,3,54,4,101
115005,1,6,54,4,101
269701,1,6,54,4,101
207611,1,6,54,1,101
50868,1,6,54,4,101
269779,1,6,54,4,101
211322,1,3,54,1,101
358180,1,3,54,1,101
143220,1,6,54,1,101
153142,1,3,54,1,101
115005,1,3,54,4,101
148187,1,3,54,1,101
353652,2,3,55,1,101
269779,1,3,54,4,101
384583,2,3,55,3,101
36572,2,7,56,2,101
92170,1,7,57,1,101
92427,2,7,57,2,101
100161,1,7,57,1,101
49564,2,3,57,2,101
93783,2,7,58,2,101
95074,2,7,57,4,101
89215,1,7,59,2,101
46215,1,3,58,1,101
283490,2,3,59,2,101
49866,1,3,58,2,101
50203,2,7,59,2,101
89444,2,3,58,2,101
98750,2,3,59,1,101
92959,2,1,58,2,101
89599,2,1,60,2,101
92540,2,1,58,2,101
92864,1,1,60,4,101
305220,1,1,59,4,101
165168,2,1,60,4,101
89423,1,1,59,2,101
231053,2,1,60,4,101
89297,2,5,59,2,101
37614,2,4,62,2,101
114177,2,6,59,2,101
50392,1,4,62,2,101
251092,2,4,59,4,101
38474,2,4,62,2,101
92189,2,5,59,2,101
352167,1,4,62,4,101
251262,2,5,59,4,101
92979,1,2,62,2,101
89168,1,4,59,2,101
278548,2,6,62,4,101
351250,2,2,60,3,101
206286,2,6,62,1,101
245715,2,5,60,4,101
36717,2,1,62,2,101
358177,2,4,60,2,101
291757,1,6,62,2,101
230551,2,5,60,1,101
361435,1,1,62,3,101
36282,2,4,60,2,101
357918,2,5,62,2,101
244081,2,4,60,4,101
160681,2,6,62,4,101
291392,2,4,60,2,101
292627,2,4,62,2,101
160726,2,4,60,4,101
184014,1,6,62,4,101
212841,1,2,62,1,101
373187,1,5,62,3,101
336187,2,6,62,4,101
240880,2,1,62,1,101
243924,2,6,62,4,101
345368,1,6,62,4,101
351223,1,5,62,4,101
242245,1,2,63,4,101
29890,1,2,62,2,101
374201,1,2,63,3,101
104410,2,5,62,2,101
357938,1,5,63,2,101
48342,1,2,62,2,101
89154,1,1,63,2,101
182090,1,2,62,4,101
106291,1,5,63,2,101
30957,1,5,63,4,101
46580,1,5,63,2,101
350247,2,1,63,2,101
29713,2,2,63,2,101
182385,2,5,63,4,101
352181,1,2,63,4,101
347470,2,2,63,4,101
89207,1,2,63,2,101
230522,1,1,59,4,212
336215,2,2,63,4,101
336814,2,2,57,4,249
229921,2,2,63,4,101
334312,2,4,20,3,257
259840,2,5,20,2,257
344890,1,7,51,3,268
87139,2,6,17,2,269
355524,2,3,50,4,269
372827,2,3,50,1,271
372827,2,5,49,1,270
99413,2,7,24,3,284
344798,1,4,43,4,271
344798,1,3,30,4,286
344890,1,5,48,3,271
292841,1,4,19,3,287
323244,1,3,54,4,271
364602,1,3,55,2,287
311584,1,3,20,2,286
36158,1,7,30,3,307
351095,2,5,50,3,287
126377,2,3,17,3,310
45584,1,5,50,3,289
251822,1,3,55,2,313
48043,2,6,41,1,293
48043,2,7,30,1,320
100232,2,3,40,3,295
288397,2,5,45,4,320
68253,1,3,53,2,310
85683,1,5,52,3,320
85683,1,4,25,3,311
373271,1,5,45,1,321
75552,2,2,50,3,316
351080,1,2,49,2,321
227310,1,5,29,3,320
291022,1,2,55,1,321
85577,1,5,45,4,320
374692,1,3,17,4,329
341413,1,2,53,1,320
184869,1,3,48,4,330
141238,2,3,35,1,321
168718,2,2,53,1,331
165571,2,7,39,2,321
48243,2,1,19,1,353
115642,2,5,49,1,321
198785,1,2,50,2,364
172624,1,2,32,3,329
275878,1,5,26,3,366
288397,1,6,25,4,333
314538,1,5,22,3,367
99881,2,2,44,2,338
180315,1,5,36,3,370
119582,1,1,19,4,339
184740,2,3,34,4,374
249891,1,1,47,2,341
207087,2,5,35,4,377
85577,1,5,33,4,343
100333,2,5,45,1,378
127690,2,5,44,3,349
86454,2,5,36,3,379
184836,2,2,51,3,349
89447,2,1,43,2,382
107710,2,4,35,3,352
271873,1,1,20,3,412
30867,2,4,54,3,353
148481,2,6,40,1,412
154237,2,6,34,3,358
98691,2,2,47,4,414
358202,1,3,40,1,359
358202,1,2,25,1,416
354033,1,2,45,2,365
86173,2,1,27,3,429
46280,2,5,44,1,368
231825,2,2,40,2,449
184402,1,1,32,1,370
184402,1,1,52,1,453
207087,2,1,52,4,370
87474,2,1,43,3,454
101499,2,5,49,2,372
287429,2,6,40,3,457
243253,2,6,41,3,375
148661,2,6,46,1,458
226548,1,1,35,1,380
242693,2,6,40,3,461
310755,1,5,53,2,383
240957,2,5,43,4,461
258623,2,1,20,4,412
231825,2,2,41,2,462
231825,2,5,40,2,412
231825,2,5,44,2,464
287539,2,2,20,3,415
308143,2,6,19,3,467
226548,1,6,46,1,418
212501,2,6,62,1,468
192688,2,7,47,3,420
254160,1,6,62,4,470
197667,2,6,22,4,425
353621,1,6,59,1,484
226967,1,6,24,4,430
227282,2,6,62,1,490
260030,1,6,50,2,444
49748,2,5,46,3,497
103495,1,3,40,1,450
354452,1,6,41,3,499
192688,1,6,43,3,455
193636,2,6,46,3,499
318968,2,6,40,4,461
99935,1,6,40,4,501
60234,1,6,42,4,467
177753,1,1,46,3,502
118916,1,3,54,1,470
165386,1,6,46,2,503
86323,1,6,43,4,497
318554,2,6,46,1,505
226737,1,3,48,2,499
98922,1,5,16,4,507
229744,1,5,29,4,504
205205,2,6,24,4,510
332351,1,6,59,1,508
197806,2,3,21,4,511
101525,1,6,47,1,511
81878,2,2,79,1,0
120740,1,3,64,1,101
77058,1,6,64,1,50
78772,1,6,64,4,101
89006,1,6,64,1,101
101989,2,3,64,1,101
353504,1,6,64,4,101
382012,1,2,64,1,101
131733,1,3,64,4,101
160994,2,6,66,2,101
163022,1,5,64,1,101
78523,2,5,66,4,101
101269,2,5,64,1,101
165818,2,1,67,3,101
193396,1,5,64,2,101
381199,2,3,67,1,101
108024,2,5,65,4,101
31091,1,2,67,3,101
46395,1,1,66,3,101
111143,2,4,69,4,101
75371,1,4,66,4,101
240698,1,5,69,3,101
107881,1,4,66,4,101
189574,2,2,69,1,101
75009,1,3,67,4,101
230083,1,1,69,2,101
222698,1,4,67,1,101
107824,1,1,69,4,101
107790,2,1,67,4,101
74375,1,4,69,4,101
95100,2,4,67,4,101
60125,2,4,69,4,101
155145,2,2,68,4,101
28459,2,5,69,3,101
224144,2,3,69,4,101
296476,2,5,69,3,101
57270,1,2,69,4,101
107621,2,5,69,4,101
310477,1,7,69,1,101
170043,1,4,69,1,101
107602,1,4,69,1,101
158194,1,1,69,1,101
283087,1,2,69,3,101
161516,1,7,70,2,101
372768,1,5,69,1,101
229570,1,5,70,1,101
383469,1,3,69,1,101
37305,1,6,70,4,101
230680,2,2,69,4,101
373985,1,2,70,1,101
163626,1,7,70,1,101
89562,2,2,70,4,101
109948,2,4,70,1,101
75243,2,2,70,4,101
287344,2,6,70,1,101
287475,2,5,70,3,101
85415,2,3,70,2,101
180100,2,1,70,1,101
372547,1,5,70,1,101
183953,2,2,70,1,101
310912,2,1,70,3,101
102565,2,6,70,2,101
372481,2,7,70,3,101
155522,2,3,72,4,101
154549,2,7,70,3,101
146978,1,4,74,3,101
29742,2,5,70,3,101
311240,2,5,74,4,101
275443,1,7,70,2,101
323396,1,7,74,3,101
374777,2,5,72,1,101
360218,1,6,75,4,101
374291,1,3,72,1,101
37557,1,6,75,4,101
282820,1,6,73,3,101
164902,2,3,75,3,101
18092,2,7,74,4,101
36762,2,6,75,1,101
37726,2,6,74,4,101
89524,2,6,76,4,101
89234,2,4,74,1,101
94077,2,6,76,1,101
384833,1,7,75,4,101
89585,1,3,77,4,101
163471,1,1,75,2,101
350770,1,1,78,4,101
52524,2,1,76,3,101
343801,1,7,78,4,101
343993,1,1,78,1,101
348586,1,1,78,4,101
368316,1,6,78,1,101
119514,2,3,79,2,101
119266,2,4,78,2,101
310805,1,1,79,1,101
165800,1,6,79,1,101
71643,1,6,79,2,101
382996,1,3,79,1,101
378026,1,3,79,1,101
352131,2,3,79,2,101
324170,2,2,80,2,101
324062,2,3,79,1,101
322882,2,3,81,2,101
237430,1,3,79,1,101
361811,2,1,81,4,101
336209,1,4,79,1,101
278607,2,6,82,2,101
352372,2,6,80,4,101
342489,2,5,82,1,101
322666,2,3,80,2,101
165094,1,4,82,4,101
74617,2,1,80,2,101
163383,1,4,82,1,101
347696,1,3,81,4,101
26928,1,3,82,1,101
29944,1,6,81,3,101
381087,1,4,82,2,101
223233,1,4,82,2,101
386368,1,6,82,3,101
284302,1,3,82,4,101
268480,2,6,82,3,101
241107,1,1,82,1,101
29828,1,3,83,1,101
268546,2,5,82,2,101
226476,1,6,83,2,101
269924,2,6,83,4,101
38557,2,5,83,2,101
279344,1,7,83,1,101
324101,1,7,83,4,101
283876,2,3,83,4,101
318991,2,6,83,2,101
165234,2,7,83,3,101
345935,2,2,83,2,101
81024,1,6,83,1,101
323256,2,6,83,4,101
351226,2,5,83,4,101
148787,2,6,83,4,101
6991,2,3,84,1,101
165065,1,5,83,1,101
58226,1,6,85,4,101
283507,2,7,83,2,101
16542,1,3,86,4,101
283916,2,5,83,2,101
196678,1,5,86,2,101
323391,1,3,83,1,101
268787,1,2,86,1,101
229639,1,6,83,3,101
223550,1,5,86,4,101
323027,1,1,83,3,101
27577,1,2,87,2,101
269505,1,4,85,4,101
94150,2,4,87,3,101
8005,2,4,85,1,101
283351,2,4,87,3,101
310713,1,2,86,4,101
24363,2,6,87,3,101
351125,2,1,86,4,101
28809,2,1,87,2,101
23126,2,1,86,3,101
231135,1,7,87,4,101
165718,2,7,87,4,101
172424,1,6,87,1,101
173423,1,6,87,2,101
18731,1,1,87,1,101
336028,1,1,87,3,101
75135,2,7,88,3,101
92657,1,7,87,1,101
37066,2,2,88,4,101
163320,2,6,87,1,101
140698,1,2,88,4,101
230841,2,2,87,3,101
268722,2,7,88,3,101
296516,2,2,87,2,101
142570,2,1,88,4,101
29900,2,6,87,2,101
43034,2,1,89,4,101
251030,2,2,87,3,101
223350,2,7,89,1,101
283264,2,1,87,3,101
75109,2,7,89,3,101
64893,1,7,87,4,101
223038,1,2,76,2,136
173301,1,1,87,3,101
26408,2,7,86,3,148
227039,2,7,88,3,101
35984,1,7,68,3,158
163374,2,7,88,1,101
132210,2,7,78,4,159
351159,2,7,88,2,101
234037,2,7,85,3,185
228496,1,7,88,3,101
283019,2,7,69,3,192
24800,2,5,70,1,131
269217,2,5,71,3,192
19312,1,5,70,4,151
7118,2,5,64,4,212
37161,2,5,74,1,184
109553,2,5,78,1,212
60081,2,5,66,1,232
94116,2,5,64,1,228
119704,2,5,67,2,249
332832,2,4,88,3,263
377817,1,3,68,1,263
345485,2,7,71,1,270
345485,2,4,68,1,268
346787,1,7,70,2,271
367104,1,6,67,1,269
317969,2,2,69,3,284
317969,2,3,86,3,269
358012,1,5,84,1,284
377503,1,6,64,1,284
17620,1,3,83,3,285
322956,1,5,68,4,287
145460,1,2,80,4,287
329858,1,3,72,4,289
230389,1,3,64,2,288
154600,2,7,87,2,290
208115,1,3,86,3,294
303923,1,4,66,4,294
16870,1,5,86,1,315
206305,1,7,78,2,308
274055,2,2,67,2,320
221812,1,5,73,3,320
221812,1,3,74,3,320
206223,1,3,87,1,321
139320,1,1,78,1,321
23338,1,6,67,2,329
299367,2,2,69,4,334
223886,2,4,67,4,330
172177,2,1,78,4,337
223878,1,3,71,4,332
292251,1,5,76,3,348
212975,1,3,87,4,332
276470,1,4,87,3,349
307762,1,1,67,3,334
230159,1,6,87,4,355
381356,1,2,69,2,348
182484,1,6,84,1,358
350826,1,2,67,4,352
230734,1,5,84,4,367
197751,1,1,69,4,354
315895,2,2,64,4,369
304249,1,1,84,4,359
48680,2,3,70,3,377
207984,2,7,76,3,369
307659,2,4,88,3,397
18375,2,6,74,3,414
208440,2,6,75,1,412
174011,2,6,75,2,430
307659,2,5,67,3,413
362567,2,6,82,1,444
173490,2,7,86,4,413
206657,2,1,71,4,451
173597,2,7,86,2,415
41210,1,1,71,1,453
62874,2,3,87,3,449
206975,2,5,68,3,456
174011,2,6,80,2,460
172410,1,3,86,1,464
295423,2,4,69,3,464
172573,1,7,75,4,468
346687,1,7,82,4,466
207084,1,2,70,4,470
223871,1,4,87,3,469
206657,2,5,89,4,480
358042,1,1,78,1,483
205910,1,6,72,3,483
103746,2,5,67,3,487
178237,1,7,70,3,491
165352,1,4,74,2,495
16408,1,3,67,1,504
24116,1,6,76,3,501
35874,2,2,87,1,506
374290,1,5,78,3,504
347138,1,5,69,2,509
268978,1,1,81,3,511
36638,1,1,25,1,531
60398,1,5,26,1,537
35910,1,1,25,1,535
35910,1,3,16,1,549
36638,1,4,17,1,538
203362,1,4,19,2,551
202715,1,1,19,2,538
51441,1,3,21,1,586
36485,1,2,18,1,545
51571,2,5,29,1,592
51985,1,2,18,1,548
52735,1,5,27,1,596
36446,2,2,20,1,550
92202,1,5,21,2,624
203362,1,5,29,2,570
51516,1,3,19,4,632
15675,2,4,28,4,577
75167,2,5,20,3,635
74221,2,4,30,3,578
342805,1,1,18,3,648
255261,2,2,18,3,592
5691,1,3,29,3,649
208483,1,2,18,3,593
208483,1,1,18,3,650
7396,1,3,30,3,595
52679,1,2,20,1,652
213542,2,5,30,3,597
94388,1,1,18,3,654
49278,1,1,17,1,628
23183,2,2,20,3,665
102012,1,1,29,2,630
75167,1,5,17,3,671
232197,2,1,21,3,634
15605,2,3,21,2,690
93087,2,3,21,2,637
322830,2,7,19,2,710
314425,2,3,18,3,653
37957,2,7,24,1,725
315324,2,7,20,3,673
323055,2,7,24,3,726
18019,2,7,29,4,682
86853,2,7,24,2,727
67079,2,2,21,4,687
341066,2,7,31,3,727
17459,2,7,16,4,698
65574,2,7,31,4,756
291183,2,7,24,2,760
323077,2,1,27,3,761
383569,2,7,20,2,765
323135,2,1,43,2,521
386534,2,7,32,1,544
352188,2,3,41,1,546
352188,2,4,45,1,546
241031,2,4,41,3,547
229659,2,1,45,2,548
250398,2,3,34,3,551
386576,2,3,46,4,565
275344,2,1,40,2,577
229452,2,1,44,2,587
95599,2,1,34,3,599
46833,2,1,32,1,596
283481,2,5,34,2,637
154457,2,5,46,4,599
48435,1,6,37,4,664
87031,2,6,44,4,628
46671,1,1,35,2,707
46671,1,3,35,2,648
244872,2,2,35,3,719
46680,1,7,32,4,654
351260,2,6,36,1,727
169730,2,3,36,2,667
336793,1,4,39,2,758
262671,1,7,41,4,710
386500,2,6,36,3,762
262703,2,3,39,4,725
310433,2,1,34,4,767
310433,2,1,44,4,726
386500,1,6,35,3,767
31165,1,1,44,3,727
16959,1,1,44,3,786
30919,1,6,40,3,783
17584,1,6,45,3,812
282168,2,6,50,2,520
350922,1,6,52,3,528
268934,2,6,56,1,525
101974,2,6,52,4,528
234814,2,5,57,2,542
374129,2,5,58,4,532
361843,2,2,62,2,550
93003,2,6,52,3,535
273778,2,3,60,3,575
16594,2,7,58,4,551
269103,1,2,49,4,596
158205,1,7,55,4,562
71438,1,7,50,4,597
158309,2,5,53,4,564
276241,2,7,59,2,628
29920,1,7,48,2,565
85207,1,5,54,2,651
133087,2,4,55,4,566
101947,1,4,59,2,653
284344,2,4,55,3,574
318478,2,7,58,4,664
89316,2,5,62,2,586
87205,2,7,50,4,665
16799,1,3,51,4,592
198279,1,5,51,2,667
269024,1,1,51,4,594
85853,1,2,55,4,669
95587,1,4,57,4,650
36626,1,6,50,1,677
351552,1,4,57,4,654
317541,2,7,57,4,681
85036,2,7,57,2,668
87418,2,5,51,4,692
216883,1,4,48,2,699
323479,2,2,60,4,725
383416,2,2,49,2,714
31158,1,2,56,2,768
52412,2,7,58,1,725
86537,2,6,62,4,782
323572,1,7,59,4,788
274995,2,7,66,2,521
269047,1,4,83,4,520
274682,1,6,78,3,533
283023,1,6,87,4,534
275701,2,7,66,4,538
283639,2,5,86,1,539
281333,1,7,70,1,539
268717,2,4,90,4,550
267274,2,4,78,1,545
67429,1,4,69,4,565
55834,2,4,68,4,548
154128,1,6,78,1,565
274732,2,3,76,3,550
283306,2,4,81,1,571
146205,2,4,82,1,551
240788,2,6,69,3,573
284203,1,4,70,3,566
49651,2,7,76,1,578
250220,2,1,86,3,573
105230,1,2,83,2,578
267094,2,4,75,4,577
119133,2,2,83,3,579
275899,2,1,70,3,579
181970,1,5,82,4,592
26641,2,5,75,4,586
29691,2,3,78,2,599
52177,2,4,74,4,587
176507,1,5,75,1,650
268994,1,4,70,4,592
276243,1,6,75,4,652
93935,1,6,86,3,594
283685,2,6,87,4,653
283370,2,7,74,4,597
270271,2,4,86,3,666
17108,1,6,84,3,627
241149,1,5,67,3,674
267425,1,3,78,4,630
77648,1,1,87,2,684
37447,1,6,73,4,637
240927,1,6,66,3,703
283480,2,7,66,1,651
51182,1,7,87,1,705
179881,1,7,73,3,665
36867,1,4,74,4,709
38708,2,3,67,1,670
268691,1,7,73,1,713
66781,2,3,69,4,682
268620,2,3,71,3,725
283156,1,3,66,1,685
55473,1,3,82,1,726
35939,1,1,67,1,693
16421,1,1,78,3,755
205474,2,3,68,3,706
85678,1,3,83,2,763
29794,1,3,86,2,718
56018,1,3,72,1,764
60064,1,7,86,4,726
37864,2,7,75,1,766
38300,2,6,77,1,783
42220,2,7,70,1,785
205075,1,6,73,3,798
85776,1,6,87,2,789
26874,1,6,78,4,811
