EF19,TAETIGKEITSSCHLUESSEL4,B52,EF16U2,EF41,TAETIGKEITSSCHLUESSEL5,PERSONENGRUPPE
338,2,88.84826090773298,5,20,3,101
116,1,1149.810358273272,7,20,1,101
206,1,840.8274543372125,5,20,4,101
72,1,202.41840690579923,6,20,2,101
43,1,877.8589972615996,5,20,4,101
260,2,1141.7975170143009,4,20,1,101
116,2,1150.7248803415007,1,21,4,101
266,2,1040.3770079789383,5,20,1,101
304,2,1078.0550195606115,5,21,3,101
169,2,722.6850297651287,5,20,3,101
17,2,256.1814499060065,3,21,2,101
195,2,246.24034478942372,2,21,3,101
54,2,876.5578661066448,5,21,3,101
373,2,816.4056199075185,7,21,2,101
67,2,459.1919327570867,3,21,4,101
92,2,1174.8845886830804,1,21,4,101
27,2,876.7709958401555,3,21,1,101
371,2,717.53770883966,3,21,4,101
335,1,892.125012716104,7,24,2,101
87,2,1272.7684308389144,6,21,4,101
82,2,1100.149875298758,7,24,4,101
90,2,1037.0813109518726,1,21,4,101
368,2,966.5591120121555,5,24,4,101
16,1,258.4615032854495,5,21,4,101
82,1,1099.9073459798778,7,24,3,101
201,1,236.9641785613882,2,21,3,101
272,2,892.8123649398195,3,24,4,101
54,2,906.4066193312614,3,21,3,101
371,1,717.53770883966,3,25,4,101
66,1,456.74836486190407,3,21,3,101
90,1,1036.1258273173837,1,27,3,101
275,1,165.2507411250327,3,22,1,101
365,2,133.2284189391736,7,29,2,101
17,2,813.923683758575,5,22,4,101
246,2,983.3116298579031,3,29,3,101
27,2,45.32294278042982,2,22,2,101
278,2,118.36654146236955,7,29,2,101
191,2,984.2912613484054,5,23,4,101
213,2,1072.508009693881,5,29,3,101
319,1,342.25341291210896,6,24,2,101
108,2,1051.1169880086336,6,30,3,101
375,1,687.3830440714654,7,24,4,101
226,1,396.42233132278017,4,30,1,101
82,1,257.47204991859,3,24,4,101
72,2,205.10028161616538,6,30,3,101
182,1,1063.153530349748,5,25,3,101
196,2,216.64927539283204,3,30,4,101
111,1,1159.2475222441699,1,26,3,101
310,2,350.2142552623985,6,30,2,101
66,1,1274.336391650619,1,26,4,101
43,2,1130.4214879263875,1,30,4,101
27,1,892.3091168145172,2,26,3,101
92,1,1175.2144214575067,1,30,3,101
34,2,108.00866335726765,4,26,3,101
360,1,691.0216581707205,3,30,3,101
43,1,1158.8280730108997,1,26,3,101
249,1,911.7917328991335,5,30,3,101
9,1,536.2804610016789,7,27,2,101
317,1,18.418946710218393,3,25,4,158
249,1,799.804077918615,3,28,2,101
54,1,61.50025994872206,4,30,1,158
193,1,798.701149262546,3,29,1,101
82,2,378.27307042837805,6,24,2,164
353,1,44.62013322042816,5,29,3,101
82,1,346.6036120520788,7,26,2,188
242,1,721.384804391499,6,29,2,101
209,2,292.6140547688304,4,31,1,188
338,2,529.7317813773282,2,30,3,101
321,2,345.4789018662083,7,31,3,230
292,2,135.0893698805754,5,30,3,101
54,2,878.6310745715466,2,24,3,235
209,2,784.2704959493915,2,30,3,101
26,2,892.5268622147961,2,16,3,249
357,2,744.6085608782198,5,30,1,101
300,2,467.965931275498,2,26,1,249
373,2,866.8489485313771,5,39,4,21
326,1,893.9109837942603,5,32,4,101
163,2,1045.2009798713357,5,35,4,84
133,2,487.0841468217907,7,32,3,101
183,1,417.44944158831305,7,33,2,101
226,2,1174.4252135950917,6,32,3,101
226,1,1174.2802057883155,6,34,2,101
385,1,670.8791664605761,3,32,3,101
328,2,1260.9755715416447,6,34,2,101
165,1,843.1368628704971,2,32,2,101
363,1,878.8067682255283,2,35,3,101
54,2,174.41875358612907,5,33,2,101
249,1,494.1375557957122,3,35,3,101
34,1,1048.1722636534807,1,33,3,101
249,1,494.03010421854583,3,35,3,101
343,2,294.5268402687974,1,33,3,101
164,1,134.73132479044529,7,35,1,101
43,2,1159.9541662898189,1,33,4,101
157,2,710.7353709519142,2,35,3,101
362,2,892.4909292439905,2,35,3,101
164,2,843.8438293259932,2,35,3,101
260,2,1134.3136841993098,2,35,2,101
315,2,167.74537629017323,1,35,2,101
260,2,1134.3136841993098,2,35,2,101
157,2,710.7353709519142,2,35,3,101
34,2,1048.1722636534807,1,35,3,101
134,1,177.11003167950577,5,36,2,101
138,1,851.8999080586657,1,36,3,101
197,1,171.27957342973858,3,36,2,101
360,1,1232.064462459717,1,36,3,101
368,1,528.7268347076673,5,36,2,101
348,1,1205.2161376304316,4,39,2,101
138,2,107.4925623935627,7,37,1,101
208,2,335.36165070278975,3,39,4,101
92,1,1200.3960199317198,3,37,2,101
368,1,718.1691786197683,5,39,2,101
217,1,1045.8681993781456,6,37,2,101
48,2,229.4394528744876,5,39,2,101
261,2,1257.739847392144,3,37,4,101
366,2,809.9819757671918,3,39,4,101
242,1,497.90208761889187,3,37,2,101
209,2,1063.610955989366,3,39,4,101
216,1,1043.3981418934118,6,37,2,101
92,2,1200.3960199317198,3,39,2,101
176,1,1118.9499057476114,3,38,4,101
196,2,1073.399700185055,3,39,3,101
208,2,424.8759461086827,1,38,2,101
242,2,264.8362485677054,3,39,4,101
176,1,1118.9059841611631,3,38,4,101
326,1,893.8180445572746,5,34,2,151
219,1,864.7920564157341,2,38,2,101
209,1,429.58039198316857,1,35,4,158
205,2,500.55987240708214,4,39,2,101
165,1,670.4908960170326,3,36,3,158
319,1,241.5009711438397,3,39,1,101
193,2,906.9379155454388,3,36,3,159
375,2,1270.0748339825227,2,39,3,101
373,1,865.2588720474722,1,38,3,159
315,2,241.36298946614914,3,39,3,101
17,1,477.6086575349318,2,35,3,184
367,2,1192.94481554937,5,34,4,105
342,1,1269.237598919602,5,35,4,188
179,1,727.2271953084719,5,43,4,9
155,2,459.61975092804136,6,40,2,101
175,1,1102.6722806067692,2,40,3,101
248,2,836.3286207599175,2,40,2,101
212,1,1263.5698480451706,5,40,3,101
249,1,909.3668018377413,5,40,2,101
164,2,609.3926834397664,3,40,1,101
335,1,113.56815318181386,6,41,2,101
350,2,1213.9049310913913,6,40,2,101
201,1,853.5611921629563,2,41,2,101
317,1,1266.6998699318515,2,40,3,101
347,1,670.2298550603155,2,41,2,101
311,1,1075.5567607092075,6,40,2,101
314,1,247.74838981653326,6,41,2,101
321,1,1260.5107255863009,5,40,2,101
215,2,292.2529557844009,3,41,3,101
364,1,1037.6754334604213,5,40,3,101
375,1,1131.0060196601066,1,41,2,101
81,1,125.46405288559465,5,41,1,101
312,1,348.7967057170692,6,41,2,101
321,2,1260.820053409964,5,41,2,101
197,2,172.64951813439842,2,42,2,101
15,1,568.1789802128062,4,41,3,101
8,1,378.64090468133946,6,43,2,101
176,1,485.3812937400875,7,41,1,101
165,2,909.0397706391054,1,43,4,101
92,1,904.6490289049632,2,41,2,101
242,1,492.81246465944906,2,43,2,101
95,1,241.5232002655146,4,42,3,101
242,1,816.0333919040473,4,43,2,101
219,1,246.18278931442933,3,42,3,101
319,1,245.57497798882108,5,43,1,101
248,1,240.8703564655104,5,42,2,101
360,1,717.2536043907969,7,43,1,101
331,2,109.25100419860469,4,42,3,101
375,2,1253.1918369633263,1,41,1,189
36,2,562.789978027344,5,44,2,101
352,1,529.2918366733701,7,44,1,101
45,2,967.181396939085,4,44,2,101
201,2,107.94889316133752,3,44,1,101
334,2,1119.7769359144786,1,44,2,101
179,1,127.79501227150506,7,44,1,101
349,1,1210.5220756772883,1,44,4,101
17,2,447.61790078145066,2,44,3,101
335,1,783.4592169354322,5,44,1,101
209,1,909.0307104356992,5,44,1,101
190,1,1200.3070888719178,1,44,2,101
311,1,1076.482911225624,1,44,1,101
222,2,1173.864386241414,3,44,1,101
133,2,431.4390575475798,7,44,1,101
360,2,1233.1275220826942,1,44,4,101
155,2,457.0504472604183,7,44,1,158
137,2,114.42769635289608,7,45,1,101
37,2,241.66775237099614,3,45,1,101
335,1,824.2787725839256,7,45,1,101
165,2,115.45878534749204,7,45,1,101
47,1,63.559248249018964,4,45,2,101
204,1,246.14661420187122,4,45,2,101
375,1,1253.223187491783,1,46,2,101
246,1,562.789978027344,7,46,1,101
38,1,614.5353397017896,5,46,1,101
249,1,243.03430291944073,5,46,2,101
246,1,562.789978027344,7,46,1,101
330,1,104.42499888077613,5,46,2,101
207,1,496.6923694915034,5,46,1,101
246,1,562.789978027344,7,46,1,101
125,1,1158.2521618153469,4,47,2,101
34,1,984.4525801182904,4,46,2,101
49,1,796.8611773788242,5,47,3,101
63,1,799.4264767091653,6,46,2,101
360,2,876.9801383008961,5,47,1,101
49,2,850.5873442112905,5,47,2,101
49,2,850.5873442112905,5,47,2,101
125,2,1158.2521618153469,4,47,2,147
176,1,361.5585927856945,6,48,4,101
67,1,411.8890530275347,6,49,4,101
17,1,124.46686371856632,2,48,1,101
371,1,574.1904807687042,7,49,4,101
292,1,1219.285220971547,5,48,4,101
198,1,711.0599792620569,7,49,2,101
319,1,459.6068430719648,7,49,2,101
299,1,361.7909389555121,6,50,4,101
226,1,119.6573998898206,3,49,1,101
111,1,998.6009734379531,7,50,4,101
319,1,336.0856683500905,2,49,1,101
319,1,340.5006247512359,6,50,4,101
314,1,1192.3846495487537,2,49,1,101
327,1,612.9864067001612,6,50,2,101
299,1,361.7909389555121,6,49,2,101
116,1,694.0550801961571,2,50,1,101
97,1,1052.8909833675564,3,49,1,101
278,1,817.9555669659014,1,50,4,101
14,2,207.78134720213404,7,49,2,101
314,2,1192.4710477974497,2,51,1,101
375,2,1255.84652635512,1,49,1,101
273,2,907.1468179551764,1,51,4,101
362,2,26.655765876295508,5,49,4,101
38,2,331.8991482483757,6,51,2,101
16,2,336.1356015303856,2,50,1,101
26,2,541.2404123177128,7,51,4,101
278,2,110.44677080806757,1,50,1,101
87,2,292.3945258739907,2,51,1,101
311,2,1075.8207299222522,3,50,1,101
326,2,494.99386742910997,5,51,4,101
375,2,734.6951298229675,3,50,1,101
375,2,129.47649943307607,1,51,1,101
28,2,605.3014268467135,1,50,1,101
215,1,371.7657706863101,1,51,1,101
97,2,904.1975780922414,5,50,4,101
40,2,166.44332500141994,5,51,3,101
87,2,1230.0207916724871,5,51,4,101
173,2,44.758241900785066,4,51,3,101
343,1,157.2792109136285,4,51,3,101
208,2,456.8401586557034,1,50,3,212
90,2,332.20500604107536,5,51,4,101
310,1,1075.3732330475266,2,52,1,101
25,1,330.32786333608243,6,52,4,101
17,1,671.4667400921364,3,52,1,101
354,1,1215.0803521302232,2,52,1,101
66,1,494.1548736690259,2,52,1,101
355,2,493.5505188086514,5,53,4,101
90,2,1194.10640149324,2,53,1,101
34,2,480.2831571180594,3,53,1,101
229,2,1135.436963362975,3,53,4,101
260,2,105.78183468234502,1,53,1,101
282,2,1213.99718932494,1,53,3,101
317,2,338.82915397620803,7,53,2,101
30,2,606.8542148321384,1,53,2,101
34,2,983.8177655751917,3,53,1,101
285,2,1268.9732905054766,3,54,1,101
34,2,540.8850571719914,7,53,4,101
34,2,125.57097380593581,2,54,1,101
34,2,907.2932877439864,3,53,4,101
280,2,1201.2431503995726,1,54,4,101
16,2,127.51541823171509,3,53,4,101
246,2,980.8793021219809,3,54,4,101
314,1,329.5675470820254,1,54,2,101
17,1,337.4848057740059,4,55,3,101
10,1,607.9428239291356,3,54,4,101
27,1,383.9387297764581,7,55,4,101
90,1,332.20500604107536,5,54,4,101
34,1,483.38298480743964,3,55,4,101
17,1,124.69949881695389,3,54,4,101
90,1,334.878247988299,5,55,4,101
29,1,648.8002335541561,1,55,4,101
352,1,1049.659386732782,2,55,1,101
266,1,128.9216333036318,1,55,4,233
90,2,332.20500604107536,5,55,4,101
266,2,128.9216333036318,1,53,4,249
375,1,816.165663058225,3,56,4,101
141,2,135.09781923303115,7,57,2,101
20,2,845.4097695083451,1,56,3,101
219,2,912.6067492989504,1,57,4,101
363,1,817.0153542260978,3,56,4,101
278,1,114.48169506231068,7,57,2,101
87,1,1225.792786828877,5,56,4,101
43,1,482.4684171217566,7,57,2,101
222,1,1157.238912721293,6,57,2,101
223,2,1156.8237358341125,5,58,2,101
370,2,716.4675394314283,2,57,4,101
97,2,1053.111475897296,3,58,4,101
300,2,1149.3562938927907,3,57,4,101
300,1,1147.9487439434522,3,59,4,101
89,1,201.8506032924465,6,58,3,101
228,1,648.7094863438742,1,59,2,101
133,2,501.09270697696786,5,58,1,101
183,2,426.47747030976393,6,59,2,101
266,2,130.69359404618825,1,58,2,101
292,1,112.9724023811218,7,59,4,101
268,1,1132.5351190093895,2,58,4,101
329,2,445.0891810333541,3,59,4,101
125,1,1194.1678334484586,4,58,3,101
266,2,366.6747599931219,7,59,3,101
368,2,1158.733954190717,3,58,4,101
195,2,217.8823758511806,3,59,4,101
391,2,676.1930589271013,2,59,4,101
221,2,1175.470924926232,3,59,4,101
247,2,779.3798829904864,7,59,4,101
375,2,1096.025804521022,2,59,4,101
56,2,855.1667594888489,1,59,2,101
248,2,681.5601835669968,7,59,3,194
48,2,918.79251713479,7,59,2,101
242,2,329.91230520599794,1,60,3,101
56,2,851.8685293037742,1,60,2,101
268,2,1133.7873683266587,2,60,2,101
327,2,609.6081971278763,5,60,1,101
49,2,917.719274828511,1,60,2,101
375,2,1135.9843233842257,5,60,1,101
20,2,914.9195470455005,1,60,2,101
338,2,653.2726978143622,5,60,1,101
201,2,773.0099034939799,1,60,2,101
334,2,379.95415519127516,5,60,1,101
201,2,910.1433987658617,1,60,2,101
334,2,892.1670344118155,5,60,1,101
196,2,1041.141863854386,5,61,2,101
49,2,876.4229416851563,6,62,2,101
43,2,59.39730646133039,5,62,1,101
266,1,384.04574766454294,4,62,4,101
220,1,1156.6268572311105,4,62,4,101
196,1,1041.4144056409993,5,62,1,101
354,2,626.5563428015496,2,62,2,101
266,2,380.59130864497763,4,62,4,101
61,1,735.9883512293261,5,62,1,101
195,1,1133.8323005273423,5,62,3,101
206,2,1238.1203684314492,4,62,4,101
20,1,800.5714782161376,6,62,4,101
278,1,456.2222290951798,7,62,2,101
368,1,649.6369126508424,2,62,4,101
304,1,1193.080807894203,4,62,3,101
223,1,1159.1422341376933,2,62,4,101
201,2,906.3996982632466,1,63,2,101
87,1,892.0166966972412,2,62,2,101
196,2,217.63692147534243,4,63,4,101
208,1,1158.8940996135718,2,62,4,101
222,2,904.6711834202662,6,63,4,101
229,2,1037.7217898918361,6,62,4,101
208,2,811.2861435088876,6,63,4,101
319,1,1150.5927697107518,2,62,4,101
221,1,1157.6364136849245,4,63,4,101
228,1,117.58125092939605,2,62,2,101
92,1,1051.132167061871,5,63,3,101
197,1,1039.5531945723826,4,63,4,101
207,1,84.92572974855669,4,62,4,195
92,1,1051.132167061871,5,63,1,101
278,1,1172.0581748091108,4,62,2,213
195,2,1133.6607799752378,5,63,1,101
169,1,1125.4165669574493,5,18,3,256
4,1,930.3327874441271,4,21,3,269
54,2,293.82394906498797,5,18,3,261
317,2,1131.9186226776606,5,17,3,270
82,1,76.7899010572098,7,20,3,263
135,1,257.7933985485001,6,24,3,285
54,1,878.6310745715466,2,30,3,263
3,1,879.976160697051,5,29,3,287
196,2,217.71969417247337,3,24,1,270
292,1,311.32841565289715,7,24,2,309
158,2,625.5585191836889,6,17,2,292
92,2,1173.8677760514938,7,16,3,313
31,2,272.4066761853801,4,28,3,307
249,2,462.1990850512726,2,19,1,320
311,2,413.7281151383351,2,20,1,321
311,2,413.7281151383351,2,20,1,320
360,2,785.819338125201,5,16,3,330
54,1,242.47747503534237,3,21,3,340
54,2,246.08776825889993,3,29,3,348
87,2,892.5102878183972,2,17,3,342
116,1,465.3133831752202,2,20,1,354
319,1,380.2622996083174,2,21,3,367
116,2,479.94270666437484,2,20,3,365
319,1,351.1269621776091,6,28,3,364
192,2,893.5484540075752,5,45,3,258
221,2,1157.7711563174491,5,53,3,269
61,2,799.5172542262943,3,49,1,268
242,2,311.05044973076133,3,50,1,270
155,1,1151.6147100678043,3,54,1,268
155,1,1151.6147100678043,3,53,1,285
9,1,366.26747343030695,3,45,1,270
352,2,1203.8325959296592,3,50,1,288
242,2,264.68241382271395,3,38,1,271
269,1,176.27439205179618,5,52,3,289
34,1,242.60610102021712,5,37,3,287
269,2,176.27439205179618,5,50,3,291
278,2,893.1790246090034,3,50,3,305
261,2,1158.4138374705972,3,52,1,295
82,2,1061.886658333228,3,50,3,307
209,1,1062.1284884173308,3,54,1,306
373,1,485.7232233631921,5,37,2,320
260,2,1134.4334515428743,3,49,3,312
260,1,1134.4334515428743,3,40,3,320
209,2,1062.0890908524848,2,52,3,315
209,1,1062.0890908524848,2,46,3,320
54,2,991.9263225366147,2,34,1,320
106,1,1132.9119710516345,3,39,1,321
246,2,982.1451282486341,3,40,1,320
395,2,807.0160731724511,3,42,1,321
375,1,1268.5114156495724,2,42,3,321
208,2,869.1897035397687,3,38,3,338
249,2,842.0150898238988,5,48,2,321
249,1,842.0150898238988,5,46,2,354
330,2,104.42499888077613,5,35,2,329
330,2,104.42499888077613,5,42,2,359
66,1,1111.5970377943095,2,42,3,331
138,2,1156.4711566456947,5,47,1,366
348,1,1149.6038503171433,5,36,3,353
395,1,785.716640702199,2,54,1,371
351,1,1214.5773945596434,2,35,1,366
17,1,570.3231193900574,2,35,1,372
334,1,467.88060404277815,2,51,3,366
48,2,240.92492066601918,5,46,1,373
234,1,648.8016067140785,2,41,3,378
342,2,840.3938387394088,5,46,3,377
278,2,893.6670827520958,3,39,3,380
82,1,1058.72128480017,3,51,3,378
51,2,341.5855810115514,3,37,3,383
311,2,1075.7706948060672,6,46,4,386
87,1,625.477224968171,6,44,3,393
174,2,626.2205163792026,6,46,4,390
96,2,932.1207562338807,5,19,3,412
96,2,932.1207562338807,5,41,3,412
339,2,771.6563138066921,5,21,3,413
284,2,1192.6821973013798,3,37,3,414
299,2,202.6559573114812,6,25,4,415
360,2,879.5493821762983,5,46,3,434
138,2,1157.404585379011,5,20,1,418
104,2,1128.8371853698636,3,43,3,450
354,2,674.4001333762905,6,21,2,424
178,1,487.6652155015392,6,55,2,451
90,1,332.20500604107536,5,18,2,427
137,1,114.42769635289608,7,44,2,455
213,2,412.2866166461306,5,17,1,431
15,1,27.632727355454783,5,46,3,459
15,1,27.632727355454783,5,41,3,433
15,1,27.632727355454783,5,46,3,459
88,2,893.0225289915069,7,41,4,456
212,1,1261.0846671861113,5,40,1,462
34,2,481.41870901535685,7,30,4,458
116,1,671.100098376216,3,41,3,464
169,2,878.3431019387542,5,41,1,463
376,1,1258.651157180682,6,58,2,468
38,1,624.7910325453389,6,59,2,466
133,1,131.26770818165176,7,35,4,482
143,1,388.30133798808475,6,51,3,471
143,1,388.30133798808475,6,41,3,482
132,1,411.58321767551985,6,30,4,484
132,2,411.58321767551985,6,43,4,483
41,1,164.198746493716,6,55,4,496
164,1,134.73132479044529,7,42,4,487
192,1,989.5402337064791,7,55,2,499
192,2,989.5402337064791,7,60,2,487
327,1,1192.3885073716888,6,43,4,503
326,1,611.8408469855956,6,62,2,490
10,2,256.6190850575468,6,43,4,510
178,1,487.6652155015392,6,50,4,508
327,1,539.9645349289113,6,64,4,101
315,1,626.6232662840762,3,64,4,101
110,1,572.3673097005752,3,64,4,101
102,1,515.8952113287363,6,64,4,101
217,1,499.56141896033955,2,65,1,101
342,2,410.65444593985467,5,64,4,101
27,1,542.1732269776974,3,66,3,101
51,1,562.789978027344,6,64,4,101
342,2,386.8601890619833,4,66,1,101
201,2,1151.0486091133287,5,64,4,101
233,2,158.26410005115636,3,66,4,101
97,2,531.2254930445484,5,66,1,101
82,2,259.0488823144482,5,66,4,101
41,1,997.6403495504884,5,66,3,101
335,1,752.009093125811,3,67,3,101
342,1,387.1576728909119,4,66,1,101
249,1,820.1030674397905,5,67,1,101
109,2,264.12485968326075,4,66,2,101
26,2,935.5628945629575,6,67,2,101
217,1,264.1857902801601,2,67,3,101
217,1,641.9038715250556,2,67,3,101
97,1,850.9630662613391,2,67,3,101
26,2,1072.5175719956494,6,67,4,101
87,2,174.82467291310587,6,67,3,101
109,2,264.12485968326075,4,67,2,101
360,2,293.11428354625093,6,67,2,101
364,2,648.370405699171,2,68,3,101
101,2,126.66071800107538,2,69,1,101
370,1,1262.8846346340536,1,68,3,101
172,1,528.5557127402935,6,69,4,101
232,1,499.2412188710301,1,68,3,101
201,1,965.3492513898672,5,69,1,101
249,1,1173.3275813143457,3,68,3,101
78,1,494.69905435751076,3,69,3,101
375,2,787.5307393816456,5,69,1,101
44,1,365.6301697187994,4,69,3,101
87,2,651.5997113578215,3,69,4,101
100,1,731.7961332381979,5,69,1,101
360,2,292.39401339456776,6,69,3,101
232,1,292.1068250996856,5,69,4,101
290,1,559.1883644236909,3,69,4,101
98,2,844.7609200109031,6,70,1,101
102,2,409.27169202555643,5,69,1,101
290,1,87.02101866336886,3,70,4,101
249,2,1173.8359624646678,3,69,3,101
154,2,365.8151569608944,4,70,4,101
44,2,413.7964422465475,5,69,4,101
116,2,76.82566475366637,2,70,3,101
314,1,366.65568346302786,7,69,1,101
296,1,129.82237021111004,7,70,1,101
362,1,1194.6877903819836,1,69,3,101
110,2,265.3333740825803,5,70,4,101
266,1,378.2624064970305,4,69,1,101
326,1,562.789978027344,6,72,4,101
54,1,877.0012009576714,6,69,4,101
142,1,364.22075210101417,4,73,4,101
321,2,544.7484687988039,3,69,4,101
270,2,1125.7458111645665,1,74,3,101
330,2,571.0046126919098,5,69,1,101
375,2,877.5021522082418,5,74,4,101
327,2,562.789978027344,6,69,4,101
20,2,513.9614818022433,7,74,3,101
226,2,932.1802845162757,6,70,1,101
314,2,328.21342924911045,1,74,1,101
272,2,892.5753538609192,1,70,3,101
219,2,500.1408910056885,1,74,1,101
34,1,818.5790483147945,1,70,3,101
297,2,124.03515834302512,1,75,1,101
366,1,649.5263552295556,2,70,3,101
235,1,1049.8136946438517,5,75,1,101
219,1,587.967024594756,1,70,1,101
335,2,908.2561486881681,7,78,1,101
314,2,914.1274084787661,1,70,1,101
335,2,904.7544878507083,7,78,1,101
327,2,531.6741901972936,6,70,4,101
311,1,408.4528499100737,1,79,1,101
54,1,955.8519520327594,7,70,1,101
308,1,1158.2869958276808,3,79,3,101
273,1,1135.6576237884872,4,71,1,101
297,1,126.21112842988622,1,79,1,101
272,2,893.1065632831674,1,71,3,101
335,2,908.2561486881681,7,79,1,101
356,2,738.2588944891105,3,72,4,101
45,1,833.6116138669593,5,79,1,101
321,1,550.0137351864688,3,72,4,101
20,1,844.4033158976017,6,79,1,101
266,1,1098.1661072870734,3,73,4,101
297,2,1073.783417016092,3,79,4,101
176,1,553.0920835010295,6,73,1,101
370,2,878.0301617330865,5,80,1,101
299,2,86.7181422833592,3,74,4,101
266,2,415.0821415537707,6,80,1,101
242,2,1275.9102783752649,3,74,1,101
178,2,767.2364470805858,3,80,4,101
212,2,264.6450143734446,3,74,4,101
66,2,965.8411682695786,4,80,4,101
370,2,877.0675488381225,5,74,1,101
226,1,246.45930166906038,5,80,4,101
242,2,1275.8771332685703,3,75,4,101
143,1,686.0025431957357,7,81,1,101
248,1,876.4727661816883,5,75,4,101
174,1,330.5228127383069,6,81,3,101
176,1,385.78700564958626,6,75,3,101
293,1,375.4195084390924,1,81,3,101
319,1,279.21052962806345,2,75,3,101
179,1,766.7219278116742,6,82,2,101
87,1,247.52647586952338,6,76,4,101
120,1,575.8110152376664,6,82,4,101
314,1,241.20176807003156,1,76,1,101
204,1,1133.1575640721333,3,82,4,101
317,1,1156.8514266480197,6,76,3,101
298,1,85.32841689473614,3,82,4,101
37,2,651.8732868849205,4,76,4,101
237,2,1059.8664794184283,2,83,1,101
216,2,843.4709319251435,3,77,1,101
373,2,1262.507883851281,6,83,4,101
373,2,1257.7263228365966,4,77,2,101
326,1,846.6561900074312,1,83,3,101
327,2,72.58926280801609,3,77,3,101
370,2,1257.9388788601727,1,83,1,101
34,1,541.113054458841,3,78,1,101
207,2,1259.9180731907104,7,84,1,101
20,2,516.4164321205466,6,78,4,101
43,1,810.8191661458673,2,86,3,101
308,2,409.6817279563557,3,78,1,101
226,2,114.68162636083487,3,86,3,101
23,1,917.0282875313868,1,78,3,101
242,2,307.2428689345326,3,86,1,101
278,1,1111.3906108016529,7,78,1,101
23,1,1173.8913261620212,1,86,3,101
54,1,1272.1450276891549,6,79,1,101
87,1,855.0519386341808,2,86,4,101
242,1,216.42813385062817,3,79,3,101
182,2,1076.5365346098288,3,86,1,101
54,1,846.6647363962728,7,79,3,101
355,1,528.9683879096091,5,87,4,101
201,1,26.40588775360614,3,80,3,101
326,1,784.1622539562115,7,87,3,101
99,1,600.4664217679915,3,80,1,101
373,2,808.9079103956434,2,87,4,101
217,2,670.6562398679407,2,81,4,101
197,1,170.50445821734226,4,87,2,101
180,2,1079.3360265645092,3,81,3,101
238,1,1295.36850762269,7,87,1,101
43,2,1157.832753467048,1,81,1,101
