TAETIGKEITSSCHLUESSEL4,TAETIGKEITSSCHLUESSEL5,EF48
2,2,1385.3191722558788
2,2,1060.5289551483647
2,2,1056.5857991020794
2,2,1057.6223009287903
2,2,1063.2532730325672
2,2,1059.3748687904786
2,2,1146.9863197941943
2,2,1059.5622347121005
2,2,1208.4386855926575
2,2,1189.3880770144578
2,2,1063.7840804286336
2,1,1298.2411112592247
2,1,1349.438543291411
2,1,1346.7079507624014
2,1,1349.904935836644
2,1,1386.901362207569
2,1,1332.9023690024062
2,1,1350.6656847945155
2,1,1380.5943832591136
2,1,1378.284964010947
2,1,1061.9228767261507
2,1,1150.2683336022876
2,1,1059.3503436938138
2,1,1145.1894570599675
2,1,1059.2031552978349
2,1,1059.8397386387442
2,1,1146.1638243521274
2,1,1150.3940138940718
2,1,1056.5098250016115
2,1,1060.8273677800776
2,1,1148.4697617412974
2,1,1177.0499950917647
2,1,1179.5424599197308
2,1,1259.3893064801555
2,1,1178.2061306291369
2,1,1184.5868100054834
2,1,1176.4173139286731
2,1,1186.5579300465145
2,1,1196.1158551575002
2,1,1265.764041405483
2,1,1178.5663656897343
2,1,1199.4629990832466
2,1,1699.7374273520234
2,1,1715.884067302443
2,1,1721.8778835215337
2,1,1742.0368063073709
2,1,1708.8413494219785
2,1,1714.4009684676737
2,1,1563.7485757460415
2,1,1570.2648789153195
2,1,1620.0111471571097
2,1,1566.0302809654117
2,1,1651.0076296737695
2,1,1563.8640394579106
2,1,1563.3222860912729
2,1,2035.7454417964307
2,1,2036.3068631485976
2,1,2043.9466739629133
2,1,2046.0212269008352
2,1,2036.788318673498
2,1,2041.4851655783286
2,1,2038.8643287321725
2,1,2040.1615982668793
2,1,2007.1574388631195
2,1,2006.9079285924734
2,1,1810.0842311262975
2,1,1816.301756105627
2,1,1808.4311041250144
2,1,1814.99149501974
2,1,1815.680253489184
2,1,1814.565966995203
2,1,1811.6619962169545
2,1,1818.809515351736
2,1,1822.3802254914312
2,1,458.24186276144474
2,1,470.93664284973875
2,1,410.77763410758314
2,1,400.65347793575745
2,1,464.4078423507069
2,1,460.6627045752915
2,1,444.93059979773784
2,1,432.873534755609
2,1,454.96492142945925
2,1,332.029384732516
2,1,330.3763470221025
2,1,334.1244606388966
2,1,331.9432931399881
2,1,332.91895563831696
2,1,328.779366741713
2,1,328.9378719679724
2,1,332.61642689438116
2,1,106.60571961989349
2,1,104.93888008919188
2,1,108.2225624168136
2,1,110.9562467915718
2,1,88.72046402953367
2,1,90.91043049844986
2,1,92.95741194512564
2,1,88.87499316408324
2,1,88.56589887650671
2,1,517.2393544102183
2,1,523.9014563258423
2,1,516.2542503578562
2,1,727.580017089844
2,1,727.580017089844
2,1,681.9876691404004
2,1,705.953287679727
2,1,681.9940237800014
2,1,727.580017089844
2,1,727.580017089844
2,1,727.580017089844
2,1,910.1373175925629
2,1,904.8260509590888
2,1,923.3254209128062
2,1,991.8171034732297
2,1,960.3939047789407
2,1,965.0407713864117
2,1,968.1294365595697
2,1,993.4865123719584
2,1,1003.1493912213497
2,4,1346.3740987711585
2,4,1347.8006645480102
2,4,1319.4271901857664
2,4,1296.9014205570177
2,4,1299.2435743302512
2,4,1303.7185851064196
2,4,1350.0579585585301
2,4,1348.720272291539
2,4,1490.319657696485
2,4,1493.2251139892967
2,4,1494.6428953097443
2,4,1503.6455570212354
2,4,1499.8397776900392
2,4,1517.7056843054118
2,4,1512.0786616027801
2,4,1496.4794452030874
2,4,1497.7374530043944
2,4,1501.3016747675053
2,4,1496.8504861392926
2,4,1497.5372164368998
2,4,1145.553899858415
2,4,1059.4620751878833
2,4,1059.6580526897185
2,4,1056.989839927292
2,4,1061.8792082379684
2,4,1145.9456718632014
2,4,1145.693217694993
2,4,1061.8764638521486
2,4,1060.352666952215
2,4,1149.2347895275298
2,4,1144.4062944783338
2,4,1564.2601018242747
2,4,1655.1375246172788
2,4,1560.046294451191
2,4,1568.4309992634433
2,4,1560.2890121642135
2,4,1652.2604977850508
2,4,1653.8996193633445
2,4,1545.851226695349
2,4,1698.5789255120285
2,4,1742.1828826758497
2,4,1727.8914365505414
2,4,1687.2584035516272
2,4,1989.4402694257465
2,4,1950.960784160778
2,4,1935.6256053940613
2,4,1999.3954226767526
2,4,1819.2109731914998
2,4,1819.406365130658
2,4,1841.42165713681
2,4,1846.2875399359482
2,4,1811.4186236707308
2,4,1814.779449378888
2,4,1842.0266272591045
2,4,1846.8509457056546
2,4,245.87916336530353
2,4,245.62913162673607
2,4,245.55572332958386
2,4,240.5969357641161
2,4,240.13797966302243
2,4,245.10332872903365
2,4,242.58539519317253
2,4,91.69268428541466
2,4,111.7758153870025
2,4,95.80847677157983
2,4,92.7354754125025
2,4,95.9834605191062
2,4,305.837368970791
2,4,328.82242949409056
2,4,328.8096004502073
2,4,305.56145776860217
2,4,304.64256870746095
2,4,332.5065278817649
2,4,329.56945609388475
2,4,328.8807493681973
2,4,335.71913095904074
2,4,334.55656608063964
2,4,328.5328768045764
2,4,306.1736574597202
2,4,311.43540253962766
2,4,308.0140365258272
2,4,911.8240821616238
2,4,911.7990739252734
2,4,908.3642923306323
2,4,1022.0782101631627
2,4,1014.4931272091704
2,4,982.3567419938953
2,4,979.2465579560667
2,4,907.4837266928461
2,4,911.0929208169713
2,4,1019.7484437359634
2,4,1022.5245030730391
2,4,968.6216800273703
2,4,964.7162158312249
2,4,600.063375305024
2,4,532.7974932325966
2,4,596.8254072466605
2,4,597.3517612691778
2,4,622.7451181477247
2,4,532.3030958488956
2,4,687.672529572451
2,4,686.4747486824092
2,4,686.4011437878396
2,4,727.580017089844
2,4,687.2460002422804
2,4,727.580017089844
2,4,727.580017089844
2,4,686.3975964077256
2,4,727.580017089844
2,4,727.580017089844
2,4,727.580017089844
2,1,2110.2407352630808
2,1,2160.2312231995847
2,1,2118.9495204126965
2,1,2077.494725671925
2,1,2067.4412302527203
2,1,2073.118937484625
2,1,2090.6327472058147
2,1,2287.609389267285
2,1,2280.231993806884
2,1,2302.564503316122
2,1,2274.7608319400642
2,1,2287.933413193492
2,1,2273.3736673207627
2,2,2205.736956482593
2,2,2205.732237260916
2,2,2205.342366221431
2,2,2202.1550111499814
2,2,2206.275945850556
2,2,2201.0160081665194
2,2,2205.832286835509
2,2,2205.3960109335226
2,2,2203.6742329105837
2,2,2202.370873634797
2,2,2203.265159924405
2,2,2200.1426131864055
2,2,2204.9614740916295
2,2,2206.853508585044
2,3,2116.2348901203163
2,3,2090.722334446568
2,3,2092.034945716023
2,3,2142.967853750474
2,3,2141.938024452437
2,3,2138.390395611155
2,3,2131.6229474552392
2,3,2142.4425980695446
2,3,2135.3310654941943
2,3,2092.6994436648333
1,2,1831.9301711435403
1,2,1858.6616900884544
1,2,1872.796341534972
1,2,1845.9414498631124
1,2,1843.162030863301
1,2,1868.2274309671695
1,2,1919.8356626336106
1,2,1565.2158560846735
1,2,1563.390559826396
1,2,1722.1899962047355
1,2,1776.8077591696565
1,2,1565.1942563525406
1,2,1617.7076972949767
1,2,1686.4408221491576
1,2,1561.1688551970965
1,2,1179.4031150492408
1,2,1230.0888831229076
1,2,1245.3007194471643
1,2,1246.762475213127
1,2,1247.27000890927
1,2,1243.1338963669164
1,2,1179.4774436641596
1,2,1178.9713650546591
1,2,1247.9730844161202
1,2,1413.2127643989736
1,2,1428.4923020987849
1,2,1496.953089637416
1,2,1509.4553068955079
1,2,1508.057540115921
1,2,1504.3287896776105
1,2,1293.8482674333243
1,2,1280.5048278177655
1,2,1283.6967038563816
1,2,1387.8952351284636
1,2,1290.9593808317516
1,2,1280.6100338817794
1,2,1281.125683840227
1,2,1384.4878274148584
1,2,1385.8854488445802
1,2,1384.3955710535606
1,3,1238.7459399046663
1,3,1243.5295280181535
1,3,1237.1132718015613
1,3,1233.724600647514
1,3,1247.0600215067575
1,3,1234.3737330781105
1,3,1238.835062980316
1,3,1277.164957659629
1,3,1249.1527896445036
1,3,1033.5934278552857
1,3,1063.1772831731214
1,3,1057.1667604518475
1,3,1057.5765466154432
1,3,1385.9680946506678
1,3,1346.2124415470635
1,3,1386.9212227832359
1,3,1295.8777238561233
1,3,1288.9398153973445
1,3,1280.9461243099645
1,3,1449.6975570798832
1,3,1442.5978262988356
1,3,1443.919316816811
1,3,1449.4798708542912
1,3,1455.6374914785674
1,3,1828.391415838966
1,3,1829.5491939646529
1,3,1824.3907134010656
1,3,1831.532373515436
1,3,1826.3489008360457
1,3,1823.3309263823865
1,3,1821.276635282928
1,3,1649.6994467511863
1,3,1655.314849066133
1,3,1653.8304822195491
1,3,1654.2639606133662
1,3,1648.6787554780562
1,3,1654.851152816126
1,3,1654.4109753867042
1,3,1649.7946199492908
1,3,1681.098921398321
1,3,1682.497691635253
1,3,1684.2903315529293
1,3,1685.6180176388089
1,3,1789.6668954878753
1,3,1685.2265796809868
1,3,1724.1843693038566
1,3,1725.8698358587362
1,3,1698.4231840698312
1,1,140.38488529760562
1,1,140.53302869604562
1,1,132.95330912923004
1,1,147.58953608592614
1,1,154.48855119365783
1,1,148.47476585291517
1,1,151.7642010665421
1,1,158.2000713311768
1,1,116.37606341078722
1,1,45.276956639948075
1,1,47.913477288542424
1,1,110.0528351517008
1,1,45.916756355462226
1,1,287.24982922623644
1,1,279.23305969890214
1,1,281.30074631243826
1,1,284.44544439745056
1,1,273.81357025293505
1,1,284.3117254232535
1,1,445.7215600779899
1,1,442.5269715337894
1,1,411.027669012698
1,1,414.6311082402464
1,1,413.3549779612275
1,1,406.7672987392745
1,1,405.5987500131611
1,1,403.18047271653006
1,1,407.31790963539214
1,1,402.32192294940387
1,1,407.7449626108029
1,1,924.8938023509197
1,1,925.0461770506547
1,1,926.4506796338911
1,1,922.9722714669186
1,1,921.7781023653446
1,1,924.5371884647059
1,1,926.0212037766914
1,1,920.2928405354803
1,1,924.1173554109504
1,1,925.0418021651145
1,1,925.1244135047573
1,1,809.7887360707344
1,1,802.9441094969687
1,1,808.2112328125559
1,1,816.6125507344038
1,1,773.0643009156198
1,1,780.6126009620522
1,1,856.0347652348665
1,1,865.8009623020762
1,1,837.8251543381831
1,1,832.0263767076378
1,1,733.7092137923827
1,1,730.174343284372
1,1,719.1945890094479
1,1,735.5520260038006
1,1,727.580017089844
1,1,706.8989781704202
1,1,559.5826696002641
1,1,545.3888705345172
1,1,526.5331117960974
1,1,617.0641874505502
1,1,513.9859466863887
1,1,522.7870259874152
1,1,531.2959971363335
1,1,512.1021719364512
1,1,617.1937499912945
1,1,621.4714583372751
1,1,530.7414222097718
1,3,512.3015949893486
1,3,514.7395809430241
1,3,515.6111935200906
1,3,531.9200295872041
1,3,531.3056307639679
1,3,516.640987852455
1,3,512.669037458081
1,3,734.3500209857973
1,3,755.9094341415198
1,3,762.566784389288
1,3,753.5848101202417
1,3,764.5704783742104
1,3,735.3870668031769
1,3,767.559575818752
1,3,909.3918701986931
1,3,904.4590553854484
1,3,905.9984596225831
1,3,939.3458123151833
1,3,943.2301741905275
1,3,932.9319963882368
1,3,832.7999491992051
1,3,840.0187608262195
1,3,845.3626725374207
1,3,868.1388332546986
1,3,868.5785660744154
1,3,833.3604350347499
1,3,844.9337982830556
1,3,816.0630267718201
1,3,864.5912270443451
1,3,193.0255011092427
1,3,196.9518277552044
1,3,134.868396300515
1,3,187.54351472446635
1,3,177.14752801610808
1,3,194.9263841963602
1,3,155.494385266096
1,3,49.83302535723096
1,3,133.5651824102103
1,3,187.7133904131104
1,3,71.27104994523494
1,3,66.10408802183234
1,3,195.90642631133286
1,3,91.68067339542677
1,3,196.10065808305077
1,3,468.9593354549798
1,3,467.998239459641
1,3,471.1124974956296
1,3,469.59804829840954
1,3,500.4861031207861
1,3,377.78210622306915
1,3,469.39699592396437
1,3,382.13533400553973
1,3,471.8712921496059
1,3,464.30286661853245
1,3,496.01937192137956
1,3,502.5669101740717
1,2,449.92331557759536
1,2,469.45575330889716
1,2,449.4084761552335
1,2,469.1435886393891
1,2,464.43983213423934
1,2,462.37589010153516
1,2,117.47514789053
1,2,113.90845903494156
1,2,112.9279231133091
1,2,116.64701539068567
1,2,118.17822218698576
1,2,690.3521586852828
1,2,697.4470950385862
1,2,735.4607664552315
1,2,727.580017089844
1,2,700.7124780150374
1,2,695.7851231895296
1,2,552.8085659420937
1,2,572.5619186887545
1,2,550.9685001529973
1,2,554.86875642525
1,2,546.2442353363161
1,2,546.8155571589818
1,2,994.2392667179917
1,2,992.1735612212419
1,2,1000.7922754025149
1,2,1003.0623116623951
1,2,996.3118505502774
1,2,992.2272264355092
1,2,1003.7231464395711
1,2,1017.7398999647043
1,2,933.5772700346937
1,2,943.3375979635027
1,2,938.5201460625295
1,2,928.3032321881966
1,2,935.1265270911817
1,2,935.4685493661095
1,2,928.6498843289223
1,2,930.1454565246969
1,2,939.8681614970689
1,2,936.9315329765296
1,2,932.361060609836
1,2,941.636246671392
1,1,2035.2832450265416
1,1,1929.8816175508653
1,1,2015.6662124068605
1,1,2006.6328126608985
1,1,1921.8636786582822
1,1,1920.3488002435543
1,1,1858.1669317840237
1,1,1862.8295380176473
1,1,1857.0125737503113
1,1,1856.2325771033354
1,1,1860.506923880557
1,1,1859.1113359174794
1,1,1856.0389383807042
1,1,1857.8470514992277
1,1,1860.1707566421962
1,1,1862.6782698698037
1,1,1830.6095535293616
1,1,1826.4791411054578
1,1,1847.3148516211995
1,1,1829.0047552118065
1,1,1824.3436379684354
1,1,1824.6545144925485
1,1,1846.20840616216
1,1,1840.9925410388853
1,1,1566.177799863731
1,1,1654.9970504823045
1,1,1582.2053897085552
1,1,1651.0667311222978
1,1,1686.228570334463
1,1,1565.6941970062226
1,1,1716.7830897470549
1,1,1650.6091165158232
1,1,1560.4478730689534
1,1,1060.7903165711887
1,1,1058.9761439604558
1,1,1058.0926403468472
1,1,1058.5075769720527
1,1,1058.9446004303752
1,1,1056.5284051154376
1,1,1063.8771476080692
1,1,1057.6002011029634
1,1,1063.4916973967643
1,1,1062.0338273231987
1,1,1057.7384928237557
1,1,1058.3329382677832
1,1,1063.6366402611748
1,1,1060.3901017692988
1,1,1061.5491129354193
1,1,1493.389151582756
1,1,1511.0353049975558
1,1,1519.813770025479
1,1,1501.5089651321102
1,1,1503.9732216736234
1,1,1494.9394303858019
1,1,1492.996645451324
1,1,1531.8153804574981
1,1,1530.420197332061
1,1,1516.8535791462607
1,4,817.8095074236053
1,4,824.5934609766987
1,4,769.9560948244801
1,4,776.1849322436186
1,4,827.5597867589312
1,4,808.2556402162492
1,4,797.1236119444816
1,4,791.4398380388966
1,4,926.3351533007872
1,4,1002.8319482373133
1,4,899.2974871995046
1,4,902.3008670987033
1,4,926.7527173923204
1,4,1004.3133327113381
1,4,735.7616378892442
1,4,733.1184789004151
1,4,734.1772239650314
1,4,686.842178444891
1,4,641.0096743410616
1,4,687.9255917433505
1,4,685.2217290116072
1,4,686.924047354476
1,4,640.29470841694
1,4,684.5128291005897
1,4,686.8027424208076
1,4,686.6627453613833
1,4,684.2590807601159
1,4,685.4698908541689
1,4,620.194659217823
1,4,618.6928581292283
1,4,620.959854772672
1,4,619.9313686228726
1,4,617.043210876783
1,4,619.6802677199314
1,4,622.0918674113082
1,4,555.7935239460868
1,4,513.2984162563105
1,4,623.2930140826134
1,4,621.6203300900713
1,4,619.0148002780835
1,4,619.9147971213424
1,4,279.2410266215291
1,4,274.2382363324776
1,4,275.6873918043912
1,4,308.3398252047701
1,4,280.29191004310735
1,4,279.2391901335091
1,4,287.14222323230047
1,4,275.96552721405163
1,4,330.3783446951388
1,4,259.7130647042149
1,4,257.184027044611
1,4,284.4111841459795
1,4,279.4830627378999
1,4,118.13199107202213
1,4,117.19110749919403
1,4,115.75058581119912
1,4,113.33919532279877
1,4,119.55295733191946
1,4,111.00679774373229
1,4,116.6060398483021
1,4,117.58612230197049
1,4,110.68438559953931
1,4,106.80569778674287
1,4,104.39371475581123
1,4,107.38871017621507
1,4,2015.4040980577488
1,4,2004.793873693364
1,4,2008.8304077317766
1,4,2041.753746326673
1,4,2032.613779833986
1,4,2015.7316947009333
1,4,2007.26059069123
1,4,1901.0155427350112
1,4,1915.0022173945247
1,4,1898.692222540458
1,4,1911.5218620310293
1,4,1906.554495269472
1,4,1891.0082153240867
1,4,1890.9187556764402
1,4,1898.6820721548531
1,4,1889.0391139502194
1,4,1900.0024945475184
1,4,1917.1059859971615
1,4,1736.5318303510726
1,4,1755.4170102990793
1,4,1720.2716113252602
1,4,1687.29889795932
1,4,1560.8210043347879
1,4,1564.7962153161966
1,4,1655.43044850348
1,4,1566.0530930817345
1,4,1561.5861844929166
1,4,1560.72724652179
1,4,1179.7387197451267
1,4,1177.7974736609694
1,4,1178.5759184276933
1,4,1176.5385021949385
1,4,1178.9332313787752
1,4,1178.6412178988771
1,4,1178.5652350904934
1,4,1061.9229074722107
1,4,1060.395742240627
1,4,1058.6497882851716
1,4,1096.1637905821012
1,4,1059.8697416002644
1,4,1144.2002772709304
1,4,1061.3515136662413
1,4,1098.8670087313976
1,4,1488.5270860333692
1,4,1490.2069797975237
1,4,1489.1815708515683
1,4,1489.5148528897003
1,4,1488.0169476566564
1,4,1503.941576786706
1,4,1498.9561624637606
1,4,1497.1680405984616
1,4,1494.6364173208156
1,4,1497.2162863171611
1,4,1283.704542567499
1,4,1295.3561438257227
1,4,1291.6542219166154
1,4,1291.2429271807164
1,4,1294.8765049591748
1,4,1292.2386285737343
1,4,2221.8812000385865
1,4,2214.7203313539653
1,4,2211.083982748064
1,4,2226.6637504059736
1,4,2232.8677912995895
1,4,2239.547593227795
1,4,2230.273826191349
1,4,2097.8021088325677
1,4,2161.368772793465
1,4,2091.4313291796584
1,4,2095.948498417269
1,4,2055.2512419723507
1,4,2054.3979259402163
1,3,2273.2350874144076
1,3,2214.8193295007545
1,3,2250.9593567931856
1,3,2170.350888428229
1,3,2169.092314241846
1,3,2068.275884392619
1,3,2066.2446308499766
1,3,2090.643107039892
1,3,2168.956198916101
1,3,2069.3774747165894
1,3,2170.0833102211946
1,3,2093.861238323171
1,3,2162.6318462108666
1,3,2164.1949571214714
1,3,2165.5166055915424
1,3,2169.2686505894812
1,2,2077.8890001030454
1,2,2091.2912509266057
1,2,2092.989986894094
1,2,2108.28126610837
1,2,2103.408822094027
1,2,2088.097885181131
1,2,2089.950932386048
1,2,2088.4115983320617
1,2,2092.8869521179004
1,2,2094.2475706242076
1,2,2089.177139540312
1,2,2091.898030905715
1,2,2095.3022302261124
1,1,2095.6343105469837
1,1,2093.0694099479992
1,1,2090.585446887468
1,1,2074.00449509114
1,1,2070.9632822798867
1,1,2069.4518033407608
1,1,2091.9408432908112
1,1,2089.5404619698465
1,1,2090.507935387242
1,1,2090.4281948788675
1,1,2091.9128789477213
1,1,2066.3307493839066
2,4,2090.0794903955007
2,4,2092.1771657666545
2,4,2089.861267595934
2,4,2093.883438600059
2,4,2090.256422149415
2,4,2095.4338193047647
2,4,2090.0104524654425
2,4,2067.2384258654365
2,4,2078.683857343065
2,4,2272.819905183397
2,4,2283.8305945658412
2,4,2286.3935642870106
2,4,2286.1077105513705
2,4,2276.0872263285373
2,4,2283.5923893847444
2,4,2278.7082396429905
2,4,2272.35155006467
2,4,2285.0746399080913
2,4,2282.273479920517
2,4,2283.599867509062
2,4,2286.775878724958
2,4,2281.445631376159
2,4,2273.8207029892005
2,4,2285.9171184138463
2,4,2280.894420483383
2,4,2280.800184608993
2,4,2272.724589485929
