TAETIGKEITSSCHLUESSEL4,EF21H
2,550.9384970886732
2,544.8394261909712
2,557.9991155838848
2,610.7546511364375
2,620.0410538615542
2,616.1204040278204
2,620.239654499071
2,612.3266258123973
2,613.6938682444694
2,616.3679358136719
2,615.1145918809588
2,609.6393089573969
2,614.6215100398548
2,585.1227597722205
2,597.5933249355884
2,603.0885296120239
2,601.4157257033044
2,593.208866361101
2,594.9917328301271
2,678.1855291896554
2,678.8264617258669
2,679.3492546600464
2,679.5159150387788
2,677.6061530237534
2,679.9016388022382
2,678.1025779676307
2,677.7190342498759
2,679.95241135536
2,647.6594855822259
2,652.0981256502736
2,671.2330617387155
2,650.8490422029489
2,646.0673950120997
2,651.3005081383592
2,670.0359888961275
2,651.6288334740067
2,646.1362400627723
2,654.9283268513327
2,648.5514903019141
2,648.8289541995871
2,724.5932304618619
2,723.8896315033969
2,723.2044250147677
2,724.4127297291648
2,721.2041693959926
2,725.0966170475451
2,731.2830118394837
2,730.8441335697026
2,733.0775570496363
2,723.6946248300076
2,730.4847263269544
2,728.2461712943955
2,864.6411583733719
2,869.9348351655404
2,869.9367330533302
2,867.6813028238655
2,868.4291186387352
2,867.7723549909222
2,871.8528931858143
2,865.6551456685712
2,850.0921978149007
2,855.2571326571668
2,848.1882002535144
2,863.4017609850637
2,860.795437615518
2,859.6507645765292
2,863.2175088461672
2,861.0303606273756
2,862.7255071023551
2,859.3292670549429
2,815.2147706729406
2,815.6079819167379
2,815.2095609472777
2,813.0820879996419
2,811.4039639476568
2,815.1949045033373
2,815.8292421350964
2,772.2804946563043
2,780.7677978893527
2,787.4805255271855
2,788.9439070370274
2,786.7165546751273
2,799.7281124905238
2,777.83018326207
2,790.9439172328505
2,973.6805375172537
2,968.0610413755752
2,968.5859911306561
2,986.6820809867409
2,987.314926723938
2,984.4147969996785
2,984.9992513190809
2,975.9817623773586
2,994.7833573632154
2,992.9507942185282
2,996.3841052845221
2,998.4506567358949
2,993.0343971597007
2,998.9184051553808
2,998.374633588051
2,992.7644345226811
2,993.9332762593243
2,999.7344823912608
2,996.5359597510954
2,992.3706922093322
2,997.9506541921326
2,997.3374043189559
2,993.7390120163211
2,901.9996135347873
2,900.1581397329782
2,897.1093735004365
2,900.6187011924953
2,919.7341456644733
2,920.3531734579532
2,948.1237321399778
2,947.4274563443093
2,951.8425917991794
2,948.5069628074212
2,948.6065435834208
2,950.9312285147125
2,950.9630766207214
2,947.3033087080289
2,1318.4654151793038
2,1327.964051178413
2,1335.1825424699994
2,1306.3734583988928
2,1288.6889511964243
2,1304.2492326760625
2,1304.0657819238809
2,1292.9160339947302
2,1307.4971841505278
2,1401.6989826967315
2,1345.2256153591634
2,1377.9727997315672
2,1378.4812653469564
2,1393.3045627630756
2,1344.1149093147349
2,1381.9182540749932
2,1363.0301808824465
2,1364.3131086915769
2,1348.7174528558028
2,1383.4886879430678
2,1359.346789601382
2,1493.224731055686
2,1501.7456948302768
2,1502.9509453282021
2,1487.1287183131524
2,1482.9940537815244
2,1490.7269754230063
2,1497.9547212463654
2,1501.7670675630238
2,1497.5594161869303
2,1499.8133335693801
2,1503.4600733288228
2,1413.516619508957
2,1413.152615748627
2,1409.385439010325
2,1416.7267558736219
2,1412.8018297237081
2,1413.3167851604392
2,1419.6513093647893
2,1412.4741877150268
2,1417.2868197445714
2,1423.312414212316
2,1097.9863854785576
2,1099.024624175683
2,1096.938838471424
2,1088.5987166969473
2,1100.840850350305
2,1097.8666848396142
2,1102.2957695202217
2,1090.4337092283752
2,1097.6254199477862
2,1115.8501062013306
2,1092.263581470788
2,1039.0268997721134
2,1032.209293645686
2,1033.4913538887504
2,1032.7549164650513
2,1030.8762382795037
2,1027.829504177586
2,1066.036479643929
2,1074.900152046731
2,1061.619536200008
2,1085.8701433593258
2,1064.121258640906
2,1081.2798436653782
2,1268.3136935173304
2,1271.182976593581
2,1269.5260826078086
2,1270.9717261038743
2,1268.7054396905567
2,1268.0295089183069
2,1270.567078012829
2,1269.3843279889522
2,1172.5289551483647
2,1171.2254656665827
2,1168.2030764351796
2,1169.6223009287903
2,1164.2898968748434
2,1167.7627603687238
2,1158.749737580957
2,1169.4673508340238
2,1168.8343563633443
2,1171.5622347121005
2,1175.2600887186352
2,1157.382387362215
2,1157.3880770144578
2,1175.9846349825677
2,1174.7827095546397
2,1170.2411112592247
2,1984.7680637523335
2,2031.8919752557845
2,1845.4159015248028
2,1854.8195073816244
2,1855.9144754632257
2,1851.6054488302757
2,1853.1368764005908
2,1844.84953553117
2,1853.331369589031
2,1853.2500457532306
2,1843.752058249693
2,1844.5699280218944
2,1899.6753898822312
2,1860.2275888568754
2,1906.1466688183018
2,1626.3647021942072
2,1610.6008184312223
2,1602.3789141199347
2,1600.8160900495573
2,1620.3002086712993
2,1623.679477277488
2,1620.7437820120035
2,1604.7317119618453
2,1587.1521111525753
2,1590.3464453432018
2,1590.3750830109425
2,1574.6189422406212
2,1747.6148151376071
2,1748.193685818269
2,1736.3999607341177
2,1746.904701239456
2,1787.5019391357728
2,1771.3893064801555
2,1746.6723851428292
2,1736.6754079927853
2,1761.1736200109667
2,1718.9885237052529
2,1726.751671148242
2,1701.1158600930287
2,1710.1743972256095
2,1722.6526000770034
2,3171.528082810966
2,3164.9303254401316
2,3136.4735974813366
2,3453.8519963329863
2,3341.213924564587
2,3359.639348982346
2,3367.768134604886
2,3331.1512957117625
2,3397.3824902507317
2,3384.1472252294834
2,3434.0627223616602
2,3544.101320646178
2,3731.207747741389
2,3822.864684555071
2,3866.7132003270685
2,3620.238062645113
2,3614.0859101417886
2,3791.360882452344
2,4032.9689908931764
2,3628.5762352874444
2,3652.997892646073
2,2462.912315663284
2,2479.8670604459194
2,2485.8637567149076
2,2446.981767185722
2,2484.9590661686548
2,2460.129331743741
2,2479.7866958516533
2,2474.585619950249
2,2432.3506724406916
2,2451.1532746939924
2,2446.67208094593
2,2291.0043271747045
2,2285.728657464345
2,2281.7063865933287
2,2301.254499096736
2,2286.314877726239
2,2279.9337268018903
2,2275.5873453451927
2,2120.33692450519
2,2150.909299807581
2,2164.12825588206
2,2113.7244165000575
2,2139.319141116759
2,3033.106996052895
2,3005.4420279134724
2,3012.280389139946
2,2987.373155945956
2,2973.2959697356364
2,3054.9105186865345
2,3030.0662122005892
2,3059.04180393145
2,3011.2359211261687
2,2952.8279127340056
2,2798.98628559582
2,2814.2238628558252
2,2582.8420009936267
2,2565.2278234860596
2,2615.0835383588483
2,2707.6926417463023
2,2661.301636602332
2,2659.9848012879065
2,5633.700747091986
2,5382.988278044872
2,5484.252920230761
2,5477.160101485384
2,5889.880622881025
2,5903.594496716956
2,5703.730262641791
2,6023.965480889382
2,4276.430288073544
2,4236.816136284177
2,4302.703290213071
2,4250.2408841065535
2,4347.461368236401
2,4239.005951487558
2,5084.721193316098
2,4840.676201457824
2,4691.383027836592
2,4842.22670923768
2,4850.771672104492
2,4743.121997338036
2,4620.157596275723
2,5036.380103017914
2,6167.0548489450775
2,6163.674156446786
2,6244.093839531441
2,6302.637182244021
2,6312.508037022427
2,6248.486438958963
2,6162.108764048215
2,6319.286010662216
2,6344.254991999623
2,6334.423301213476
2,6366.7441447735555
2,12249.466711380837
2,10743.70807890499
2,11427.280304801152
2,10649.254660045692
2,10748.843299942493
2,11282.993792643629
2,12115.211609755197
2,11774.470087680344
2,11130.32898720732
2,10686.397871306284
2,11348.35991868478
2,11823.168248820848
2,11745.75672793187
2,9156.394162962013
2,9106.454644402986
2,8985.350839697383
2,9066.4134692098
2,9133.639314365255
2,17168.27471518042
2,16585.67924681763
2,22326.305106197902
2,23645.36706925826
2,20546.271518499685
2,17576.481146791204
2,23181.023666290766
1,1173.5746956106748
1,1171.5932865360865
1,1161.495340380447
1,1159.6013290960204
1,1167.475896551697
1,1192.8251221335322
1,1187.6056822280705
1,1167.9978496038166
1,1171.9120480791612
1,1214.8743404256784
1,1185.9972546209972
1,1198.4434386028825
1,1161.4405445830778
1,1221.2243332777684
1,1225.4091181106783
1,1226.4502279785934
1,1217.4437523479153
1,1223.6143859318827
1,1231.2911140424706
1,1224.0468670056605
1,1226.0641853115003
1,1229.7056843054118
1,1219.7274931055433
1,1221.5667472838427
1,1112.4794452030874
1,1103.9667658830301
1,1088.0222428407471
1,1098.6033495350107
1,1101.122294774968
1,1092.2300818380695
1,1091.0744328737994
1,1091.9807579958513
1,1116.924214137923
1,1149.7310375939417
1,1148.2808191232584
1,1150.0439549274336
1,1148.494919963646
1,1148.241270630178
1,1151.6926570575504
1,1148.9728359316007
1,1151.8545897715305
1,1151.239622889622
1,1150.9382319260742
1,1027.2478000929586
1,1038.1513788362581
1,1034.4695790550595
1,1024.0758518831728
1,1030.4143731705053
1,1032.5202036485493
1,1025.0312565396887
1,1039.5249540056493
1,1024.0925889023822
1,1076.7473492154454
1,1071.468017430378
1,1057.1560486568537
1,1065.5122997262786
1,1082.324385045017
1,1303.598477453378
1,1301.319111961182
1,1291.103547531074
1,1335.0805914222508
1,1335.6246666101017
1,1335.6849511467858
1,1311.8914365505414
1,1327.8627156094283
1,1295.262988301252
1,1317.4402694257465
1,1324.3643110121973
1,1421.1532748145655
1,1423.6256053940613
1,1418.9258868434595
1,1469.429161207647
1,1435.2109731914998
1,1435.2173943477055
1,1458.7781629023548
1,1410.8433142736199
1,1462.9697294122434
1,1423.7930989946842
1,1475.4186236707308
1,1480.2929578807514
1,1497.4941256685743
1,1492.053254518209
1,1494.5176373346555
1,1496.5369226320938
1,2031.0333069224282
1,1969.9943278522685
1,1981.8611024344402
1,2028.4457866366708
1,2025.3365093399796
1,1971.9538013300817
1,1968.2759593260448
1,2028.3758932937933
1,1976.783700749838
1,1973.170790386345
1,1970.8605290333487
1,1898.953768007063
1,1918.20652309602
1,1870.560334023492
1,1879.3526909821057
1,1849.470950825005
1,1853.1306158194898
1,1846.743359392703
1,1639.349475883164
1,1606.8699784197258
1,1661.7416956317497
1,1542.4768036016587
1,1585.2353630929485
1,1571.6224610476322
1,1634.5702748298438
1,1642.8254886414368
1,1600.4107553700355
1,1603.1389121877696
1,1732.8614610147188
1,1732.434425945838
1,1726.876523836163
1,1734.371995626444
1,1725.8431809552205
1,1730.1315072183056
1,1756.979649976141
1,488.9508982348249
1,489.8588506349069
1,489.65182054433075
1,489.7850333565208
1,489.956020540406
1,489.67424159869864
1,489.93355431992705
1,489.0910730826581
1,488.4618160485765
1,489.6242119876344
1,467.2465636045852
1,459.4930745188382
1,470.16974024395677
1,465.62327897803334
1,465.08696440672213
1,447.7968814613348
1,446.1858416339425
1,438.7620096422915
1,436.4529539356055
1,431.26225153651956
1,427.15744606669176
1,429.77682797429134
1,426.35810791561244
1,428.89428004885707
1,430.71474503206815
1,428.79749323259654
1,424.5973766934126
1,426.0726570418563
1,389.35176126917787
1,399.0621904773708
1,385.33107989058504
1,392.6061916977912
1,399.763570847102
1,394.4517860390884
1,348.94949736481846
1,347.6785080325077
1,347.4611203701011
1,345.44478153605166
1,345.4704273390574
1,349.9004748909845
1,350.483623193166
1,344.17918127842347
1,346.1970257561675
1,329.5903856309025
1,329.81428451054023
1,332.25732200146297
1,320.0144453835856
1,328.7050708886426
1,379.7272959989449
1,383.12036763154043
1,383.8402691033174
1,383.1672938726575
1,379.47476020634815
1,377.5953874161821
1,378.80482276145386
1,377.7206151263601
1,380.9484385525843
1,378.1724798161603
1,378.6327472058146
1,378.54552458538353
1,273.37449374831897
1,268.11599690344195
1,316.9428026402923
1,306.45382265640234
1,313.3804159700322
1,307.4550499374766
1,312.503810079341
1,312.68683366038147
1,311.87095735664553
1,315.08549915438283
1,317.73223726091607
1,97.97445377391632
1,99.55957091579035
1,114.15501114998153
1,119.32482653768653
1,102.35490861122388
1,98.03201633303873
1,106.92063491652934
1,84.41848085602581
1,90.79202186704555
1,94.59013980406384
1,86.21395556457564
1,84.7417472695947
1,85.04731254278852
1,83.98218004645105
1,80.28522637281087
1,88.5897555833761
1,83.18819210625387
1,93.70701717008788
1,82.52219589813845
1,54.88913059729616
1,53.44466889313554
1,37.03860007418463
1,34.875105805424894
1,39.483926875237174
1,33.667869590544626
1,49.88562012810202
1,37.19519780557743
1,36.93185654633249
1,41.213915973436414
1,62.44259806954475
1,62.80948424566952
1,48.260851188134005
1,201.39888732966705
1,204.24631385889035
1,219.9678784075764
1,218.66169008845452
1,219.27143958565804
1,223.53499386286404
1,221.94144986311255
1,217.72607381716975
1,218.30108808149615
1,220.22743096716965
1,217.01751379289902
1,220.02424286829302
1,221.21585608467353
1,221.05607687044676
1,223.2211602920093
1,222.5474990511839
1,220.4117743967824
1,153.03194266548206
1,154.38851270508124
1,153.0203013956364
1,151.73924802091284
1,156.88164429831505
1,158.03307366099347
1,165.4706184252705
1,166.80623009848154
1,160.8411459250941
1,162.03508944693613
1,166.65035972358214
1,164.07900623125977
1,162.07366329979152
1,167.63500445463498
1,164.8827276094104
1,165.725797164442
1,166.95488732831913
1,935.5652412066346
1,951.8045868511094
1,927.9730844161202
1,919.5829719304204
1,922.2544876869144
1,900.4923020987848
1,921.7392016717603
1,916.9838665275296
1,917.4553068955079
1,925.0909486852763
1,996.0198942832606
1,968.1643948388053
1,991.9620885254907
1,1016.2391894752508
1,984.2524139088828
1,970.6838990414426
1,971.5315867929578
1,975.790470256927
1,989.7981385567133
1,995.3129020788908
1,856.3050169408897
1,863.1046107352979
1,859.9344683141027
1,856.9756548297167
1,860.5727291145297
1,859.0827202759983
1,856.7911421071211
1,858.6554096797106
1,860.3200045894592
1,861.7647640090768
1,863.121811080884
1,857.8955476175512
1,881.7246006475142
1,870.9951693478555
1,865.5034182273255
1,882.3737330781105
1,893.1612469262025
1,810.2345727694437
1,815.2912394149073
1,814.7213108161682
1,811.5864034796186
1,812.7967139276428
1,811.4235323401933
1,812.4620782704235
1,809.1667604518475
1,789.466456369574
1,787.0431751152215
1,787.9361893013355
1,788.9189203923893
1,785.1072153397914
1,789.8424455664718
1,790.1610332525433
1,796.2780428923645
1,798.2349538493361
1,798.9905055897032
1,787.5878818920804
1,649.6975570798833
1,665.8233802986233
1,651.6545843863895
1,643.919316816811
1,669.2243514213665
1,659.9708986321205
1,655.6374914785673
1,643.551532009738
1,684.0978063815145
1,685.549193964653
1,684.1648951868791
1,684.9727219382285
1,679.766186757718
1,685.8366941599836
1,686.1555862511492
1,687.6654631911932
1,676.298092447101
1,689.131579462411
1,689.6994467511864
1,690.0067485503969
1,694.8797268155535
1,693.8304822195491
1,745.0940474150044
1,758.3692203333794
1,752.6787554780564
1,753.6847555537435
1,744.2727038480595
1,758.4109753867041
1,750.445823697962
1,748.8805488469163
1,753.098921398321
1,757.3483623441083
1,755.0384918686764
1,744.5806631058585
1,555.5350333838311
1,553.1313721989876
1,558.8334477439377
1,559.2107560095258
1,553.4010718385762
1,559.0460923259641
1,555.1811186485094
1,557.3907827836337
1,552.6057960174578
1,555.3510931278022
1,559.9137961724333
1,555.1332571740114
1,559.2465701524351
1,557.3427578172696
1,556.8973840214816
1,555.3633215331487
1,556.8802458508932
1,557.1186914632287
1,625.7718780525076
1,612.0114266407695
1,623.1000356655884
1,615.6446953525252
1,614.633949355188
1,629.276956639948
1,616.5725003774628
1,609.6480458246946
1,620.1056703034017
1,608.0541794791792
1,612.7909899496627
1,607.2498292262364
1,602.0302665674727
1,603.7969787219822
1,601.3007463124383
1,593.50805281525
1,592.5298551995116
1,593.813570252935
1,607.101129824826
1,600.522592790385
1,605.7215600779899
1,593.1755867838649
1,603.5035727344521
1,2294.055338025396
1,2275.619401944494
1,2286.8560206813986
1,2298.7099559224553
1,2287.350198866178
1,2112.9357462034777
1,2283.1975000263224
1,2282.664581432784
1,2120.914511031209
1,2286.6358192707844
1,2324.3267965656437
1,2469.646453404842
1,2462.9798504432115
1,2493.379962530477
1,2360.1296911245613
1,3024.7388328104757
1,2572.164419435372
1,3015.1610078104077
1,2991.5563434706974
1,2772.4531465715363
1,2647.132006393934
1,3016.595015435294
1,3158.6610385862023
1,3157.293582981303
1,3138.342724283842
1,3158.139209198891
1,3165.6523650894046
1,3176.334417320916
1,3194.820469175053
1,3373.61425076029
1,3347.5774721414687
1,3346.5655321812783
1,3352.8147382384045
1,3344.4224656251117
1,3337.0615845286034
1,3389.577676096881
1,3348.2572036624792
1,3379.3790555703927
1,3337.2704924603045
1,3360.139060939466
1,3334.0258220095698
1,3383.2335647716027
1,3351.3006173527324
1,3349.5394233461043
1,3381.5059536972744
1,3373.673710339062
1,6907.504185467593
1,6155.529024773603
1,6387.113424151167
1,6891.950201029235
1,6324.048910121479
1,6339.589674577071
1,6896.543271556517
1,6882.958011780862
1,4348.661356802113
1,4226.605367157193
1,4427.9608289392045
1,4340.264894368779
1,4436.155354242867
1,4419.752665202991
1,5007.88757349111
1,5069.525179768995
1,4674.350390710395
1,4713.471908362672
1,5111.30709491474
1,5035.021852144466
1,4646.199999721424
1,5079.572954746087
1,5083.2418220932295
1,5035.862755356348
1,5424.2273180694765
1,5431.103141103409
1,5719.666590176769
1,5885.1515830811495
1,5925.6902377166825
1,9085.440946790532
1,9205.940681098182
1,9171.032854886344
1,9034.25580563928
1,9035.860588159796
1,9075.85044208441
1,9163.200671545514
1,9155.493235343896
1,9013.367411979481
1,9129.068550228609
1,9086.859814695785
1,9017.764108353871
1,9161.127653987367
1,14595.771641102867
1,14367.378891358592
1,15331.812852400131
1,14675.425664762279
1,14580.921109322742
1,16854.07271469925
1,19535.723387945676
1,21373.387336724525
1,22193.055905373796
1,17660.98132112172
2,65078.51393179722
2,62702.591075388635
2,63125.6660106235
2,65231.84881461864
2,63492.80277151217
2,62353.82892284806
2,62039.656340205656
2,63559.08262640568
2,61630.3866073323
1,63168.599699088714
1,61788.27136889597
1,61756.6231321512
1,65218.27483645382
1,63496.067426792964
1,64870.743920230154
1,63681.40557583659
1,61702.52828396613
1,64990.14050186412
1,62492.5906929089
1,62319.154726465924
