B27,TAETIGKEITSSCHLUESSEL4,B52
aa,2,1304.5152672279467
aa,2,1306.9117008793964
aa,2,1293.0166380955084
aa,2,1295.2520501746365
aa,2,1294.296534097406
aa,2,1295.9057426285246
aa,2,1292.0813217017242
aa,2,1294.937322558168
aa,2,1295.0654996496696
aa,2,1295.0346119689991
aa,2,1295.4692485443366
aa,2,292.2098565477428
aa,2,293.4997788959712
aa,2,292.3443313920547
aa,2,293.5051317326943
aa,2,293.01505050347754
aa,2,293.5299568123839
aa,2,292.54082822654965
aa,2,292.71173353055866
aa,2,293.045991976709
aa,2,257.7786479702397
aa,2,264.20491361967464
aa,2,278.6215100398548
aa,2,281.1227597722205
aa,2,264.69916561694856
aa,2,265.386066201503
aa,2,281.41572570330436
aa,2,273.2088663611009
aa,2,256.7479332075318
aa,2,340.3710583793109
aa,2,341.6529234517337
aa,2,342.6985093200929
aa,2,343.0318300775576
aa,2,339.21230604750696
aa,2,343.80327760447625
aa,2,340.20515593526153
aa,2,339.43806849975175
aa,2,343.90482271072
aa,2,331.82974279111295
aa,2,334.0490628251368
aa,2,335.61653086935775
aa,2,333.42452110147445
aa,2,331.03369750604986
aa,2,379.30050813835925
aa,2,382.03598889612755
aa,2,379.6288334740067
aa,2,374.1362400627724
aa,2,382.92832685133277
aa,2,376.5514903019141
aa,2,376.82895419958714
aa,2,372.59323046186194
aa,2,360.9724078758492
aa,2,360.8011062536919
aa,2,365.1031824322912
aa,2,360.3010423489981
aa,2,361.2741542618863
aa,2,362.82075295987096
aa,2,362.71103339242563
aa,2,485.6346946312045
aa,2,486.461828103751
aa,2,487.3105907908693
aa,2,485.03077141179944
aa,2,484.16028959334295
aa,2,485.4837087913851
aa,2,485.4841832633325
aa,2,484.9203257059664
aa,2,485.1072796596838
aa,2,484.94308874773054
aa,2,485.9632232964536
aa,2,486.41378641714283
aa,2,484.52304945372515
aa,2,503.25713265716684
aa,2,496.1882002535144
aa,2,503.4017609850637
aa,2,500.795437615518
aa,2,499.65076457652924
aa,2,503.21750884616716
aa,2,501.0303606273755
aa,2,502.7255071023551
aa,2,499.3292670549429
aa,2,503.21477067294063
aa,2,503.60798191673797
aa,2,503.20956094727774
aa,2,474.16417599928377
aa,2,459.40396394765685
aa,2,463.1949045033373
aa,2,479.6584842701928
aa,2,468.28049465630426
aa,2,390.38389894467633
aa,2,387.4805255271855
aa,2,388.9439070370275
aa,2,386.7165546751274
aa,2,391.45622498104757
aa,2,396.915091631035
aa,2,398.94391723285054
aa,2,397.6805375172537
aa,2,384.06104137557514
aa,2,384.5859911306561
aa,2,386.6820809867408
aa,2,445.657463361969
aa,2,444.20739849983926
aa,2,444.49962565954047
aa,2,447.9908811886793
aa,2,445.3916786816077
aa,2,416.95079421852824
aa,2,420.3841052845221
aa,2,422.4506567358949
aa,2,417.0343971597007
aa,2,422.9184051553808
aa,2,422.374633588051
aa,2,104.7644345226811
aa,2,105.93327625932433
aa,2,111.73448239126083
aa,2,108.53595975109539
aa,2,104.37069220933216
aa,2,117.9506541921326
aa,2,126.66870215947796
aa,2,124.86950600816057
aa,2,126.99980676739361
aa,2,126.07906986648908
aa,2,113.10937350043653
aa,2,126.30935059624765
aa,2,125.93353641611832
aa,2,116.17658672897656
aa,2,116.12373213997785
aa,2,83.42745634430929
aa,2,87.84259179917944
aa,2,84.50696280742126
aa,2,92.60654358342087
aa,2,94.93122851471253
aa,2,94.96307662072138
aa,2,83.30330870802895
aa,2,83.23270758965185
aa,2,87.98202558920649
aa,2,25.460339759995684
aa,2,30.593364599723184
aa,2,26.172237799106068
aa,2,30.062308169015633
aa,2,30.016445480970233
aa,2,27.22900849868254
aa,2,30.87429603763196
aa,2,30.424745674182848
aa,2,20.153201919895434
aa,2,20.246599966445903
aa,2,20.310158168369547
aa,2,22.16307034538446
aa,2,24.02872732868372
aa,2,25.47956351874832
aa,2,28.757545220611657
aa,2,29.078277172894246
aa,2,57.17936321395071
aa,2,57.87217198576693
aa,2,59.836697400345486
aa,2,58.612365527843046
aa,2,62.87284741513837
aa,2,63.47547266410102
aa,2,63.56435915657621
aa,2,61.497026890762186
aa,2,57.36348771150317
aa,2,60.97736062318264
aa,2,62.88353378151196
aa,2,164.77970809346516
aa,2,173.9066667846901
aa,2,175.73003666441136
aa,2,162.75830975447857
aa,2,162.57630787431358
aa,2,160.69271950516247
aa,2,164.36337793681096
aa,2,170.4009148618541
aa,2,170.65839258021958
aa,2,165.82565468239468
aa,2,146.23709385751334
aa,2,156.64340987228567
aa,2,159.6562071061581
aa,2,148.99319273927878
aa,2,149.51231208784142
aa,2,148.46941923571205
aa,2,144.29935834847373
aa,2,158.42042517515242
aa,2,148.9333424198071
aa,2,151.1478847601108
aa,2,145.21685461418764
aa,2,204.8127099738931
aa,2,203.85010620133062
aa,2,202.131790735394
aa,2,207.51344988605672
aa,2,204.10464682284305
aa,2,204.74567694437513
aa,2,204.37745823252567
aa,2,243.43811913975185
aa,2,241.91475208879297
aa,2,242.5091199109822
aa,2,244.72503801168276
aa,2,241.40488405000198
aa,2,247.46753583983144
aa,2,242.0303146602265
aa,2,246.31996091634454
aa,2,240.62738703466098
aa,2,246.36595318716215
aa,2,243.05216521561712
aa,2,245.9434522077486
aa,2,241.41087938111312
aa,2,240.05901783661366
aa,2,245.13415602565766
aa,2,242.7686559779044
aa,2,893.1322387870912
aa,2,892.8063664166457
aa,2,892.050769108795
aa,2,892.4055752321975
aa,2,893.5362371093554
aa,2,893.9703450460905
aa,2,877.6874343952393
aa,2,876.7336754170119
aa,2,876.4171781816722
aa,2,877.7811173560502
aa,2,879.6300443593176
aa,2,877.3455968405538
aa,2,877.3470192536145
aa,2,879.9923174912839
aa,2,879.3913547773199
aa,2,877.1205556296123
aa,2,876.0480039845208
aa,2,878.9932484534866
aa,2,858.7079507624014
aa,2,863.4097536908122
aa,2,863.9572377316128
aa,2,861.8027244151378
aa,2,862.5684382002954
aa,2,845.2123838827924
aa,2,838.6656847945155
aa,2,847.3125114383076
aa,2,844.9380145624233
aa,2,834.2849640109472
aa,2,842.7297118676395
aa,2,840.2642243035547
aa,2,814.2683336022877
aa,2,813.1823510971036
aa,2,813.3004092156111
aa,2,809.1894570599674
aa,2,808.4080450247786
aa,2,810.1501043356496
aa,2,811.839738638744
aa,2,810.3718910060018
aa,2,818.3658559809227
aa,2,830.3940138940719
aa,2,822.7933056679002
aa,2,822.7968853763679
aa,2,820.8273677800777
aa,2,777.8074075688036
aa,2,778.0968429091345
aa,2,772.1999803670589
aa,2,777.452350619728
aa,2,781.7509695678864
aa,2,773.6946532400777
aa,2,777.3361925714146
aa,2,772.3377039963926
aa,2,768.5868100054834
aa,2,779.4942618526264
aa,2,935.6879177870604
aa,2,929.2789650232572
aa,2,931.5435993064024
aa,2,934.6631500192508
aa,2,932.4410103513708
aa,2,931.6162906800164
aa,2,928.0591996851671
aa,2,935.7314995416233
aa,2,913.6517405705735
aa,2,915.9549186227932
aa,2,908.9710168256107
aa,2,904.3939119639704
aa,2,904.6728112813414
aa,2,919.0184031536854
aa,2,917.2578402952075
aa,2,915.0126650807722
aa,2,916.6002421169184
aa,2,919.464521392346
aa,2,912.8347875102208
aa,2,985.1324394576598
aa,2,984.9401846919309
aa,2,990.4800275766357
aa,2,990.0302809654117
aa,2,985.3930073527326
aa,2,986.1561841451897
aa,2,987.8640394579105
aa,2,989.9833825557399
aa,2,990.7329695893635
aa,2,993.8727208982153
aa,2,998.6198832710819
aa,2,995.5161664679677
aa,2,997.9733369814567
aa,2,997.3232024937812
aa,2,1008.0876681101729
aa,2,1012.7883186734981
aa,2,553.8340101182412
aa,2,548.7510817936761
aa,2,555.4321643660862
aa,2,546.4265966483322
aa,2,559.313624774184
aa,2,555.5787194315598
aa,2,545.9834317004726
aa,2,544.8968363362982
aa,2,553.0421155631487
aa,2,562.789978027344
aa,2,562.789978027344
aa,2,562.789978027344
aa,2,562.789978027344
aa,2,530.784593626653
aa,2,529.920063372296
aa,2,530.1337621606233
aa,2,529.3554111233111
aa,2,528.9154990542386
aa,2,531.4659537089542
aa,2,530.6895691312684
aa,2,531.5950563728578
aa,2,530.1011225351928
aa,2,528.2758722729377
aa,2,531.4683214248694
aa,2,531.9444957142446
aa,2,528.7138125310508
aa,2,608.3267389678788
aa,2,611.4427211474281
aa,2,609.2307901091439
aa,2,614.3313522876457
aa,2,614.2490500804942
aa,2,624.0132870866562
aa,2,624.2183836889022
aa,2,627.3829037572112
aa,2,627.1612531714183
aa,2,626.014692366258
aa,2,604.2436640112024
aa,2,585.120785353778
aa,2,590.1244606388966
aa,2,603.2768930045966
aa,2,600.8010085177611
aa,2,604.9189556383169
aa,2,601.6400552566596
aa,2,607.716335514775
aa,2,600.9378719679725
aa,2,725.7950745822561
aa,2,727.271131295557
aa,2,722.6057196198935
aa,2,727.3195846636775
aa,2,727.5866147532654
aa,2,724.2225624168136
aa,2,704.3799248836164
aa,2,706.7737564386196
aa,2,704.7204640295337
aa,2,704.614817388962
aa,2,707.1279324853575
aa,2,708.9574119451256
aa,2,709.2658761569509
aa,2,742.5304024349351
aa,2,737.1317977530134
aa,2,746.9553756663885
aa,2,748.5159369999765
aa,2,747.9014563258423
aa,2,749.9215090483472
aa,2,759.6989586826628
aa,2,755.9352193664453
aa,2,764.6378136906295
aa,2,755.197302031607
aa,2,755.9753382808008
aa,2,764.0741945025142
aa,2,758.6500907012124
aa,2,755.9880475600027
aa,2,758.9556952125572
aa,2,653.7437416847902
aa,2,652.3295309323624
aa,2,654.1842509719564
aa,2,649.8818622184839
aa,2,671.5343293981407
aa,2,654.2883538187966
aa,2,640.3961068702716
aa,2,641.6627104564031
aa,2,654.7131142869571
aa,2,652.3829466382717
aa,2,670.0492380973676
aa,2,642.9015161651357
aa,2,671.7727946946432
aa,2,671.0161795699462
aa,2,674.3290647398265
aa,2,685.2754368482241
aa,2,683.1493912213497
aa,2,679.1865730721728
aa,2,681.4953403804469
aa,2,679.6013290960204
aa,2,687.4758965516969
aa,2,676.4125610667661
aa,2,673.8028411140352
aa,2,687.9978496038165
aa,2,679.8240961583223
aa,2,687.4371702128392
aa,2,672.9986273104986
aa,1,1275.6108596507206
aa,1,1276.720272291539
aa,1,1274.6121666388842
aa,1,1276.7045590553391
aa,1,1277.2251139892967
aa,1,1256.7218761739575
aa,1,1259.8071929659413
aa,1,1263.6455570212354
aa,1,1260.0234335028301
aa,1,1261.0320926557501
aa,1,1262.852842152706
aa,1,1257.8637465527715
aa,1,1258.7833736419213
aa,1,1224.4794452030874
aa,1,1231.9833829415152
aa,1,1224.0111214203735
aa,1,1221.3016747675053
aa,1,1222.561147387484
aa,1,1218.1150409190348
aa,1,1225.5372164368998
aa,1,1225.9903789979257
aa,1,1228.924214137923
aa,1,1227.4620751878833
aa,1,1224.5616382465168
aa,1,1228.0879098548673
aa,1,1224.989839927292
aa,1,1192.241270630178
aa,1,1195.6926570575504
aa,1,1192.9728359316007
aa,1,1195.8545897715305
aa,1,1195.239622889622
aa,1,1194.9382319260742
aa,1,1192.8119500232397
aa,1,1195.5378447090645
aa,1,1194.6173947637649
aa,1,1192.0189629707932
aa,1,1157.6035932926263
aa,1,1158.1300509121374
aa,1,1156.2578141349222
aa,1,1159.8812385014123
aa,1,1156.0231472255955
aa,1,1158.5934186519307
aa,1,1157.9335021787972
aa,1,1156.1445060821068
aa,1,1157.1890374657848
aa,1,1159.290548130627
aa,1,1174.9498096816721
aa,1,1174.6648889951477
aa,1,1173.3879434413843
aa,1,1172.3223656890036
aa,1,1052.997332880813
aa,1,1053.479609174287
aa,1,1055.9728591376354
aa,1,1055.9313578047143
aa,1,1051.815747075313
aa,1,1050.7201347128732
aa,1,1054.1821555060985
aa,1,1054.5766374072828
aa,1,1055.8128026970305
aa,1,1053.4629434217297
aa,1,1054.7145806038234
aa,1,1053.6054865957499
aa,1,1109.6086971738528
aa,1,1116.6945407255887
aa,1,1116.7108285684048
aa,1,1117.7424323530608
aa,1,1119.948274748671
aa,1,1116.8546559176827
aa,1,1118.073239470188
aa,1,1108.7470628342871
aa,1,1106.0266272591045
aa,1,1107.258818667328
aa,1,1108.2684613160468
aa,1,1142.9395816826518
aa,1,1140.4985819630672
aa,1,1143.46527560861
aa,1,1142.777861664792
aa,1,1142.5835318337488
aa,1,1140.9884503325204
aa,1,1140.0689898315113
aa,1,1142.773493330862
aa,1,1132.3918503749192
aa,1,1130.5853951931724
aa,1,1129.4302645166742
aa,1,1125.3692210008828
aa,1,1127.7758153870025
aa,1,1121.8200417529365
aa,1,1330.919086372763
aa,1,1332.7354754125024
aa,1,1334.565307909745
aa,1,1341.6858398481756
aa,1,1340.9186844853955
aa,1,1341.7174946049315
aa,1,1343.7177119539688
aa,1,1340.4048002251036
aa,1,1343.0772101933094
aa,1,1315.1132019077386
aa,1,1314.1606421768652
aa,1,1314.6765930400898
aa,1,1314.0513444212545
aa,1,1314.3923640234711
aa,1,1314.30384131342
aa,1,1314.2771516216148
aa,1,1315.9297827397602
aa,1,1314.3982497266527
aa,1,1315.8651988097013
aa,1,1280.5328768045765
aa,1,1287.2449124940354
aa,1,1283.8035929392995
aa,1,1287.4354025396276
aa,1,1286.607282177323
aa,1,1287.1401334260831
aa,1,1287.824082161624
aa,1,1286.6969663947946
aa,1,1287.7342172797082
aa,1,1284.3642923306325
aa,1,1281.847264194306
aa,1,1286.4968479505376
aa,1,965.6232818022926
aa,1,965.7465372594191
aa,1,967.0848701219784
aa,1,964.8116394890167
aa,1,964.5434822033611
aa,1,967.9492203653338
aa,1,967.5464604084856
aa,1,965.6905024105729
aa,1,965.1132384839013
aa,1,991.2622515365196
aa,1,987.1574460666917
aa,1,982.8884139871457
aa,1,981.1790539578062
aa,1,988.8942800488571
aa,1,990.7147450320682
aa,1,988.7974932325966
aa,1,984.5973766934127
aa,1,994.0726570418564
aa,1,994.6758806345889
aa,1,999.5310952386853
aa,1,992.6655399452925
aa,1,996.3030958488956
aa,1,999.881785423551
aa,1,997.2258930195442
aa,1,996.9494973648185
aa,1,995.6785080325077
aa,1,923.4611203701012
aa,1,913.4447815360517
aa,1,921.4704273390573
aa,1,917.9004748909846
aa,1,918.483623193166
aa,1,912.1791812784235
aa,1,914.1970257561675
aa,1,916.7951928154513
aa,1,916.9071422552701
aa,1,918.1286610007314
aa,1,912.0072226917928
aa,1,916.3525354443213
aa,1,915.7272959989449
aa,1,935.1203676315405
aa,1,959.6805382066348
aa,1,839.1672938726575
aa,1,845.7373801031741
aa,1,840.7976937080911
aa,1,841.4024113807269
aa,1,840.8603075631801
aa,1,846.4742192762922
aa,1,845.0862399080802
aa,1,834.6327472058146
aa,1,834.5455245853835
aa,1,833.374493748319
aa,1,842.057998451721
aa,1,842.4714013201461
aa,1,841.2269113282011
aa,1,833.3804159700321
aa,1,835.4550499374766
aa,1,832.5038100793411
aa,1,892.1717084150954
aa,1,893.9677393391614
aa,1,892.7713747885957
aa,1,893.433059315229
aa,1,892.2468067217395
aa,1,892.4449463644738
aa,1,892.5387527874954
aa,1,893.8312066344216
aa,1,892.7943635764029
aa,1,876.5080040832597
aa,1,878.7301587291323
aa,1,877.1046202140064
aa,1,798.6980054667614
aa,1,799.6475349510159
aa,1,797.553488891144
aa,1,797.1854368173987
aa,1,797.2618281356971
aa,1,796.9955450116128
aa,1,796.0713065932027
aa,1,798.1474388958441
aa,1,796.7970480265635
aa,1,799.426754292522
aa,1,796.6305489745346
aa,1,797.722282649324
aa,1,797.3611672232839
aa,1,821.0386000741846
aa,1,818.8751058054249
aa,1,823.4839268752372
aa,1,817.6678695905446
aa,1,816.9428100640511
aa,1,821.1951978055774
aa,1,820.9318565463325
aa,1,801.2139159734364
aa,1,807.2212990347724
aa,1,807.4047421228347
aa,1,800.130425594067
aa,1,804.6994436648336
aa,1,806.1231569294451
aa,1,803.9678784075763
aa,1,802.6616900884545
aa,1,803.2714395856581
aa,1,807.534993862864
aa,1,589.9414498631126
aa,1,585.7260738171698
aa,1,586.3010880814961
aa,1,588.2274309671697
aa,1,585.0175137928991
aa,1,588.024242868293
aa,1,589.2158560846735
aa,1,589.0560768704468
aa,1,615.2211602920092
aa,1,614.5474990511839
aa,1,612.4117743967823
aa,1,612.5159713327411
aa,1,626.5971281762703
aa,1,626.2550753489091
aa,1,611.8696240104564
aa,1,614.4408221491575
aa,1,615.0165368304968
aa,1,626.7353092126352
aa,1,627.4031150492408
aa,1,568.8411459250941
aa,1,570.0350894469361
aa,1,574.6503597235821
aa,1,572.0790062312598
aa,1,570.0736632997915
aa,1,575.635004454635
aa,1,572.8827276094104
aa,1,573.725797164442
aa,1,574.9548873283192
aa,1,562.789978027344
aa,1,562.789978027344
aa,1,575.9865422080601
aa,1,571.7914859652102
aa,1,573.1272438434572
aa,1,556.4923020987848
aa,1,556.8696008358802
aa,1,546.4919332637647
aa,1,514.7276534477539
aa,1,518.5454743426382
aa,1,516.0198942832606
aa,1,512.1643948388053
aa,1,519.9620885254907
aa,1,516.1195947376254
aa,1,512.2524139088828
aa,1,514.6838990414426
aa,1,515.5315867929578
aa,1,519.790470256927
aa,1,517.7981385567133
aa,1,670.8282255197228
aa,1,670.0762542352225
aa,1,671.7761526838245
aa,1,670.9836170785256
aa,1,670.2439137074292
aa,1,671.1431822786325
aa,1,670.7706800689996
aa,1,670.1977855267803
aa,1,649.3277048398553
aa,1,650.1600022947297
aa,1,650.8823820045384
aa,1,655.5609055404419
aa,1,652.9477738087755
aa,1,652.4311501618786
aa,1,655.4975846739278
aa,1,652.7517091136627
aa,1,652.5934332695276
aa,1,655.2903117315506
aa,1,653.1172863847219
aa,1,655.6456197074536
aa,1,655.3606554080841
aa,1,723.5864034796186
aa,1,724.7967139276428
aa,1,723.4235323401933
aa,1,724.4620782704235
aa,1,721.1667604518475
aa,1,725.466456369574
aa,1,717.5215875576107
aa,1,707.9361893013355
aa,1,718.4594601961946
aa,1,705.1072153397914
aa,1,718.921222783236
aa,1,719.0805166262717
aa,1,752.5560857847289
aa,1,766.2349538493361
aa,1,766.9905055897032
aa,1,755.5878818920804
aa,1,766.4243892699708
aa,1,745.8233802986233
aa,1,757.8272921931948
aa,1,275.9193168168111
aa,1,285.22435142136646
aa,1,275.97089863212045
aa,1,287.63749147856737
aa,1,275.55153200973797
aa,1,280.19561276302903
aa,1,283.09838792930594
aa,1,265.04122379671975
aa,1,265.2431804845571
aa,1,265.883093378859
aa,1,265.4591735399959
aa,1,265.53889656278733
aa,1,265.9163657977983
aa,1,256.29809244710094
aa,1,256.5657897312055
aa,1,256.8497233755932
aa,1,292.5016871375992
aa,1,293.7199317038884
aa,1,293.4576205548873
aa,1,308.5470237075022
aa,1,293.59230508334485
aa,1,304.67875547805636
aa,1,292.4211888884359
aa,1,293.0340879810074
aa,1,293.60274384667605
aa,1,293.80572796224527
aa,1,310.44027442345816
aa,1,292.27473034958024
aa,1,362.67418117205415
aa,1,365.5192459343382
aa,1,362.14516577646464
aa,1,375.0700667676622
aa,1,360.5656860994938
aa,1,363.4167238719688
aa,1,363.6053780047629
aa,1,329.4010718385762
aa,1,335.04609232596414
aa,1,331.18111864850937
aa,1,333.39078278363365
aa,1,328.6057960174578
aa,1,331.3510931278022
aa,1,399.9137961724333
aa,1,387.1332571740114
aa,1,399.2465701524351
aa,1,389.3427578172696
aa,1,388.8973840214815
aa,1,395.36332153314873
aa,1,412.8802458508931
aa,1,413.1186914632288
aa,1,409.7718780525076
aa,1,410.00571332038476
aa,1,415.5500178327942
aa,1,411.8223476762626
aa,1,411.316974677594
aa,1,421.2769566399481
aa,1,420.2862501887314
aa,1,416.8240229123473
aa,1,422.05283515170083
aa,1,416.0270897395896
aa,1,418.39549497483137
aa,1,447.8124573065591
aa,1,421.01513328373636
aa,1,429.8984893609911
aa,1,446.32518657810954
aa,1,444.3770132038125
aa,1,416.2649275997558
aa,1,424.9067851264675
aa,1,463.550564912413
aa,1,460.2612963951925
aa,1,462.86078003899496
aa,1,456.58779339193245
aa,1,461.75178636722603
aa,1,461.513834506349
aa,1,456.90485048612345
aa,1,459.71400517034965
aa,1,462.67748898061376
aa,1,471.67509943308886
aa,1,464.23393655086943
aa,1,469.5987500131611
aa,1,493.333072679098
aa,1,480.5571569394506
aa,1,481.82947740884805
aa,1,493.2704247853527
aa,1,494.3529033378026
aa,1,493.9362406527007
aa,1,495.8362476581548
aa,1,495.5081056952851
aa,1,494.52308852532735
aa,1,492.3801381073554
aa,1,494.22378149407524
aa,1,216.74306786672966
aa,1,217.31958041518027
aa,1,217.36143759990523
aa,1,217.13429711617647
aa,1,216.70815745581882
aa,1,216.66542446816572
aa,1,216.07321013387008
aa,1,216.69185028746534
aa,1,216.92663640904388
aa,1,217.26045054127863
aa,1,217.83813966172042
aa,1,237.70178134503627
aa,1,234.4471840176836
aa,1,234.32069152265979
aa,1,235.1018422798006
aa,1,234.05280820313897
aa,1,233.13269806607542
aa,1,239.6972095121101
aa,1,234.5321504578099
aa,1,238.42238194629905
aa,1,233.15881155753803
aa,1,236.01738261743327
aa,1,232.75322775119625
aa,1,238.90419559645034
aa,1,130.91257716909155
aa,1,130.69242791826306
aa,1,134.68824421215933
aa,1,133.70921379238274
aa,1,135.85950579586228
aa,1,128.3602820241751
aa,1,135.59729450472398
aa,1,135.3734437821636
aa,1,133.62652844129622
aa,1,158.11217733053346
aa,1,175.51697723614114
aa,1,175.09243786815193
aa,1,167.79133480013206
aa,1,160.16283544732457
aa,1,164.74755180870028
aa,1,167.26655589804867
aa,1,165.2597096401792
aa,1,164.23454157518697
aa,1,168.99297334319436
aa,1,172.8453237355622
aa,1,162.07344970969984
aa,1,163.2959971363335
aa,1,167.45669343217128
aa,1,45.34443287951457
aa,1,44.596874995647255
aa,1,46.73665483581522
aa,1,46.85130694041343
aa,1,45.37071110488589
aa,1,45.507103689671155
aa,1,45.72197315948152
aa,1,44.68489523575601
aa,1,59.955493485642954
aa,1,60.58890996432317
aa,1,59.92002958720411
aa,1,19.842823142159084
aa,1,19.297388357599118
aa,1,17.16024696311375
aa,1,17.18532168999681
aa,1,17.810163157568894
aa,1,19.17501049289865
aa,1,30.109163604496764
aa,1,16.833865812179408
aa,1,18.641696097322004
aa,1,17.98218460462164
aa,1,25.80512838605845
aa,1,19.142619593552624
aa,1,69.01473297305807
aa,1,68.1225737943695
aa,1,71.88989395468802
aa,1,69.32588150297765
aa,1,68.95672308329196
aa,1,68.22952769272425
aa,1,69.53892743552035
aa,1,70.43622428551002
aa,1,70.8364530787958
aa,1,68.62352603570396
aa,1,95.10647252304145
aa,1,82.46599819411843
aa,1,83.29231642699902
aa,1,87.40595471605204
aa,1,126.00469020655486
aa,1,124.8924110574688
aa,1,124.5856018947321
aa,1,126.0694166273493
aa,1,124.18592442122295
aa,1,125.68808564364132
aa,1,124.34010875868748
aa,1,124.30920227749141
aa,1,127.68972151997443
aa,1,116.01575669295501
aa,1,118.70067171919952
aa,1,116.37774526530583
aa,1,112.51275055462135
aa,1,118.93386816770337
